step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54
60000	-335.359310975516735	-333.826550284890800	-1.532760690625932	0.000102010520898	0.000027926727687	0.273763210312436	0.512931043760564	0	1	2	2	4	4	1	4	6	8	3	5	7	7	5	6	5	6	8	9	11	10	10	9	8	12	12	12	14	14	16	17	17	16	18	18	20	19	19	20	21	24	22	21	20	20	23	22	23	24	27	27	26	26	0	1	1	1	11	7	1	3	3	18	7	6	4	2	4	5	11	4	14	8	20	19	25	13	17	20	14	20	24	20	29	30	30	28	0	33	34	32	35	36	36	45	46	39	38	39	36	38	34	44	49	48	42	42	1	1	1	2	1	2	1	1	2	1	1	1	3	2	2	1	1	2	1	2	1	1	1	1	1	2	3	2	3	2	1	1	1	2	1	1	2	1	1	1	2	3	2	1	1	1	2	1	3	2	2	2	1	2
60500	-310.792719408067228	-309.119004610919148	-1.673714797148069	0.000107676429612	0.000022824031693	0.211968689671845	0.681027626721520	-1	0	2	2	5	2	1	2	6	9	4	5	5	7	5	7	6	8	8	8	11	10	9	10	12	13	13	15	13	16	15	18	16	15	17	18	19	19	18	20	22	24	21	20	22	20	23	21	23	23	26	26	26	28	0	1	1	2	11	7	1	1	3	19	6	6	1	15	2	11	11	13	13	4	14	14	17	14	23	20	24	26	22	34	27	30	34	26	0	33	34	32	35	33	36	48	46	39	38	39	30	38	48	46	49	38	48	53	1	1	2	1	1	1	1	1	2	1	1	1	3	1	2	2	1	2	1	3	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	3	1	1	2	1	3	2	1
61000	-323.880310762449199	-322.290668211421064	-1.589642551028155	0.000101539684103	0.000024837475758	0.244608558491841	0.627908002621487	-1	1	2	2	4	3	1	3	6	9	5	6	6	6	4	7	7	7	8	9	10	11	10	9	12	12	12	13	13	16	16	18	15	16	17	18	18	19	20	20	21	23	22	22	22	21	23	21	24	24	28	27	26	28	0	1	1	2	6	7	1	1	3	3	5	6	3	4	4	11	12	14	14	14	1	10	17	14	17	14	24	26	24	26	27	10	20	10	0	34	34	34	35	36	36	48	46	39	48	39	41	30	32	39	49	42	42	53	1	1	2	1	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	4	1	2	2	2	3	2	1	2	2	2	5	3	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2	2	2	1
61500	-327.260291647903273	-325.745234010435013	-1.515057637468233	0.000113749388930	0.000032371163226	0.284583183533010	0.651732415483269	-1	1	1	3	4	4	3	3	5	8	5	6	6	4	5	7	6	7	8	9	10	10	9	10	11	11	14	14	14	16	16	18	16	16	18	17	18	19	20	20	20	23	22	21	21	21	23	20	23	24	27	27	26	28	0	1	1	2	7	7	1	2	3	4	5	7	4	3	4	11	11	15	4	4	15	15	5	20	23	10	24	20	24	26	29	30	26	28	0	30	30	28	35	30	33	48	46	39	38	39	41	38	48	44	49	42	48	53	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	2	2	3	3	2	1	2	1	2	2	2	1	1	1	2	1	1	1	1	2	1	2	3	2	1	1	1	1	2	1	2	2	2	2	3	1
62000	-317.474579017597762	-315.826046699963911	-1.648532317633843	0.000164024087563	0.000036209584350	0.220757724603136	0.622272478219849	-1	1	3	3	4	3	4	2	5	7	5	6	5	7	6	7	7	8	8	9	10	10	8	9	12	12	14	12	14	15	15	17	17	17	17	19	20	19	19	19	22	22	22	22	21	21	23	23	24	25	26	26	26	28	0	1	2	2	1	2	6	2	4	13	5	7	4	4	13	11	11	14	4	4	14	13	5	4	23	14	20	24	24	28	21	30	30	30	0	33	34	32	35	33	40	38	46	39	38	39	41	45	42	39	48	48	48	52	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	2	2	2	2	2	2	1	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	4	1	1	2	1
62500	-294.085499820981113	-292.302383510822096	-1.783116310159029	0.000113058830158	0.000020422826811	0.180638936227308	0.585815237652248	-1	0	2	2	4	2	3	1	6	9	5	5	6	5	4	7	7	8	8	8	11	10	10	10	11	11	13	13	14	17	16	18	17	15	18	18	20	20	19	20	22	23	21	21	21	20	24	22	24	25	28	28	26	28	0	1	1	2	6	1	6	1	3	13	5	6	14	2	4	11	11	14	13	13	19	14	17	15	17	10	21	26	21	34	27	30	34	26	0	34	30	32	35	36	33	48	46	39	38	39	41	38	48	44	49	42	42	42	1	1	1	1	1	2	1	1	3	2	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	3	1	1	1	1	1	1	1	1	2	2	2	2	2
63000	-287.341754129646631	-285.758325645897457	-1.583428483749182	0.000159516657004	0.000039472875083	0.247452998479357	0.828451798355193	-2	0	2	1	4	3	4	4	5	8	5	6	7	6	5	7	6	7	9	8	10	10	9	9	10	13	13	15	14	15	17	17	16	16	18	18	19	19	19	20	21	24	21	20	21	20	22	21	23	24	27	27	25	27	0	1	2	2	6	1	6	3	3	14	5	6	14	8	4	11	6	9	10	14	24	13	17	15	17	20	21	26	22	26	26	30	26	30	0	33	32	32	35	30	36	48	46	39	32	39	41	38	48	46	49	53	42	53	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1
63500	-315.489203910491540	-313.968148598387359	-1.521055312104197	0.000128914859878	0.000036199753461	0.280803574504845	0.764878829200337	-1	0	1	2	4	4	2	3	7	6	3	5	6	5	6	7	6	7	9	8	11	10	10	9	12	12	13	15	15	17	14	18	16	16	17	18	19	20	19	18	21	24	22	21	21	20	22	22	23	24	28	26	27	27	0	1	1	2	11	7	1	1	14	4	7	6	4	2	4	11	12	14	10	4	22	24	17	18	17	22	14	26	31	34	27	30	26	26	0	34	34	32	35	34	36	48	46	39	32	39	41	38	38	35	49	42	42	48	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	3	1	1	1	2	1	1	2	1	3	1	3	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	3	2	1	2	3
64000	-317.727064643465496	-316.254886773573901	-1.472177869891611	0.000101204792694	0.000031969058639	0.315884829046791	0.692814712295933	-2	1	2	3	5	3	2	3	6	8	4	5	7	6	5	8	6	7	6	7	10	8	8	9	12	12	13	14	14	15	13	18	17	16	18	18	20	21	19	20	22	23	21	21	21	20	24	22	23	25	27	27	24	27	0	1	1	2	11	7	2	1	3	14	7	6	2	2	4	11	11	15	4	19	10	19	17	22	23	13	24	22	27	26	22	34	30	26	0	30	36	32	35	33	33	48	46	39	32	39	33	45	45	44	49	45	48	53	1	2	1	1	1	1	1	2	2	1	1	1	2	2	1	2	2	1	2	1	1	2	1	1	2	2	2	3	1	2	2	1	1	2	1	2	1	1	1	2	3	1	1	1	2	1	4	1	1	2	2	2	1	1
64500	-327.954945532628869	-325.993279937047419	-1.961665595581470	0.000110754649581	0.000016031575031	0.144748550890559	0.586159094340116	-1	1	2	2	5	3	2	2	7	8	4	5	6	6	5	7	7	7	9	9	10	10	10	10	10	13	13	14	15	15	17	16	16	13	18	18	19	20	19	20	21	23	22	20	21	20	23	21	24	22	27	26	25	27	0	1	1	2	11	7	1	1	7	13	6	7	15	1	4	11	11	15	10	14	8	13	17	13	17	20	24	20	24	21	14	28	30	14	0	33	30	32	35	36	36	48	46	39	38	39	41	38	42	44	49	53	48	53	1	1	2	1	1	1	2	1	2	1	1	1	1	4	2	2	2	1	1	1	3	1	2	1	2	2	1	4	2	2	5	1	1	4	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2
65000	-367.129026467545373	-365.673627273972386	-1.455399193573015	0.000121615126593	0.000040235182825	0.330840282391508	0.487410996820780	-1	1	3	3	5	3	2	3	5	7	4	5	7	5	5	7	6	8	8	9	11	9	9	10	12	12	11	14	14	16	16	15	16	17	18	17	20	21	19	20	21	23	22	20	20	20	21	21	23	25	27	28	26	27	0	1	1	2	11	7	1	1	3	4	6	7	1	4	8	5	11	15	4	14	19	4	17	14	17	22	22	22	27	26	13	26	28	21	0	28	28	45	35	33	36	45	46	35	32	39	40	34	34	44	34	53	42	53	1	2	2	1	1	1	2	2	1	3	1	2	5	1	2	1	1	2	3	2	1	2	1	2	3	2	1	2	2	2	4	1	1	3	1	3	3	1	1	1	2	1	1	1	2	1	1	3	4	2	5	2	2	1
65500	-340.079163989109020	-338.124924975156773	-1.954239013952259	0.000123887676244	0.000018085544708	0.145983404131724	0.585580323648790	0	1	2	2	5	1	3	4	5	8	3	5	6	6	3	6	7	7	9	8	11	9	7	9	11	13	14	15	14	17	16	17	16	16	17	18	18	20	19	19	20	23	22	21	21	21	22	20	23	24	27	26	26	28	0	1	1	2	11	1	6	1	3	4	6	6	2	4	2	5	11	15	18	18	14	13	11	15	17	14	21	10	24	33	27	26	26	26	0	26	28	30	35	34	36	48	46	39	48	39	40	32	32	44	52	49	42	53	1	1	1	1	1	1	1	2	2	3	1	2	2	2	1	1	2	3	1	1	2	1	2	3	3	4	2	3	3	1	2	2	2	2	1	2	2	2	1	2	2	1	1	1	1	1	2	1	4	2	1	2	2	1
66000	-348.413614341862058	-346.559186849833168	-1.854427492028901	0.000184384130931	0.000030342603846	0.164561905043546	0.716531898928471	-1	1	3	2	3	2	3	4	6	7	5	6	7	5	4	7	7	7	8	8	11	10	8	10	12	12	13	14	15	17	17	18	16	16	18	18	18	18	19	21	20	24	22	20	20	21	22	22	24	23	27	27	27	26	0	1	2	2	6	1	6	1	3	4	5	6	2	1	2	11	11	15	7	4	19	18	17	18	23	22	24	26	21	34	27	34	14	28	0	34	33	34	35	36	36	48	46	39	38	39	36	45	33	39	48	54	42	48	1	1	1	1	1	2	1	2	1	3	1	2	2	3	2	2	1	2	1	2	2	1	1	1	2	1	2	1	2	1	3	1	4	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	3	3	3	1	2	1
66500	-327.608836080877666	-325.990219481123574	-1.618616599754097	0.000113141497725	0.000026274530047	0.232227171948251	0.606426299938090	0	1	2	2	3	1	3	4	6	7	4	5	6	7	4	6	6	7	8	8	11	11	10	9	12	12	13	13	14	17	15	17	17	15	18	18	19	19	20	20	21	22	21	22	21	22	23	21	23	24	28	26	26	28	0	1	1	2	6	1	6	1	3	4	5	6	4	8	2	11	11	15	15	13	14	4	17	2	17	20	22	14	24	28	27	26	26	22	0	34	32	30	35	33	36	48	39	39	38	43	33	38	34	44	38	48	48	52	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	1	1	2	3	1	2	5	2	4	3	2	1	3	3	2	1	3	3	2	1	2	1	1	1	2	1	1	1	1	1	1	3	1	3	2	4	2	3	1
67000	-336.422282337114950	-334.883450012745811	-1.538832324369129	0.000117606755069	0.000031785947128	0.270273141273120	0.581285374107148	-1	0	2	3	3	3	2	4	5	8	4	5	6	6	4	7	7	7	9	8	11	10	8	9	12	11	13	13	14	16	17	18	16	16	18	18	20	20	19	21	21	24	21	20	22	22	23	22	23	24	27	26	27	28	0	1	1	1	7	7	1	1	2	9	5	6	1	2	2	11	11	15	10	4	22	14	17	9	17	14	21	22	27	24	29	33	26	10	0	33	32	32	35	33	33	48	39	39	33	43	34	38	34	39	42	42	41	52	1	1	2	3	1	1	1	2	3	2	1	1	3	2	2	2	1	2	1	2	1	2	1	3	2	2	1	1	1	3	2	1	2	3	1	1	1	1	1	3	3	2	1	1	3	1	3	1	5	3	1	1	2	1
67500	-368.414587407600436	-366.990330454017226	-1.424256953583224	0.000167006091093	0.000060966872900	0.365057780231816	0.494775951627165	-2	1	3	3	4	2	3	4	6	8	5	5	6	7	2	6	7	7	8	8	9	10	10	10	9	12	12	13	13	14	16	18	15	16	18	17	20	21	19	19	19	23	20	21	21	22	23	23	24	24	26	27	25	28	0	1	6	2	7	1	6	3	3	15	5	6	4	8	2	11	11	4	13	4	14	19	17	4	17	22	18	20	20	26	21	34	30	30	0	33	28	32	35	36	36	45	39	39	32	43	40	38	20	39	53	48	45	42	1	1	1	1	1	2	1	1	2	3	1	2	1	1	1	1	1	2	1	2	1	1	1	3	2	1	3	2	3	1	2	1	1	1	1	1	4	2	1	1	2	1	1	1	3	1	2	2	10	3	1	2	4	3
68000	-366.212068894304991	-364.321735969727115	-1.890332924577867	0.000136125865991	0.000021428725861	0.157418472269334	0.496151310799050	-1	0	0	2	4	3	2	4	6	7	5	5	6	5	5	7	6	8	9	8	10	11	9	10	12	13	12	15	14	14	15	18	17	16	18	16	17	21	20	21	21	24	22	21	20	21	20	22	23	25	26	25	26	27	0	1	1	3	7	7	3	1	3	4	5	6	14	2	2	11	5	3	13	14	14	24	17	15	23	22	18	29	15	26	27	18	21	18	0	30	30	26	35	36	36	48	46	39	30	39	32	33	34	44	52	45	48	53	1	1	1	1	2	1	1	2	2	2	1	1	1	2	2	1	1	4	1	1	3	1	1	2	2	1	2	1	5	1	2	4	4	4	1	1	1	3	1	2	3	1	1	1	3	1	1	2	4	2	1	2	2	1
68500	-329.002392725250445	-327.564034302304663	-1.438358422945806	0.000104377042451	0.000036353869219	0.348293727869760	0.795030189299094	-1	1	3	3	2	4	3	4	6	7	4	5	6	7	5	6	6	7	8	8	10	9	9	10	12	12	12	14	14	16	16	17	15	16	18	18	19	19	19	20	20	22	22	21	22	20	24	23	24	24	27	26	24	26	0	1	1	2	1	7	5	1	3	15	5	6	4	13	1	11	11	15	15	13	15	18	17	13	23	20	24	26	27	33	29	33	21	28	0	34	34	26	35	34	36	40	46	39	32	39	33	30	32	44	49	48	42	48	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	2	1	3	1	1	2	2	2	1	2	1	1	1	2	2	2	1	1	1	4	1	3	1	1	1	1	3	1	4	2	2	1	2	2	1	2
69000	-322.558872218473311	-320.891795452650229	-1.667076765823092	0.000100819988322	0.000021597236953	0.214215824786126	0.730773278373856	-1	0	3	2	5	2	1	2	6	8	3	6	4	6	5	7	7	7	8	8	10	8	9	10	11	9	14	14	12	15	16	18	15	16	16	18	18	20	19	21	22	23	20	22	22	22	24	22	23	24	28	27	25	27	0	1	4	2	11	7	1	2	3	14	6	6	2	1	2	11	11	15	4	13	19	9	17	22	23	19	29	14	24	28	29	34	28	30	0	34	30	34	35	36	36	48	39	39	38	43	41	38	38	44	49	48	48	53	1	1	1	2	1	1	1	1	2	1	1	2	2	4	2	2	2	1	3	2	1	1	2	1	1	1	1	3	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	2	1	2	1	1	2	1	3	3	2	2
69500	-315.858162435465317	-314.319207597436161	-1.538954838029150	0.000116664703598	0.000031523245309	0.270203792035379	0.574847838510164	0	1	2	3	5	3	2	4	6	9	4	5	7	6	6	7	6	7	8	8	10	11	10	9	11	12	13	15	14	14	15	16	17	15	18	18	20	20	20	20	22	24	19	21	21	22	23	21	23	25	27	27	26	27	0	1	1	2	11	7	1	1	3	18	6	6	4	4	2	11	11	2	13	13	19	24	17	18	17	20	13	26	27	26	24	22	34	30	0	33	34	34	43	36	40	48	35	39	32	43	40	32	38	44	49	42	48	53	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	3	1	1	1	1	2	1	2	2	4	2	1	1	3	2	1	1	1	1	2	3	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	1
70000	-305.193152737726280	-303.458606456149425	-1.734546281576826	0.000115804526933	0.000022392574147	0.193365274575935	0.698406953792147	0	1	2	2	4	3	2	2	6	7	5	5	6	4	5	8	6	7	8	7	9	10	9	8	11	12	13	14	15	15	16	17	17	16	17	18	20	20	20	20	21	24	22	21	22	21	22	22	23	24	26	27	25	27	0	1	2	2	6	7	1	1	3	13	5	6	4	3	2	11	11	15	10	2	20	24	17	13	16	13	24	26	27	26	27	26	30	20	0	34	30	32	35	36	36	48	46	35	38	39	41	38	48	39	49	53	48	53	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	2	3	1	1	1	1	2	2	4	1	1	2	1	2	1	2	1	1	3	1	1	1	1	1	2	2	1	1	1
70500	-330.246065717852957	-328.668699031264509	-1.577366686588457	0.000142145234779	0.000035578780016	0.250298788218089	0.638107519840156	-2	1	1	2	5	3	2	3	7	9	4	5	6	7	5	6	7	8	8	9	11	10	10	10	11	11	14	14	13	17	16	17	16	15	18	18	19	19	19	19	22	21	20	21	22	22	23	23	23	24	27	26	25	27	0	1	1	2	11	7	3	3	3	4	6	6	4	4	4	11	11	13	13	15	22	9	17	19	16	22	29	22	24	20	29	14	28	28	0	33	33	32	35	36	36	38	35	39	42	43	36	42	42	43	49	48	41	52	1	1	2	1	1	1	1	1	3	2	1	1	2	2	2	1	1	1	2	2	1	1	2	1	3	1	1	2	2	4	2	4	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	2	2	2	1	1
71000	-314.891491310123570	-313.290007284040655	-1.601484026082933	0.000148071146911	0.000035445348408	0.239380521782539	0.691823123339722	0	1	3	3	4	3	4	2	6	7	5	4	6	6	5	7	6	7	8	8	9	11	8	9	11	11	13	14	14	17	17	16	17	16	18	19	18	20	19	20	22	24	22	22	22	21	23	22	23	24	28	27	26	27	0	1	1	2	6	1	6	1	3	4	5	6	4	4	3	6	11	15	10	18	18	19	17	18	23	20	21	22	22	26	29	18	26	28	0	30	33	33	35	36	36	48	46	39	38	39	41	38	32	44	42	53	48	53	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	2	2	1	3	1	3	3	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	1
71500	-307.646260246529266	-305.716621110007736	-1.929639136521542	0.000121733249527	0.000018285250373	0.150207527066430	0.604857625233013	-1	1	3	2	4	3	3	3	6	8	5	5	6	7	5	8	7	7	8	8	10	10	9	9	12	12	13	13	14	16	16	18	17	15	17	18	20	20	19	21	21	23	22	21	22	21	23	22	23	24	27	28	26	27	0	1	4	2	7	2	1	1	3	4	5	7	2	2	2	11	11	15	2	2	15	10	17	20	17	19	24	20	14	26	27	34	34	26	0	33	30	32	35	36	36	38	46	39	41	39	41	34	48	44	49	53	48	53	1	1	1	1	1	1	1	1	2	3	1	1	3	4	2	1	1	1	3	3	2	1	1	1	3	2	2	3	4	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	3	1	2	2	1	2	1
72000	-316.052701671283330	-314.577698839784034	-1.475002831499271	0.000081391327251	0.000025519811770	0.313544607668088	0.628155273546131	-1	0	2	2	5	3	2	3	6	8	4	6	4	5	6	7	6	7	8	8	9	8	8	10	10	12	14	14	13	15	16	17	14	15	18	17	19	19	19	20	21	24	21	21	21	20	23	21	23	24	28	27	26	27	0	1	1	2	11	7	1	3	13	3	7	6	1	4	13	11	5	15	13	9	14	15	17	10	17	20	29	26	24	26	29	30	26	20	0	34	34	32	35	36	36	48	46	39	38	39	41	38	48	44	49	48	48	42	1	1	2	1	1	1	1	1	2	3	1	1	3	2	1	1	1	1	3	1	2	1	1	2	3	2	1	1	1	1	2	1	1	3	1	1	3	2	1	1	2	2	1	1	1	1	2	1	1	2	2	3	1	2
72500	-302.231860514663026	-300.698382629327966	-1.533477885335053	0.000089466812438	0.000024455344201	0.273345428712280	0.796160846691262	-1	0	3	2	4	4	2	4	5	7	4	6	5	6	5	7	6	7	9	9	10	8	10	9	11	11	13	13	15	17	16	17	16	17	18	18	18	19	19	19	21	24	20	21	21	22	23	22	23	24	27	26	26	26	0	1	1	2	7	7	1	1	3	15	7	6	4	4	4	11	11	14	15	14	22	13	17	14	23	15	24	20	27	33	29	26	26	33	0	33	34	30	35	33	36	48	39	39	38	43	33	45	48	44	49	42	48	42	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	3	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1
73000	-327.760206689776339	-326.129914246360840	-1.630292443415524	0.000109795057604	0.000024989988111	0.227605765288491	0.544498017553523	-2	0	2	2	3	4	0	2	7	8	4	6	5	6	5	7	6	7	8	9	11	11	9	10	12	12	13	14	15	16	17	17	16	17	18	18	18	19	19	21	21	24	22	21	21	20	23	21	23	24	26	27	26	28	0	1	1	2	7	7	1	1	3	13	5	7	2	15	4	11	5	14	15	9	10	20	11	15	17	14	24	26	27	28	27	33	26	14	0	30	33	32	35	36	33	48	39	39	38	39	41	38	34	44	42	42	48	53	1	1	2	1	1	2	1	2	2	2	1	3	3	1	2	2	3	1	1	1	1	1	2	3	4	2	2	1	2	1	2	1	2	6	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	2	2	2	2	1
73500	-337.712818278915677	-336.000101982844058	-1.712716296071626	0.000156855807032	0.000031317925169	0.199660603975987	0.617095860396795	-1	1	2	3	5	3	2	3	6	8	4	5	6	6	5	6	6	8	8	7	10	8	9	8	9	10	14	14	14	16	15	18	16	17	18	18	18	20	20	20	22	24	22	21	21	21	21	22	24	24	25	28	26	28	0	1	1	2	11	7	1	1	8	15	6	6	2	4	2	11	11	14	13	2	10	14	17	9	17	4	14	26	2	28	24	30	28	30	0	33	29	34	35	28	36	48	46	39	32	39	33	38	40	46	42	42	42	53	1	1	2	1	1	1	1	2	1	2	1	1	2	2	2	1	1	1	1	3	1	1	2	2	1	2	4	3	7	1	3	2	1	1	1	1	2	2	1	3	2	2	1	1	1	1	3	1	2	2	1	2	1	2
74000	-293.141768579440452	-291.659010959592990	-1.482757619847461	0.000095674303262	0.000029405559720	0.307350654435339	0.755748929651457	0	1	2	3	5	3	2	3	7	8	4	5	7	6	5	7	6	7	8	8	9	10	9	8	11	12	11	15	13	15	17	18	17	16	18	19	20	20	19	20	22	23	21	22	21	22	23	22	24	24	28	25	27	28	0	1	1	2	11	7	1	1	3	15	6	6	4	2	2	11	11	15	14	14	9	10	17	18	23	20	13	26	27	26	29	34	30	30	0	33	30	32	35	36	36	48	39	39	38	43	36	38	48	44	49	42	52	48	1	1	1	2	1	1	1	2	2	2	1	1	3	2	2	2	1	2	1	1	1	1	1	1	2	2	2	2	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2
74500	-296.516625493778236	-295.010221285728960	-1.506404208049264	0.000113145104790	0.000032841692014	0.290261713711222	0.709038622296472	0	1	1	3	5	3	2	2	6	8	4	4	6	6	5	8	6	7	8	9	10	10	8	9	11	13	10	14	15	17	15	18	15	16	18	18	19	20	19	20	20	23	20	21	22	22	23	22	23	25	27	26	25	27	0	1	1	2	11	7	1	1	3	13	6	6	2	4	4	17	11	15	4	9	24	4	17	14	23	20	13	20	27	34	26	34	26	26	0	33	36	32	35	36	36	48	39	39	32	43	41	38	45	44	49	53	48	53	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	2	1	2	2	1	3	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1
75000	-328.936731672171504	-327.438657725523456	-1.498073946648075	0.000127897541534	0.000037857895489	0.296001745109064	0.627931916276906	-2	0	2	2	5	4	3	3	6	6	4	5	6	6	5	6	6	7	8	8	9	10	8	10	10	13	14	13	14	16	17	18	17	16	18	18	20	20	19	19	21	24	21	22	22	22	23	21	23	21	26	25	24	28	0	1	1	2	11	7	1	4	3	4	7	6	1	2	4	11	11	4	14	13	15	18	17	21	23	20	26	9	26	21	29	34	34	26	0	34	34	34	35	36	36	48	39	50	38	35	41	32	48	39	49	32	38	52	1	1	2	1	1	1	2	1	2	2	1	1	3	2	2	1	1	2	1	1	2	1	2	1	1	2	1	3	1	3	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	3	1	2	1	1	2	3	2	2
75500	-349.868264406633102	-348.047647168025719	-1.820617238607358	0.000130278515916	0.000022387364864	0.171842338752710	0.554029281977162	0	1	3	3	5	3	2	4	6	8	4	6	7	7	5	7	6	7	8	7	10	11	9	9	11	13	13	15	13	15	16	17	15	17	17	18	19	19	19	19	22	21	20	21	21	22	23	22	23	24	27	27	25	28	0	1	1	2	11	7	1	1	3	15	6	7	15	3	2	11	11	2	15	4	24	14	17	4	7	14	18	26	14	20	24	26	14	33	0	30	33	34	35	36	34	38	39	43	38	43	36	42	42	44	49	48	42	53	1	1	2	2	1	1	1	2	2	1	1	3	1	1	2	1	1	3	3	3	1	2	2	2	3	3	3	1	4	4	3	2	4	1	1	1	2	1	1	1	2	1	1	1	1	1	3	1	1	2	2	3	2	2
76000	-285.513007185946265	-283.959308737082608	-1.553698448863640	0.000094646616872	0.000024811513995	0.262148979168442	0.765174693326671	-1	0	1	2	5	3	2	3	5	9	4	5	6	7	5	6	6	7	8	7	11	11	9	9	10	13	13	14	13	17	17	17	16	15	18	18	19	20	19	19	21	22	22	21	19	21	23	23	23	24	27	25	26	28	0	1	1	2	11	7	1	1	3	13	6	6	4	9	2	11	11	13	13	4	24	14	17	14	23	20	24	26	24	34	29	34	34	26	0	33	30	45	35	36	36	38	46	39	30	39	41	42	42	44	49	48	42	52	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1
