step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45
37500	-282.333213458320131	-280.643762867988187	-1.689450590331925	0.000155116644792	0.000032082170411	0.206826098220632	0.687783029573368	1	4	8	8	10	11	10	12	13	13	14	15	15	16	18	16	18	19	18	18	18	19	21	20	21	22	24	22	22	23	22	23	25	24	27	27	25	29	29	29	29	29	30	30	33	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	11	13	14	11	11	14	0	19	21	15	22	29	22	24	20	21	22	28	24	30	16	22	25	35	32	35	35	39	39	44	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	3	1	1	2	2	1	1	1	2	1	2	2	2	2	2	1	6	2	4	1	3	1	1	1	1	1
38000	-283.039420914269556	-281.623820287620447	-1.415600626649114	0.000091680024082	0.000034539364591	0.376738171011288	0.555339496983907	0	3	8	8	12	11	10	12	13	12	14	14	16	14	17	16	17	20	19	19	18	18	20	20	22	20	25	23	22	24	23	21	25	24	24	26	26	30	28	28	29	29	31	29	35	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	16	16	14	0	8	21	19	22	21	22	24	19	18	22	28	29	19	16	22	39	35	37	39	36	39	35	39	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	2	2	1	1	1	3	1	2	1	3	2	2	2	2	2	1	2	3	5	3	1	2	1	1	2	2	3	3
38500	-267.021138867761294	-265.657749018723678	-1.363389849037619	0.000081318564725	0.000042371276031	0.521052925299320	0.640493012463658	0	2	8	7	12	11	10	12	13	12	14	14	14	15	17	16	16	18	18	18	19	19	22	21	21	22	24	23	23	24	23	24	25	25	27	25	27	31	28	27	29	29	30	30	33	0	1	0	0	4	7	3	7	6	6	7	10	10	0	7	11	13	14	11	16	18	0	20	21	20	22	21	22	24	25	21	22	28	24	30	19	33	42	36	28	39	35	39	39	39	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	3	1	1	1	2	2	2	3	1	3	1	2	2	4	1	1	1	2	1	1	1	1	3
39000	-284.051840272271477	-282.653396801832343	-1.398443470439113	0.000110592673066	0.000044724399975	0.404406537389357	0.612191940925625	0	3	7	6	11	11	10	12	13	13	13	14	15	15	15	18	17	17	18	19	19	18	20	21	21	21	21	22	22	22	23	24	24	24	27	27	26	29	29	29	30	28	31	30	33	0	1	0	0	4	7	3	7	6	6	3	10	10	0	11	7	10	14	11	11	18	0	7	21	20	22	21	22	24	23	21	22	22	29	25	16	32	36	35	33	39	25	41	42	44	1	2	1	1	2	1	2	1	1	1	2	1	1	1	2	5	2	1	3	2	1	1	4	1	2	2	1	3	1	1	2	2	2	1	3	4	2	1	1	3	1	3	1	1	2
39500	-252.815728361780685	-251.446304213561035	-1.369424148219649	0.000069338114000	0.000033536501312	0.483666188446619	0.730535697978288	-1	1	7	7	11	11	10	12	13	13	14	15	16	15	17	17	18	17	17	18	18	18	22	20	22	21	23	22	23	23	24	23	25	23	27	27	27	30	28	29	29	29	31	30	33	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	7	11	18	0	16	21	20	22	21	22	21	23	18	28	28	24	23	23	32	35	36	37	36	35	41	39	44	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	1	1	3	2	1	1	3	1	2	2	2	2	2	1	3	1	1	1	2	2	2	1	1	1	1	1	1	1	2
40000	-264.644903309013785	-263.239441842754900	-1.405461466258900	0.000102752791076	0.000040300885937	0.392212080225266	0.694682889923163	-1	3	7	7	11	11	10	12	13	13	12	14	15	15	17	17	17	17	19	20	19	19	21	22	20	22	24	22	23	23	22	24	25	25	27	26	27	29	28	29	29	29	30	31	33	0	1	0	0	4	3	3	7	6	6	7	10	9	0	11	8	9	14	16	19	18	0	20	21	16	22	21	22	24	19	18	26	28	24	23	19	32	35	35	37	39	35	39	43	39	1	2	1	1	2	2	2	1	2	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	2	3	2	1	2	3	1	2	1	2	2	1	1	1	2	1	1	1	1	2
40500	-299.861263891594263	-298.102046252024650	-1.759217639569615	0.000125409886609	0.000023413482076	0.186695664189934	0.501481601084857	1	3	5	7	12	11	10	12	12	12	14	14	16	15	17	15	19	17	19	19	17	18	21	20	22	22	25	21	23	23	24	22	26	23	27	27	28	29	28	27	28	28	30	30	35	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	7	13	14	11	16	14	0	11	21	20	22	24	22	24	7	18	22	26	24	25	19	40	20	30	33	36	25	30	38	43	1	1	1	1	2	1	2	1	1	1	2	2	2	1	2	3	2	1	3	2	2	1	3	1	1	2	2	2	2	6	4	2	2	1	2	4	1	4	3	1	1	2	3	1	3
41000	-275.854291263947289	-274.405196583416398	-1.449094680530888	0.000093876922565	0.000031636082654	0.336995310346490	0.563411647654908	1	3	7	6	12	12	9	13	11	13	13	15	15	15	16	17	18	18	18	19	18	19	21	22	20	21	24	23	21	24	21	23	24	25	27	26	27	30	27	27	29	29	31	30	35	0	1	0	0	4	9	3	7	7	9	7	10	10	0	8	8	13	14	11	11	14	0	8	29	19	22	18	22	21	23	21	22	32	29	23	23	32	25	36	32	36	25	41	39	36	1	1	1	1	3	1	1	2	1	1	2	1	1	1	2	2	2	2	3	3	2	1	4	1	1	1	3	2	1	1	1	2	1	2	2	2	1	5	1	2	1	4	1	1	3
41500	-285.223870602572219	-283.806405425485536	-1.417465177086675	0.000130620309411	0.000048867213370	0.374116502944404	0.660367945070518	0	3	6	7	11	11	9	12	13	12	14	15	15	15	17	15	19	19	18	19	18	18	21	20	22	22	23	22	22	21	22	23	24	23	28	27	26	30	29	29	29	28	31	31	33	0	1	0	0	4	7	3	7	6	6	9	10	10	0	11	9	12	14	11	7	14	0	19	21	16	22	21	22	24	15	18	22	26	29	30	25	32	30	36	37	36	30	41	39	44	1	2	1	1	2	1	2	1	2	1	1	1	2	1	2	1	2	2	2	5	1	1	2	1	2	1	2	2	1	2	1	2	1	1	4	2	1	4	1	2	1	3	1	1	1
42000	-269.868991594060617	-268.319251628174811	-1.549739965885825	0.000115046551793	0.000030401831361	0.264256780298404	0.634743602318913	0	2	6	7	12	11	10	12	13	12	14	14	15	15	18	16	18	19	18	19	18	19	22	22	21	20	25	22	22	24	23	23	25	24	27	26	28	31	29	28	28	28	30	31	34	0	1	0	0	4	3	3	7	10	6	7	10	10	0	11	11	13	14	11	16	14	0	16	21	20	22	21	22	21	19	21	22	22	29	25	23	26	20	30	22	36	30	41	39	44	1	1	1	1	2	2	2	1	1	1	2	1	1	1	2	1	2	3	2	2	2	1	2	2	1	1	2	2	2	3	2	2	2	1	3	2	3	4	2	5	1	2	1	1	1
42500	-274.615019637857984	-273.053579279881774	-1.561440357976211	0.000105243441625	0.000027167066519	0.258135481880873	0.693011195430486	0	2	7	7	11	11	10	11	13	13	14	14	15	14	17	18	17	18	18	16	18	19	21	19	21	21	24	23	22	23	24	24	26	25	27	25	27	30	27	28	28	28	29	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	7	20	13	14	20	11	14	0	11	21	16	22	21	22	24	19	18	22	28	29	30	30	22	35	36	33	36	36	39	39	44	1	1	1	1	2	1	2	1	2	1	2	1	1	1	4	1	1	2	1	1	1	1	3	1	1	2	3	3	2	3	3	3	2	2	2	1	4	1	2	1	1	2	1	2	2
43000	-279.516668464960446	-277.963118935345790	-1.553549529614666	0.000078888455712	0.000020686728654	0.262227577754299	0.579913170348966	1	2	7	8	10	11	10	13	12	13	14	15	14	15	17	15	18	20	18	20	18	19	21	20	22	22	24	23	23	23	24	23	26	25	27	26	27	29	28	28	29	29	30	30	33	0	1	0	0	4	7	3	7	6	6	3	10	10	0	11	7	13	14	11	19	14	0	11	21	16	22	18	22	21	20	14	22	32	29	30	25	28	23	36	28	39	30	39	39	36	1	1	1	1	2	1	2	1	1	1	5	1	1	1	1	2	2	3	2	1	2	1	3	1	3	1	2	2	3	2	3	2	1	2	2	2	2	2	1	2	1	2	1	1	2
43500	-258.754296131977185	-257.382020731055093	-1.372275400922107	0.000102331594527	0.000048260545280	0.471609433066240	0.747709822651851	1	2	7	8	12	11	10	12	12	13	14	15	15	16	17	17	18	20	18	19	18	19	22	20	21	21	21	21	22	22	22	23	26	23	27	25	26	30	27	27	29	28	29	30	35	0	1	0	0	4	7	3	7	6	9	8	10	10	0	7	11	13	14	11	15	14	0	20	21	20	22	21	22	27	16	18	22	32	24	36	23	32	36	36	28	36	36	39	43	44	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	2	2	2	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	2	2	2	1	2	2	1	1	1	2
44000	-273.164052598889725	-271.515731641488458	-1.648320957401292	0.000085160659259	0.000018806423624	0.220834641105816	0.497286260472208	0	4	6	8	11	10	8	11	13	12	13	15	16	16	15	17	18	18	19	19	19	19	22	21	22	20	23	22	22	23	22	23	25	25	27	26	25	30	29	28	30	28	30	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	16	16	14	0	19	21	20	22	21	22	24	20	14	22	32	24	19	25	32	42	36	22	36	23	36	36	44	1	2	1	1	2	1	1	3	2	1	3	1	2	1	1	2	1	2	1	2	2	1	2	1	2	1	2	2	1	2	3	2	1	2	3	2	1	1	2	6	2	3	1	2	2
44500	-279.953662332970453	-278.558792779413977	-1.394869553556450	0.000119670457933	0.000049210258182	0.411214756192214	0.630278176580802	-1	4	7	8	12	10	10	12	13	12	13	14	15	15	17	18	18	18	17	19	19	19	22	21	21	22	25	23	22	22	23	23	25	24	28	26	27	31	29	28	28	29	30	30	34	0	1	0	0	4	3	3	7	10	6	7	9	6	0	7	11	12	14	8	7	18	0	16	21	16	22	31	22	24	16	18	22	32	29	23	23	22	36	41	22	36	36	35	39	44	1	2	1	1	2	2	2	1	1	1	1	1	3	1	3	2	2	2	3	4	1	1	2	1	1	2	1	3	1	3	3	2	2	1	3	2	4	3	1	5	1	2	1	1	2
45000	-259.065040561536080	-257.652113090063722	-1.412927471472359	0.000112120797705	0.000042674194574	0.380609088121258	0.611836857137751	1	3	7	7	12	11	10	13	12	12	14	14	15	16	17	17	17	18	18	20	19	18	21	21	22	21	21	21	22	23	22	21	25	24	27	26	27	31	29	27	29	29	31	31	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	16	8	14	0	19	21	19	22	18	22	24	19	14	22	32	29	36	23	28	35	35	33	36	35	41	41	44	1	1	1	1	3	1	2	2	1	1	2	1	1	1	2	2	1	1	1	4	1	1	2	1	2	2	1	2	1	2	3	2	2	1	1	2	3	2	1	1	2	1	1	1	1
45500	-284.124818778655936	-282.761069040907046	-1.363749737748877	0.000080035891402	0.000041450034112	0.517893077539331	0.653848070106393	1	3	6	8	10	11	9	11	13	12	13	14	14	16	17	17	17	20	17	19	19	19	21	20	21	22	24	23	22	23	24	23	25	25	26	24	27	29	27	28	29	30	30	31	35	0	1	0	0	4	7	3	7	6	6	8	10	10	0	7	11	10	14	8	15	14	0	15	21	16	22	29	22	24	20	14	22	28	29	23	19	22	35	36	32	39	35	39	43	44	1	1	1	1	1	1	1	1	1	1	1	2	1	1	4	2	2	3	4	1	1	1	3	1	2	1	1	2	2	2	5	2	1	2	2	3	5	2	2	2	1	2	2	1	2
46000	-251.041575184136519	-249.494327760058326	-1.547247424078181	0.000082698808305	0.000021965145742	0.265604138585955	0.676185060748290	0	4	7	8	11	10	10	13	12	12	14	13	15	16	17	16	18	20	19	20	18	18	21	20	22	20	24	23	23	23	23	23	25	25	27	26	26	29	28	28	28	28	30	30	35	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	11	13	14	16	16	14	0	16	21	20	22	18	22	24	20	18	22	28	29	30	20	32	35	36	33	36	35	36	39	44	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	2	1	2	1	1	2	1	1	1	1	3	2	2	1	2	1	1	2	2	2	1	1	2	1	1	1	1	2
46500	-269.724137691703618	-268.294302139475860	-1.429835552227741	0.000080689198261	0.000028897025240	0.358127554402461	0.568509708841238	1	4	8	8	11	10	10	11	13	13	12	15	15	15	17	17	18	18	16	19	19	18	20	21	21	21	25	22	22	23	22	23	25	25	28	25	25	31	28	28	30	27	30	30	35	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	19	13	14	11	19	18	0	11	21	16	22	21	22	24	23	18	22	26	24	36	25	32	35	36	32	39	25	39	39	39	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	3	1	3	2	3	2	1	2	2	3	2	2	1	2	1	2	2	3	1	3	1	2	4
47000	-257.078174788102217	-255.655075065044485	-1.423099723057715	0.000094867587822	0.000034773745261	0.366550326184951	0.595036255568492	0	3	7	7	11	11	10	12	13	12	14	14	16	16	16	18	18	19	17	19	18	18	20	21	21	21	24	22	22	24	22	24	25	24	27	26	26	29	28	27	28	30	31	30	35	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	19	10	14	15	16	14	0	19	21	11	22	24	22	24	23	18	22	32	24	36	30	32	35	36	37	36	38	39	39	44	1	1	1	1	2	1	2	1	1	1	2	2	2	1	2	1	4	1	1	1	1	1	2	2	3	1	2	2	1	2	2	3	1	1	1	1	1	2	1	1	1	1	1	1	2
47500	-271.748600255067458	-270.326589494112511	-1.422010760954955	0.000111901168331	0.000041176629791	0.367973189242157	0.659779217051694	1	3	7	8	11	10	10	13	12	13	14	14	15	15	18	17	17	20	18	20	18	18	22	21	22	20	24	22	22	23	21	23	26	24	27	25	27	30	28	29	29	29	30	31	35	0	1	0	0	4	3	3	7	6	9	8	10	10	0	11	11	13	14	16	19	14	0	19	21	20	22	21	26	24	19	14	22	28	18	23	19	28	36	36	37	36	35	35	39	44	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	2	3	1	1	3	2	3	2	1	3	3	2	3	1	1	2	1	2	1	2
48000	-282.904875718421181	-281.497016828049027	-1.407858890372136	0.000081869418475	0.000031793870009	0.388348550664880	0.568243298674088	1	4	6	6	11	10	10	12	13	12	13	14	15	15	16	18	18	17	16	17	18	19	21	20	21	21	24	23	22	24	23	23	24	24	27	25	25	31	28	29	29	28	31	29	35	0	1	0	0	4	3	3	7	10	6	8	10	6	0	11	7	13	14	11	19	18	0	19	21	20	22	31	26	24	20	18	22	32	29	23	16	28	30	23	37	35	36	44	30	44	1	1	1	1	3	2	3	1	1	1	1	1	2	1	2	4	2	1	1	1	1	1	2	1	2	1	1	1	1	4	2	2	1	1	2	4	1	3	4	2	1	2	1	2	2
48500	-269.234244141521742	-267.783852110873340	-1.450392030648407	0.000151036146163	0.000050703108011	0.335701812440189	0.662280993911142	1	4	7	6	12	11	9	13	12	13	14	14	16	14	17	16	18	20	18	19	17	19	21	21	21	21	25	22	21	23	23	24	25	25	27	27	27	30	29	27	29	29	31	31	34	0	1	0	0	4	7	3	7	6	6	7	6	10	0	8	11	13	14	16	19	14	0	20	21	20	22	24	22	21	23	29	22	28	29	23	30	33	36	35	26	36	36	39	41	44	1	1	1	1	3	2	1	2	1	1	3	2	1	1	2	1	1	2	1	1	1	1	1	3	1	2	2	2	2	1	1	2	2	3	4	2	1	1	1	2	1	1	1	1	1
49000	-260.066948873340607	-258.686447551582830	-1.380501321757800	0.000085837307835	0.000038169227231	0.444669435630478	0.643754515030850	1	3	7	8	10	12	10	12	11	13	14	14	16	15	16	18	18	18	19	18	19	19	20	20	21	22	23	22	23	23	22	23	25	23	27	26	27	30	29	29	30	29	31	30	34	0	1	0	0	4	9	3	7	7	6	7	10	10	0	11	8	13	14	11	11	18	0	20	21	19	22	21	22	24	19	18	22	28	24	30	16	32	35	36	33	39	35	39	36	36	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	2	2	2	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	1	1	3
49500	-268.412187622013676	-266.901631348100466	-1.510556273913202	0.000114231329836	0.000032841801595	0.287502576065310	0.637730829083124	0	3	7	6	10	12	10	12	11	12	13	14	15	15	17	18	17	17	17	19	19	18	21	21	21	21	22	23	23	23	23	23	25	23	28	27	27	30	29	27	30	28	30	31	34	0	1	0	0	4	9	3	7	7	9	7	10	10	0	11	11	13	14	11	19	18	0	20	21	20	22	21	22	21	19	14	22	32	24	23	23	28	36	42	33	35	30	35	39	43	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	2	2	2	5	2	1	1	2	5	2	1	1	1	1	2	1	1	2
50000	-258.078577193404328	-256.546615369558026	-1.531961823846312	0.000102321099817	0.000028059550934	0.274230349206440	0.720220218331627	-1	3	7	6	11	9	11	13	13	11	13	15	15	15	17	18	17	19	18	19	19	19	22	21	22	20	22	22	23	23	23	24	26	24	26	26	26	29	28	27	28	29	29	30	34	0	1	0	0	4	3	6	7	6	6	7	10	10	0	11	7	13	14	11	19	14	0	20	21	19	22	21	22	24	23	18	28	28	24	25	23	32	23	36	33	36	35	39	38	44	1	1	1	1	2	1	1	1	2	1	1	2	2	1	2	3	1	2	2	1	2	1	2	1	2	1	1	2	1	1	2	1	2	1	1	1	1	4	1	1	1	2	1	1	2
50500	-285.202570429652894	-283.825558868759117	-1.377011560893783	0.000097157831778	0.000044211253389	0.455045698115348	0.567377839675421	0	2	8	8	11	11	10	12	12	13	14	14	15	15	18	16	17	20	19	20	18	19	21	20	21	21	22	23	22	23	23	22	26	25	27	26	25	30	28	28	30	30	30	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	7	7	10	14	11	16	14	0	20	21	19	22	18	26	24	15	18	22	28	24	23	23	28	20	36	28	39	19	35	39	41	1	1	1	1	2	1	1	1	1	1	2	1	1	1	4	3	2	3	3	2	2	1	1	1	1	1	1	2	2	2	1	2	1	3	3	2	1	4	1	4	2	6	3	1	2
51000	-275.151205440561228	-273.632970323894199	-1.518235116667052	0.000088229912831	0.000024930732791	0.282565538051753	0.614015119456896	0	3	5	8	10	11	10	13	12	13	14	15	15	15	17	17	18	19	18	20	18	18	22	20	21	20	23	23	22	23	24	23	25	24	26	26	26	30	28	28	29	29	30	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	7	13	14	7	11	14	0	25	21	19	22	18	22	24	16	27	22	28	24	23	19	32	35	20	28	36	36	41	36	39	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	3	2	4	4	3	2	1	1	1	1	1	2	2	1	4	1	2	1	2	2	4	2	2	3	2	2	2	1	3	2
51500	-272.325248529887006	-270.843962929557961	-1.481285600329017	0.000102288933631	0.000031556291349	0.308501518475578	0.665392696772167	0	1	7	7	12	11	10	13	13	13	14	14	15	16	17	18	18	19	19	20	18	19	21	22	21	22	23	22	20	23	24	22	24	24	26	26	27	29	27	29	28	29	29	30	32	0	1	0	0	4	7	3	7	6	6	7	9	10	0	11	11	13	14	16	19	14	0	20	29	19	22	21	22	21	19	18	22	28	24	23	20	28	35	19	37	35	35	39	41	44	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	2	2	1	2	3	2	1	1	2	3	2	1	4	1	2	2	1	1	1
52000	-287.125808167441051	-285.645300533324189	-1.480507634116859	0.000087648723182	0.000027093477620	0.309114344580515	0.550448479993947	0	3	7	7	11	11	10	13	12	13	13	15	15	16	17	17	18	19	18	19	18	19	21	21	21	21	23	23	22	23	23	24	23	23	27	25	28	27	29	28	29	29	30	30	34	0	1	0	0	4	7	3	7	6	9	7	10	10	0	11	11	13	14	11	11	14	0	16	21	19	22	21	22	24	20	14	22	26	24	20	16	32	23	23	33	35	35	36	39	36	1	2	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	1	2	2	2	1	1	2	2	1	2	2	1	1	4	3	1	1	3	3	3	3	5	2	1	1	2	1	3
52500	-266.065688299361966	-264.677405335081119	-1.388282964280840	0.000105765811334	0.000044962925242	0.425117764191849	0.770757048702408	1	3	7	6	11	9	11	13	12	13	14	15	16	16	16	18	18	18	18	20	18	19	22	21	22	21	24	23	22	24	22	21	26	24	27	25	27	29	27	27	27	29	30	29	34	0	1	0	0	4	3	6	7	6	6	7	10	10	0	11	11	13	14	11	16	14	0	20	21	16	22	24	22	21	23	18	22	28	24	36	19	28	35	19	26	36	39	39	41	44	1	1	1	1	3	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	3	3	1	1	1	1	2
53000	-277.989164317792188	-276.367064808960208	-1.622099508831998	0.000125995154029	0.000029083217703	0.230828065786598	0.666911352554150	0	3	8	6	11	12	10	12	13	13	13	14	16	14	16	16	19	18	19	18	19	18	22	21	21	21	23	22	23	23	23	24	25	25	27	27	28	31	29	27	29	28	30	30	32	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	7	13	14	20	7	18	0	19	21	19	22	21	22	24	19	14	26	32	24	25	20	40	43	23	32	36	30	35	36	43	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	3	2	2	1	2	1	1	2	1	1	2	2	2	2	2	3	2	1	2	4	3	1	1	4	1	1	2	2	2	1
53500	-266.918813191636957	-265.447760387988296	-1.471052803648665	0.000074027045774	0.000023453989684	0.316830010422240	0.611539965735762	1	2	6	8	12	12	11	13	13	13	14	14	15	15	17	17	18	18	18	18	19	19	21	20	22	21	24	23	22	24	23	22	25	24	27	26	27	29	28	27	30	29	31	29	34	0	1	0	0	4	3	3	7	6	6	8	6	10	0	11	7	13	14	7	16	18	0	20	21	16	22	21	22	24	25	18	22	32	29	25	23	33	30	36	28	39	35	36	39	44	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	2	1	3	2	2	1	3	2	2	1	2	3	1	3	1	2	1	1	3	1	3
54000	-284.433443670489169	-283.024368788335380	-1.409074882153770	0.000110358374346	0.000042646976789	0.386440784775911	0.626597212796618	0	4	8	7	12	11	10	12	12	12	14	13	16	15	17	17	16	18	18	18	19	18	21	22	21	22	23	23	23	23	22	23	25	24	27	26	28	28	28	28	29	29	30	30	34	0	1	0	0	4	7	3	7	6	6	3	10	10	0	11	11	10	14	15	16	18	0	19	21	11	22	21	22	21	20	18	22	32	24	25	20	26	25	35	32	36	25	39	39	44	1	1	1	1	2	1	1	1	1	1	3	1	2	1	2	2	3	1	1	1	1	1	1	2	3	2	2	2	1	2	2	3	1	1	2	5	3	3	1	3	1	3	1	1	2
54500	-279.886613408823848	-278.405499980322418	-1.481113428501449	0.000093707068616	0.000028921456122	0.308636867520752	0.655753679468175	0	3	7	8	11	11	9	13	13	10	13	14	15	16	17	17	17	17	18	19	18	18	21	21	21	21	24	22	22	21	23	23	25	25	27	25	27	31	28	27	29	29	30	31	34	0	1	0	0	4	10	3	7	6	7	7	10	9	0	11	11	13	14	11	8	18	0	15	21	16	22	21	22	24	20	18	22	32	29	25	20	32	39	36	32	36	30	41	41	44	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	3	1	1	2	3	1	1	1	1	2	1	4	3	1	1	3	2	1	1	2	3	2	1	1	2	3	4	1	1	2
55000	-279.261750867099011	-277.897895353668730	-1.363855513430262	0.000086284133192	0.000044609364082	0.517005414926138	0.629769551782032	-1	3	8	8	12	12	9	13	13	10	13	14	15	15	18	17	17	18	19	19	19	19	22	21	21	21	24	23	22	21	23	24	25	25	24	26	27	29	28	26	28	30	31	30	35	0	1	0	0	4	10	3	7	6	7	7	10	10	0	11	11	13	14	11	16	18	0	20	21	19	22	18	22	21	20	18	22	28	29	30	35	40	23	36	32	36	36	41	41	44	1	1	1	1	2	1	1	2	1	1	2	1	2	1	3	2	1	2	3	1	1	1	1	2	1	1	2	2	1	2	2	2	1	1	3	1	1	3	1	1	2	2	2	1	2
55500	-267.793841326242671	-266.412573427468260	-1.381267898774434	0.000074974184966	0.000033179582236	0.442546754600631	0.493620952995755	1	3	7	7	11	12	9	11	13	13	13	15	16	16	17	17	19	17	18	19	19	17	21	21	22	21	25	23	22	23	23	23	25	23	27	26	28	29	29	29	28	29	31	30	32	0	1	0	0	4	7	3	7	6	6	7	6	10	0	11	11	13	14	11	11	18	0	16	21	19	22	21	22	24	25	18	26	32	29	23	20	28	35	36	37	35	30	39	39	44	1	1	1	1	2	2	1	1	1	1	2	1	2	1	3	2	2	1	2	3	1	1	2	1	2	2	3	2	1	1	2	1	1	1	3	2	2	1	2	1	1	2	1	1	1
56000	-282.387632939017237	-280.962753257161410	-1.424879681855822	0.000097328413371	0.000035453114382	0.364262738432524	0.678794947983692	0	3	6	8	10	11	10	12	12	13	14	15	15	14	18	17	17	16	19	20	18	18	22	22	21	21	24	23	21	23	22	23	25	25	27	23	27	31	29	27	30	29	30	31	34	0	1	0	0	4	3	3	7	7	6	8	10	10	0	11	11	10	14	11	16	18	0	25	29	16	22	21	22	21	23	14	22	28	29	30	25	26	35	36	28	39	35	23	39	44	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	3	3	2	1	3	2	1	2	2	1	3	3	2	2	1	1	3	1	1
56500	-270.321930789047315	-268.897709561866009	-1.424221227181280	0.000077599190240	0.000028331740863	0.365103563260264	0.639532694383368	1	3	8	6	11	11	10	13	12	12	14	14	16	15	17	16	17	18	18	18	19	19	21	22	20	21	23	22	23	24	22	23	25	24	27	26	27	31	28	29	30	29	30	31	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	7	11	13	14	16	16	18	0	15	21	16	22	18	22	24	19	18	22	32	24	25	23	33	42	36	37	36	30	35	43	44	1	2	1	1	2	1	2	2	1	1	1	1	1	1	3	1	1	2	2	2	1	1	2	1	3	1	2	2	1	3	2	2	1	1	4	3	1	1	2	1	2	2	2	1	1
