beta[0,0]	beta[0,1]	beta[1,0]	beta[1,1]	betaWardOut	betaOutOut	Se	Pi	mu	sigma	nu1	nu2	tau	alpha
0.182624	0.009848	0.006376	0.051594	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.200245	0.020934	0.041002	0.031390	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.229113	0.013150	0.006131	0.043776	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.186435	0.070287	0.000497	0.088215	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.236613	0.001344	0.012554	0.054933	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.164091	0.054826	0.022740	0.029988	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.151941	0.017439	0.000875	0.051831	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.183741	0.016570	0.012694	0.041021	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.153767	0.018649	0.004061	0.033883	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.214945	0.000910	0.014299	0.038043	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.158287	0.003749	0.014299	0.047938	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.234118	0.012680	0.003402	0.066838	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.145886	0.056688	0.002914	0.072468	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.219899	0.013334	0.001810	0.059193	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.174888	0.018840	0.011834	0.052886	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.131157	0.052842	0.010447	0.036394	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.156260	0.067456	0.005881	0.048988	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.226564	0.006755	0.031214	0.068276	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.220297	0.014049	0.010128	0.067490	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.150697	0.014478	0.003690	0.068969	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.163582	0.022907	0.004284	0.065213	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.241683	0.004733	0.028397	0.019672	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.155683	0.005161	0.002873	0.093803	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.218895	0.026840	0.011543	0.049166	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.191777	0.027000	0.020494	0.048814	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.156427	0.019170	0.020494	0.043204	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.216786	0.014546	0.001769	0.075747	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.280363	0.010692	0.005070	0.036773	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.209839	0.030199	0.001082	0.071378	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.295677	0.019173	0.002949	0.053912	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.239405	0.010154	0.010606	0.048354	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.154837	0.000868	0.010606	0.032301	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.153813	0.006347	0.015801	0.060222	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.175375	0.012699	0.036617	0.046813	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.211658	0.027173	0.018943	0.038162	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.205515	0.012724	0.001054	0.051768	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.202423	0.014291	0.018148	0.042494	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.172478	0.012876	0.018148	0.039870	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.189220	0.041853	0.005885	0.059946	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.113941	0.020954	0.011868	0.036875	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.213098	0.003340	0.005610	0.047660	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.146690	0.020570	0.005829	0.068757	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.146690	0.056703	0.005740	0.056752	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.169949	0.024938	0.002735	0.030955	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.088820	0.072845	0.032592	0.049453	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.236110	0.016118	0.002939	0.056451	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.184851	0.005881	0.007871	0.040991	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.184851	0.077778	0.013901	0.064164	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.167966	0.017657	0.023109	0.063309	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.129802	0.014680	0.017899	0.042813	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.234230	0.000497	0.017899	0.035933	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.173518	0.011388	0.014330	0.033957	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.182860	0.028148	0.004004	0.073504	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.233708	0.032476	0.002571	0.041769	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.122957	0.011379	0.011960	0.048339	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.190469	0.020471	0.003639	0.030925	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.140026	0.040887	0.028984	0.058913	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.121924	0.025824	0.002432	0.057581	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.186850	0.033465	0.030118	0.017681	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.216129	0.025294	0.000577	0.042307	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.225137	0.042744	0.003729	0.071636	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.185415	0.036716	0.001745	0.057577	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.125969	0.033670	0.008953	0.091790	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.251324	0.028240	0.003506	0.059963	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.201742	0.031289	0.003024	0.059963	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.148676	0.017011	0.000936	0.067420	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.194323	0.020708	0.002307	0.046245	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.241758	0.008794	0.006360	0.066842	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.279826	0.017695	0.012327	0.051470	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.215262	0.050819	0.011049	0.057327	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.129748	0.030924	0.016668	0.066962	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.167525	0.004547	0.003952	0.080942	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.232971	0.002489	0.022187	0.051653	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.143564	0.003580	0.007219	0.041307	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.124603	0.103454	0.047791	0.041376	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.154418	0.043628	0.011949	0.065204	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.165145	0.061443	0.011949	0.046286	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.195169	0.020941	0.000317	0.074521	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.140430	0.024101	0.011310	0.081513	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.164562	0.024101	0.017866	0.057069	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.175518	0.014953	0.034147	0.040991	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.191097	0.003361	0.002508	0.056770	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.128261	0.058387	0.003397	0.066431	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.141722	0.051962	0.033088	0.034803	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.170990	0.012058	0.007218	0.061686	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.261969	0.009775	0.008946	0.039480	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.262378	0.000014	0.000956	0.060766	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.126450	0.005764	0.001062	0.064667	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.211249	0.013019	0.017647	0.043674	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.219236	0.004471	0.005914	0.051586	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.184757	0.005321	0.010038	0.059814	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.216841	0.017544	0.014678	0.065272	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.135608	0.104419	0.003309	0.043465	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.318544	0.001692	0.004641	0.048929	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.207242	0.007799	0.021855	0.051293	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.259438	0.008124	0.030321	0.073055	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.225918	0.020175	0.001423	0.039453	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.137547	0.010847	0.005612	0.059682	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.158122	0.014263	0.003769	0.041484	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.166479	0.013579	0.016962	0.068414	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.299442	0.014539	0.002451	0.056122	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.144556	0.001129	0.012927	0.061538	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.186181	0.013634	0.007453	0.061538	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.172583	0.019310	0.003076	0.056163	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.207993	0.003537	0.021170	0.024284	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.128121	0.023578	0.004023	0.062439	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.128121	0.014427	0.003338	0.067316	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.247435	0.049857	0.010053	0.054669	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.230119	0.009350	0.000198	0.055015	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.209004	0.057137	0.018455	0.035583	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.165954	0.010946	0.011838	0.028069	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.197073	0.033501	0.008753	0.066653	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.114494	0.033501	0.000451	0.051049	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.237341	0.004287	0.007473	0.052089	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.190569	0.002339	0.030523	0.044510	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.100499	0.002803	0.002845	0.049231	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.248025	0.007404	0.009457	0.065283	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.202273	0.001274	0.007264	0.054426	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.154667	0.004287	0.006259	0.044381	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.136756	0.041622	0.001595	0.057317	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.170099	0.014458	0.019969	0.047331	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.250098	0.006262	0.002448	0.063517	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.158498	0.095509	0.003537	0.052890	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.116521	0.075744	0.013290	0.062420	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.197865	0.028473	0.011561	0.065075	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.150328	0.040659	0.003712	0.030713	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.271564	0.002194	0.022338	0.039969	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.117753	0.013466	0.004265	0.057901	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.173078	0.003539	0.024507	0.051965	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.213806	0.008697	0.013273	0.041572	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.184625	0.042541	0.019757	0.023963	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.151472	0.010748	0.022736	0.037933	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.167796	0.015962	0.003485	0.066260	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.140099	0.038740	0.054493	0.041580	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.286907	0.007754	0.008630	0.073540	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.156024	0.035206	0.011028	0.038136	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.210169	0.019548	0.027081	0.046152	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.166560	0.003524	0.005252	0.043676	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.198488	0.022388	0.006854	0.058753	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.130078	0.008134	0.003960	0.062676	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.113015	0.007305	0.004797	0.062092	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.163557	0.025684	0.008807	0.058239	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.135381	0.028111	0.012728	0.034237	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.131557	0.005249	0.011184	0.034531	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.221281	0.005249	0.007743	0.060131	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.113654	0.006735	0.003196	0.063416	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.203928	0.006720	0.004895	0.044440	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.165474	0.033225	0.003721	0.052432	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.188496	0.000651	0.005037	0.054583	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.221736	0.012337	0.017840	0.061911	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.135751	0.012763	0.008132	0.067553	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.147643	0.047238	0.008022	0.083463	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.196863	0.053599	0.008022	0.072778	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.218830	0.039750	0.000461	0.061915	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
