step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
27500	-321.351887258672093	-328.207375209631493	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684641048831604	1	3	2	4	4	6	9	7	8	7	9	10	8	11	11	12	12	12	11	15	13	14	15	13	15	14	17	13	18	17	16	15	16	17	17	16	18	18	19	18	18	19	19	17	19	18	18	22	19	22	21	20	21	21	20	24	23	26	26	26	29	30	0	3	1	3	0	4	10	6	6	5	10	9	10	8	12	13	13	11	13	19	16	17	18	19	24	19	28	10	27	22	26	19	28	13	22	16	34	20	30	33	33	32	44	19	35	31	33	39	41	55	43	46	30	49	42	48	53	56	56	56	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	2	2	2	1	2	2	2	1	4	2	2	1	1	1	1	1	3	1	3	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1
28000	-334.506452778059725	-341.361940729019125	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615496353151941	2	4	3	4	4	5	8	7	8	6	9	9	8	11	11	13	10	12	11	14	12	13	13	11	13	15	17	15	17	15	16	16	16	16	15	17	19	19	19	18	18	19	18	19	19	18	17	20	20	23	18	21	22	22	21	24	24	27	26	26	28	31	0	3	1	3	0	4	10	6	6	5	10	8	10	8	12	19	10	17	13	24	19	17	11	13	24	24	16	24	19	22	22	17	28	16	22	31	32	32	30	20	27	34	32	27	35	32	33	31	47	55	35	46	48	41	42	48	53	48	56	56	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	4	1	2	3	1	1	1	1	1	2	2	3	1	2	1	1	2	1	1	2	2	2	2	1	1	2	1	1	1	4	1	1	1	1
28500	-295.784161348060138	-302.639649299019538	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.822675060237886	1	4	2	4	4	5	6	7	8	7	10	10	9	10	12	12	10	12	11	14	12	14	15	13	15	15	17	14	15	17	15	15	16	16	15	17	18	19	18	17	19	18	18	18	19	18	18	21	19	22	20	19	21	21	20	22	23	26	25	26	30	31	0	3	1	3	0	4	5	6	6	7	10	9	10	8	12	19	13	11	13	24	17	16	18	16	19	24	26	24	20	22	22	24	32	24	22	22	32	29	22	33	33	34	34	32	35	36	40	39	47	25	35	46	39	49	34	30	53	59	56	56	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	1	1	2	1	3	2	1	2	1	2	3	1	1	1	2	1	1
29000	-337.324418061743927	-344.179906012703327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.801170046742334	1	4	2	3	4	5	6	7	7	8	10	9	9	11	10	11	11	12	12	14	12	12	16	13	15	16	17	15	17	18	16	15	16	17	16	18	17	18	17	18	18	20	18	17	20	18	18	19	20	22	21	21	19	22	20	23	22	26	25	25	29	29	0	3	1	3	0	4	5	6	6	7	7	9	7	8	12	10	13	11	16	10	13	16	18	16	19	19	28	24	26	39	19	16	17	19	20	20	20	20	33	35	33	43	28	33	33	20	31	39	47	55	45	46	39	49	26	30	53	60	56	56	0	0	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	3	2	3	3	1	2	1	2	1	1	2	1	2	1	2	2	1	1	1	2	1	2	1	1	3	2	1	1	1	2	1	1
29500	-311.356383358862217	-318.211871309821618	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785229539566257	2	3	5	4	4	5	8	6	7	7	9	9	9	10	12	12	10	13	10	14	12	14	15	14	13	15	15	14	17	16	16	15	16	17	17	17	18	19	18	19	18	19	18	19	18	18	19	21	19	21	20	20	22	21	22	24	24	27	24	26	30	30	0	1	2	2	0	4	5	6	6	5	5	9	10	6	12	19	13	11	7	16	17	16	18	16	19	16	16	19	32	22	28	16	24	24	27	28	28	20	30	33	20	34	34	26	35	26	33	33	41	42	45	46	48	49	50	48	53	59	48	56	0	0	1	1	1	1	1	1	2	1	1	2	3	1	1	2	2	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	2	3	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	2	1	1
30000	-340.354896903217991	-347.210384854177391	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673848555374905	1	3	2	4	4	6	9	5	7	7	9	9	8	9	11	10	10	12	12	14	12	14	14	12	15	13	15	14	16	16	16	16	17	16	17	17	17	18	18	18	18	19	18	17	19	19	19	22	20	22	19	17	22	21	22	23	24	25	25	27	28	31	0	3	1	3	0	8	5	4	8	5	10	9	10	6	12	7	7	7	13	26	7	19	18	16	20	24	26	26	19	19	19	24	20	16	30	26	28	34	36	20	34	37	32	20	35	34	33	30	33	33	35	34	30	34	42	48	48	53	56	58	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	3	1	2	1	1	1	1	1	1	1	2	2	2	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	3	1	1	3	3	1	1	1	1	1	1	1	1
30500	-342.350473760872092	-349.205961711831492	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691231660527575	0	4	2	3	5	5	8	7	8	7	10	10	8	9	11	13	12	11	12	14	12	14	16	14	13	15	16	14	17	17	15	15	16	16	16	17	19	18	18	17	18	19	18	19	18	18	18	21	20	22	20	19	22	22	22	22	23	25	25	26	30	29	0	3	1	3	0	4	10	6	6	5	5	9	10	8	12	13	13	11	13	21	13	19	18	13	19	19	28	19	16	24	22	16	16	28	22	35	24	29	30	32	33	34	27	45	35	36	40	26	16	16	32	24	30	41	42	45	48	56	48	58	0	0	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	2	2	1	3	4	1	2	2	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	1	1	3	2	3	3	2	2	2	2	1	1	2	2	1	1	1
31000	-291.896544763507222	-298.752032714466623	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.922913172142148	2	4	3	4	5	6	7	7	8	8	10	9	8	11	10	12	11	12	12	15	13	14	15	13	15	15	16	14	17	18	16	15	16	16	15	16	18	18	19	17	18	19	17	18	19	18	19	20	20	21	20	20	22	19	23	24	24	26	24	27	29	30	0	3	1	3	0	4	5	6	6	7	7	9	7	6	12	13	13	10	11	24	17	19	18	16	24	24	25	24	24	22	22	24	28	28	22	22	27	29	30	33	33	34	20	27	35	36	33	30	54	42	45	46	30	27	50	48	53	56	53	58	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1
31500	-302.808712201559445	-309.664200152518845	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775404092874672	2	4	3	4	4	5	8	7	7	8	11	9	9	10	12	12	11	12	11	15	13	13	14	13	15	13	17	14	16	18	17	16	17	16	16	16	18	19	18	18	18	19	18	18	20	19	17	21	20	22	21	21	20	22	21	24	22	26	25	27	29	31	0	3	1	3	0	4	5	6	6	5	10	9	7	6	12	19	13	11	13	19	17	19	18	19	26	16	26	16	26	36	22	16	17	28	22	22	33	32	22	47	33	34	34	27	36	36	32	40	41	55	45	46	30	49	32	48	53	56	56	58	0	0	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	3	1	2	2	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1
32000	-300.322333335945871	-307.177821286905271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.824267168267894	-1	3	1	3	4	5	8	7	7	6	10	9	8	11	11	12	12	13	12	14	11	13	15	14	16	16	17	15	17	17	17	15	16	17	17	18	16	18	18	17	17	20	19	17	19	19	18	21	20	23	21	21	22	22	21	22	23	25	26	26	30	30	0	3	1	3	0	4	10	6	6	5	7	9	10	8	12	21	21	11	13	16	13	16	18	16	16	13	32	20	32	25	22	20	20	28	22	35	28	29	30	33	28	27	26	19	35	31	37	30	26	55	45	46	48	49	42	48	53	56	56	56	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	4	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	3	1	1
32500	-296.966804799172337	-303.822292750131737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762622379475454	2	4	3	4	5	5	8	8	8	7	10	9	8	10	11	13	11	12	11	15	13	14	14	13	16	15	17	14	17	17	16	16	16	17	17	16	18	18	18	19	16	19	19	18	19	19	18	21	20	22	21	20	20	20	22	23	22	26	26	27	30	31	0	3	1	3	0	4	10	6	6	5	10	9	10	6	12	19	13	11	7	24	17	19	18	19	28	24	26	24	19	32	22	24	16	26	22	22	28	29	30	47	19	34	34	32	32	36	33	30	41	34	35	46	39	41	43	53	53	56	56	58	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	2	2	2	1	1	2	2	1	2	1	3	1	1	1
33000	-327.592925233321694	-334.448413184281094	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669343875305847	1	4	2	4	5	5	7	7	7	6	7	9	9	10	12	13	11	12	11	14	13	13	15	14	15	13	17	14	17	17	16	15	16	17	15	17	19	19	18	18	18	19	18	19	19	19	18	21	19	22	21	20	20	22	22	23	24	25	25	27	28	30	0	3	1	3	0	4	10	2	6	5	10	8	10	6	12	13	13	10	13	13	17	13	18	26	26	19	16	13	28	32	22	19	24	26	22	28	27	29	30	33	28	43	24	24	35	36	33	45	41	34	44	46	32	49	32	48	53	56	56	58	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	2	1	2	2	3	1	1	2	1	1	1	2	1	2	1	2	3	1	2	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	1	1	1	2	2	3	1	2	1	1	2	1	1
33500	-331.823720003068388	-338.679207954027788	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785691517767278	1	4	3	4	4	6	8	7	8	6	10	10	7	9	12	13	12	12	10	13	13	14	15	12	15	15	15	13	18	16	16	15	16	15	17	16	16	19	19	18	19	20	18	19	19	19	18	20	19	19	20	20	21	21	22	22	23	24	25	25	29	30	0	3	1	3	0	4	5	6	8	5	7	9	10	8	12	11	7	11	7	19	17	17	18	19	24	20	28	24	37	34	22	20	27	19	25	22	25	47	30	33	40	39	16	16	35	36	25	39	34	16	35	46	28	49	34	48	53	56	48	56	0	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	2	1	1	3	1	4	1	1	1	2	1	1	1
34000	-305.496747426758418	-312.352235377717818	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634480595436392	0	2	1	3	4	5	9	7	6	6	9	9	8	10	11	11	11	12	11	14	13	13	15	13	15	15	16	15	16	15	16	15	16	16	17	18	19	17	17	18	17	19	19	18	20	18	19	20	20	23	19	20	22	22	22	24	23	26	26	27	29	31	0	3	1	3	0	4	10	6	6	5	10	9	10	8	12	13	13	11	13	24	17	16	18	16	24	24	32	13	16	22	22	24	32	26	22	22	20	29	30	27	34	34	28	16	35	28	33	39	40	55	39	46	48	49	43	45	53	56	56	58	0	0	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	3	2	1	2	1	1	1	2	2	3	1	1	1	1	2	2	4	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1
34500	-365.315450535267644	-372.170938486227044	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544187224674362	0	3	2	4	5	5	8	7	7	7	11	9	9	9	10	12	10	11	10	14	11	14	15	12	15	14	16	13	17	17	15	16	17	16	17	16	19	18	18	18	19	18	19	19	18	19	16	21	19	23	20	21	22	22	22	23	24	27	25	26	30	30	0	3	1	3	0	4	10	4	6	5	7	9	10	8	12	19	13	7	7	16	19	19	18	13	24	24	26	24	24	16	28	11	24	10	22	22	26	29	36	47	34	28	40	33	30	33	22	31	42	33	45	46	30	49	42	35	56	30	39	53	0	0	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1	1	2	2	1	3	2	4	2	2	1	1	1	2	2	3	1	1	1	1	1	2	1	3	1	1	2	2	2	3	1	5	3	2	1	1
35000	-296.982415667952239	-303.837903618911639	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776472468476227	2	4	3	4	4	6	8	8	8	7	11	10	9	10	12	11	12	12	11	13	11	14	14	13	16	15	16	13	16	17	17	16	14	17	16	17	18	18	19	17	19	19	18	18	18	19	19	21	20	23	21	20	20	22	22	23	23	26	25	27	28	29	0	3	1	3	0	4	5	6	6	5	7	9	7	8	12	13	19	7	7	17	13	16	18	16	26	28	33	16	20	24	22	20	16	22	22	22	27	27	36	26	40	34	34	32	31	36	40	39	33	55	45	46	30	49	43	48	53	56	56	58	0	0	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1
35500	-316.102848812392551	-322.958336763351952	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.842283306340414	1	2	5	3	3	5	9	8	7	7	11	10	9	11	12	12	12	12	11	15	12	14	14	13	16	14	16	15	17	17	16	16	16	15	16	17	18	19	16	17	19	20	19	18	19	19	18	21	19	22	18	20	20	21	23	24	22	25	23	27	30	29	0	1	2	2	0	4	10	6	6	5	7	9	10	8	12	19	13	7	13	16	10	16	18	19	26	16	26	24	28	22	22	20	26	19	22	22	25	29	34	19	40	34	34	28	35	28	33	30	40	43	35	46	30	47	42	59	53	56	48	58	0	0	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1	1	3	1	1	1	1	2	2	2	1	1	1	2	1	1	1
36000	-321.509278822422857	-328.364766773382257	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714280828691349	1	2	4	4	5	5	8	7	7	7	10	9	8	11	10	12	11	11	11	13	12	14	16	12	16	15	17	13	17	16	16	15	16	16	15	15	19	18	18	19	18	18	19	18	18	20	18	21	19	20	20	21	22	20	22	23	24	25	25	27	30	30	0	1	2	2	0	4	5	6	6	5	10	9	10	6	12	17	13	7	13	24	17	24	18	19	24	20	24	24	20	26	22	20	26	16	22	22	32	16	32	47	33	33	24	25	35	47	20	30	26	33	45	46	48	49	50	48	53	56	56	58	0	0	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	2	1	2	1	1	1	2	1	2	1	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	1	3	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1
36500	-285.991970527565570	-292.847458478524970	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.886245074101841	-1	2	4	4	5	5	8	7	7	7	11	10	9	10	11	11	11	13	12	14	12	14	15	14	15	15	17	14	17	16	16	15	16	16	17	17	18	19	17	19	18	19	18	18	18	19	17	21	21	22	20	21	21	18	23	23	23	26	25	27	29	28	0	1	2	2	0	4	10	6	6	5	10	9	10	8	12	13	13	11	16	16	17	19	18	16	16	22	19	16	26	22	20	19	16	28	33	22	27	29	30	47	33	34	34	25	35	36	25	39	54	43	35	46	30	26	50	48	53	59	56	58	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1
37000	-344.493216016642464	-351.348703967601864	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668868105817312	2	3	4	4	4	6	9	5	8	6	10	10	8	10	12	12	11	11	11	14	13	13	15	13	14	15	15	14	16	16	16	15	16	16	15	18	18	18	19	18	17	18	19	18	17	19	16	21	21	21	20	20	20	20	22	23	22	26	24	27	29	31	0	1	2	2	0	8	10	4	8	5	7	9	10	8	12	13	7	7	13	22	17	16	18	17	16	16	16	16	32	19	16	24	19	19	22	31	32	29	30	26	26	34	37	26	35	27	24	39	54	43	47	46	31	33	25	48	53	56	39	58	0	0	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	2	1	2	1	1	2	2	1	1	2	2	1	2	2	1	1	2	1	2	2	1	1	1	2	1	2	1	2	1	2	2	1	1	2	3	1	1	2	3	1	1	1
37500	-317.101585594006167	-323.957073544965567	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724210828021269	1	2	5	3	5	6	9	5	6	7	10	9	9	10	11	12	11	12	11	14	13	14	15	13	15	15	16	14	16	17	17	14	16	17	16	17	18	17	19	18	19	19	19	18	19	18	18	21	17	23	20	20	22	21	22	23	24	27	25	26	29	30	0	1	2	2	0	8	10	4	8	5	13	9	10	6	12	13	13	10	13	19	11	16	18	19	24	19	19	19	32	22	16	19	24	25	22	22	28	16	30	33	40	34	32	27	35	22	33	30	32	42	26	46	48	49	43	30	53	59	56	56	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	1	2	2	1	2	2	2	4	1	1	2	1	2	1	1	2	1	1	1
38000	-315.415868975432602	-322.271356926392002	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768856103874485	2	3	5	4	5	5	8	7	7	7	10	10	8	9	12	12	12	13	11	15	13	13	15	13	14	16	17	15	18	17	16	15	16	16	16	17	19	17	19	18	17	18	19	19	19	19	19	21	20	23	19	20	22	21	22	23	23	25	25	27	29	30	0	1	2	2	0	4	10	6	6	5	7	9	5	8	12	19	13	11	13	16	17	19	18	16	17	16	20	16	38	28	22	16	24	32	17	22	32	25	30	26	32	27	34	28	26	26	40	39	41	43	35	46	39	49	34	48	39	56	56	58	0	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1	2	1	2	1	1	1	2	1	2	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	4	1	3	1	1	2	1	1
38500	-304.410382311086153	-311.265870262045553	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785244611018865	-1	1	4	2	5	5	7	7	7	8	10	9	9	10	11	11	11	12	10	15	13	13	16	12	15	15	17	14	17	18	17	16	16	17	16	15	17	18	19	18	17	20	18	18	19	18	19	21	20	21	20	21	20	22	21	23	22	26	26	25	28	29	0	1	2	2	0	4	5	6	6	7	10	9	10	8	12	13	13	11	13	24	17	16	18	16	28	24	26	24	32	31	20	24	28	24	22	22	20	29	30	33	26	28	26	32	34	36	33	42	41	43	35	46	30	49	47	39	53	60	56	56	0	0	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1
39000	-286.899138744839831	-293.754626695799232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.846727631895372	1	2	5	3	5	4	7	7	7	8	10	9	9	10	11	12	12	11	11	15	12	13	16	14	15	16	16	14	17	17	15	15	16	17	16	16	19	18	18	17	18	20	18	19	19	18	18	20	20	23	21	20	21	22	22	23	23	26	25	27	30	29	0	1	2	2	0	4	5	6	6	7	7	9	7	8	12	19	13	11	13	16	13	19	18	19	24	32	32	16	27	33	24	28	24	20	22	22	26	29	30	33	40	34	34	24	35	36	27	45	41	42	45	46	30	49	42	48	53	56	56	56	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1
39500	-329.263332516502942	-336.118820467462342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.807569014123113	-1	2	5	4	4	5	8	7	7	6	10	9	8	10	12	12	10	13	11	14	13	14	16	14	15	15	17	14	17	16	16	16	16	16	17	17	16	18	19	19	15	19	18	16	18	19	18	20	18	21	20	20	21	22	23	23	24	24	25	26	28	31	0	1	2	2	0	4	10	6	2	5	10	9	10	8	12	11	13	11	13	16	17	19	18	19	16	28	26	16	24	22	28	28	20	24	22	22	24	29	30	47	11	20	34	26	31	36	33	27	26	43	45	46	48	49	50	39	53	56	56	58	0	0	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1
40000	-302.210176140133399	-309.065664091092799	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772386763634922	1	3	5	4	4	5	8	7	8	7	10	9	8	10	11	12	11	12	11	15	13	14	15	13	15	15	16	14	17	16	17	13	17	17	17	17	17	19	19	18	19	20	18	17	19	19	18	20	21	23	20	19	22	20	20	22	23	26	24	27	29	30	0	1	2	2	0	4	5	6	6	5	5	9	10	6	12	19	13	10	13	19	17	19	18	19	24	32	26	32	20	22	20	19	24	27	20	30	26	32	30	31	40	43	34	20	35	36	20	30	54	16	45	36	48	41	40	48	53	56	56	59	0	0	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	2	1	1	1	1	1	1	1	1	2	1	5	1	1	1	1	1	1	1	2	1	2	1	1
40500	-294.153265486920418	-301.008753437879818	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727564015256638	1	3	5	4	5	5	9	8	7	7	10	9	9	11	11	13	11	12	11	14	13	14	15	12	16	14	16	14	17	17	16	14	16	16	16	17	18	18	19	18	19	20	18	18	18	19	19	21	21	20	20	21	21	20	22	24	23	27	25	26	29	30	0	1	2	2	0	4	5	6	6	5	7	9	10	8	12	19	13	11	13	24	13	16	18	19	26	24	26	16	16	28	20	19	24	28	22	25	20	32	30	33	40	37	34	33	35	36	27	39	54	43	45	46	30	47	50	48	53	56	56	56	0	0	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1
41000	-326.756863823381025	-333.612351774340425	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617319091785859	2	3	4	4	4	6	9	7	8	7	10	8	9	8	11	12	11	12	11	15	11	14	15	12	14	15	16	14	17	16	16	15	15	16	16	16	17	18	18	18	18	19	18	17	19	18	19	21	20	22	20	20	22	21	23	22	24	25	25	25	29	29	0	1	2	2	0	4	10	4	6	5	7	6	10	6	12	13	13	11	13	24	13	16	18	19	24	24	24	19	26	22	16	19	24	24	26	22	28	27	30	26	19	34	26	16	35	32	20	22	40	43	41	46	48	49	50	48	53	56	56	56	0	0	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	3	2	1	1	2	3	2	2	1	1	2	2	1	2	2	2	2	3	2	1	3	3	1	2	2	2	1	1	1	1	1	1	2	2	1	1
41500	-316.560803210508254	-323.416291161467655	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656798552707050	1	3	4	4	4	6	9	5	7	6	10	9	8	10	11	12	10	11	11	13	11	13	16	12	15	15	16	14	17	17	17	15	16	16	15	16	18	19	18	19	19	19	18	18	19	18	17	21	19	21	21	19	22	21	23	22	23	27	26	26	30	30	0	1	2	2	0	8	10	4	8	5	10	9	10	9	12	21	13	11	13	16	11	21	18	17	19	24	28	16	25	35	36	24	32	28	22	28	32	29	30	24	47	34	34	20	35	36	33	30	33	42	36	46	48	49	50	39	53	56	56	56	0	0	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	2	2	1	1	2	1	1	2	1	1	2	2	3	1	2	2	3	1	1
