step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25
62000	-133.866579139646888	-132.475003320979283	-1.391575818667597	0.000071344047372	0.000029816310537	0.417922891051427	0.727127346553602	-1	4	5	6	8	9	10	11	14	11	14	13	13	14	15	16	15	13	15	16	18	17	17	16	20	0	0	2	2	3	3	6	5	7	5	10	10	8	18	6	9	18	10	12	15	20	15	17	15	16	1	1	1	1	2	2	1	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1	2	1	2
62500	-127.538147996970892	-126.158181928501662	-1.379966068469236	0.000096903232444	0.000043236514170	0.446182372652928	0.714921134521387	-1	4	6	6	8	9	12	10	14	12	15	13	13	13	15	17	16	14	14	15	16	16	18	17	21	0	0	2	2	3	5	6	5	7	5	7	7	8	10	7	9	18	7	12	12	12	15	17	20	16	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	2	2	1	1	1	2
63000	-140.997197929046365	-139.630784470809203	-1.366413458237174	0.000096044003275	0.000047953849222	0.499290404264822	0.574221557057455	0	4	6	6	7	10	9	11	14	11	16	13	12	15	16	16	14	14	13	15	17	17	17	17	20	0	0	2	2	3	7	5	7	4	5	14	6	8	10	6	18	10	10	10	12	9	18	18	12	16	1	1	1	1	1	1	1	1	4	2	1	1	1	2	3	1	2	2	1	1	1	2	2	2	2
63500	-139.043563151735782	-137.680140511006186	-1.363422640729597	0.000093142184840	0.000058067267651	0.623426085079935	0.760522034850555	1	4	6	6	8	10	11	11	13	10	13	13	12	14	16	16	16	14	14	16	17	16	17	16	20	0	0	2	2	3	5	5	10	6	5	6	10	8	10	11	11	18	6	11	12	24	18	18	11	16	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1
64000	-141.155343831377877	-139.788930676204643	-1.366413155173242	0.000134066612179	0.000087173516651	0.650225400900996	0.842842349837990	0	4	6	6	7	10	11	12	15	11	15	13	13	15	17	17	15	13	15	15	17	17	17	17	18	0	0	2	2	3	5	5	7	7	5	12	10	8	18	17	9	18	6	7	12	20	20	17	9	12	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2
64500	-118.856172599553119	-117.494811726571896	-1.361360872981228	0.000062569439040	0.000034230821610	0.547085320485802	0.885577438197877	-1	4	5	6	7	9	11	12	14	11	13	12	10	14	16	17	15	13	14	15	16	14	17	17	20	0	0	2	2	3	5	6	13	6	6	12	6	6	18	22	9	18	10	11	12	20	7	17	21	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
65000	-141.533214678479510	-139.788786299314836	-1.744428379164673	0.000144745800627	0.000027594320450	0.190639868860400	0.662450867096259	-1	4	6	5	7	9	11	11	15	11	15	13	13	15	16	17	14	12	14	16	18	15	17	18	20	0	0	2	2	3	5	6	5	7	5	19	10	8	17	6	9	18	6	12	17	20	18	10	20	16	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2
65500	-144.221292331472654	-142.847870641056829	-1.373421690415833	0.000117213452752	0.000054770250341	0.467269319818426	0.720097382828664	1	3	5	4	7	10	12	11	14	12	15	13	12	13	15	17	14	14	14	16	17	15	17	18	18	0	0	2	2	3	5	6	5	13	6	7	10	6	10	7	9	10	7	12	10	12	18	17	15	9	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	1	2
66000	-147.353110854052915	-145.976321071892471	-1.376789782160437	0.000102946025982	0.000046917644774	0.455749936208613	0.697194871683794	1	4	6	6	8	9	11	11	13	11	16	13	12	15	16	16	15	13	15	16	18	14	16	17	18	0	0	2	2	3	5	6	5	6	6	9	7	3	10	8	22	22	10	12	12	24	7	17	20	16	1	1	2	1	1	1	1	2	3	1	2	1	2	2	4	2	1	1	1	1	1	1	1	1	1
66500	-145.418116848547356	-143.935871071830377	-1.482245776716970	0.000088273361458	0.000027166087077	0.307749547864993	0.709417240099543	0	4	5	6	7	10	11	11	14	11	15	13	12	14	14	17	12	13	13	15	16	16	17	17	21	0	0	2	2	3	5	5	6	18	5	12	6	6	10	10	6	10	6	7	12	12	9	17	12	22	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	3	1	2	1	2	2	1	2	2	1
67000	-151.833922153620222	-150.355988966531100	-1.477933187089121	0.000076963935979	0.000023948517418	0.311165445389529	0.531878729391757	1	4	6	6	7	9	11	12	14	11	16	13	13	15	15	17	15	14	15	15	17	16	18	17	21	0	0	2	2	3	5	5	5	7	5	9	6	8	18	6	15	10	7	6	5	19	7	22	20	17	1	1	1	1	1	2	2	2	2	2	2	2	1	1	2	1	2	1	3	4	1	2	1	1	3
67500	-142.239468111316626	-140.840937172857252	-1.398530938459361	0.000087901778954	0.000070594559537	0.803107290625857	0.587427141066725	1	3	5	5	7	9	11	11	14	10	15	12	11	14	15	17	15	14	14	15	17	16	18	18	20	0	0	2	2	3	5	6	10	12	5	13	6	5	12	7	22	18	7	12	10	15	20	10	11	16	1	1	1	1	1	1	1	1	1	2	2	2	3	1	2	1	1	2	1	2	1	1	4	1	1
68000	-133.820964998028359	-132.294194680692300	-1.526770317336060	0.000111524853513	0.000030927274472	0.277312845505036	0.720087976175285	0	5	6	7	8	9	10	10	15	10	15	13	13	14	16	17	15	12	13	15	16	17	17	16	19	0	0	2	2	3	5	6	5	7	3	19	10	8	18	17	9	10	7	10	12	12	9	9	12	22	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1
68500	-122.618211359233200	-121.178255281233120	-1.439956078000081	0.000070903579115	0.000024570977478	0.346540721705475	0.845246744386941	-1	4	5	6	7	9	12	11	15	11	15	12	12	14	14	16	16	14	13	14	17	16	17	16	18	0	0	2	2	3	5	6	5	18	6	20	6	8	10	7	18	18	10	12	12	24	9	17	20	16	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1
69000	-145.313857104730204	-143.903533510868328	-1.410323593861876	0.000080143524374	0.000030816476452	0.384516112721067	0.552604593033910	1	3	5	6	7	9	12	11	14	10	16	13	12	15	16	17	14	14	14	14	17	16	16	18	20	0	0	2	2	2	5	5	5	7	6	12	7	8	18	10	9	10	10	5	12	20	5	17	21	15	1	1	1	1	1	1	3	2	1	1	2	1	1	1	3	2	2	2	3	1	1	3	1	1	3
69500	-133.601851423015887	-132.238865846321062	-1.362985576694834	0.000074617794300	0.000039167388900	0.524906817025362	0.727640425035711	-1	5	6	7	8	8	11	10	14	12	16	11	12	13	17	16	15	14	14	14	16	16	17	17	20	0	0	2	2	4	3	5	5	7	12	19	6	8	10	22	9	18	10	12	12	20	9	17	11	16	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2
70000	-124.163578612826925	-122.800493562756941	-1.363085050069980	0.000078794824725	0.000041282534947	0.523924446701055	0.628067680121037	0	4	5	6	7	10	11	11	14	12	16	12	13	13	15	17	14	14	14	15	18	16	18	17	20	0	0	2	2	3	5	5	5	10	6	19	6	8	10	10	9	10	10	7	12	11	9	7	20	16	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	2
70500	-152.420637356784880	-151.028450813461035	-1.392186543323853	0.000097426743226	0.000040592319985	0.416644533532356	0.641183647597926	0	4	5	6	7	9	11	11	13	11	13	12	12	14	16	16	14	15	15	15	17	17	18	17	20	0	0	2	2	3	5	5	6	7	6	7	6	10	7	14	9	3	7	11	9	20	5	18	10	16	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	3	1	2	1	1	5	1	2	2
71000	-120.593476759638889	-118.947507242001393	-1.645969517637496	0.000115013671139	0.000025497851164	0.221694090024629	0.762925499269709	0	5	6	6	8	9	12	10	14	11	15	13	12	14	16	16	15	13	14	14	17	17	17	15	20	0	0	2	2	3	5	6	5	6	6	19	7	8	18	9	9	10	10	7	12	20	15	17	20	16	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2
71500	-149.651999116659539	-148.287946170054568	-1.364052946604972	0.000111092464459	0.000057256285520	0.515393062879396	0.518885554395384	0	3	5	7	7	9	11	11	13	11	16	12	12	14	15	16	15	14	14	15	17	15	17	17	19	0	0	2	2	3	5	5	5	8	3	18	7	7	5	10	22	18	5	7	9	12	9	15	12	9	1	1	1	2	1	1	2	2	2	3	1	1	1	4	2	1	1	3	3	1	2	1	1	2	3
72000	-146.695155097848243	-145.302006825825259	-1.393148272022979	0.000094338863868	0.000039118950145	0.414664206680908	0.636338169050834	1	3	5	6	7	10	11	12	14	12	15	12	13	15	16	16	14	15	14	16	18	14	17	18	21	0	0	2	2	3	5	5	6	10	5	19	6	10	5	6	22	10	22	10	12	12	6	14	10	16	1	1	1	1	1	2	2	1	1	2	1	1	1	4	3	1	1	1	1	1	4	2	1	3	2
72500	-131.456696312871571	-130.073750147593017	-1.382946165278561	0.000085902578321	0.000037631169669	0.438067988235760	0.774221592340730	0	4	6	6	8	10	12	12	14	11	15	13	13	14	13	16	15	14	15	15	17	14	17	16	19	0	0	2	2	3	5	6	10	6	5	12	6	8	6	6	9	9	6	12	12	20	15	17	20	5	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	5
73000	-137.380468250586915	-135.809941318761048	-1.570526931825865	0.000087460755878	0.000022179898178	0.253598290519735	0.763930037894087	-1	3	5	5	7	9	11	10	13	12	16	12	12	14	17	16	14	14	15	15	16	14	17	18	20	0	0	2	2	3	5	5	5	7	7	12	7	8	7	18	9	7	7	10	12	20	7	17	11	16	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	2
73500	-149.469773015645274	-148.034945538045463	-1.434827477599797	0.000099809979469	0.000035159629688	0.352265673990551	0.789871582955953	0	4	5	6	7	9	11	10	14	11	12	12	12	14	15	16	15	13	14	15	15	16	17	18	19	0	0	2	2	3	5	5	6	10	6	5	6	7	8	6	9	18	10	11	12	12	15	14	21	16	1	1	1	1	1	1	2	1	3	1	3	1	1	2	2	1	1	1	1	2	2	1	2	2	2
74000	-132.648988147108241	-131.186266379608952	-1.462721767499300	0.000077990030317	0.000025274776007	0.324077012201777	0.514414650976086	0	4	5	6	7	9	11	11	13	12	14	12	12	14	16	16	16	13	15	14	17	15	17	17	21	0	0	2	2	3	5	6	6	7	7	5	7	8	18	22	9	10	10	11	12	20	7	17	12	7	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	2	6
74500	-139.785930205049908	-138.413394729581398	-1.372535475468510	0.000076506993394	0.000052779512389	0.689865201180824	0.645300663463975	0	4	6	7	8	9	11	11	15	11	15	12	12	15	16	16	16	13	14	16	17	13	18	17	20	0	0	2	2	3	4	6	6	22	5	10	6	8	18	7	10	22	7	12	12	12	5	17	11	15	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	1	1	1
75000	-135.312983501644908	-133.952049191439642	-1.360934310205264	0.000092552809732	0.000051800825527	0.559689388982168	0.544014324867353	-1	5	6	6	7	10	12	11	14	11	14	13	13	14	17	16	14	14	15	15	16	15	17	17	20	0	0	2	2	3	5	6	6	5	5	10	10	8	7	22	7	10	7	11	12	10	7	17	12	16	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	2	2	1	1	1	2	2	1	2	2
75500	-128.307252317103149	-126.922435237435380	-1.384817079667760	0.000078943783976	0.000034208027812	0.433321359701608	0.809266446755098	1	4	6	6	8	9	11	11	15	12	15	12	12	14	16	17	15	13	14	15	17	16	18	17	20	0	0	2	2	3	5	5	6	18	6	12	5	8	10	17	9	10	7	12	12	12	9	10	11	15	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	2	1	3	1	2
76000	-136.514606484764101	-135.144363053394699	-1.370243431369398	0.000106565905442	0.000051150324994	0.479987710718602	0.745388675292717	0	5	6	6	8	10	12	12	13	11	15	13	13	13	15	17	15	14	13	16	15	15	17	17	20	0	0	2	2	3	5	6	5	7	5	12	10	10	7	7	9	9	7	10	12	12	7	10	15	16	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1
76500	-152.493866271255314	-151.127487987452980	-1.366378283802329	0.000095734515056	0.000047819252083	0.499498556552982	0.518757276866825	0	3	5	6	8	9	10	11	13	10	15	13	13	14	17	15	14	12	14	16	18	17	17	18	20	0	0	2	2	4	5	5	6	6	5	12	7	8	7	7	9	7	7	10	12	12	18	17	20	9	1	1	1	2	1	1	1	1	2	2	1	1	1	2	3	1	2	1	3	3	2	3	2	1	5
77000	-122.336398792666657	-120.972987064159625	-1.363411728507032	0.000062161371562	0.000032377007998	0.520854144369696	0.871170078764676	1	4	6	5	7	9	10	11	14	12	14	12	12	15	16	16	15	14	15	16	15	17	17	17	20	0	0	2	2	3	5	5	5	7	6	7	5	8	18	9	9	18	10	11	21	11	15	17	21	16	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2
77500	-138.898443157012764	-137.394134700489559	-1.504308456523194	0.000108974705742	0.000031785689392	0.291679515675174	0.759284389296743	1	5	6	6	8	9	11	11	14	11	15	13	12	15	16	15	15	14	14	15	17	15	18	16	20	0	0	2	2	3	5	6	5	7	3	10	6	8	9	22	9	18	7	7	12	12	12	17	12	16	1	1	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	2	2	1	1	2	3
78000	-135.268625139584202	-133.772236224275048	-1.496388915309154	0.000089442892113	0.000026582235214	0.297197849778173	0.807342905457196	0	5	6	7	8	9	11	10	15	12	14	12	12	15	15	17	14	14	14	14	18	17	15	17	20	0	0	2	2	3	5	6	5	7	5	12	5	8	10	17	9	10	7	10	12	18	14	17	20	9	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2
78500	-139.544440145794340	-138.081851281990851	-1.462588863803478	0.000141697282331	0.000045937740133	0.324196338681265	0.679137235508236	1	5	6	7	8	10	10	11	15	11	15	12	12	15	17	15	15	14	14	15	16	17	17	18	20	0	0	2	2	3	5	5	5	18	5	6	10	10	6	17	6	10	7	12	7	12	9	17	12	22	1	1	1	1	1	1	1	2	1	2	3	1	1	2	1	2	2	2	1	3	2	1	1	2	2
79000	-134.089338270230712	-132.486091898034005	-1.603246372196718	0.000146192938495	0.000034884996490	0.238622992661848	0.773192553710725	1	4	6	6	8	9	11	10	14	11	16	12	13	15	17	16	16	13	14	15	18	16	18	18	19	0	0	2	2	3	5	6	6	10	6	9	10	8	10	17	9	5	7	10	12	20	14	18	11	16	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	1	1	2	1	1
79500	-135.228782000933592	-133.632583848802540	-1.596198152131039	0.000092609548100	0.000022382249835	0.241684041157046	0.676340676669720	0	5	6	6	7	9	11	11	14	10	15	13	12	15	15	16	15	14	14	15	15	17	17	16	18	0	0	2	2	3	5	5	6	10	5	12	7	8	18	7	18	6	10	12	12	12	15	17	12	16	1	1	1	1	1	1	2	2	2	2	1	1	1	1	3	1	3	2	1	1	1	1	1	2	1
80000	-140.406303818554306	-138.964038962408836	-1.442264856145481	0.000058671384676	0.000055362898399	0.943609882472806	0.691814372656960	-1	4	5	6	7	9	12	11	14	12	16	12	13	15	16	17	15	13	14	15	16	17	16	17	21	0	0	2	2	3	5	6	6	10	3	12	6	8	10	7	10	10	12	12	12	20	7	18	20	16	1	1	1	1	1	1	2	1	1	3	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1
80500	-152.307191650323290	-150.925296379911913	-1.381895270411384	0.000104974111928	0.000046277454216	0.440846351223816	0.591302124212297	1	4	6	7	7	9	11	11	13	11	16	12	13	14	15	16	15	14	15	16	17	14	17	17	21	0	0	2	2	3	5	6	5	7	5	14	5	8	6	7	9	6	7	14	12	22	10	7	11	16	1	1	1	1	1	1	1	2	1	2	1	3	1	2	2	2	3	2	1	2	1	2	2	1	2
81000	-138.134383465980818	-136.589994434298575	-1.544389031682249	0.000110098161456	0.000029414810008	0.267168948317036	0.704612954710230	1	4	5	7	7	9	9	10	14	11	15	11	12	11	17	16	15	13	14	14	17	16	17	17	19	0	0	2	2	3	4	5	6	5	7	12	7	8	6	16	9	18	10	12	12	11	14	17	20	16	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	2	1	1	3	1	1	2
81500	-133.930511101989879	-132.409625377066050	-1.520885724923821	0.000116744649042	0.000032794596533	0.280908776562402	0.639347272877270	0	5	6	7	7	9	11	11	14	11	15	12	13	15	17	16	15	13	13	14	17	17	16	17	20	0	0	2	2	3	3	5	5	18	6	19	6	8	18	9	9	10	10	6	12	20	20	17	20	9	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	1	2	1	2	1	1	2	2
82000	-125.004242473720083	-123.583209724308617	-1.421032749411465	0.000064980388365	0.000023995092310	0.369266680514060	0.788405931529128	0	5	6	6	8	9	11	11	14	11	13	13	12	15	17	16	15	13	14	15	17	14	17	17	20	0	0	2	2	3	5	5	5	7	5	7	7	8	18	22	9	18	10	11	12	20	10	9	20	16	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2
82500	-130.435875522739423	-129.069759645278111	-1.366115877461323	0.000072579614694	0.000036367868018	0.501075517847437	0.675628608048466	1	5	6	7	7	10	12	11	15	11	15	12	13	15	17	15	15	14	14	14	16	16	17	17	19	0	0	2	2	3	5	6	5	7	5	12	6	8	18	18	7	10	6	7	12	20	7	17	21	16	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2
83000	-159.724361144477598	-158.363338869950809	-1.361022274526786	0.000091451165004	0.000053393247188	0.583844363117530	0.572098123876622	1	4	6	6	8	9	10	12	14	10	15	11	10	14	17	16	16	14	15	16	18	17	16	18	19	0	0	2	2	4	3	6	7	7	5	7	5	6	5	10	19	18	10	12	11	20	10	10	20	9	1	1	1	1	2	2	1	2	2	1	3	1	1	2	3	1	1	2	2	1	1	4	3	1	2
83500	-146.376693601416122	-144.963994664150562	-1.412698937265570	0.000116273872015	0.000044294118702	0.380946449398428	0.624906381543303	1	4	6	6	8	10	12	12	14	12	16	11	13	14	16	16	15	14	14	14	18	17	18	17	20	0	0	2	2	3	5	5	12	7	6	19	6	10	7	20	9	10	7	12	7	12	15	10	19	16	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2
84000	-122.335793140833189	-120.889076498473955	-1.446716642359234	0.000132528659978	0.000044980809870	0.339404396581668	0.884538670352468	0	4	5	5	7	9	12	11	14	10	14	13	13	15	17	17	15	14	14	15	16	16	16	18	19	0	0	2	2	3	5	10	6	6	6	12	7	8	9	7	22	18	7	12	12	9	9	17	12	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
84500	-142.163434964387505	-140.730294692759003	-1.433140271628513	0.000071010500144	0.000025152870118	0.354213391917210	0.509669496236211	0	4	6	7	8	10	11	11	14	12	14	12	12	14	15	16	16	15	15	15	17	17	17	17	21	0	0	2	2	3	5	6	5	7	5	12	6	5	7	7	9	14	10	11	12	12	17	18	12	9	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	3	1	1	2	3
85000	-139.271650029923080	-137.910654867252447	-1.360995162670629	0.000082109266088	0.000045740134359	0.557064221103966	0.878778355391167	-1	4	6	6	8	10	10	11	13	11	15	13	12	14	13	15	15	13	14	12	15	16	17	18	21	0	0	2	2	3	5	5	7	7	7	12	20	8	10	5	9	18	10	20	7	12	6	17	21	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	4
85500	-124.036031621774228	-122.605910543388688	-1.430121078385546	0.000106518781061	0.000038110716345	0.357784007340037	0.812834920590879	0	4	6	6	8	9	11	11	13	10	15	12	12	14	17	16	16	14	14	15	16	16	17	16	19	0	0	2	2	3	5	5	6	7	5	19	5	8	5	22	19	18	9	10	12	20	18	17	20	16	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1
86000	-126.888767240608999	-125.322925728079525	-1.565841512529474	0.000106997002594	0.000027382164926	0.255915252414500	0.806593792675216	1	4	5	7	7	10	11	11	14	11	15	13	13	14	16	15	15	15	13	15	17	16	18	17	20	0	0	2	2	3	5	6	6	7	5	19	10	8	10	6	9	10	7	10	12	20	9	17	9	16	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	2	2	1	1	1	1	1	2	3
86500	-148.382128817919011	-146.990097347270478	-1.392031470648524	0.000091644411133	0.000038212747487	0.416967570791049	0.807699029167340	-1	4	6	6	8	9	11	11	14	12	16	13	13	15	16	16	15	14	15	16	17	16	16	18	20	0	0	2	2	3	3	6	6	10	6	7	5	8	9	7	9	18	10	9	12	12	7	17	20	16	1	1	1	1	2	2	1	1	1	1	1	3	1	1	3	1	1	1	1	2	2	4	1	1	2
87000	-128.087038526938699	-126.726204283846371	-1.360834243092322	0.000055994345769	0.000031821860767	0.568304894534607	0.881090360411473	-2	4	5	6	7	10	12	9	14	12	15	13	11	15	16	16	15	14	14	15	16	16	17	17	21	0	0	2	2	3	5	5	5	7	6	12	6	8	10	18	9	7	10	5	12	20	18	17	20	16	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	3	1	1	1	1	1	3
87500	-133.717566435066885	-132.285576270345246	-1.431990164721629	0.000097652548351	0.000034721377955	0.355560387738833	0.762564927737857	1	5	6	7	8	10	11	11	15	12	15	12	12	15	15	16	15	14	13	14	16	16	17	17	20	0	0	2	2	3	5	5	6	7	7	19	6	8	10	10	15	18	6	7	12	20	18	7	12	16	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	3	1	1	1	1	2	2	2
88000	-149.090479021186894	-147.710598331494282	-1.379880689692611	0.000086887075647	0.000038788660968	0.446426130462254	0.746791193809287	1	3	5	6	8	9	10	11	13	12	15	11	12	14	16	16	16	14	15	16	18	15	18	17	21	0	0	2	3	3	2	5	6	10	5	12	6	8	10	18	9	10	10	6	11	11	5	17	12	16	1	1	1	1	2	2	1	1	1	3	2	1	1	1	1	2	2	1	3	1	1	2	1	2	3
88500	-130.183961186499488	-128.727315820485387	-1.456645366014091	0.000095735319845	0.000031560225985	0.329661258100201	0.893546784496782	0	4	5	6	8	10	11	10	15	12	14	11	12	14	16	17	15	14	13	15	15	17	17	18	19	0	0	2	2	3	5	5	5	7	6	19	6	8	10	9	21	10	10	12	12	12	15	9	20	22	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1
89000	-141.184602829199605	-139.823470345807578	-1.361132483392038	0.000093914256515	0.000051896078644	0.552589996129014	0.621244971725162	0	4	5	6	8	10	12	11	14	11	14	11	13	14	17	16	14	13	15	14	17	16	16	17	19	0	0	2	2	3	5	6	5	10	6	6	5	8	18	19	7	18	10	12	12	19	7	17	5	16	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	2	1	2	2	2	1	2	1	4	1
89500	-136.135056773638894	-134.314393612467711	-1.820663161171182	0.000144161630429	0.000024771588873	0.171832052670236	0.749533539829639	0	3	5	6	7	10	11	10	12	12	16	12	11	14	16	17	15	13	14	15	18	14	17	17	20	0	0	2	2	3	5	6	5	6	7	19	6	8	18	22	9	10	10	6	12	20	6	22	20	16	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2
90000	-135.531646167992932	-134.063421266976320	-1.468224901016610	0.000084045367236	0.000026830642270	0.319239990877152	0.623683884658943	0	5	6	6	8	10	12	11	14	11	14	13	12	15	17	16	14	14	15	15	18	15	17	17	21	0	0	2	2	3	5	5	6	7	6	7	7	8	10	5	7	10	7	11	12	12	10	17	12	16	1	1	1	1	1	1	2	1	1	1	2	1	1	2	6	2	2	1	1	2	2	2	2	2	2
90500	-147.977081429353092	-146.610448400900083	-1.366633028452998	0.000084057662946	0.000054797419420	0.651902723672968	0.490412519200130	1	4	6	7	8	9	11	11	15	11	13	12	13	14	14	16	14	14	14	15	16	15	18	17	20	0	0	2	2	3	5	5	5	7	5	7	7	8	7	6	9	6	6	12	12	12	6	17	22	15	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	1	3	2	1	2	2	3	2	1	3
91000	-144.524882303009093	-142.904808085861049	-1.620074217148038	0.000095212981266	0.000022055084092	0.231639465530967	0.720778006173016	1	5	6	6	7	9	11	11	14	12	15	11	11	15	13	16	15	14	13	15	18	14	17	17	20	0	0	2	2	3	5	6	6	10	6	18	5	6	10	10	10	10	5	10	12	11	6	17	20	16	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	2	2	3	1	2	1	2	1	1	2
91500	-143.982572128767174	-142.477012930515798	-1.505559198251373	0.000106652792585	0.000031017971053	0.290831306909671	0.769653678822533	-1	4	5	5	7	9	12	11	14	9	16	12	13	15	15	16	15	14	15	15	17	17	18	17	20	0	0	2	2	3	5	6	6	6	3	18	5	8	18	18	19	7	8	10	9	20	19	17	20	9	1	1	1	1	1	1	2	1	3	3	1	2	1	1	1	1	1	1	3	1	1	1	2	1	2
92000	-138.588928373139368	-137.211486627281175	-1.377441745858184	0.000057838183860	0.000041387391743	0.715572118294886	0.702538457346045	0	4	5	6	8	10	12	10	14	12	15	11	13	15	15	15	15	13	14	14	17	16	17	17	18	0	0	2	2	4	5	6	5	7	3	20	8	8	10	18	9	10	6	12	12	20	15	17	20	16	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2
92500	-146.826431145278804	-145.464834991735074	-1.361596153543730	0.000109027641356	0.000065233014519	0.598316295827073	0.656409566813999	1	5	6	7	7	9	12	10	14	12	16	11	12	14	16	17	14	13	14	14	16	16	17	17	20	0	0	2	2	3	5	5	5	6	5	7	6	8	10	9	15	18	5	7	12	10	18	18	12	11	1	1	1	1	1	1	2	2	2	3	2	1	1	1	2	1	1	2	1	2	2	1	2	3	2
93000	-145.242540915542321	-143.719448507807556	-1.523092407734757	0.000091811769933	0.000025665728525	0.279547257867956	0.708985424329617	1	4	6	6	8	9	12	12	13	10	16	11	12	13	16	16	16	14	14	14	16	15	17	16	20	0	0	2	2	3	5	6	6	6	5	14	6	10	10	5	9	7	7	7	12	12	7	17	20	16	1	1	1	1	1	1	2	1	2	1	1	1	1	2	3	2	2	1	2	2	2	1	1	1	1
