step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40
85000	-185.444939254953283	-183.318649579212376	-2.126289675740904	0.000074853363677	0.000009082995895	0.121343857492754	0.762646567822209	0	2	1	1	3	3	4	3	3	3	4	4	5	4	4	5	5	6	4	7	5	7	8	7	6	10	8	10	9	9	11	10	11	12	12	13	14	14	16	15	0	1	0	0	1	1	2	2	3	4	2	5	19	5	5	5	19	13	9	5	15	17	24	18	6	18	17	23	23	22	23	27	23	26	28	31	34	35	31	29	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	2	3
85500	-176.796007607274447	-174.980361475511558	-1.815646131762889	0.000072970023014	0.000012621079605	0.172962527403185	0.760249332157286	1	2	1	0	3	3	3	3	2	3	5	5	4	2	5	6	7	5	6	7	7	8	8	8	9	10	10	11	9	11	10	11	10	12	12	14	14	15	16	17	0	1	0	0	14	1	2	2	3	4	2	5	9	1	5	11	18	13	13	5	15	19	17	18	6	24	22	23	23	22	23	17	29	26	28	31	17	35	36	38	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	3	1	1	1
86000	-176.147755526983133	-174.496937540473311	-1.650817986509825	0.000075831294159	0.000016677534274	0.219929442833953	0.839328624290961	1	2	0	0	3	3	3	3	3	3	5	4	5	5	5	6	6	7	6	7	6	9	8	7	6	10	9	10	9	10	10	11	11	11	12	14	15	14	16	16	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	14	13	13	13	6	12	18	17	17	6	17	17	23	23	19	23	19	29	18	28	23	34	35	34	38	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	3	2	1	2	2
86500	-170.438820527920484	-167.559896193736137	-2.878924334184339	0.000039599479193	0.000002555466107	0.064532821120265	0.775608625429053	1	2	1	-1	3	4	4	3	4	4	5	5	5	5	5	5	6	7	6	7	6	8	8	7	8	10	9	11	10	10	10	11	11	12	13	12	14	15	16	17	0	1	0	0	1	5	2	2	3	4	2	5	9	5	5	5	13	17	13	6	5	17	17	19	6	23	22	31	23	22	23	26	29	23	28	31	34	35	36	38	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
87000	-188.401855052993824	-186.368969309852901	-2.032885743140924	0.000104799987290	0.000014018222928	0.133761685384372	0.732901442705070	1	2	0	1	3	3	4	3	3	3	4	5	5	5	4	5	7	7	6	7	7	10	8	8	9	10	9	10	8	10	11	12	10	11	14	13	14	14	15	17	0	1	0	0	1	1	2	2	3	4	2	5	9	6	5	5	19	19	13	12	15	17	19	17	14	17	17	23	13	24	23	18	29	24	28	23	22	28	34	38	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1	2	3	2	2	2	2
87500	-168.916525226500681	-167.409511771184413	-1.507013455316263	0.000071969142432	0.000020860454211	0.289852755025846	0.923335407745575	1	2	1	0	2	4	4	3	3	2	4	4	5	6	5	4	7	7	6	7	4	8	7	6	8	10	10	10	9	10	11	11	11	11	13	13	14	14	15	15	0	1	0	0	1	1	2	2	3	4	2	5	9	5	21	5	13	24	13	6	5	17	13	13	14	13	22	23	23	22	29	18	29	27	28	31	26	28	36	35	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	2	1	1
88000	-189.531883344522555	-187.574069884213571	-1.957813460308983	0.000069749061350	0.000010140592523	0.145386795558978	0.853885873628432	0	1	1	1	3	2	2	3	2	2	4	5	4	5	5	6	7	6	5	5	5	9	7	7	8	11	10	10	9	11	12	12	12	12	13	13	14	12	16	16	0	1	0	0	6	1	2	2	3	4	7	6	9	5	5	12	19	13	13	6	5	24	19	18	12	22	22	23	23	27	23	24	29	26	38	32	26	28	36	38	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	2	2
88500	-196.400412566177692	-193.996064748755373	-2.404347817422330	0.000083252094988	0.000007795550124	0.093637885334233	0.766571707243569	1	2	0	1	4	3	4	3	2	4	5	4	3	3	5	6	7	7	5	7	6	8	7	7	7	9	10	10	8	10	12	10	11	10	12	13	13	14	16	14	0	1	0	0	14	1	2	2	3	4	8	14	9	1	14	5	13	19	13	6	5	17	19	19	15	13	18	17	23	22	17	26	26	18	28	32	24	37	36	35	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	4	2	2	1	1	2	1	1	1	1	2	3	1	1	1
89000	-219.246032561904315	-217.854666573971741	-1.391365987932576	0.000050750127743	0.000021232125069	0.418365943363027	0.749048750540824	-1	2	0	1	3	3	4	3	1	4	5	4	5	2	3	5	6	6	6	8	5	8	8	7	9	10	8	11	9	11	11	10	11	10	12	13	14	14	16	16	0	1	0	0	14	1	6	2	3	4	2	5	9	1	14	5	13	9	9	6	15	17	19	17	6	24	13	13	23	27	13	24	23	17	28	31	26	35	31	35	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	3	2	2	1	1	3	2	2	3	1	1	3	1	2	2	1	1	2	2	2	2
89500	-183.090344860070559	-181.226537847430706	-1.863807012639860	0.000050173819686	0.000008160294225	0.162640482145312	0.810687290559066	1	2	1	1	3	3	4	3	3	3	5	4	5	2	5	5	7	7	4	6	7	8	8	6	8	10	10	10	10	9	11	11	11	12	12	13	14	14	16	17	0	1	0	0	14	1	2	2	3	4	2	14	19	1	5	5	19	19	9	6	15	24	24	13	20	17	22	19	23	17	23	18	29	17	28	23	34	35	23	35	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	3	1	1	2	2	1	2	1	3	1	1	2	2
90000	-171.719805138728702	-170.235003386383625	-1.484801752345083	0.000065474319261	0.000020020147745	0.305770994971272	0.709029387328886	1	2	1	0	3	3	3	3	3	2	4	5	5	6	4	5	7	6	5	8	7	10	9	7	7	10	9	11	10	11	11	11	12	13	13	13	14	15	16	17	0	1	0	0	1	1	2	2	3	4	2	5	9	16	5	5	19	9	9	6	15	13	17	13	6	13	17	23	23	17	23	26	29	32	28	31	26	35	23	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	3	1
90500	-194.710498294084630	-192.554429606527350	-2.156068687557290	0.000081737082594	0.000009627111464	0.117781442140245	0.659323152841090	0	2	1	2	2	3	4	3	3	4	5	4	5	5	4	5	6	5	4	7	6	10	7	7	7	9	9	9	9	10	11	11	11	12	13	12	12	14	16	16	0	1	0	0	1	1	2	2	3	4	2	5	19	15	5	5	18	19	9	11	15	18	13	19	6	17	13	23	23	17	24	27	29	24	28	23	18	27	36	38	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	4	1	1	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	1
91000	-176.849782408778708	-175.040660006646476	-1.809122402132237	0.000051010177526	0.000008898884196	0.174453111670188	0.821452856391741	1	2	0	1	3	4	4	3	3	3	6	5	6	5	4	5	7	5	6	6	6	8	8	7	8	10	10	10	10	11	12	10	12	13	13	14	15	14	16	16	0	1	0	0	1	1	5	2	3	4	2	5	18	5	1	5	18	9	18	6	15	17	13	19	20	23	22	23	23	22	23	24	23	26	28	31	18	35	36	38	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	4	1	1	1
91500	-177.307505939872613	-174.976016327916113	-2.331489611956491	0.000062967990352	0.000006287024941	0.099844776778845	0.825717159219648	1	2	2	1	3	3	4	3	3	3	4	4	6	6	5	5	6	5	4	5	6	9	8	8	8	9	10	10	9	10	12	11	12	13	13	12	14	14	15	17	0	1	0	0	1	1	2	2	3	4	2	5	18	12	5	5	19	19	9	6	15	17	13	18	6	19	22	24	23	17	23	17	29	32	28	23	34	35	31	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	2	2	1	1	2	2	1	1	2	2
92000	-161.019421990815374	-159.456916459776664	-1.562505531038710	0.000062196445986	0.000016021441121	0.257594157789233	0.918345348791538	1	2	1	1	3	3	3	3	3	3	5	4	5	4	5	6	7	6	6	5	7	9	8	7	8	10	9	10	9	10	12	11	11	11	13	13	11	11	16	17	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	14	18	13	13	6	15	18	18	18	6	24	24	23	23	22	28	26	29	22	38	31	24	28	31	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2
92500	-174.587043750936431	-172.994559680334845	-1.592484070601595	0.000065289047306	0.000015886883668	0.243331528394104	0.712347216179787	0	2	0	1	3	4	3	3	2	3	6	5	5	6	4	5	7	7	6	5	6	9	7	8	8	9	9	9	9	11	11	11	11	12	14	13	14	13	16	15	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	13	13	13	5	6	18	19	17	6	19	18	23	23	22	26	17	29	32	28	31	34	32	36	38	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1
93000	-183.722798968982431	-182.155829150122884	-1.566969818859557	0.000055604410138	0.000014198751063	0.255352966215451	0.752125967792149	0	2	2	0	3	2	3	3	3	4	4	4	4	4	4	6	7	7	5	6	7	8	9	7	8	10	10	11	8	10	11	11	11	12	14	13	14	13	16	16	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	19	13	13	6	15	18	29	19	20	19	22	23	17	22	23	24	29	32	28	31	17	31	36	38	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	2	1	2	2
93500	-210.675343061128331	-208.379584971292672	-2.295758089835667	0.000100282467990	0.000010341958196	0.103128277581928	0.783903225477369	0	2	-1	-1	3	3	3	3	2	3	5	3	6	5	5	4	7	6	5	6	6	9	8	5	8	8	9	10	10	10	10	11	12	13	13	12	13	14	15	17	0	1	0	0	1	2	2	2	3	4	8	1	19	16	8	12	13	19	9	6	5	18	18	9	20	18	24	17	23	19	23	17	29	18	32	31	18	35	36	38	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	2	3	1	2	1	4	1	1	2	1	1	2
94000	-199.462103126563647	-197.554143015482339	-1.907960111081314	0.000079164457935	0.000012200095183	0.154110765121397	0.691154056172908	0	2	0	1	2	3	4	3	5	4	6	4	2	3	4	5	6	7	5	7	6	10	8	6	8	10	9	11	10	11	12	10	11	11	12	13	14	15	17	15	0	1	0	0	1	1	2	2	13	4	2	5	3	5	14	5	13	13	13	6	15	18	18	13	6	17	24	26	23	22	26	18	29	18	26	31	18	35	36	35	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	2	1	2	1	1	3	2	2	2
94500	-181.616071184720766	-179.223419308772748	-2.392651875948011	0.000101223638818	0.000009575048654	0.094593009752037	0.756520935577271	1	2	1	1	3	3	3	3	5	3	5	4	3	5	5	5	7	5	6	7	6	9	9	7	8	9	8	11	9	9	11	11	11	11	12	13	15	14	15	16	0	1	0	0	1	1	2	2	13	4	2	5	3	5	5	5	18	13	13	14	15	17	13	18	1	19	19	26	18	17	19	22	23	9	28	31	36	35	23	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	3	2	1	1	2	1	2	1	1	4	1	1	1	1	3	1
95000	-174.163360712416591	-172.559035050223457	-1.604325662193146	0.000067126402058	0.000015986931825	0.238161607571229	0.927613108393823	1	2	0	1	3	4	4	3	5	3	6	5	4	6	4	6	7	6	3	6	7	9	9	7	9	8	10	10	10	11	11	11	11	13	12	13	14	13	16	17	0	1	0	0	1	1	2	2	19	4	8	5	19	5	5	6	18	13	3	6	15	26	17	13	20	24	22	23	23	22	23	27	29	32	28	31	22	35	36	38	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2
95500	-180.151320482793153	-177.272714881556709	-2.878605601236430	0.000075765795116	0.000004890498651	0.064547579068961	0.763451929538185	1	2	1	1	3	3	3	3	4	3	5	5	6	6	4	4	7	6	5	7	6	9	8	8	8	10	10	11	9	11	11	9	11	11	12	13	14	14	14	17	0	1	0	0	1	1	2	2	3	4	8	5	19	5	5	5	18	19	9	6	15	24	18	18	20	13	22	23	23	32	32	18	19	13	28	26	34	35	36	38	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	2	2	1	1	2	1	1	2
96000	-191.611644212432566	-189.716140656555154	-1.895503555877417	0.000068944419628	0.000010785338602	0.156435265687793	0.688239983673595	0	2	0	2	2	2	3	3	3	3	5	3	4	4	4	5	7	6	5	7	6	9	6	8	9	9	9	10	9	11	10	11	12	12	13	12	14	15	17	17	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	13	9	13	6	15	17	13	13	20	17	18	24	23	26	23	17	31	26	28	31	31	31	32	38	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	3	2	1	1	2	1	1	2	1	1	1	2	2	1	1	2	1	2	2	2	1
96500	-194.004669849392201	-191.671359001700353	-2.333310847691837	0.000078732922138	0.000007848243249	0.099681848916942	0.856170322500617	1	2	0	0	3	3	4	3	4	1	4	5	6	5	4	5	7	5	5	7	6	9	8	8	8	10	9	10	10	9	9	11	11	12	12	13	15	15	16	17	0	1	0	0	1	1	2	2	3	4	2	5	18	5	5	5	18	9	9	6	15	18	13	13	6	24	19	23	27	19	23	26	29	19	28	31	32	35	23	32	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	2	4	3
97000	-210.641451849587696	-208.935211959186972	-1.706239890400718	0.000069158137214	0.000013942674552	0.201605698390027	0.723940093430059	0	1	0	0	2	3	2	2	4	3	5	5	5	6	3	6	6	7	5	7	6	9	8	8	8	10	10	10	9	11	11	11	10	11	14	14	15	12	15	15	0	1	0	0	1	2	2	2	3	4	7	5	9	5	5	6	13	19	9	6	15	13	9	18	14	9	22	19	23	22	23	13	23	18	38	34	26	23	31	38	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	3	1	2	1	2	1	2	1	2	2	1	2	2
97500	-183.427861142508874	-181.272337797474620	-2.155523345034259	0.000077407316189	0.000009122075560	0.117845134147940	0.749448781556455	1	2	2	0	3	3	3	3	4	4	6	5	5	4	5	6	7	7	6	7	6	8	9	8	9	10	9	11	10	10	11	11	11	13	13	12	13	15	16	16	0	1	0	0	1	1	2	2	3	4	2	14	9	5	14	14	19	13	13	6	15	13	18	13	20	17	18	23	18	18	23	24	23	17	28	19	26	35	34	35	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	1	2	2
98000	-194.475697389000516	-192.139844163949959	-2.335853225050559	0.000100214947419	0.000009966888253	0.099455106341828	0.734362650576139	0	2	1	1	2	3	3	3	4	3	4	4	6	5	5	6	6	7	5	6	7	9	8	7	8	8	8	10	10	9	12	10	11	13	12	13	15	13	16	16	0	1	0	0	1	5	2	2	3	4	2	5	19	12	5	14	19	19	9	6	15	9	17	19	14	13	17	18	18	13	28	27	23	24	28	29	36	28	29	38	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	3	1	1	1	2	3	1
98500	-174.640356188401284	-172.699258946589850	-1.941097241811425	0.000076801228792	0.000011383008179	0.148213880920319	0.799261601852460	0	2	1	1	3	4	4	3	3	3	4	4	5	2	4	5	6	6	6	7	5	9	8	8	7	10	10	11	9	11	11	11	11	12	13	13	13	14	15	16	0	1	0	0	14	1	2	2	3	4	2	14	9	1	5	14	9	13	13	6	15	17	18	13	6	13	24	23	23	22	29	26	29	26	28	31	17	35	31	35	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	2
99000	-195.344990133445435	-193.216771836671143	-2.128218296774298	0.000063230864250	0.000007657751367	0.121107807992457	0.735950335448125	0	1	0	1	3	2	3	2	2	4	4	4	4	5	3	5	7	6	6	7	6	10	8	7	9	9	8	10	9	10	11	11	11	11	13	12	15	15	16	17	0	1	0	0	2	1	2	2	3	4	2	5	9	5	1	5	9	13	9	7	15	24	18	18	20	17	18	23	23	18	23	26	29	24	28	26	22	35	36	38	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	3	2	2	2	2	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2	1	2	1
99500	-175.892590942973669	-174.137787732045524	-1.754803210928144	0.000055219263488	0.000010373302896	0.187856596432236	0.753178732823428	1	2	1	1	3	4	3	3	3	3	4	5	4	4	4	6	7	7	6	7	6	10	8	6	8	10	8	10	9	10	11	12	11	12	12	13	14	14	17	16	0	1	0	0	1	1	2	2	3	4	2	14	9	5	5	14	9	13	13	6	15	17	17	13	6	18	17	23	23	17	23	19	29	24	28	31	32	35	32	35	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	3	1	1	1	1	2	2	1	2	1	1	1	1	3	2
100000	-192.587057251782909	-190.553744391346555	-2.033312860436356	0.000068248071078	0.000009124774651	0.133700110590757	0.749960767567886	1	2	1	0	3	3	4	3	5	3	5	5	4	5	5	5	7	7	6	6	6	9	8	8	8	10	8	11	9	11	11	10	10	12	12	13	14	15	15	16	0	1	0	0	1	1	2	2	13	4	2	5	3	5	5	5	13	19	9	6	15	13	19	17	20	24	18	22	23	22	17	17	29	19	28	23	34	28	29	28	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	2	1	3	1	2	3	3
