step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58
41000	-331.716940047190292	-330.157333204715940	-1.559606842474325	0.000122207732866	0.000031660765329	0.259073338374300	0.612080936992694	-1	0	2	2	4	2	3	4	4	4	5	5	5	7	6	5	7	6	6	8	7	8	8	8	9	9	10	9	11	9	11	10	12	11	12	12	11	13	14	15	13	13	13	13	14	17	15	16	15	14	14	15	16	17	18	17	16	18	0	1	2	2	3	2	3	4	1	4	7	5	10	10	16	7	15	2	12	17	5	12	18	12	24	24	21	0	32	20	24	25	28	21	11	32	25	28	28	41	20	33	21	27	34	39	35	47	43	41	44	51	35	57	43	48	40	53	1	1	2	2	2	1	1	1	2	2	2	1	1	1	1	2	1	5	1	1	2	3	2	3	1	1	2	1	1	1	2	1	3	3	7	1	2	3	3	2	2	1	6	1	2	2	2	1	2	1	1	1	2	1	4	1	1	2
41500	-260.197124030327245	-258.637782610460818	-1.559341419866452	0.000100851094615	0.000026141586484	0.259209744661639	0.741477628464513	0	1	2	2	5	3	3	4	4	4	5	4	5	8	6	6	7	6	7	8	7	8	7	6	9	9	10	9	10	8	12	10	11	12	12	13	12	13	14	15	12	14	14	14	14	16	15	17	15	15	15	16	15	16	18	17	17	18	0	1	2	2	9	4	4	4	4	4	12	7	10	18	11	12	16	11	16	17	24	10	11	11	17	20	30	0	25	21	20	25	28	27	20	32	32	33	38	44	17	38	31	31	34	39	43	53	35	31	43	47	43	50	54	53	50	56	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	2	2	2	2	2	2	1	1	3	1	1	1	1	1	1	2	3	2	1	1	1	1	2	2	2	1
42000	-310.940250853055829	-309.396402774413161	-1.543848078642667	0.000086614896141	0.000023166669644	0.267467498963503	0.588836062564897	-1	1	2	2	4	3	3	3	4	4	4	5	5	8	5	5	7	5	6	8	7	8	7	9	8	9	10	9	11	9	12	11	11	11	11	12	11	13	14	15	10	14	14	13	15	17	15	17	15	14	16	16	15	15	18	16	18	18	0	1	2	2	6	3	4	4	7	7	4	4	10	11	4	4	15	8	16	21	12	11	19	21	18	21	17	0	25	19	41	27	28	30	21	25	25	33	38	44	14	33	44	31	34	39	24	53	44	44	43	47	43	50	54	53	54	48	1	2	1	1	1	1	1	1	1	1	1	2	1	4	3	2	1	1	1	1	1	3	1	2	2	2	2	1	3	2	1	1	2	2	1	2	2	2	1	1	1	3	1	1	3	1	4	2	2	1	1	1	1	1	2	1	2	1
42500	-292.307891006296870	-290.740921150789120	-1.566969855507753	0.000115538188067	0.000029503016929	0.255352947997071	0.638126634974831	0	1	2	2	5	3	3	4	4	3	5	5	4	8	5	6	7	6	7	8	5	7	8	9	9	9	10	9	8	8	11	11	10	12	12	13	12	13	14	15	13	13	14	14	15	16	15	17	15	15	16	16	15	15	18	16	17	17	0	1	2	2	6	3	4	4	4	4	7	7	10	19	10	12	21	4	4	17	7	15	18	30	29	30	24	0	19	21	20	25	28	24	17	25	25	33	42	44	27	33	19	31	24	39	35	56	41	41	53	47	35	44	57	53	44	56	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	3	4	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	4	3	2	3	1	1	3	2	3	2	4	1	3	1	2	2	1	1	2	1	1	1	3	1
43000	-335.726184696304472	-334.050979915775542	-1.675204780528913	0.000123655845459	0.000026149600907	0.211470802770392	0.614652635630687	-1	0	1	2	5	3	3	4	4	4	4	5	5	8	6	5	6	3	7	8	7	8	8	7	9	9	10	8	10	10	11	11	12	12	12	12	10	13	14	13	12	14	14	13	15	17	14	17	15	15	15	16	14	17	18	16	18	18	0	1	2	2	11	2	4	7	7	4	4	7	7	21	11	18	16	2	18	17	5	11	21	11	24	21	7	0	25	17	25	37	28	26	30	25	25	33	38	27	20	38	35	20	31	39	35	53	41	40	53	47	40	50	50	44	50	56	1	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	2	3	1	1	1	1	3	2	1	5	1	1	2	2	1	2	2	2	2	1	1	1	3	2	1	2	5	3	2	2	2	3	2	1	2	1	2	2	3	3	1
43500	-280.556442470311424	-279.105019599700427	-1.451422870611005	0.000080606704410	0.000026977790903	0.334684206483847	0.663088469883109	0	1	2	2	5	3	3	4	4	3	4	4	4	8	6	6	6	5	7	8	7	7	8	7	9	9	10	9	11	10	10	11	12	12	11	13	12	12	14	12	13	14	13	14	14	16	14	17	15	15	16	16	16	17	18	17	18	18	0	1	2	2	6	3	4	7	7	4	4	4	10	15	11	18	11	7	15	17	18	18	16	17	24	24	24	0	25	24	20	30	28	18	20	29	25	28	38	35	21	33	40	40	30	39	43	53	44	44	43	47	43	50	54	51	50	56	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	2	1	2	2	1	2	1	2	1	2	1	2	2	2	1	3	3	2	2	2	3	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1
44000	-322.229553731503245	-320.728708157731262	-1.500845573772001	0.000078329997064	0.000023033759441	0.294060517095768	0.515448688294344	0	1	2	2	5	3	3	4	4	4	5	3	5	8	6	6	7	6	6	8	6	8	8	9	9	9	10	8	11	9	12	10	11	12	12	13	12	13	14	14	13	14	12	13	15	17	15	16	15	15	16	16	16	16	16	17	18	17	0	1	2	2	3	2	4	6	4	12	12	4	10	11	11	5	19	7	9	17	10	18	18	17	21	12	30	0	25	20	21	25	28	24	5	29	32	28	33	20	34	33	21	43	24	39	43	43	44	44	50	47	43	50	50	48	55	43	1	1	1	1	3	2	1	1	2	1	1	1	1	2	1	1	1	3	2	1	2	2	2	1	2	4	1	1	1	1	4	1	2	2	5	1	2	4	2	5	1	3	5	1	2	2	3	2	2	2	1	1	3	1	1	1	2	3
44500	-317.463077227130952	-315.950543980399175	-1.512533246731804	0.000123279575186	0.000035284018930	0.286211392903269	0.568662785087315	0	1	2	2	5	3	3	3	4	4	5	4	5	8	6	6	4	6	7	8	6	7	8	9	9	8	10	9	10	10	10	11	12	12	10	13	11	13	14	14	13	14	13	13	15	14	15	17	15	15	16	16	16	17	18	17	17	16	0	1	2	2	7	3	4	4	7	4	6	7	9	11	5	11	7	4	11	21	11	5	19	21	20	19	26	0	25	21	6	20	28	37	24	25	29	28	38	41	32	38	31	35	34	38	31	53	35	31	43	43	40	40	57	53	49	50	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	3	1	1	2	1	1	2	4	3	3	1	1	2	1	3	1	1	1	1	2	2	2	1	5	1	4	4	3	3	2	3	1	1	2	1
45000	-314.836577127309283	-313.340163868819275	-1.496413258490014	0.000107980938472	0.000032089827425	0.297180482765758	0.570919195432332	0	1	2	2	5	3	3	3	4	4	5	4	5	8	6	6	7	5	7	8	7	8	8	9	8	9	10	8	10	10	12	10	12	12	12	13	12	13	14	15	12	14	13	13	15	17	14	16	15	15	15	15	15	14	18	17	18	18	0	1	2	2	6	2	4	4	6	4	12	7	12	18	12	18	11	12	16	17	13	17	19	20	17	17	25	0	25	24	32	25	28	24	30	27	25	28	38	43	24	33	35	21	31	39	35	53	27	54	44	44	43	41	54	49	50	56	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	2	1	3	3	2	1	1	2	2	1	3	2	2	2	1	5	1	2	2	2	1	2	2	2	1
45500	-319.155553888018119	-317.553895889789032	-1.601657998229105	0.000114073549714	0.000027298429133	0.239305511234372	0.487182472520574	0	1	2	2	5	3	3	4	4	4	3	5	5	8	6	5	7	6	7	8	6	8	8	8	9	9	10	9	11	9	10	11	12	10	12	13	12	10	14	14	13	14	14	14	15	17	12	15	15	15	16	15	15	16	17	17	18	18	0	1	2	2	2	4	4	4	7	7	4	7	10	7	16	6	21	11	12	21	10	12	18	21	24	24	30	0	25	24	21	25	38	14	20	37	25	28	28	22	35	33	31	35	35	33	27	43	44	35	44	47	47	43	40	51	55	56	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	1	3	2	2	1	3	2	1	1	1	1	1	2	1	1	2	2	2	3	1	2	1	4	4	1	2	2	2	2	3	2	1	1	3	2	3	3	2	2	1	1	1
46000	-331.555561078930793	-330.063571014143918	-1.491990064786868	0.000125446567219	0.000037681529109	0.300379117140707	0.666087243224385	0	1	2	2	5	3	3	4	4	4	5	5	4	7	6	6	6	6	7	8	7	7	8	9	8	8	10	8	11	9	10	11	12	12	11	13	12	13	14	15	12	14	14	14	15	17	15	17	14	14	16	16	16	15	18	17	17	18	0	1	2	2	2	2	4	7	7	4	10	10	7	18	5	10	5	11	10	17	10	11	16	10	5	10	21	0	25	21	21	25	28	31	12	29	12	33	38	31	27	38	35	31	37	39	43	44	35	37	44	47	35	41	50	47	44	53	1	1	1	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	3	2	2	2	1	2	2	2	2	3	2	4	1	5	1	1	4	1	1	3	3	2	2	1	2	1	2	1	1	3	2	4	2	3	2
46500	-288.447155224331027	-286.688407201122459	-1.758748023208577	0.000098026008652	0.000018313073743	0.186818518832224	0.615906404068544	0	1	2	2	5	3	3	4	4	3	5	5	5	8	6	6	5	6	6	8	7	6	6	9	9	9	10	9	11	8	12	11	12	12	12	13	12	13	14	15	11	14	14	13	14	17	15	17	15	15	16	16	15	17	18	17	17	18	0	1	2	2	6	2	4	4	7	4	4	7	10	18	12	12	4	11	11	9	17	12	11	30	12	30	24	0	25	21	27	25	28	26	41	25	25	33	38	44	20	33	20	35	34	39	41	53	43	44	53	47	43	50	54	53	50	43	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	3	2	1	1	1	2	1	1	1	2	1	1	1	2	3	1	3	2	1	1	2	2	2	5	1	1	2	2	2	1	2	1	1	1	2	1	2	2	3
47000	-322.098019273958641	-320.089233619109734	-2.008785654848932	0.000128787704343	0.000017684550055	0.137315515835727	0.534630267058276	-1	0	2	1	5	3	2	4	3	4	5	4	5	8	5	6	6	3	7	7	7	6	8	9	9	8	9	9	11	7	12	11	11	12	12	13	12	13	13	15	12	14	13	13	15	17	15	14	15	15	15	16	16	17	18	16	18	18	0	1	2	2	6	2	4	7	4	7	7	4	12	11	18	12	10	7	15	18	17	8	17	16	17	17	30	0	24	17	21	25	28	30	17	37	29	33	33	44	17	38	41	41	34	39	43	43	31	41	43	47	48	50	54	43	31	40	1	1	2	1	1	2	1	2	2	2	2	1	1	3	2	2	2	1	1	3	1	1	2	3	2	2	2	1	2	1	3	2	2	3	3	1	1	2	2	2	4	1	1	1	2	3	2	1	2	3	2	1	2	2	1	3	3	3
47500	-289.785641282737004	-288.121280772093769	-1.664360510643257	0.000084321675801	0.000018141747856	0.215149280224578	0.663733048946705	-1	1	2	2	4	0	3	4	4	4	4	5	5	8	6	6	6	6	7	8	7	7	8	9	9	9	10	9	11	10	11	11	12	12	11	13	11	13	14	15	13	14	13	13	14	17	15	14	12	15	15	14	16	17	18	17	17	17	0	6	2	2	6	1	4	7	4	7	7	4	10	15	11	11	9	7	16	21	17	18	16	21	21	18	24	0	25	17	20	25	28	30	20	37	26	28	38	44	31	38	31	35	27	33	52	43	31	44	48	43	48	40	54	48	50	53	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	2	1	1	1	1	2	1	2	3	1	1	1	1	3	2	2	2	3	2	2	3	1	2	2	1	2	2	4	3	1	1	1	1	1	1	2	2	1	1	2	1
48000	-310.789670784689861	-309.144841602487645	-1.644829182202218	0.000122993799978	0.000027318566895	0.222113365878474	0.592262402109634	0	1	2	2	4	3	3	4	4	4	5	4	5	7	5	4	6	6	7	8	7	6	8	9	9	9	10	8	10	10	12	11	11	12	12	13	12	13	14	13	13	14	14	14	14	16	15	16	15	15	16	16	16	17	18	17	18	18	0	1	2	2	6	4	4	7	7	4	4	4	10	22	7	4	11	11	22	19	6	15	17	21	17	21	20	0	25	26	24	25	28	27	24	29	24	28	38	21	25	33	41	31	34	39	43	43	34	35	43	47	49	48	35	48	54	53	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	3	2	2	1	1	1	3	2	2	2	2	2	2	3	1	5	3	3	1	2	2	2	1	2	2	2	2	1	1	1	4	1	1	2
48500	-282.136418634017730	-280.399990336171243	-1.736428297846476	0.000112894357285	0.000021770601778	0.192840477603767	0.540691026998454	0	1	2	2	5	3	3	4	4	4	5	5	5	7	6	5	7	6	7	7	7	8	8	8	9	8	10	9	10	10	12	11	11	11	12	13	12	13	14	14	13	14	14	13	15	17	15	17	15	14	16	16	15	16	17	16	18	18	0	1	2	2	2	2	4	4	7	6	7	4	10	12	11	4	10	2	5	15	7	19	18	19	24	21	24	0	25	20	20	25	28	26	24	25	25	33	38	44	35	33	44	35	34	39	31	53	40	44	53	47	43	50	50	53	50	56	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	4	2	1	2	1	2	1	1	1	2	1	1	2	2	2	2	3	1	4	2	1	1	1	1	2	1	1	2	2	3	2	1	1	1	1	1	2	2	1	3	2
49000	-306.978244020817897	-305.533122494720033	-1.445121526097882	0.000103844807722	0.000035416154773	0.341048874276787	0.597175475094770	-1	1	2	2	5	3	3	4	4	4	5	4	5	8	5	6	7	5	7	8	7	8	8	9	9	9	9	9	10	10	12	10	11	12	10	13	11	13	14	15	13	14	13	14	14	16	15	17	15	15	16	14	14	14	18	16	17	18	0	1	2	2	3	2	4	6	1	4	12	4	4	11	6	5	18	12	16	16	13	21	5	12	14	21	20	0	24	27	35	26	28	30	20	31	25	33	38	44	24	33	31	41	34	39	52	53	44	41	43	43	43	31	54	47	54	48	1	2	1	1	2	2	1	1	3	1	1	2	3	3	1	1	2	1	1	1	2	1	3	2	1	2	1	1	1	1	2	1	2	2	2	1	2	2	1	1	3	2	1	1	1	1	1	2	1	2	3	1	1	2	4	1	2	1
49500	-327.386927063770656	-326.000013125870510	-1.386913937900159	0.000119451853714	0.000051158118547	0.428273961070042	0.582804924731385	0	1	2	2	5	3	3	4	4	4	5	5	4	7	6	6	7	6	7	8	7	8	8	9	8	9	10	9	11	10	12	10	12	12	11	13	12	12	14	14	13	14	14	13	15	17	14	17	14	15	16	16	13	17	18	17	17	18	0	1	2	2	6	2	4	6	3	4	13	4	7	12	4	7	8	7	16	18	2	17	21	17	21	17	24	0	25	24	8	18	28	30	24	35	32	28	33	44	31	33	31	35	36	39	17	51	41	40	43	43	21	50	57	43	50	43	1	1	1	1	2	2	1	1	2	2	1	1	1	1	3	1	3	1	1	1	3	1	1	2	1	2	1	1	2	1	4	1	3	2	2	2	2	3	2	1	1	2	2	1	1	2	3	1	1	1	2	2	6	2	1	2	2	3
50000	-314.163201767611611	-312.715432089586102	-1.447769678025499	0.000099805126285	0.000033767211271	0.338331431737304	0.616539901321806	-1	1	2	2	2	3	3	4	4	4	5	5	5	6	6	6	7	6	7	8	6	8	8	8	9	9	9	9	11	10	12	11	12	12	10	13	12	13	14	14	13	13	13	13	15	17	15	17	15	12	14	14	15	16	17	17	18	18	0	1	2	2	2	2	4	7	7	4	8	7	10	11	7	11	11	3	18	18	7	15	18	17	17	18	24	0	25	27	35	25	28	35	20	32	25	28	33	41	30	33	34	27	36	39	52	53	50	17	43	44	40	50	54	53	55	56	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	2	2	1	2	3	2	2	1	2	1	1	1	2	1	2	2	3	2	2	2	2	4	2	1	2	1	1	4	1	2	1	1	2	3	1	1	1	2	1	1	1	1
50500	-302.503122164182344	-300.983809529787209	-1.519312634395120	0.000119640434080	0.000033725345015	0.281889189673160	0.634565060647423	0	1	2	2	2	3	3	4	4	3	5	5	5	8	6	5	7	4	7	7	7	8	8	8	9	9	10	9	11	10	11	10	11	11	11	12	12	13	14	15	12	14	13	14	15	15	15	17	15	15	16	13	16	15	17	15	18	18	0	1	2	2	2	2	4	4	4	4	18	7	9	4	18	18	18	7	15	15	12	12	12	20	21	24	24	0	32	24	17	14	28	25	27	32	32	33	38	44	35	38	31	35	24	39	52	53	14	14	43	14	56	44	50	52	54	56	1	1	1	1	1	2	1	2	2	1	1	2	1	4	2	1	2	1	1	1	2	2	3	1	2	1	2	1	1	2	3	1	1	2	1	1	2	2	1	1	1	1	1	1	6	1	2	1	2	4	2	2	1	1	2	2	2	1
51000	-342.636905269566853	-341.048097234130637	-1.588808035436197	0.000119494588894	0.000029274547618	0.244986387155806	0.542589320086886	0	1	2	2	4	3	3	4	4	4	4	4	5	8	6	5	7	6	7	8	7	7	6	9	9	9	10	9	11	10	12	9	12	12	12	13	12	13	14	14	13	14	13	14	15	16	15	17	15	14	16	14	16	17	18	17	18	16	0	1	2	2	2	2	4	4	2	7	4	7	8	16	4	12	8	12	16	21	8	15	7	20	18	20	24	0	25	24	12	15	28	21	14	9	25	28	38	27	17	38	17	34	36	39	52	53	41	43	41	35	40	50	36	35	40	43	1	1	1	1	1	1	1	2	1	1	2	1	1	2	3	1	3	2	2	1	2	1	1	1	2	1	1	1	2	1	6	2	3	4	4	6	1	2	1	2	6	1	4	2	2	1	1	1	1	1	3	2	2	2	3	4	4	2
51500	-337.073709502065697	-335.498283060921096	-1.575426441144611	0.000133441526199	0.000033523851677	0.251225031908676	0.633498939773150	0	1	2	2	5	3	3	4	4	4	5	4	5	8	6	4	6	6	7	8	7	8	7	8	9	7	10	9	11	10	11	11	11	12	12	13	11	11	14	15	13	14	12	13	15	17	13	17	14	15	15	15	14	17	18	17	18	18	0	1	2	2	1	1	4	7	6	7	8	4	10	11	7	4	16	13	5	17	17	15	15	15	24	11	24	0	24	4	27	25	28	22	31	25	26	28	38	44	30	33	30	27	36	39	43	53	41	30	11	47	43	40	54	51	54	56	1	1	1	1	3	3	1	1	1	1	1	1	1	2	3	2	1	1	1	1	1	2	1	1	1	2	2	1	2	6	1	2	2	1	1	2	3	1	2	2	3	1	2	3	2	2	1	2	1	5	3	1	1	2	1	1	1	1
52000	-334.391592417940956	-332.748812811822916	-1.642779606118026	0.000148154911080	0.000033019444221	0.222871074470884	0.607472558715745	-1	1	2	2	5	3	3	4	4	4	5	5	5	5	6	6	7	4	7	8	6	8	8	8	9	8	10	9	10	10	12	11	12	10	12	13	12	13	14	14	13	14	14	14	13	17	15	17	15	14	16	16	15	17	18	17	15	18	0	1	2	2	6	3	4	7	7	4	7	7	4	7	2	11	21	3	12	14	14	12	19	17	22	13	24	0	26	24	15	26	28	24	21	35	25	33	33	17	31	33	26	31	34	42	44	40	44	26	44	47	31	57	27	53	40	56	1	2	1	1	1	1	1	1	1	2	1	2	3	1	2	1	1	1	1	3	1	3	1	1	1	3	2	1	2	2	4	2	2	1	2	1	1	1	1	5	1	2	3	2	2	2	1	3	1	4	2	1	2	2	3	2	1	1
52500	-296.882014227481591	-295.277698059484351	-1.604316167997238	0.000099050750533	0.000023590487165	0.238165657889286	0.557411866420033	0	1	2	2	5	3	3	4	4	4	5	3	5	8	6	5	7	6	6	8	7	7	8	9	9	9	10	9	11	9	12	11	12	10	12	13	12	13	14	15	13	14	14	14	14	17	14	17	15	15	16	16	14	17	18	17	18	18	0	1	2	2	6	1	4	4	4	7	10	4	10	19	6	12	11	2	12	11	15	16	19	15	20	18	24	0	25	15	34	25	28	15	24	25	29	33	38	44	34	33	35	41	24	38	35	51	44	44	43	47	35	50	50	53	49	43	1	1	1	1	2	3	1	1	2	1	1	1	1	2	2	2	2	2	3	3	1	2	2	2	1	2	1	1	1	2	1	2	2	4	3	4	1	1	1	1	3	2	2	1	4	2	2	1	1	1	2	2	1	2	3	2	3	1
53000	-284.009113668905172	-282.411128424389176	-1.597985244515973	0.000110530389581	0.000026626760536	0.240899906687870	0.746527321068715	0	1	2	2	2	3	3	4	4	4	4	5	5	8	6	6	7	3	6	7	5	8	7	9	8	9	10	9	11	10	11	11	12	12	12	13	11	13	14	15	13	13	13	14	14	15	15	17	15	15	16	16	16	16	18	17	17	18	0	1	2	2	2	2	4	4	4	18	18	8	10	20	12	9	21	4	18	21	11	19	16	20	17	20	20	0	25	24	27	25	28	27	31	37	25	33	38	44	27	33	35	41	34	33	43	51	26	35	43	47	43	49	54	53	54	51	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	2	2	1	2	1	1	2	2	1	1	2	3	1	1	1	3	1	1	1	2	3	2	1	3	2	3	1	2	1	1	1	1	1
53500	-297.173294208427478	-295.550467845963681	-1.622826362463825	0.000117519674996	0.000027092788724	0.230538322416828	0.693475178384944	0	1	2	2	5	3	3	4	4	4	5	5	5	8	6	6	6	4	7	8	5	6	8	9	6	9	10	9	11	10	12	9	12	11	11	13	12	13	14	14	13	14	14	14	12	15	15	17	14	15	16	16	15	17	18	16	18	18	0	1	2	2	6	3	4	7	7	4	4	18	10	11	7	18	21	7	16	17	7	7	22	20	21	25	24	0	32	32	35	25	28	30	17	37	26	28	38	26	35	38	20	31	34	38	43	53	41	44	43	47	43	31	54	53	40	56	1	1	1	1	1	1	1	1	1	2	2	1	1	2	3	2	1	1	1	2	2	2	1	1	1	3	1	1	2	1	1	3	3	1	2	1	1	2	1	4	2	1	2	1	1	2	1	2	1	1	1	1	1	5	1	1	2	1
54000	-262.315541168275956	-260.607499700472943	-1.708041467802994	0.000089132361885	0.000017921033324	0.201060904756632	0.720287862334291	-1	1	2	2	5	3	3	4	4	4	4	4	5	7	5	6	7	6	6	8	5	7	8	9	9	9	10	9	11	10	12	11	12	12	11	11	12	13	14	13	13	14	14	14	14	16	15	17	15	15	16	16	15	17	18	17	17	18	0	1	2	2	2	2	4	7	7	7	7	4	10	18	11	12	21	12	7	17	12	19	19	20	17	18	24	0	25	24	35	25	28	30	17	25	36	28	33	31	31	38	31	31	34	39	43	53	40	40	43	47	43	50	50	53	50	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	1	1	1	2	2	1	1	2	1	1	2	2	1	2	2	1	2	2	1	1	1	2	2	1	1	1	2	1	2	2	1	1	2	2	2	2	1
54500	-283.623556184360496	-282.155935482889049	-1.467620701471431	0.000123937843946	0.000039630537453	0.319761391606487	0.660040056708454	0	1	2	2	4	3	3	4	3	4	5	4	5	7	6	6	7	6	7	8	6	7	8	9	9	9	9	9	11	10	12	11	12	12	12	13	11	13	14	14	13	14	14	13	15	17	15	17	14	15	16	16	15	17	16	17	18	18	0	1	2	2	4	3	4	6	4	9	12	7	10	11	7	7	21	13	18	21	11	11	18	21	17	21	17	0	18	17	37	25	28	29	24	25	25	33	38	44	24	33	35	35	36	39	43	53	41	40	43	47	43	40	50	53	50	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	3	1	2	2	1	2	2	1	2	1	1	2	2	2	1	1	1	2	2	1	1	1	2	1	2	1	1	2	1	1	3	1	1	2	1
55000	-312.569500160721077	-310.960544565804014	-1.608955594917072	0.000116868605405	0.000027604815744	0.236203860294679	0.542209051851556	0	1	2	2	5	3	3	4	4	3	5	3	5	5	4	4	7	6	7	8	7	8	6	9	9	9	10	9	11	8	10	11	12	12	12	12	11	13	14	15	13	14	14	14	15	17	15	17	15	15	16	16	15	14	16	17	18	17	0	1	2	2	6	2	4	12	12	4	4	4	12	4	6	4	13	4	16	21	12	17	15	17	18	30	30	0	12	21	20	25	28	24	20	37	25	33	33	44	20	38	31	41	34	39	43	53	44	54	53	47	43	41	50	43	54	43	1	1	1	1	2	1	1	1	1	1	2	1	2	3	1	1	2	1	2	1	2	1	1	2	2	1	2	1	7	1	2	2	2	2	1	1	2	1	2	1	2	1	2	1	2	3	1	2	1	1	1	1	1	1	1	2	3	3
55500	-326.727848024804757	-325.192617956418133	-1.535230068386603	0.000123226568363	0.000033558419788	0.272331042194273	0.598491291950185	-1	1	2	2	2	3	3	4	4	4	4	5	5	7	6	6	7	6	7	8	6	5	8	9	8	7	10	9	11	10	12	11	11	12	12	13	10	13	13	15	13	14	13	14	13	17	14	17	15	13	14	16	15	17	17	16	17	18	0	1	2	2	2	5	5	7	4	7	7	8	10	7	7	11	21	11	7	21	8	11	14	17	26	16	21	0	27	18	17	25	28	37	21	20	25	28	33	44	31	38	27	41	34	39	27	31	44	14	27	53	35	44	50	53	44	43	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	2	4	2	1	1	1	2	1	1	4	1	1	1	3	2	2	2	5	4	2	3	1	1	1	1	2	1	1	2	2	3	1	3	3	1	2	2	3	1	2	3
56000	-299.815259240105831	-298.165898715988874	-1.649360524116956	0.000092875727318	0.000020475091213	0.220456859986357	0.553778697723336	0	1	2	2	5	2	3	4	4	4	5	5	5	8	6	6	5	6	7	8	7	8	6	8	9	6	10	9	11	9	12	11	12	11	12	12	12	11	14	15	10	14	13	12	14	17	15	17	15	15	14	16	15	16	17	17	18	18	0	1	2	2	6	2	4	4	4	7	7	10	10	9	11	9	7	4	9	17	17	15	9	26	24	11	30	0	25	20	27	25	38	24	24	25	25	28	38	41	21	38	35	41	31	39	51	53	44	44	43	47	43	40	50	53	50	48	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	3	2	1	2	1	1	2	1	1	1	1	2	1	2	2	1	2	4	2	2	2	3	2	3	2	1	2	1	2	1	2	3	3	1	1	2	1	2	2	3	1
