step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39
85000	-202.708575214690967	-208.647772433776197	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.910019950796604	1	0	2	2	3	3	5	5	6	7	8	7	7	7	9	9	10	9	10	10	11	12	12	11	17	13	14	14	15	16	17	20	22	24	24	25	26	26	27	2	0	1	2	2	3	5	6	5	9	7	8	7	9	10	10	10	14	9	18	15	16	20	20	29	23	22	22	27	27	28	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
85500	-225.827489034459717	-231.766686253544947	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.721958982637092	1	0	2	3	3	4	6	6	6	7	7	7	9	7	8	9	9	8	10	9	11	12	11	11	14	13	14	15	16	17	18	19	21	23	24	26	26	26	28	2	0	1	1	2	3	5	6	5	7	4	8	4	9	7	15	15	14	7	18	10	16	20	18	22	23	22	25	27	22	30	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1
86000	-235.230107241218349	-241.169304460303579	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.762852772259456	1	0	2	2	4	3	6	6	6	7	8	8	8	8	10	8	10	8	11	9	12	11	14	11	16	12	13	15	15	17	19	20	23	22	24	25	26	26	28	2	0	1	2	2	3	5	6	4	5	7	8	5	9	10	10	10	7	13	14	10	15	26	7	29	18	22	22	22	29	29	0	32	32	33	33	35	35	36	1	1	1	1	2	1	2	1	2	2	1	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	2	1	2	1	2	1	1	1	1	1	1
86500	-206.341041335918192	-212.280238555003422	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.825968827932615	1	0	2	2	3	4	5	6	5	7	7	8	8	7	8	9	9	8	11	10	11	11	12	10	16	12	14	16	15	17	18	20	22	24	24	25	27	26	29	2	0	1	2	2	3	5	6	5	7	7	8	9	7	10	10	13	14	13	7	15	16	20	18	29	20	22	27	27	27	28	0	32	33	33	34	35	35	36	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2
87000	-227.179023544020339	-233.118220763105569	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.823403266373214	1	0	2	2	4	3	6	6	6	7	7	7	8	7	9	9	8	9	11	8	12	11	10	10	16	12	15	16	14	17	18	20	22	23	23	26	26	26	30	2	0	1	1	4	3	2	6	5	7	4	8	7	9	10	11	10	14	13	14	15	16	20	7	29	23	22	29	22	27	27	0	32	33	33	34	35	35	36	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	2	1	1	1	2	1	1	1	1	1	2	1	2
87500	-228.889929925113421	-234.829127144198651	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.765014869972702	2	-1	1	3	4	3	7	6	6	7	8	6	8	7	10	8	9	8	11	10	12	11	12	9	14	13	15	16	16	17	16	20	22	24	24	27	26	27	29	3	0	2	3	4	3	9	6	5	5	7	6	9	5	10	5	14	14	13	18	16	16	20	14	22	23	25	25	27	22	27	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	1	2	1	1	2	1	2	1
88000	-229.684365441851298	-235.623562660936528	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.843811400611747	2	0	1	2	4	3	5	7	6	7	7	6	9	7	9	9	8	9	12	8	10	11	13	12	17	11	13	15	15	17	18	19	22	24	24	26	26	27	28	3	0	2	2	2	3	2	12	5	5	7	6	14	7	10	14	5	9	13	9	17	16	26	18	27	20	22	27	22	29	29	0	32	33	33	34	35	35	36	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1
88500	-232.056724154073606	-237.995921373158836	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.834011473289300	2	0	1	2	4	3	6	7	5	7	7	7	9	7	10	8	6	9	11	9	10	11	13	12	17	13	14	16	13	17	19	21	22	24	24	26	25	27	28	3	0	2	2	4	3	5	6	5	17	7	6	9	9	10	17	5	14	13	14	9	16	13	18	28	20	29	22	22	27	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1
89000	-243.151889636995804	-249.091086856081034	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.593057641105543	2	-1	1	4	3	3	6	7	6	7	8	8	9	7	9	9	9	8	12	10	12	11	14	12	16	12	14	16	16	17	19	20	21	23	23	26	26	27	28	3	0	2	5	2	3	2	6	5	5	9	6	7	7	5	7	10	14	13	18	16	16	26	14	27	18	22	27	22	25	22	0	32	33	33	34	35	37	36	1	1	1	1	2	1	3	2	2	2	2	3	1	1	3	2	1	1	2	1	2	1	1	3	1	2	2	1	2	1	4	1	1	1	1	2	2	1	1
89500	-258.412405350207450	-264.351602569292652	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.566484675331516	2	0	1	3	4	3	6	6	6	7	6	8	8	7	9	9	9	9	11	9	11	12	14	12	15	13	14	14	16	18	18	17	22	23	25	26	26	27	29	3	0	2	2	4	3	5	6	4	9	4	8	7	9	10	7	7	14	13	14	10	16	20	20	10	20	22	22	28	25	29	0	32	33	33	34	35	35	36	1	1	1	2	1	1	2	2	1	1	2	1	2	1	1	3	1	2	1	1	2	2	3	1	3	2	1	2	1	2	1	1	3	1	2	2	1	1	1
90000	-229.658235716742212	-235.597432935827442	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.867926521606606	1	0	2	3	3	4	4	6	7	8	7	7	9	5	9	8	8	8	11	9	10	12	14	11	16	12	14	14	15	17	19	20	22	23	24	26	26	26	29	2	0	1	1	2	3	5	6	14	7	5	8	4	5	17	7	11	14	18	14	16	16	18	18	27	20	22	22	28	27	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	3	1	2	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
90500	-246.510561925671453	-252.449759144756683	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.761257181111150	1	0	2	2	2	4	7	6	4	5	8	7	8	8	8	7	10	8	10	10	9	12	12	12	17	13	14	15	15	17	17	21	23	24	25	27	26	26	29	2	0	1	2	2	3	5	6	5	5	16	6	5	5	10	10	16	9	7	18	10	16	20	14	28	23	22	22	22	28	29	0	32	33	33	34	35	35	36	1	1	1	1	1	1	2	1	1	1	1	1	3	3	1	1	1	1	2	2	1	3	1	2	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1
91000	-235.764663849231596	-241.703861068316826	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.691500918539623	2	0	1	4	3	3	5	6	6	7	8	6	7	7	8	9	8	9	11	9	11	11	11	11	16	13	14	14	12	18	18	20	23	24	24	26	27	26	29	3	0	2	1	2	3	6	6	5	5	5	6	5	9	7	15	4	14	13	14	15	15	20	14	29	23	29	22	22	27	25	0	32	33	33	34	33	35	36	1	1	1	1	2	2	1	2	2	2	3	2	2	1	2	1	2	1	2	1	2	2	1	2	2	1	1	2	1	2	1	1	2	1	1	1	2	1	1
91500	-220.904953203804183	-226.844150422889413	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.636052176290761	2	0	1	4	3	3	6	6	6	7	7	7	9	5	10	7	9	8	11	9	12	11	13	10	17	12	13	15	15	17	19	21	23	24	24	26	27	26	29	3	0	2	2	2	3	5	6	14	9	5	6	7	5	17	7	10	14	13	7	15	16	26	13	29	20	22	22	27	28	25	0	32	33	33	34	35	35	36	1	1	1	2	2	1	2	2	1	1	2	3	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
92000	-207.471732552147870	-213.410929771233100	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.828248603420704	2	0	1	3	4	3	6	6	5	7	6	5	7	7	8	9	9	9	10	9	12	11	12	12	16	13	14	15	15	17	19	20	22	24	24	27	26	26	29	3	0	2	2	2	3	9	12	5	7	5	6	9	9	10	10	15	14	13	14	10	16	20	14	22	23	22	27	22	29	28	0	32	33	33	34	35	35	36	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	3	1	2	1	2	1	2	1	1	1	1	2	1	1	1
92500	-220.001781423021868	-225.940978642107098	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.703447113247094	2	0	1	3	2	3	7	6	6	7	7	8	8	8	9	8	10	9	11	9	11	11	11	11	14	12	13	15	15	17	17	20	22	24	25	26	27	26	30	3	0	2	2	2	3	5	6	5	9	5	8	9	9	10	10	10	14	13	14	7	16	20	14	27	23	22	25	25	27	28	0	32	33	34	33	38	35	36	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2
93000	-235.369248459218198	-241.308445678303428	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.826444888780714	2	-1	1	1	4	3	6	6	5	6	8	7	9	7	8	8	8	8	12	9	11	11	13	10	16	12	14	16	15	18	19	20	22	24	24	27	26	26	29	3	0	2	2	2	3	4	6	5	5	5	8	9	9	10	5	10	9	13	5	10	16	26	14	22	20	22	27	27	28	25	0	32	33	33	34	35	35	36	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	2	1	2	1	2	2	1	1	2	2	3	1	2	1	1	1	1	1	1	1	2	1	1	1
93500	-223.976014833302202	-229.915212052387432	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.729376771971066	2	-1	1	3	2	4	6	7	5	7	7	7	9	7	10	9	9	9	10	9	11	11	13	11	15	11	14	15	16	17	19	20	23	24	25	26	26	26	29	3	0	2	2	2	3	5	6	4	9	9	6	7	7	10	10	10	14	7	14	10	7	26	20	27	20	22	27	25	25	27	0	32	33	33	34	35	35	36	1	1	1	2	2	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
94000	-231.771203204460136	-237.710400423545366	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.686474647014491	2	0	1	2	3	2	5	5	5	7	7	6	9	7	9	7	10	7	10	9	12	12	13	11	16	11	14	14	15	17	18	20	22	24	24	26	26	26	30	3	0	2	2	2	3	5	6	5	7	7	6	5	9	10	5	16	5	9	14	13	17	17	18	27	13	22	22	22	29	28	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	1	1	3	4	1	1	2	2	2	2	1	1	1	2	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2
94500	-221.247011994146533	-227.186209213231763	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.825803137741914	2	-1	1	4	3	3	5	5	7	7	7	7	8	6	9	8	9	8	11	10	12	11	12	11	16	12	14	14	16	18	18	20	22	23	24	26	26	27	29	3	0	2	5	2	3	5	6	7	5	5	6	9	7	16	10	11	14	13	14	7	16	20	18	28	20	22	22	22	29	29	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
95000	-234.664305785038579	-240.603503004123809	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.616774304382943	1	0	1	2	4	3	5	5	7	8	7	7	7	7	9	8	8	8	11	9	12	11	13	11	16	11	14	15	16	17	18	20	22	23	24	25	27	26	29	2	0	2	2	2	3	3	6	7	9	7	8	5	5	10	7	5	9	13	14	16	16	20	20	22	14	22	22	22	28	29	0	32	33	33	34	35	35	36	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	3	2	1	1	3	2	2	2	2	1	1	1	1	1	1	1	2	1	2
95500	-200.985448325077499	-206.924645544162729	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.901565880592683	2	-1	1	3	3	3	6	6	5	7	8	5	8	7	9	9	9	8	11	10	12	12	12	9	16	13	14	16	14	16	18	19	22	23	24	26	26	26	29	3	0	2	1	2	3	5	12	5	7	7	6	9	9	10	10	10	14	13	18	15	16	20	14	29	23	22	22	22	27	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2
96000	-228.079585333043156	-234.018782552128386	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.782484958558066	2	0	1	2	3	4	6	6	4	8	8	8	7	7	9	9	8	9	12	8	11	11	12	11	17	13	14	16	14	18	18	19	22	24	23	26	27	26	27	3	0	2	2	2	1	5	6	5	5	7	6	9	9	7	10	7	20	13	14	10	16	20	18	29	23	22	29	22	28	29	0	32	33	33	34	35	35	36	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	2	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1
96500	-219.027094980405735	-224.966292199490965	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.785538305266759	2	-1	0	2	3	3	5	6	6	7	7	6	8	7	10	8	9	9	10	10	12	10	13	11	16	12	14	14	15	17	18	20	22	23	23	27	26	27	28	3	0	2	2	2	3	4	6	5	7	7	6	9	7	10	10	10	14	13	14	15	16	20	14	28	20	22	22	27	29	25	0	32	33	33	34	35	35	36	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	1	1	2	1	2	1
97000	-222.779022806464496	-228.718220025549726	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.666948043850863	2	0	1	3	4	3	5	6	6	8	7	7	8	7	10	9	6	8	11	9	11	11	11	12	17	12	15	16	14	17	18	21	23	24	24	27	25	27	29	3	0	2	2	2	3	5	6	7	17	5	6	9	9	10	10	5	14	13	14	10	16	20	18	22	20	29	29	22	27	29	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	2	1	1	2	1	2	2
97500	-227.292590299526154	-233.231787518611384	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.745059063700386	2	0	1	3	3	2	7	6	5	7	7	7	8	8	9	9	9	7	10	9	11	11	13	12	15	12	13	15	14	17	17	20	22	24	24	26	27	26	27	3	0	2	1	2	3	5	6	5	5	5	8	7	18	4	10	7	9	13	18	15	16	20	14	29	20	22	29	22	27	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	1	3	2	1
98000	-227.532356043553420	-233.471553262638650	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.688394019786345	1	-1	2	2	4	3	6	7	6	7	7	8	8	7	9	8	9	8	11	10	10	11	14	10	17	13	15	15	15	17	18	20	22	23	24	25	26	27	29	2	0	1	2	4	3	5	6	5	7	5	6	9	5	10	5	16	14	13	18	10	16	20	18	29	20	22	22	22	27	29	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	3	2	1	1	3	2	2	2	1	1	1	1	1	1	1	1	2	3
98500	-223.572823355977079	-229.512020575062309	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.720320019514266	1	-1	2	3	3	4	6	7	6	7	7	8	8	7	8	8	8	9	11	8	11	12	14	10	16	12	15	15	15	17	18	19	22	24	23	25	27	26	29	2	0	1	3	2	3	5	6	2	5	9	8	7	7	9	10	10	14	7	14	10	16	26	14	29	20	22	22	22	27	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2
99000	-219.039686997013661	-224.978884216098891	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.738049245591527	1	0	2	2	3	4	5	6	6	7	7	8	9	8	9	9	9	7	11	10	11	11	12	10	16	11	14	15	14	17	19	20	22	23	24	26	26	26	30	2	0	1	2	2	3	2	6	5	7	7	6	9	18	5	10	10	9	17	14	16	17	26	14	29	20	22	29	22	25	29	0	32	33	33	34	35	35	36	1	1	1	1	1	1	2	1	1	1	1	2	1	1	4	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2
99500	-201.139956976171590	-207.079154195256820	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.939502397542941	1	0	2	2	4	4	6	6	6	7	7	7	8	7	9	8	10	9	12	9	11	12	13	11	15	11	14	16	13	18	17	20	22	24	24	26	25	26	28	2	0	1	2	4	3	5	6	5	7	5	8	9	9	10	10	15	14	13	14	15	16	26	18	29	20	22	25	22	22	22	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	3	1	1	1	1	1	1	1	1
100000	-234.962264669576967	-240.901461888662197	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.673419493152610	1	0	2	3	4	3	6	6	6	5	7	8	8	7	9	8	9	8	12	9	11	12	13	12	15	12	14	15	14	16	18	19	21	24	24	26	27	25	28	2	0	1	1	2	3	10	6	5	5	5	8	5	5	10	10	10	5	13	14	5	15	18	14	29	20	22	29	22	27	28	0	32	33	33	34	35	35	36	1	1	1	1	2	1	1	2	1	1	2	1	2	2	2	2	2	2	2	1	3	1	2	2	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1
