step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
75000	-420.205160317140610	-427.060648268100010	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512893525910931	-1	1	4	2	4	7	8	10	10	12	12	14	14	12	15	16	18	18	19	17	17	18	20	17	19	20	20	19	21	20	22	21	23	22	25	24	22	21	24	25	23	21	24	23	24	26	24	24	24	27	27	28	27	28	29	27	31	30	31	33	33	32	32	34	35	35	35	38	40	43	0	1	4	2	4	3	0	6	3	8	7	10	10	8	13	14	21	24	24	16	15	15	18	12	24	24	18	24	25	28	30	27	27	25	16	26	24	25	24	24	31	25	32	32	25	31	33	22	22	24	40	56	46	46	48	48	40	50	53	58	57	57	57	57	57	64	57	60	67	69	1	1	2	1	1	2	1	2	3	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	4	2	3	1	3	4	1	1	1	1	2	2	1	3	3	5	1	1	1	1	2	2	3	1	2	2	1	1	1	1	2	1	1	2	2	2
75500	-422.594045161158874	-429.449533112118274	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.535166104141681	0	1	5	3	4	7	8	8	10	12	12	15	15	14	15	17	16	19	19	17	18	19	18	18	19	21	19	20	21	21	22	21	23	22	26	24	23	22	24	26	21	21	23	23	26	27	25	23	25	26	27	28	27	27	29	27	30	31	30	32	32	30	31	34	35	35	37	38	41	43	0	1	4	2	4	2	0	6	3	8	7	10	10	10	10	14	10	15	24	14	15	15	17	15	17	25	23	19	13	25	24	27	27	25	20	26	26	30	30	49	25	24	32	32	48	30	33	22	22	38	36	56	48	34	48	49	52	59	46	46	56	56	62	62	64	64	66	45	67	67	1	1	1	1	1	3	1	1	3	2	2	1	2	1	2	2	2	2	1	1	1	2	1	2	2	1	1	1	3	1	2	1	2	2	5	2	1	1	1	1	1	1	1	1	2	4	1	2	3	1	2	1	2	2	3	1	1	1	1	4	3	2	1	2	1	1	1	5	2	3
76000	-409.914726349540729	-416.770214300500129	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558551462392042	-1	1	4	2	4	7	8	9	10	12	13	14	15	13	15	16	17	17	20	18	19	20	20	18	19	20	20	19	20	20	22	22	22	22	25	24	23	23	24	25	22	23	23	22	25	28	25	23	25	26	28	27	27	28	28	27	29	30	30	32	33	30	31	34	35	36	38	38	40	44	0	1	4	2	4	4	0	4	6	8	7	10	12	8	10	14	13	10	15	16	17	21	18	15	24	24	18	15	24	24	19	27	27	19	20	26	26	28	24	42	28	30	32	27	48	29	27	21	22	36	41	45	49	50	48	49	52	45	53	58	57	53	57	62	61	64	66	60	67	67	1	1	1	1	1	2	1	4	1	2	3	1	1	2	2	2	1	3	2	1	2	1	2	1	1	1	2	2	1	1	1	2	1	1	5	2	2	2	3	1	1	1	1	1	2	3	2	2	2	1	3	2	2	1	3	1	1	1	1	1	2	1	1	2	1	1	1	2	2	3
76500	-398.850822060466669	-405.706310011426069	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635126824168861	0	1	5	3	4	8	9	10	11	12	13	15	14	15	16	17	17	18	19	18	19	19	20	20	17	20	20	19	20	21	21	22	23	23	25	24	22	23	25	26	24	22	24	22	25	27	24	24	26	24	26	28	28	25	29	27	29	30	30	32	33	32	30	33	34	37	38	37	41	43	0	1	4	2	4	4	0	6	6	8	7	10	10	10	13	14	15	15	15	14	17	15	18	25	13	19	18	25	25	25	19	27	27	30	16	26	24	30	30	42	24	24	44	27	17	54	27	21	19	25	41	56	50	30	45	45	56	53	22	53	57	63	56	62	63	64	66	60	67	69	1	1	1	1	1	3	1	1	1	1	3	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	2	1	1	2	1	4	2	2	1	2	3	2	1	1	1	3	1	2	2	2	3	1	1	2	2	2	1	1	1	4	2	2	1	2	1	2	2	1	2	2	1
77000	-422.983216373789901	-429.838704324749301	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616227324387218	-1	1	5	3	4	6	9	9	10	12	12	14	16	14	15	16	17	17	19	17	18	17	19	20	17	21	19	20	21	21	21	23	22	22	24	23	23	22	23	26	23	23	23	21	25	27	25	24	26	27	27	26	28	27	29	27	30	30	32	31	31	30	32	34	35	36	37	37	40	43	0	1	4	2	4	3	0	6	6	8	7	10	12	10	10	14	15	15	25	16	22	15	18	10	15	19	18	25	28	28	19	44	27	24	16	26	24	24	28	36	24	31	44	27	17	19	32	21	21	31	42	48	45	24	49	36	56	48	52	49	57	49	62	62	61	64	64	60	67	67	1	1	1	1	1	1	1	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	2	2	1	3	2	2	1	1	1	2	1	1	1	2	4	1	4	4	2	1	1	1	2	2	3	1	2	4	2	1	2	1	3	2	1	1	2	2	2
77500	-437.683499744089090	-444.538987695048490	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643544925029815	0	1	3	4	4	7	8	9	9	11	12	13	14	14	15	17	17	18	20	17	18	18	20	19	17	20	20	18	19	20	20	23	22	21	25	24	22	22	24	25	23	23	23	21	25	26	24	23	26	27	28	27	27	28	29	27	29	31	30	32	32	31	31	33	35	36	36	38	40	44	0	1	2	3	3	4	0	4	4	8	7	10	12	12	13	14	15	15	25	14	15	10	13	25	15	25	22	25	25	24	21	44	27	25	20	30	26	19	25	42	19	24	33	27	21	28	27	21	48	39	41	45	45	50	45	21	56	53	49	58	57	57	56	62	52	64	61	60	67	67	1	1	1	1	1	1	1	3	3	1	3	1	1	1	1	2	1	2	2	2	2	3	3	1	1	2	1	1	1	1	1	2	2	2	6	3	1	1	3	1	2	2	1	1	3	3	2	2	2	2	3	1	1	1	2	4	1	2	2	1	1	1	2	1	4	2	2	3	2	4
78000	-422.470072096148442	-429.325560047107842	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597185861198405	0	1	4	3	4	7	8	11	11	13	12	12	15	14	15	17	18	17	19	17	17	19	19	20	17	21	20	19	21	20	21	21	22	23	25	24	21	22	24	25	24	22	24	23	25	27	24	25	25	27	28	28	27	25	26	28	30	31	31	32	33	31	31	33	36	35	37	38	40	43	0	1	4	2	4	3	0	6	6	12	7	8	10	12	10	14	21	15	25	14	15	15	18	25	15	28	23	25	8	25	22	27	27	29	16	25	24	30	30	31	24	19	44	32	17	29	27	23	19	36	41	29	54	30	48	48	56	45	48	45	48	52	57	62	61	64	66	60	66	67	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	5	2	1	1	1	1	4	4	1	1	2	1	2	1	1	2	2	3	2	4	3	1	2	3	1	2	1	1	1	3	2	3	3	2	1	1	1	1	1	3	2	4
78500	-402.623203407388075	-409.478691358347476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636725406376201	0	1	4	2	4	8	8	10	10	13	13	14	16	14	15	17	17	19	20	16	18	19	20	19	18	20	20	20	21	20	21	23	21	23	25	23	23	22	24	25	23	22	24	22	24	27	24	25	26	27	28	27	28	29	29	28	30	30	31	32	33	32	31	34	35	35	37	39	41	43	0	1	4	2	4	3	0	6	6	8	7	10	12	8	10	20	15	15	25	14	15	15	18	25	15	25	21	25	24	15	30	44	27	24	20	26	26	30	30	41	25	30	44	27	30	29	44	45	17	49	30	45	45	50	48	49	52	49	53	58	57	63	57	62	61	64	66	60	67	67	1	1	1	1	1	2	1	1	1	2	4	1	1	3	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	3	1	1	1	2	3	2	1	1	3	1	3	1	2	2	2	3	1	1	4	1	4	1	2	2	2	1	2	2	2	1	2	1	1	1	1	1	1	2	3	3
79000	-394.256886035117930	-401.112373986077330	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.798223634576436	0	1	4	2	3	7	8	10	9	11	12	13	15	15	15	16	16	17	20	18	19	20	19	18	18	20	18	20	20	20	21	23	21	22	23	23	24	22	23	25	24	22	24	22	24	26	25	25	26	28	28	26	25	29	28	27	30	30	31	32	32	32	31	34	34	36	38	38	41	44	0	1	4	2	4	4	0	6	6	8	7	10	10	12	10	14	15	15	24	16	17	25	18	17	13	24	18	24	24	21	19	33	27	22	20	26	36	30	30	42	42	30	44	33	19	19	33	45	53	40	41	45	45	19	45	52	56	49	58	54	57	63	57	62	61	64	66	60	67	67	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	1	2	2	1	1	1	2	2	1	1	6	1	1	2	2	1	1	1	1	1	1	1	1	1	3	2	3
79500	-431.448549209530768	-438.304037160490168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.469938949293418	0	2	5	3	4	7	8	9	9	11	12	13	15	15	15	17	18	18	20	17	17	18	19	19	17	20	20	19	21	21	20	23	22	22	25	23	22	22	25	25	23	22	24	22	25	28	24	24	25	27	27	26	28	25	28	28	27	31	30	32	32	32	28	35	36	34	38	37	40	43	0	1	4	2	4	4	0	6	3	8	7	10	10	12	10	14	13	15	22	14	15	15	17	21	15	22	18	17	17	24	22	44	27	19	20	29	19	30	36	42	19	19	44	27	19	54	33	21	25	24	41	29	45	19	48	49	52	46	49	58	52	52	57	62	61	62	66	60	67	69	1	1	1	1	1	2	1	1	3	1	2	1	2	1	2	1	2	2	2	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	5	1	1	1	1	2	2	1	1	1	2	2	1	3	3	4	3	3	2	2	2	2	1	2	3	1	2	2	1	2	2	1	2	2	1	2
80000	-433.281771435899088	-440.137259386858489	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551854966945938	-2	1	5	3	4	6	9	10	9	12	10	14	15	15	14	17	17	18	18	17	19	20	19	19	18	20	21	19	21	20	22	23	23	23	24	23	21	21	24	25	24	23	24	22	25	26	25	25	25	27	27	28	27	29	29	27	30	31	32	30	33	31	31	34	35	36	37	36	41	44	0	1	4	2	2	3	0	9	4	8	7	10	10	12	10	14	15	15	17	14	17	19	18	19	17	19	22	25	25	25	19	44	27	22	14	26	26	25	30	42	25	29	44	27	22	19	33	22	21	45	41	46	48	42	48	45	56	53	21	53	62	56	46	62	61	59	66	58	67	69	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	5	2	1	1	2	1	2	2	2	1	2	5	1	3	2	2	2	1	1	2	3	2	1	2	8	1	1	2	3	2	1	2	1	4	2	2
80500	-415.569436063171281	-422.424924014130681	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542843897153898	0	1	4	2	3	7	9	10	9	12	12	13	16	14	15	16	17	17	19	18	19	18	19	19	18	20	20	19	21	21	21	23	22	22	26	24	23	22	25	26	24	23	24	22	26	27	25	24	24	27	27	26	28	28	30	27	30	32	30	32	32	31	32	34	33	36	37	38	40	43	0	1	4	2	4	4	0	6	6	8	7	10	10	8	10	14	13	15	25	16	17	15	18	22	13	25	23	25	25	25	19	33	27	24	20	26	19	19	30	25	31	30	44	27	21	30	33	30	21	31	41	48	22	40	53	52	53	59	45	53	57	56	57	62	57	64	64	60	67	69	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	2	2	5	2	2	1	1	4	1	1	1	2	3	4	2	1	4	4	1	1	4	1	1	1	2	1	1	2	1	2	1	1	1	2	1	2	2	2
81000	-432.502122201778775	-439.357610152738175	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590015308059486	-2	0	5	3	4	7	8	9	11	12	11	13	15	14	16	16	18	18	20	17	18	19	20	19	18	20	19	20	21	18	21	21	23	22	23	22	24	22	25	26	24	23	23	22	25	26	24	24	25	27	27	26	27	28	29	28	28	30	32	31	31	32	31	35	33	36	38	38	41	44	0	1	4	2	4	3	0	3	3	8	7	10	10	10	10	14	10	15	25	16	13	15	18	25	13	25	25	17	25	13	24	27	27	17	20	26	36	25	25	28	31	22	44	32	15	36	17	21	22	34	41	45	45	50	45	45	45	53	53	53	57	63	57	62	61	64	64	59	67	69	1	1	1	2	1	1	1	1	3	2	2	1	2	1	2	2	4	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	2	3	1	1	3	3	3	1	2	1	1	5	2	2	2	3	1	2	1	1	1	2	2	2	1	2	1	2	1	2	2	2	1	2	3	2	1
81500	-425.364992550555087	-432.220480501514487	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582834454804583	0	2	5	3	4	7	9	9	10	12	11	14	15	13	15	16	17	17	20	18	18	18	19	19	18	20	19	19	20	20	21	21	23	23	25	24	23	23	23	25	23	22	24	22	25	27	24	25	25	27	27	28	27	26	29	27	30	30	31	30	32	32	31	32	35	37	36	38	41	43	0	1	4	2	4	3	0	6	6	8	7	10	12	10	10	14	15	15	25	14	17	10	15	25	15	22	18	25	17	25	25	27	27	19	20	26	19	25	22	31	19	28	44	32	22	36	27	17	19	54	41	56	49	45	49	45	56	22	60	45	57	57	57	57	57	64	57	58	66	69	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	2	2	1	2	2	1	1	1	1	1	1	1	2	1	2	2	3	2	2	3	1	2	2	2	1	1	5	2	2	3	4	1	2	1	1	1	2	1	2	7	1	2	1	1	1	1	2	3	3	5	2	1
82000	-419.855284082888204	-426.710772033847604	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602257038902919	0	1	4	2	4	7	7	11	10	12	10	15	15	14	15	16	17	17	20	17	19	18	19	20	16	20	21	19	20	19	21	22	23	23	24	23	23	22	25	24	23	21	24	23	25	26	24	24	25	24	27	28	25	28	29	27	30	32	31	32	33	30	32	34	36	36	38	39	40	43	0	1	4	2	4	4	0	6	3	8	7	8	10	10	10	14	15	15	25	14	17	15	18	25	13	30	23	25	25	25	22	27	27	24	16	26	26	19	30	19	13	24	44	32	21	50	33	29	21	19	41	56	21	46	45	49	53	53	54	45	57	56	62	63	61	63	66	60	67	67	1	1	1	1	1	2	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	3	2	1	1	2	2	4	2	2	1	4	2	4	1	1	1	5	1	1	2	3	1	2	1	4	1	2	1	2	3	1	3	2	1	2	1	1	2	1	3	2	2
82500	-420.523292213990260	-427.378780164949660	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553349313918958	0	2	4	3	4	7	8	10	11	12	12	13	14	14	16	17	18	18	19	17	17	19	20	20	18	20	19	20	19	19	22	23	22	21	25	24	24	23	24	24	24	22	24	21	24	26	24	25	25	26	27	28	27	28	28	28	30	31	31	32	31	32	31	34	35	36	38	38	41	44	0	1	4	2	4	3	0	6	6	8	7	10	10	12	13	14	15	21	25	14	13	15	18	19	15	29	17	25	15	17	19	44	27	25	20	26	26	30	30	24	31	22	32	27	22	24	27	45	21	24	41	45	45	50	48	17	52	52	53	45	57	57	56	62	61	56	66	60	66	67	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	2	1	4	2	2	3	2	2	2	1	1	1	3	2	2	1	2	3	1	3	1	1	2	5	2	1	2	4	1	1	1	1	1	4	1	2	3	3
83000	-434.838581787295311	-441.694069738254711	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564643661541251	0	2	3	4	4	6	8	10	10	11	12	13	16	14	15	16	17	18	18	17	18	19	19	19	17	20	19	20	21	20	21	22	22	22	23	24	24	22	22	25	23	23	23	20	24	27	23	24	25	26	27	27	26	28	29	27	30	32	32	33	31	31	30	34	36	36	38	38	40	43	0	1	2	3	3	5	0	6	6	6	7	10	10	10	10	14	15	15	25	16	17	25	18	19	10	19	15	19	22	19	25	44	27	25	14	26	26	19	19	42	31	31	44	27	21	25	33	29	17	36	41	49	22	50	49	31	53	53	55	58	57	63	56	62	56	64	66	53	67	67	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	4	2	2	2	2	1	2	1	1	1	3	4	1	1	3	1	2	1	4	1	3	3	2	2	2	1	1	1	1	1	4	1	1	8	2	2
83500	-389.542765152768141	-396.398253103727541	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756434361178064	-1	1	4	3	4	8	8	10	10	11	12	15	16	14	15	16	17	17	18	17	19	18	19	19	18	20	19	19	20	21	20	23	22	22	23	22	21	21	23	25	24	22	23	21	25	26	24	24	24	26	27	28	27	28	28	27	30	31	31	32	33	32	32	33	35	36	37	38	40	44	0	1	4	2	4	4	0	6	6	8	7	10	10	10	10	14	15	13	15	16	17	13	18	25	13	19	18	19	19	24	25	27	27	24	20	26	25	19	30	36	42	31	44	27	48	48	44	13	17	28	41	56	49	46	48	48	52	53	53	58	57	57	57	62	61	64	66	60	67	69	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	3	2	3	2	1	2	2	2	1	1	2	2	1	1	1	1	1	1	2	1	4	2	2
84000	-410.489459121566881	-417.344947072526281	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635735221944657	0	2	5	3	3	7	8	10	9	12	12	13	15	14	15	17	17	19	19	16	16	18	18	20	18	19	19	19	20	20	19	22	21	23	25	23	23	23	25	26	23	23	23	21	25	28	22	23	26	27	26	28	27	26	30	28	29	31	31	32	32	31	31	33	36	36	37	39	41	44	0	1	4	2	2	4	0	6	6	8	7	10	10	12	10	14	21	23	25	14	15	17	15	25	17	25	15	15	25	25	15	44	18	19	20	26	28	30	24	19	31	31	27	27	48	42	27	15	24	36	41	49	48	36	48	48	56	49	52	58	62	56	57	62	61	64	66	60	67	69	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	3	2	2	1	2	4	2	3	2	1	1	2	2	3	3	2	1	2	2	2	3	3	1	2	2	1	1	2	1	1	2	2	1	3	2	1
84500	-415.178437077034289	-422.033925027993689	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616684220318655	-1	1	3	3	4	8	9	11	10	13	13	15	15	14	15	16	17	18	20	18	19	19	19	20	18	20	21	20	20	21	21	23	21	23	25	24	23	23	24	24	23	22	24	22	26	26	25	24	26	28	26	27	27	29	30	28	29	30	32	32	32	31	31	34	34	35	37	39	39	42	0	1	2	2	4	4	0	3	6	8	7	10	10	8	10	14	15	15	25	16	13	15	18	15	17	25	23	25	22	25	24	44	21	24	16	31	26	30	24	19	42	22	44	27	48	30	33	21	15	46	41	49	45	36	45	52	56	53	58	56	49	56	57	62	61	63	66	60	67	69	1	1	1	2	1	2	1	3	1	1	3	1	1	2	1	2	1	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	4	2	1	1	2	2	1	2	1	1	1	3	2	2	6	2	2	1	1	3	2	1	1	2	1	2	3	2	2	1	1	2	1	3	2	1
85000	-426.768478408747740	-433.623966359707140	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650288011060206	0	1	4	3	4	8	7	10	11	13	12	14	16	15	15	16	17	17	19	16	19	18	20	20	16	21	20	19	20	20	21	23	23	22	25	23	23	22	25	25	23	21	24	21	23	26	25	25	24	27	26	28	28	29	29	26	30	30	30	32	32	31	32	34	35	35	37	35	40	41	0	1	4	2	4	3	0	6	6	8	7	10	15	10	12	14	15	15	25	14	17	15	18	25	10	30	25	22	25	25	24	44	27	30	16	26	19	24	30	30	31	25	44	27	22	42	33	45	21	30	41	56	49	46	48	49	53	52	56	58	57	56	57	63	61	64	66	58	67	69	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	1	2	3	1	1	2	1	1	2	1	1	2	2	5	1	2	2	2	2	2	2	1	1	2	2	1	1	2	3	2	1	3	2	1	1	1	1	2	2	1	2	1	1	1	1	1	3	1	1
85500	-418.924864029947742	-425.780351980907142	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731520469273694	0	1	5	2	4	7	9	10	10	12	12	14	14	15	15	17	16	18	17	17	18	18	20	19	19	21	20	19	21	20	22	23	23	22	25	24	23	22	22	24	23	23	23	21	24	28	24	25	25	28	27	28	27	27	29	27	30	29	30	30	32	31	31	34	33	36	38	37	40	43	0	1	4	2	4	4	0	3	6	8	7	10	10	8	12	14	10	10	15	14	17	15	22	19	19	19	18	19	24	19	25	44	27	28	16	24	26	24	24	22	24	24	44	27	21	22	27	45	40	30	41	49	49	31	45	45	52	53	46	49	57	46	57	62	61	64	66	60	67	69	1	1	1	1	1	2	1	2	2	2	2	1	1	2	1	1	2	3	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	4	3	1	1	2	3	2	2	2	1	3	5	3	1	1	5	2	2	1	2	2	1	1	1	1	2	1	2	1	2	1	1	1	4	1	2
86000	-423.824736980788941	-430.680224931748342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615549451367042	0	2	4	3	4	8	7	10	9	12	9	13	15	14	15	16	18	18	17	18	18	20	17	20	19	20	20	19	21	21	21	23	23	23	25	22	23	23	24	24	23	22	23	21	24	28	24	25	25	28	27	27	27	26	29	26	30	29	31	32	32	31	31	34	35	36	37	36	40	41	0	1	4	2	4	3	0	6	6	8	7	10	10	12	8	14	12	23	15	16	15	21	13	19	19	19	17	19	28	26	24	44	27	24	20	24	26	25	19	30	24	25	44	27	21	31	33	21	25	54	41	56	48	29	48	17	56	45	58	58	57	56	56	57	61	64	66	60	64	67	1	1	1	1	1	2	1	2	1	1	1	1	1	1	3	2	3	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	2	2	4	1	2	2	3	2	2	1	1	1	3	3	1	3	3	1	1	1	1	1	2	4	3	2	1	1	1	3	2	2	2	1	1	3	3	2
86500	-410.041898202717221	-416.897386153676621	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591040959540215	0	2	5	3	4	7	7	10	11	12	13	15	14	13	15	16	17	18	19	18	19	20	20	16	18	20	20	20	21	20	20	22	22	22	24	23	23	22	25	26	23	22	23	21	25	27	25	22	26	27	28	27	28	25	29	27	31	31	31	31	32	32	31	34	36	36	38	37	39	44	0	1	4	2	4	3	0	6	3	8	7	10	10	10	10	14	15	15	25	16	17	17	18	13	24	19	18	25	24	24	25	44	27	31	20	25	26	30	24	42	29	22	32	27	48	36	33	17	45	30	41	45	49	34	48	45	56	53	49	53	57	56	56	63	57	64	66	60	66	67	1	1	1	1	1	1	1	2	3	1	3	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	4	2	1	1	4	2	1	1	1	1	2	1	2	3	1	3	2	1	1	1	3	1	2	2	2	2	1	2	2	1	3	2	1	3	2	2
87000	-402.671595132250843	-409.527083083210243	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607715963275879	0	1	5	3	4	7	8	9	9	12	12	15	14	14	15	17	17	18	20	17	19	19	20	19	19	20	20	18	21	21	22	22	23	22	25	23	24	22	24	26	23	22	23	20	25	27	25	24	26	26	28	27	28	28	28	28	31	31	31	32	33	31	31	34	35	36	37	39	40	42	0	1	4	2	4	3	0	6	6	8	7	10	10	10	13	14	15	15	15	14	17	15	18	28	15	25	18	17	19	25	24	44	27	19	20	25	19	19	30	17	19	19	44	18	22	40	43	21	45	24	41	50	49	41	45	52	53	53	40	53	57	45	56	62	57	64	66	60	67	69	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	2	1	2	3	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	3	2	2	1	2	5	2	1	2	1	3	1	1	2	1	4	2	1	1	2	1	1	2	2	3	2	1	3	2	2	2	2	1	3	2	1
87500	-422.341201969111523	-429.196689920070924	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637158727434108	0	1	4	3	4	8	8	10	10	12	13	14	15	14	16	15	17	17	20	18	19	19	19	19	18	20	20	19	20	21	21	22	22	23	26	24	23	21	23	25	23	22	23	21	25	27	24	23	26	26	25	25	27	29	28	27	30	32	30	33	33	31	29	33	36	35	37	39	39	41	0	1	4	2	4	2	0	6	6	8	7	10	10	10	10	14	15	13	25	14	17	17	18	15	13	28	15	13	25	19	24	44	27	26	20	26	26	24	31	42	31	15	44	23	48	36	33	15	48	42	41	21	42	46	48	52	63	59	49	52	57	57	52	62	61	64	66	60	66	69	1	1	1	2	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	2	2	2	1	2	2	1	1	1	1	2	2	3	2	1	1	1	2	1	4	2	1	1	1	1	4	1	2	1	3	4	1	2	2	1	1	2	3	2	1	2	1	1	1	2	2	1	1
