step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54
31500	-288.763542577548151	-295.619030528507551	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673544577102013	0	1	3	2	4	1	3	3	6	8	5	5	7	5	6	7	7	8	9	8	11	10	9	9	11	13	12	14	13	15	17	18	17	16	17	17	16	21	19	20	22	24	21	21	20	22	23	22	24	25	27	27	25	27	0	1	1	2	6	1	6	1	3	4	5	6	1	4	14	11	11	14	9	15	24	13	17	13	17	20	24	26	27	26	29	34	30	30	0	30	30	32	35	36	36	48	39	39	32	43	41	32	48	46	49	53	48	53	1	1	1	1	2	1	1	1	2	2	1	2	3	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	2	1
32000	-288.442124503781599	-295.297612454741000	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677532555164672	-1	0	2	3	3	2	3	3	6	8	5	5	6	6	5	7	7	7	8	8	11	10	9	9	12	12	13	14	14	15	17	18	16	17	18	18	19	20	19	20	21	24	20	21	22	22	23	22	23	24	27	27	26	28	0	1	1	2	6	1	6	1	2	13	5	6	2	15	4	11	11	13	13	13	18	14	17	14	23	20	24	26	27	26	29	33	20	30	0	33	33	32	35	33	36	48	35	39	32	43	41	32	48	44	49	53	48	53	1	1	3	1	1	1	1	2	3	1	1	2	2	1	2	1	1	1	2	1	2	2	1	2	2	2	3	1	1	2	2	1	3	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	1	2	2	1	1	1
32500	-310.225171280768677	-317.080659231728077	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711894379266599	-1	0	2	2	4	2	4	4	6	9	3	6	7	7	4	7	5	8	8	9	10	10	9	9	10	12	13	13	14	17	16	18	15	16	18	18	19	20	19	20	21	23	21	21	21	22	23	22	23	24	26	25	26	27	0	1	2	2	6	1	6	1	3	13	6	6	15	15	4	11	11	15	9	14	13	13	17	18	23	20	13	26	27	33	29	30	26	26	0	33	34	32	35	33	36	48	39	39	34	39	41	32	34	44	52	42	42	52	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	3	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	3	1	1	5	2	1	1	1	1
33000	-300.035918778999473	-306.891406729958874	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642173931327062	-1	1	2	3	4	1	3	4	4	8	5	4	7	5	5	7	7	7	8	8	8	9	8	9	12	12	13	13	12	16	15	18	17	17	17	17	18	20	19	20	21	23	21	22	22	22	23	23	24	25	27	27	25	27	0	1	1	2	6	1	6	3	3	4	5	6	4	2	2	11	11	14	14	14	15	13	17	10	23	20	29	20	24	26	27	34	20	30	0	30	33	30	35	30	36	38	39	39	38	43	41	38	38	44	49	42	42	53	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	2	1	1	3	1	1	1	1	2	1	3	2	2	1	1	1	1	1	2	3	2	1	2	1	1
33500	-315.885343931033049	-322.740831881992449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641510536553956	-2	0	2	2	4	2	4	3	6	8	5	6	6	6	5	7	7	7	7	8	10	10	10	9	11	12	11	14	15	16	15	18	16	15	17	18	19	20	19	21	22	23	21	22	20	22	24	22	23	25	26	28	27	26	0	1	1	2	6	1	6	3	15	14	5	6	4	4	4	11	11	14	13	13	10	10	17	13	23	13	24	24	27	34	27	33	34	26	0	34	30	30	35	36	36	48	39	43	30	43	41	32	26	46	49	53	54	49	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	2	1	2	2	1	2	1	1	2	1	2	1	2	1	2	2	1	1	1	2	1	1	2	5	2	2	1	1	1
34000	-332.149894039540072	-339.005381990499473	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.481795101203279	-1	0	2	3	4	2	4	1	6	7	5	5	6	6	6	8	6	8	9	9	11	9	7	9	11	11	12	14	14	17	15	16	16	16	17	19	18	19	19	21	22	24	21	21	21	22	24	21	23	25	27	26	26	28	0	1	2	2	6	1	6	2	3	9	5	6	1	2	2	11	11	9	10	14	24	10	17	15	5	20	24	20	24	28	29	26	28	13	0	32	30	34	35	30	36	48	39	39	38	43	36	30	34	39	52	48	42	53	1	1	1	2	1	2	1	1	3	1	1	2	2	2	3	2	1	1	1	1	1	1	1	2	3	2	2	4	3	2	1	4	1	4	1	1	1	1	1	2	2	2	1	1	1	1	2	2	3	3	1	3	1	1
34500	-308.500777671272999	-315.356265622232399	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562158525209636	-1	1	3	3	4	2	3	4	6	8	5	5	6	6	5	8	7	7	9	8	10	10	8	8	11	13	14	14	15	16	17	18	15	17	18	19	19	19	19	20	22	22	22	21	21	20	23	23	23	24	27	28	25	27	0	1	1	2	6	1	6	3	3	2	5	6	4	4	2	5	11	4	2	13	24	24	17	14	17	13	19	20	27	20	27	34	26	33	0	30	34	32	35	36	33	38	46	39	34	39	41	45	42	39	49	53	48	53	1	1	2	1	1	1	1	1	2	3	1	1	2	2	1	2	1	2	4	1	1	1	1	2	3	4	3	2	1	6	2	1	1	1	1	1	1	1	1	1	3	2	2	2	2	1	1	1	1	2	2	1	1	1
35000	-298.010796706990277	-304.866284657949677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651772370625791	-2	0	2	2	4	2	3	3	6	8	3	5	6	6	5	7	6	8	8	8	10	11	9	8	12	12	12	15	14	16	16	17	17	16	18	18	18	20	19	19	21	24	22	21	21	21	24	22	23	22	27	25	26	28	0	1	1	2	11	1	6	1	3	14	6	7	4	8	8	11	11	9	3	14	24	21	17	14	23	15	24	26	27	20	27	34	30	28	0	33	30	32	35	36	33	48	46	39	38	39	41	45	30	39	49	48	52	53	1	1	1	1	1	2	1	3	2	1	1	1	2	1	1	2	2	1	3	1	1	1	1	1	2	3	2	2	1	5	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	3	2	2	1	1	1
35500	-301.735620165847138	-308.591108116806538	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744099964932864	0	1	2	2	5	2	4	3	6	9	4	5	6	7	4	5	6	7	9	9	11	11	8	10	12	13	12	15	13	16	16	16	15	17	18	17	19	20	20	21	22	23	22	21	18	21	22	22	24	24	26	25	27	27	0	1	1	2	11	1	6	1	3	18	6	6	2	2	4	6	11	13	14	15	20	14	17	13	23	14	14	26	27	33	27	33	20	30	0	33	33	45	35	33	36	48	46	39	32	39	36	38	48	39	49	42	48	52	1	1	1	1	1	1	1	1	2	1	1	1	2	3	1	2	1	1	1	3	1	2	1	2	2	2	2	2	1	1	2	1	3	1	1	1	2	1	1	3	2	1	1	1	1	1	2	1	1	1	1	1	2	1
36000	-295.835755107195723	-302.691243058155123	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771435063312318	-1	1	1	3	4	2	3	4	6	8	3	5	5	6	6	7	6	7	9	9	11	9	10	9	10	12	13	15	14	16	15	17	15	16	18	19	19	19	19	18	19	23	22	20	21	21	23	21	24	24	28	26	26	27	0	1	1	2	11	1	6	6	3	13	6	6	2	2	13	11	11	13	10	14	24	14	17	13	17	20	24	26	27	33	29	30	26	20	0	30	34	34	35	30	33	48	46	39	32	39	41	38	42	44	49	42	42	53	1	1	1	1	1	2	1	1	3	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	3	1	2	2	2	1	1	2	2	1	1	2	1	2	1	1	2	2	1	1	1
36500	-329.770212162233975	-336.625700113193375	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658150697125569	-1	1	2	2	5	2	4	3	5	8	4	4	6	5	6	8	6	8	7	8	11	10	10	9	11	13	13	13	15	16	17	17	15	14	16	18	18	19	18	19	22	23	22	21	21	19	23	22	23	23	28	28	24	28	0	1	1	2	11	1	6	4	3	13	6	6	2	2	9	11	11	13	14	14	24	13	17	13	23	20	13	22	21	34	27	33	26	26	0	33	30	36	35	32	36	48	46	35	38	39	40	38	48	44	49	48	48	53	1	2	2	1	1	2	1	1	2	1	1	1	2	2	1	2	1	1	2	1	2	2	2	1	1	2	2	1	2	1	2	1	1	1	1	2	1	1	2	2	2	1	2	3	1	1	2	1	1	2	2	3	1	2
37000	-312.765013060747378	-319.620501011706779	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711091630710556	-2	0	3	2	5	2	4	3	4	6	4	6	5	4	5	7	5	7	7	9	11	11	8	9	11	12	12	14	15	16	14	17	17	15	16	18	20	20	19	20	22	22	22	21	21	21	23	23	24	24	27	27	26	28	0	1	2	2	11	2	6	1	3	14	6	7	14	4	14	5	11	13	10	13	24	1	17	14	23	4	24	22	27	20	27	34	30	26	0	33	30	32	35	36	30	30	39	39	32	39	41	42	42	44	49	48	42	53	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	5	1	2	1	5	1	2	2	2	2	1	1	2	1	1	2	2	2	1	3	2	2	1	2	1	1	1	1	2	2	2	2	2
37500	-299.056297178639738	-305.911785129599139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579952887249732	0	1	2	2	5	3	4	2	6	7	4	6	6	6	3	7	6	8	7	8	9	8	9	9	12	12	13	13	14	16	16	18	16	17	19	18	19	20	20	20	21	24	22	22	21	21	23	21	23	24	28	28	26	27	0	1	1	2	11	1	6	1	3	4	6	6	2	4	4	11	11	15	4	13	18	14	17	10	17	19	13	20	22	26	27	30	26	30	0	33	30	32	35	36	36	48	46	39	30	39	41	38	48	44	49	53	42	53	1	1	1	1	1	1	1	1	3	2	1	1	3	2	1	2	1	2	2	1	1	1	2	1	3	3	3	2	3	2	2	1	3	1	1	1	2	1	1	1	2	2	1	1	3	1	2	1	1	1	2	1	1	1
38000	-269.767736378930351	-276.623224329889752	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.800720104156846	0	1	2	2	4	2	3	3	6	9	5	6	7	6	5	7	6	7	8	8	7	11	8	10	11	12	13	14	14	17	16	18	14	16	17	18	20	20	19	20	21	24	22	22	22	21	23	21	23	23	27	28	26	28	0	1	1	2	6	1	6	1	3	19	5	6	9	4	4	11	11	15	14	14	14	20	17	21	23	20	24	26	27	34	29	34	26	33	0	34	34	32	35	36	36	48	39	39	38	39	36	38	48	39	49	53	48	53	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1	2	1
38500	-307.779912604612036	-314.635400555571437	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.749366941774947	0	1	2	2	3	2	4	3	6	7	4	4	6	6	5	8	7	8	7	9	10	10	9	8	11	12	12	15	14	16	17	17	16	15	16	18	20	20	19	21	20	24	21	20	21	20	23	22	24	24	28	26	24	27	0	1	1	2	6	1	6	1	3	4	5	6	4	2	4	11	11	13	14	13	13	13	11	14	23	22	14	20	27	34	29	30	34	20	0	34	30	32	35	33	33	48	46	39	33	39	40	38	48	44	49	53	48	53	1	1	1	1	1	1	1	2	2	1	1	1	2	3	2	2	2	1	1	2	1	1	3	1	1	1	3	2	1	1	1	1	1	3	1	2	2	1	2	2	1	2	1	1	2	1	1	1	1	2	2	1	1	2
39000	-281.180734687252368	-288.036222638211768	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.746414872343558	0	1	2	3	5	2	3	3	7	8	4	6	6	7	5	7	7	7	7	5	10	10	9	10	11	12	12	15	14	16	17	17	16	15	18	17	19	19	19	20	21	24	22	21	21	21	24	21	23	24	27	26	26	27	0	1	1	2	11	1	6	1	3	2	6	6	4	4	2	11	11	15	4	4	10	9	17	10	23	20	14	26	27	34	29	30	34	26	0	33	30	32	35	36	36	48	46	39	38	39	41	38	48	39	49	42	42	42	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	2	1	2	1	1	2	2	2	2	2	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1
39500	-300.085588304828775	-306.941076255788175	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720110086244532	-1	0	3	3	4	2	4	4	6	7	4	5	5	6	6	6	7	8	8	9	10	7	8	9	10	12	12	14	15	16	16	17	16	15	18	18	19	19	19	20	22	24	21	21	20	22	24	21	23	24	26	25	26	28	0	1	1	2	6	1	6	3	3	13	6	6	4	4	2	11	16	14	14	14	10	13	17	22	23	14	14	26	27	26	27	34	34	26	0	33	34	33	35	34	36	48	39	39	38	43	36	38	38	44	49	42	42	53	1	1	2	1	1	2	1	1	1	1	1	2	1	2	3	2	1	1	1	1	1	1	1	1	1	3	3	1	1	3	2	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	3	1	2	2	2	1	1	1
40000	-273.176965958635776	-280.032453909595176	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706106375821542	-1	0	2	1	4	2	3	2	7	8	5	5	5	6	5	7	7	7	7	8	10	10	9	9	11	12	11	14	14	17	16	17	17	15	18	18	20	19	19	20	21	24	21	21	21	22	22	22	24	24	28	27	26	28	0	1	1	2	6	2	6	1	3	14	5	6	2	2	2	11	11	13	15	13	20	24	17	13	23	20	24	26	24	34	27	26	34	26	0	33	30	32	35	36	36	48	39	39	38	43	41	45	48	39	49	48	48	53	1	1	1	1	1	1	1	2	3	1	1	2	2	2	3	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	3	2	2	2	1
40500	-308.956103261498470	-315.811591212457870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649308918036077	0	1	2	2	5	2	3	4	6	7	4	5	7	5	6	6	7	7	8	9	9	8	9	10	12	12	13	14	14	17	15	18	17	15	15	18	20	20	18	20	21	23	20	21	21	22	22	21	23	25	27	27	26	26	0	1	1	2	11	1	6	1	3	2	6	6	4	2	4	11	11	14	14	14	19	15	17	15	23	10	26	26	27	20	27	34	34	20	0	34	30	30	35	36	36	38	39	39	38	43	41	30	38	44	49	42	42	38	1	1	1	1	1	1	1	2	2	3	1	2	3	2	3	1	1	1	1	2	1	1	1	2	2	2	1	1	1	4	1	2	1	3	1	1	1	2	1	1	2	2	1	1	1	1	1	2	2	2	3	2	1	4
41000	-293.752934754751493	-300.608422705710893	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617547156243672	-1	0	2	3	4	1	3	3	6	8	3	5	5	4	5	7	6	7	8	9	11	10	9	10	10	12	13	14	14	16	15	17	17	16	18	17	20	21	19	20	21	24	21	20	21	22	23	22	24	24	27	26	27	27	0	1	1	2	11	1	6	1	3	14	6	6	14	4	14	11	11	3	9	14	24	14	17	20	11	20	22	26	27	26	27	34	34	26	0	30	30	32	35	36	36	48	39	39	30	43	41	45	48	44	49	42	52	48	1	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	2	1	2	1	3	1	1	3	2	1	2	1	3	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	1	4
41500	-309.807375189410664	-316.662863140370064	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687539999299244	-1	0	2	2	4	1	2	2	7	8	3	6	6	6	4	6	6	7	8	8	10	9	10	7	12	13	14	14	12	14	16	17	16	13	17	18	19	20	19	21	21	20	21	21	19	22	24	22	23	25	27	27	25	27	0	1	1	2	11	1	6	1	3	13	6	6	2	1	4	11	11	13	14	13	24	13	17	2	17	20	29	26	24	34	27	34	34	14	0	33	32	45	35	33	36	32	39	39	32	43	41	42	42	44	49	45	49	53	1	1	1	2	1	1	1	2	2	1	1	2	2	3	1	1	2	1	1	1	1	1	2	3	3	2	1	1	2	1	1	3	1	3	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	4	1	1
42000	-290.713092675293069	-297.568580626252469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680796577345412	0	1	3	2	5	3	4	3	6	8	4	6	5	6	4	6	7	7	8	8	9	10	9	10	11	11	11	12	15	17	16	16	16	15	17	18	20	19	19	21	22	22	20	21	22	22	23	23	24	24	28	26	26	27	0	1	2	2	11	1	6	2	3	14	6	6	2	4	4	11	11	13	14	1	18	10	17	21	23	22	20	26	27	34	27	34	34	22	0	33	34	34	35	36	36	38	39	39	38	43	40	42	42	44	49	48	42	52	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	3	1	3	1	1	2	1	1	2	2	1	1	2	2	1	1	2	1	1	1	1	2	2	3	2	1
42500	-284.512295300381538	-291.367783251340938	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711913586011115	0	1	2	3	5	2	4	2	7	7	4	6	5	5	5	7	6	7	9	9	11	9	8	9	12	13	11	14	13	15	16	17	16	16	17	19	19	20	19	20	20	23	21	21	22	22	24	21	23	24	27	27	26	28	0	1	1	2	11	1	6	1	14	13	6	6	4	1	4	11	11	13	10	13	24	10	17	10	23	20	24	26	27	26	27	30	30	26	0	33	34	32	35	34	26	48	39	39	38	43	41	38	48	39	49	42	42	53	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	4	1	1	2	1	2	1	1	1	2	5	1	1	1	1	1	3	1	1	3	2	1	2	1
43000	-316.438833515864872	-323.294321466824272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548015198673746	-1	0	2	2	4	2	3	3	5	8	3	4	6	5	5	8	6	7	7	7	9	10	7	7	11	12	13	14	13	15	16	18	16	17	18	18	20	20	19	20	21	23	21	21	21	22	22	21	23	24	26	27	26	27	0	1	1	2	11	1	6	1	3	24	6	6	4	1	1	17	11	14	4	13	20	21	17	14	17	20	14	26	24	13	27	26	30	33	0	33	30	32	35	36	36	48	35	39	38	43	32	32	48	35	49	53	42	42	1	1	2	1	1	2	1	2	2	1	1	1	2	3	2	1	2	1	2	1	1	1	1	2	3	2	4	1	2	4	2	3	1	1	1	1	3	1	1	1	2	2	1	1	1	1	1	1	1	3	2	1	2	1
43500	-320.938906916590099	-327.794394867549499	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502263939956518	-1	1	2	3	5	3	4	4	7	6	4	5	6	6	4	8	6	8	8	7	11	10	10	10	11	11	11	15	15	17	13	17	17	15	18	19	19	20	20	21	21	21	21	22	21	22	23	22	23	24	27	26	26	28	0	1	1	2	11	1	6	1	3	2	6	6	4	4	2	11	11	14	10	14	13	4	17	15	17	20	14	26	31	34	27	34	34	9	0	33	34	32	35	33	36	38	39	39	38	43	33	32	38	44	49	42	48	52	1	1	1	1	1	2	1	2	2	2	1	1	2	1	2	1	1	1	2	1	3	4	2	3	3	2	3	2	1	1	1	1	1	3	1	1	2	2	1	3	2	1	1	1	1	1	4	2	2	1	2	2	2	1
44000	-300.478120565804147	-307.333608516763547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508516863016444	-1	1	2	2	5	2	3	3	6	9	4	5	5	5	6	7	7	7	8	7	10	11	10	9	9	12	12	13	15	16	16	17	15	14	17	19	19	20	19	21	21	23	21	21	21	22	23	22	23	24	27	28	26	27	0	1	1	2	11	1	6	2	14	13	7	6	4	2	4	11	5	14	13	14	14	19	25	2	17	20	24	20	27	22	24	34	34	26	0	33	30	32	35	36	36	38	39	39	36	43	30	38	48	44	49	42	48	53	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	3	2	1	4	1	2	1	3	2	4	3	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	4	2	1	2	2	3	2	1
44500	-305.754995821158673	-312.610483772118073	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699500175821509	-1	1	3	2	5	3	4	4	6	7	4	5	6	5	4	6	7	7	9	8	10	9	9	8	11	12	12	15	14	15	16	18	17	15	18	19	19	19	19	20	20	23	21	21	22	22	24	22	24	24	27	24	26	28	0	1	1	2	11	1	6	2	2	13	6	6	2	4	2	11	16	9	10	2	24	13	17	13	23	13	24	26	27	20	29	30	34	26	0	30	34	34	35	36	36	48	39	39	38	43	30	32	48	44	49	42	52	53	1	1	1	1	1	2	1	1	3	1	1	1	2	1	2	2	1	1	1	3	1	1	1	1	2	3	2	2	2	5	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	5	2	1	2	2	1	1	1
45000	-311.967075465678988	-318.822563416638388	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619503490743930	-2	1	2	3	5	2	3	3	6	9	4	5	7	6	5	7	7	8	9	9	11	8	9	9	11	12	12	15	15	15	16	17	17	16	18	18	17	20	19	20	21	24	21	22	21	22	24	22	24	24	28	27	27	28	0	1	1	2	11	1	6	3	3	14	6	7	4	15	2	5	11	14	14	14	24	14	11	2	5	24	24	26	27	14	27	30	34	26	0	33	34	30	35	36	33	48	39	39	30	43	41	38	48	44	49	48	42	52	1	2	2	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	2	2	1	1	2	3	2	2	1	3	3	4	2	1	1	2	1	1	1	3	1	1	2	1	2	1	3	1	2	1	1	2	2	2	1	1
45500	-293.342068322023295	-300.197556272982695	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.802526587766920	-1	1	1	3	5	2	4	2	6	9	4	4	6	6	5	7	6	7	7	9	10	11	9	9	10	12	12	13	15	14	16	17	16	16	17	18	18	20	19	21	21	24	20	21	22	21	23	22	24	22	26	28	26	27	0	1	1	2	11	3	6	1	3	19	6	6	4	4	4	11	11	15	4	13	24	13	16	14	17	20	22	26	27	28	27	34	30	30	0	33	34	32	35	36	36	48	39	39	38	43	36	38	48	44	49	53	42	53	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	1	2	2	1	2	1	3	1	1	1	1	2	1	3	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	2	1	1	1
46000	-286.553971683563134	-293.409459634522534	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728697983504029	-1	1	2	2	5	2	4	0	6	8	4	4	6	5	6	7	6	7	8	9	10	10	9	9	11	13	13	14	14	17	17	17	15	16	18	17	18	20	19	19	21	24	20	20	22	22	24	22	23	25	27	26	26	27	0	1	1	2	11	1	6	1	3	13	6	6	2	2	14	11	11	4	14	19	24	4	17	13	23	20	24	26	27	34	29	34	26	33	0	33	34	32	35	36	36	48	39	39	38	43	41	38	38	44	49	38	42	52	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	1	1	1	3	1	3	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	2	3	1	1
46500	-318.734500526188413	-325.589988477147813	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722089892429983	0	1	2	3	5	2	3	2	6	9	4	6	7	5	5	8	6	7	8	8	9	10	8	8	11	11	13	14	14	16	15	17	16	14	17	18	19	21	20	20	20	23	21	19	19	22	21	20	21	24	27	27	25	28	0	1	1	2	11	1	6	1	3	19	6	6	14	2	4	11	11	15	14	14	24	18	17	14	23	21	21	26	26	34	29	30	34	20	0	34	30	45	35	36	33	45	35	35	34	43	33	45	48	44	49	53	42	53	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	2	1	3	1	2	1	1	1	1	3	1	2	2	1	2	1	2	2	2	1	2	1	3	1	1	2	2	1	2	1
47000	-286.774498576856217	-293.629986527815618	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669483817710250	0	1	2	2	4	2	4	4	6	9	3	6	6	6	5	7	6	8	8	9	9	11	9	10	10	12	14	14	11	15	17	18	17	17	18	18	19	19	20	21	21	24	21	22	21	22	24	22	24	24	27	25	27	27	0	1	2	2	11	1	6	1	3	19	6	7	2	2	2	11	11	14	13	19	14	10	17	21	23	20	29	20	24	22	29	34	30	30	0	33	34	34	35	36	36	48	39	39	38	43	36	38	48	35	49	42	52	52	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	1	1	2	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	3	2	1	1	1
47500	-313.328820316351027	-320.184308267310428	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606952526916702	-3	0	2	3	4	2	4	3	6	7	5	4	4	6	5	6	6	8	7	8	10	9	8	9	11	11	13	15	14	13	17	17	15	16	18	19	19	20	19	20	21	24	20	22	22	21	23	20	22	24	27	27	26	28	0	1	2	2	6	1	6	3	3	13	5	6	2	13	4	11	11	14	13	19	18	14	17	8	23	20	22	26	24	26	27	30	30	33	0	33	34	32	35	36	36	48	39	39	38	43	36	32	48	44	49	42	38	42	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	2	2	3	1	2	2	2	3	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	3	2	3	2
