step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67
64000	-390.729852729773029	-389.280282493279628	-1.449570236493411	0.000061245910461	0.000020610442650	0.336519491585151	0.587425798952885	0	0	2	2	3	4	6	5	6	5	9	6	8	7	9	10	9	10	9	10	9	8	11	9	11	12	12	13	12	11	14	12	12	14	12	13	15	15	14	17	15	17	17	15	14	15	15	17	17	15	17	16	19	17	18	17	18	18	17	19	20	20	21	21	21	21	24	0	0	1	1	1	3	5	5	6	6	9	6	9	10	6	22	3	12	22	11	12	10	1	12	19	19	20	10	18	20	17	24	24	25	15	0	18	25	23	38	25	20	44	31	23	33	6	32	18	45	38	27	27	46	12	0	17	34	20	56	57	46	59	60	52	46	61	1	1	1	1	2	1	1	1	1	1	2	2	1	1	3	1	3	2	1	1	2	3	5	2	1	2	1	4	1	1	2	2	2	2	2	1	3	2	1	2	2	4	1	1	2	1	5	2	2	1	1	2	4	1	5	1	4	2	3	1	1	2	2	1	3	2	2
64500	-382.532892542129389	-381.062172239937638	-1.470720302191737	0.000095030327455	0.000030135144550	0.317110814589168	0.601014712174268	0	1	1	3	4	5	7	5	7	5	8	6	8	7	9	9	7	10	9	10	10	10	11	11	11	13	12	13	13	13	12	13	11	14	11	13	14	13	14	16	15	17	16	16	14	15	14	18	16	15	17	16	18	14	16	16	18	19	18	19	21	19	22	21	22	23	22	0	0	1	1	3	1	5	5	12	1	17	6	12	10	12	14	10	13	14	11	10	19	3	19	19	24	11	33	15	20	18	19	19	25	18	0	17	25	27	25	24	52	31	47	31	25	31	34	27	39	41	45	39	38	9	0	52	38	37	56	57	41	59	60	52	38	57	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	6	1	1	1	3	1	3	2	1	2	1	2	1	1	3	1	1	2	2	1	2	1	1	2	1	1	2	1	1	1	1	1	5	1	1	3	2	1	2	2	2	1	3	6	1
65000	-345.594737118501769	-342.842163235651469	-2.752573882850307	0.000106872838775	0.000007566024673	0.070794644927179	0.657160590321399	-1	0	2	1	4	5	6	6	4	5	9	6	9	7	7	8	8	8	8	10	10	9	11	10	12	13	10	13	12	12	13	11	11	13	12	14	14	15	13	16	13	18	16	16	14	16	17	17	16	15	17	17	17	18	18	17	18	19	18	19	21	20	22	22	21	22	24	0	0	1	1	3	9	5	5	3	9	17	9	6	10	6	14	6	12	14	17	16	19	17	19	24	24	11	22	23	9	18	22	24	25	20	0	11	25	15	34	24	45	23	37	35	34	45	32	45	39	40	27	31	46	31	0	37	38	49	56	52	58	59	60	57	62	65	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	4	2	1	1	1	1	1	3	2	3	2	2	2	3	1	1	2	2	2	1	1	1	4	2	1	2	1	1	2	2	1	2	1	2	2	2	1	2
65500	-366.672802553290865	-364.750092251465787	-1.922710301825097	0.000067606567314	0.000010238067630	0.151435992632887	0.615603191508003	0	0	2	2	3	4	7	4	6	4	9	3	8	6	6	10	8	9	10	11	11	10	12	9	12	12	11	13	11	12	13	12	12	14	12	13	15	15	14	16	14	17	16	15	14	16	17	16	16	16	17	16	17	17	18	17	18	18	18	19	20	19	21	22	21	22	25	0	0	1	1	3	12	5	5	6	3	6	1	9	10	12	13	15	9	24	18	16	24	24	10	19	19	6	22	11	13	27	19	24	25	17	0	30	25	15	34	19	44	23	6	17	34	31	28	37	39	34	45	20	46	23	0	42	34	20	56	39	38	59	60	61	62	61	1	1	2	1	1	1	2	1	1	1	3	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	3	2	1	2	2	1	1	1	2	1	1	3	5	1	1	1	2	4	2	2	2	1	1	1	1	2	4	1	2	1	1	2	3	1	2	1	1	2	1	1	2
66000	-344.044495432750637	-342.498454466121075	-1.546040966629567	0.000090714579658	0.000024153846550	0.266262012585793	0.731340936776125	-1	1	1	2	3	4	5	5	6	5	9	7	8	6	8	9	9	9	9	10	10	10	12	10	11	11	12	11	12	12	14	12	13	13	12	14	15	14	13	15	15	17	16	16	15	14	18	17	16	16	15	17	18	17	18	17	18	18	19	19	20	20	22	22	20	22	24	0	0	1	3	3	3	5	5	6	6	13	6	9	3	12	10	12	6	10	11	19	16	18	16	19	24	20	22	13	11	15	24	19	25	11	0	31	34	17	25	24	37	23	31	30	25	23	32	30	39	46	37	42	46	37	0	45	34	49	56	57	54	37	60	57	62	65	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	1	2	2	1	3	1	1	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	2	1	3	2	1	1	2
66500	-356.025837855953682	-354.539932636176673	-1.485905219776996	0.000073365018526	0.000022370976433	0.304927019477260	0.548978274629206	0	1	1	2	4	4	7	5	7	5	10	6	8	7	8	9	8	9	8	11	11	9	11	10	11	13	12	12	12	11	14	12	13	13	13	14	14	16	14	16	15	17	16	15	13	15	17	16	16	16	17	16	18	18	18	17	18	18	18	19	21	19	22	21	20	22	24	0	0	1	1	1	1	5	5	6	6	13	3	9	10	6	10	6	17	14	11	10	19	13	14	24	22	18	22	15	13	11	24	28	25	20	0	20	34	18	25	22	27	31	6	11	25	45	32	31	37	26	27	52	40	47	0	52	25	49	56	65	51	37	56	52	62	65	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	2	2	1	1	1	2	1	1	2	1	3	1	2	2	1	2	1	1	1	1	1	1	1	3	2	3	2	1	6	2	2	2	2	2	1	1	2	1	1	1	1	2	4	1	1	1	1	3	3	2	2	2
67000	-384.885102588315362	-383.125068425082361	-1.760034163233008	0.000087115071999	0.000016245429508	0.186482420726247	0.564408451919105	0	0	2	3	4	4	6	6	6	6	9	6	8	7	9	8	8	10	8	9	10	9	11	10	13	12	10	12	12	11	14	13	13	11	11	13	16	15	13	16	16	17	16	15	13	16	17	18	16	15	17	16	18	18	18	17	18	17	18	19	20	20	22	21	22	22	23	0	0	1	3	1	3	5	5	3	6	8	3	9	10	12	14	6	9	10	8	10	19	13	19	34	30	20	19	3	6	12	24	24	19	17	0	12	25	11	34	31	29	20	23	35	25	30	22	45	30	38	31	37	38	37	0	52	46	52	56	57	40	29	60	61	62	65	1	1	1	1	2	1	2	2	2	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	3	5	4	4	2	1	2	1	1	4	1	2	2	1	2	4	2	1	2	2	3	2	1	1	2	1	2	1	1	2	1	1	1	1	2	5	2	1	1	1
67500	-368.996787110248988	-366.952709863548023	-2.044077246700985	0.000105139802426	0.000013895689764	0.132163932621122	0.676154279734015	0	-2	1	2	3	4	6	5	5	5	9	6	8	6	6	9	9	9	9	11	9	10	11	10	12	12	11	13	12	12	15	11	12	13	12	13	15	14	13	16	14	17	15	16	14	16	17	16	17	15	17	14	18	17	18	16	18	18	18	20	20	19	21	21	22	20	25	0	0	1	1	1	3	5	5	1	6	6	1	5	10	3	14	12	15	9	18	13	19	18	19	24	24	12	22	12	20	23	13	19	25	12	0	45	25	18	34	19	43	17	31	20	25	23	41	52	39	46	9	42	34	47	0	39	34	27	56	57	54	49	56	61	62	61	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	3	1	1	1	2	2	2	1	3	1	1	2	2	1	2	1	1	3	1	2	1	1	3	3	3	2	1	1	2	2	2	1	2
68000	-363.785973720597667	-362.102166712328824	-1.683807008268864	0.000064103683074	0.000013374691882	0.208641551325203	0.727578670970680	-1	0	0	2	4	3	6	5	6	5	10	5	8	7	8	8	8	9	8	11	11	9	11	10	11	13	9	13	12	12	14	12	12	12	12	13	14	14	14	16	15	17	17	15	14	16	17	16	14	16	17	16	19	17	18	18	18	18	18	20	20	20	20	22	22	22	24	0	0	1	1	3	3	8	5	12	6	13	5	9	10	9	10	12	9	10	27	16	16	9	19	24	23	17	22	6	18	18	10	24	25	11	0	11	34	17	34	28	31	45	23	11	34	49	24	23	39	34	11	42	41	45	0	52	28	52	56	52	38	59	60	61	62	57	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	1	1	1	2	3	2	1	4	1	1	1	1	2	2	2	2	1	1	2	2	2	2	1	2	2	1	2	3	2	1	2	1	1	2	1	1	2	2	1	1	1	1	3
68500	-418.216945298486507	-416.656784318044288	-1.560160980442235	0.000077730092439	0.000020115699058	0.258789079324877	0.582846720180193	-2	1	1	1	4	4	6	6	7	5	9	6	8	6	8	9	8	10	9	10	11	9	11	8	13	12	11	12	13	11	15	10	11	13	11	12	15	13	14	17	15	16	14	15	14	16	17	18	17	16	16	16	19	18	16	17	17	19	17	20	17	20	22	22	21	22	25	0	0	1	1	1	3	6	5	6	6	12	6	12	10	12	14	9	15	10	6	16	24	13	14	24	24	17	22	5	17	23	24	19	24	17	0	30	32	5	41	32	30	35	23	13	25	23	19	27	11	34	11	42	45	31	0	45	54	37	56	45	40	49	56	61	40	52	1	1	2	1	2	2	1	1	1	1	2	2	1	1	1	2	1	1	2	3	2	1	1	1	2	2	1	1	4	2	2	2	1	2	2	1	2	1	5	2	2	2	2	2	3	2	2	4	2	3	2	3	2	2	1	1	2	1	2	1	2	1	2	3	2	2	3
69000	-355.395404227809081	-353.549234985981684	-1.846169241827371	0.000114101603306	0.000018973708229	0.166287831887689	0.661716027309996	1	0	2	3	4	4	6	5	7	5	9	6	8	7	8	10	8	9	10	10	11	10	11	11	12	12	11	12	13	12	14	11	13	13	12	14	14	15	14	17	16	17	16	15	14	15	17	14	15	15	18	16	18	16	18	18	18	18	18	19	20	20	21	22	22	22	24	0	0	1	1	1	3	5	5	6	6	17	6	12	10	12	14	6	12	17	18	14	14	12	17	22	32	20	14	13	20	13	17	28	25	22	0	30	25	35	25	32	52	31	23	27	25	44	24	23	39	46	45	49	34	49	0	52	46	27	56	57	58	59	60	61	62	65	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	2	1	1	1	3	3	1	2	2	1	1	1	1	2	2	1	2	3	1	2	2	1	2	1	1	2	1	2	2	2	2	1	1	1	2	3	1	1	2	1	2	1	2	1
69500	-342.772887029718333	-340.651122527752989	-2.121764501965361	0.000080943029368	0.000009867011211	0.121900690993669	0.790719458059576	0	1	2	2	4	3	7	6	5	5	8	7	8	6	9	9	9	9	9	10	8	10	10	11	12	13	11	12	12	13	14	13	13	14	12	12	15	15	14	16	15	18	16	16	13	13	17	17	16	16	17	15	16	16	18	16	17	16	17	18	19	20	20	21	22	22	24	0	0	1	1	3	1	5	5	6	3	12	9	12	10	13	10	11	12	10	17	14	16	15	19	24	19	16	22	20	13	23	19	19	46	20	0	17	25	11	24	24	53	31	31	20	25	31	32	45	31	38	45	39	25	37	0	52	25	37	56	57	54	59	60	61	62	61	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	2	2	4	3	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	2	2	2
70000	-332.050699576303202	-330.260808502911800	-1.789891073391418	0.000082933559356	0.000014844160837	0.178988589811475	0.817183517541683	0	-1	2	3	3	4	6	6	6	5	9	7	9	6	7	9	7	8	10	10	10	8	11	10	13	12	11	12	12	12	15	12	13	14	11	14	15	15	13	16	15	17	16	15	14	15	17	18	17	16	17	16	18	17	18	17	18	19	19	19	21	21	21	22	20	23	24	0	0	1	1	1	3	5	5	6	6	17	14	12	10	6	14	6	12	22	11	10	14	13	22	21	24	9	22	23	17	23	13	32	25	20	0	13	34	13	46	19	45	37	12	30	34	44	31	31	31	41	30	45	46	47	0	52	34	49	56	65	58	59	60	57	62	65	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	3	2	1	2	2	2	1	1	1	1	2	1	1	1	3	2	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2
70500	-360.075482239354073	-358.500454153723524	-1.575028085630540	0.000100645768693	0.000025303970998	0.251416143237863	0.667514921068305	0	1	1	2	3	4	5	4	5	5	9	6	9	6	8	10	9	10	8	11	11	8	11	11	13	11	11	11	13	12	13	13	13	13	13	12	16	15	14	17	16	17	15	15	14	14	17	17	17	16	17	16	18	17	19	17	18	18	18	19	19	20	21	22	21	22	24	0	0	1	1	3	1	5	1	3	6	15	9	15	10	12	13	9	15	14	11	16	10	12	19	24	19	17	19	15	15	23	24	17	24	13	0	17	34	23	25	26	30	23	31	20	34	43	32	43	45	38	30	52	41	45	0	37	25	49	56	57	34	53	60	61	25	52	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	2	1	1	1	2	1	2	1	3	1	2	2	3	2	2	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	3	2	2	1	4	3
71000	-349.611799239613958	-348.028276206716782	-1.583523032897164	0.000066266667772	0.000016394981638	0.247409175518254	0.741997967936761	0	1	2	2	4	2	7	6	6	5	9	7	8	6	9	9	8	9	9	10	10	8	10	11	11	13	11	11	12	13	14	11	13	14	13	13	14	14	14	16	15	17	16	16	14	13	16	17	16	15	17	17	17	15	19	17	18	18	19	19	18	21	21	22	21	22	24	0	0	1	1	3	1	5	5	3	6	17	10	9	10	13	9	12	9	10	17	16	9	18	19	22	28	11	22	23	12	23	19	24	46	27	0	20	25	11	34	26	45	37	23	20	19	31	32	37	37	38	45	30	38	47	0	52	40	49	56	53	58	49	60	61	62	65	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	1	2	1	2	2	1	1	1	2	1	2	2	3	1	1	2	1	4	2	2	1	3	1	1	2	1	2	1	2	1	1	2	1	1	1	2	3	2	2	1	2
71500	-386.396296174140616	-384.602955238616232	-1.793340935524385	0.000082456043944	0.000014690282967	0.178158959176313	0.653035941061119	0	1	1	2	4	4	6	6	7	5	9	6	8	7	6	8	8	10	8	11	10	9	11	10	12	12	12	11	11	13	14	13	13	14	11	14	14	15	14	14	16	17	16	16	13	14	16	17	16	13	16	16	18	17	19	16	17	17	18	18	20	20	22	22	22	21	24	0	0	1	3	1	1	5	5	5	6	17	3	6	1	10	12	9	9	10	11	10	19	17	19	12	19	11	22	9	15	13	22	24	25	14	0	18	25	45	25	24	37	18	23	23	25	23	32	17	13	46	35	49	25	43	0	52	40	49	56	57	58	59	60	61	34	61	1	1	1	1	2	2	2	1	1	1	1	2	2	4	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	2	3	1	1	2	2	1	2	2	1	1	3	2	2	2	1	1	2	2	3	2	1	3	1	2	1	1	1	2	1	1	1	2	2	2	1	3	2
72000	-369.758573618820833	-368.235667652412531	-1.522905966408284	0.000065673222688	0.000018366283613	0.279661677339868	0.588610534913364	0	0	1	2	3	3	7	6	6	4	10	5	8	6	9	8	9	10	8	7	11	10	11	10	12	12	11	13	11	13	14	12	12	13	12	14	15	14	14	16	14	16	17	16	14	15	15	17	16	16	17	16	18	17	19	15	18	17	18	20	21	21	21	22	20	22	24	0	0	1	1	3	1	5	5	12	6	20	6	9	10	13	14	20	9	14	9	16	19	15	19	24	24	17	22	17	17	9	22	19	25	13	0	17	34	6	34	22	30	47	27	11	25	9	25	31	35	41	45	42	40	44	0	52	38	31	56	65	34	59	60	57	46	61	1	1	1	2	1	2	3	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	5	1	3	1	2	1	3	1	6	2	3	2	1	2	2	3	3	3	1	1	2	2	1	1	1	1	1	2	2	2	1	4	2	1	1	3	2
72500	-401.788826725493550	-399.639851447923320	-2.148975277570204	0.000095302975109	0.000011304297622	0.118614320368807	0.516922949733018	0	1	1	2	2	3	5	5	7	6	10	5	8	6	7	9	8	7	9	11	10	10	10	10	13	10	11	13	12	12	14	12	13	12	12	12	15	16	14	16	14	15	16	15	15	16	17	17	17	16	18	17	19	17	19	18	18	19	18	19	20	20	22	22	22	20	24	0	0	1	3	1	3	5	5	3	6	17	1	12	6	6	9	10	6	13	23	14	19	15	19	34	19	18	24	27	23	18	24	24	19	11	0	20	34	23	32	32	30	23	13	20	25	31	24	45	39	28	20	31	46	47	0	37	25	49	56	57	32	59	60	57	38	65	1	1	1	1	1	1	2	2	4	2	1	3	1	2	3	2	1	2	1	1	2	1	3	1	1	1	2	3	1	1	3	1	1	2	1	1	3	2	1	2	1	2	4	4	2	2	2	3	1	1	2	2	1	1	1	1	2	2	1	1	2	4	2	2	2	2	1
73000	-376.821084774111000	-374.922905056579850	-1.898179717531159	0.000089036467194	0.000013883514828	0.155930657018328	0.588808506159481	0	1	1	2	5	3	5	6	5	5	9	7	8	3	7	8	7	9	9	10	9	9	11	11	13	13	12	12	11	11	14	13	12	13	12	13	16	15	15	17	14	17	16	14	15	15	17	18	16	15	17	16	17	17	18	18	18	18	19	20	21	19	21	22	19	22	24	0	0	1	3	1	3	1	5	6	14	17	3	9	3	9	14	9	9	10	17	10	12	17	19	24	24	9	22	12	15	23	24	14	22	15	0	45	25	30	25	28	52	31	23	11	19	23	32	45	31	34	33	20	34	17	0	53	25	49	56	65	58	49	60	52	62	57	1	1	1	1	2	1	2	1	1	1	1	3	1	1	1	2	1	2	2	1	2	2	1	1	1	1	3	2	2	2	2	1	7	2	2	1	1	2	3	2	1	1	1	1	2	3	3	2	1	1	2	2	3	1	4	1	1	2	1	1	1	1	2	1	2	1	3
73500	-408.868642447687535	-406.904662784467689	-1.963979663219860	0.000117890234856	0.000017019514823	0.144367468975604	0.557965367006444	-1	-1	2	2	4	4	6	6	5	6	9	5	8	7	8	10	9	10	8	11	11	9	11	11	11	12	10	11	12	11	14	11	12	13	12	13	15	15	15	16	15	16	15	14	14	13	17	18	17	13	17	16	18	16	17	17	17	18	19	19	21	20	21	22	21	21	24	0	0	1	1	3	3	5	3	6	6	12	3	9	10	3	1	13	13	6	11	19	19	13	22	19	19	17	22	15	11	23	22	19	25	23	0	31	25	20	32	24	11	30	26	10	24	23	33	35	19	46	20	20	34	27	0	39	41	53	56	57	54	42	60	57	40	57	1	1	1	1	1	1	1	2	1	1	2	1	1	1	5	6	1	1	2	1	2	1	1	1	1	2	1	2	2	2	1	1	2	2	1	1	1	2	3	3	2	3	2	1	4	2	3	4	3	3	2	2	3	2	4	1	1	2	1	1	2	2	3	2	2	2	3
74000	-395.805547354929161	-393.852986564353785	-1.952560790575375	0.000116282161091	0.000017008008149	0.146264981568087	0.526648940415906	1	0	2	2	5	4	6	4	6	5	10	6	8	7	7	9	8	9	9	10	11	8	10	11	12	13	12	11	13	12	14	12	12	13	11	13	15	15	12	17	16	17	16	15	13	16	17	15	16	15	17	15	18	17	17	16	18	18	17	19	21	19	22	21	21	22	23	0	0	1	1	3	3	1	3	6	6	7	6	12	10	1	14	15	14	22	9	16	14	13	19	7	24	9	15	15	11	23	19	19	24	17	0	15	34	20	48	22	52	48	31	9	34	31	15	35	39	25	27	42	38	35	0	52	41	43	56	57	40	48	56	41	51	53	1	1	1	1	2	1	3	1	1	1	2	1	1	1	3	1	1	1	1	2	1	1	1	2	4	1	3	2	2	1	2	1	2	1	1	1	3	1	1	1	3	1	1	1	5	2	2	6	3	1	3	2	1	1	3	1	2	1	1	1	2	1	4	3	3	2	2
74500	-355.047530390772749	-353.253706798071221	-1.793823592701545	0.000093146751099	0.000016584169776	0.178043459165463	0.585780464281280	1	1	2	2	3	3	7	5	5	5	10	6	8	7	7	9	7	10	9	10	10	9	10	9	12	12	11	11	11	11	14	13	12	13	13	13	15	16	13	16	14	16	16	16	13	15	17	18	16	15	18	17	15	18	18	17	18	18	18	19	21	20	21	22	19	22	24	0	0	1	1	3	1	9	5	1	6	15	6	12	10	6	10	9	1	15	17	16	14	13	15	24	19	20	19	13	20	23	28	22	25	27	0	27	25	12	25	19	45	20	39	30	25	31	32	18	18	40	31	30	40	49	0	42	40	43	56	65	25	59	60	57	62	65	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	3	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	3	2	2	2	3	2	1	2	1	2	2	3	1	2	2	1	1	1	2	1	1	1	1	4	2	2	1	1	2
75000	-347.984918003290375	-345.590542500206880	-2.394375503083490	0.000076047183241	0.000007182755592	0.094451303602983	0.611647260346145	0	-1	2	2	4	4	6	5	6	5	9	7	8	7	8	9	8	9	10	11	9	9	10	11	12	12	11	12	12	12	12	13	12	13	12	14	15	15	14	16	15	16	16	15	15	15	17	17	16	15	16	16	17	17	18	18	18	19	19	20	20	20	21	21	18	22	24	0	0	1	1	4	1	5	5	6	6	17	6	9	10	12	12	9	9	6	17	10	6	13	19	19	19	22	19	12	11	12	21	19	25	17	0	30	34	30	34	24	45	18	31	20	34	27	24	13	39	25	27	42	46	52	0	52	25	47	56	65	58	59	56	52	62	61	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	3	1	2	3	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	2	1	2	1	2	2	3	2	3	1	2	3	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2
75500	-367.677504456101303	-365.729723485664636	-1.947780970436640	0.000085438252404	0.000012565586952	0.147072143901147	0.512290994467862	0	0	1	2	5	5	7	6	7	5	10	3	8	6	8	10	9	10	9	11	9	9	11	11	12	13	11	12	12	13	14	12	13	13	12	13	16	16	14	17	12	17	17	15	13	15	16	18	17	14	18	16	19	16	18	17	18	18	18	19	21	20	21	21	20	22	24	0	0	1	3	1	3	5	5	3	12	13	3	6	12	6	15	13	3	10	17	14	6	15	19	19	41	17	22	9	17	30	24	41	25	27	0	20	34	45	34	24	45	47	23	17	34	45	32	30	27	38	45	52	34	15	0	52	54	52	56	65	51	59	60	53	62	65	1	1	1	1	3	1	1	1	3	1	2	1	2	2	2	1	1	4	2	2	1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	3	1	2	1	2	2	1	2	4	3	2	1	2	2	2	5	1	1	1	1	2	1	1	2	2	1	1	2
76000	-359.460685413226884	-357.877109587913367	-1.583575825313525	0.000067412490364	0.000016676819647	0.247384713974136	0.606313352980423	0	-1	2	2	2	3	6	6	5	4	10	7	7	6	9	9	8	10	7	11	10	9	12	10	12	13	11	12	11	12	14	12	12	14	12	13	14	15	14	17	14	16	16	16	15	15	16	17	16	13	18	15	19	17	16	17	18	18	17	19	19	20	21	22	21	22	25	0	0	1	1	1	3	5	5	6	6	17	9	9	10	13	10	12	13	10	17	10	19	12	19	16	24	18	22	18	17	18	24	19	25	17	0	17	34	30	41	22	37	23	23	30	25	18	32	18	27	46	27	42	34	23	0	52	54	31	56	52	54	59	60	57	62	65	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	3	1	2	1	2	2	2	3	2	2	2	1	1	1	2	2	1	2	1	1	1	3	1	2	2	2	1	2	3	2	2	3	2	3	1	1	2	2	1	2	1	2	1	2	1	2	2	3	2	1	1	2
76500	-369.578542753201646	-367.740683664512403	-1.837859088689250	0.000058796168212	0.000009881166609	0.168058002925680	0.632795730001171	0	0	2	3	4	3	6	4	6	5	9	6	8	6	8	9	8	10	10	11	11	8	12	10	12	12	12	13	12	12	14	13	11	13	13	14	14	16	13	17	14	17	14	15	13	16	16	18	16	15	17	16	18	17	18	17	18	19	19	19	20	21	20	21	19	22	23	0	0	1	3	1	1	5	3	6	6	17	6	6	10	5	10	12	17	22	11	16	14	15	14	22	22	9	19	13	15	23	19	24	25	18	0	30	34	30	34	19	20	23	31	17	25	31	32	27	18	34	17	30	46	18	0	42	54	52	56	65	40	12	60	57	62	61	1	1	1	1	2	1	1	2	2	1	1	2	2	1	2	2	1	1	1	1	1	2	2	2	1	2	4	1	2	2	1	1	1	1	1	1	1	2	1	2	2	3	1	1	4	2	1	2	2	3	3	4	3	1	4	1	1	1	2	1	1	2	6	2	1	1	2
77000	-368.611668693292586	-366.646711489605991	-1.964957203686604	0.000097636615567	0.000014079884182	0.144207007796146	0.581891432396580	0	0	2	3	4	4	6	5	6	5	9	6	9	7	8	9	8	9	10	10	10	10	10	9	12	12	12	13	13	12	14	11	12	13	13	14	14	15	14	17	15	16	15	14	13	16	17	16	15	16	16	17	18	18	18	17	19	19	15	19	20	20	21	21	21	22	25	0	0	1	1	1	3	5	5	6	6	3	6	9	10	6	14	9	1	14	17	14	14	12	10	24	14	20	22	18	20	15	19	24	25	20	0	20	34	20	34	19	35	30	23	18	25	35	19	20	45	41	31	37	48	39	0	52	26	23	56	53	58	53	60	61	54	42	1	1	1	1	2	1	1	1	1	1	4	1	1	1	2	1	1	3	1	1	2	1	2	2	2	2	1	2	2	1	2	1	2	1	2	1	2	1	3	2	2	2	1	2	3	2	2	3	3	2	1	2	2	1	2	1	1	3	2	1	1	1	2	1	1	2	4
