step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46
71000	-253.186533484811378	-251.583999960462137	-1.602533524349253	0.000078798428896	0.000018827212664	0.238928782314708	0.546005581172574	-1	2	4	3	3	5	7	8	6	9	10	11	11	13	13	13	14	13	16	14	14	19	15	16	18	16	19	18	19	19	18	23	20	22	21	21	21	22	24	24	24	25	25	25	27	28	0	1	2	2	2	4	4	6	0	8	9	10	10	13	13	0	14	13	16	16	0	18	15	21	26	15	13	24	28	26	23	30	24	31	29	22	33	29	35	29	35	39	33	35	40	40	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	1	1	1	2	4	2	1	2	2	1	2	2	2	1	1	2	2	2	2	1	2	2	1	2
71500	-219.152738523667523	-217.611452145623758	-1.541286378043755	0.000076444198060	0.000020555225464	0.268891897434564	0.763363779289521	0	2	4	3	4	4	6	6	7	8	10	10	11	12	12	13	14	13	15	15	14	18	16	16	19	18	19	19	20	18	18	22	20	22	22	23	22	23	23	25	25	25	25	27	27	28	0	1	2	2	2	4	4	6	0	8	9	10	12	12	13	0	14	15	16	16	0	23	18	21	30	13	31	24	24	13	23	27	28	30	29	30	33	29	35	39	35	35	39	42	40	35	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	2	2	3	1	1	1	2	1	3	1	2	1	1	2	1	1	1	2	2
72000	-247.914844430081700	-246.296042944640334	-1.618801485441364	0.000112435920753	0.000026102274722	0.232152452234207	0.787470615115072	0	2	4	3	4	5	6	7	7	10	10	12	11	12	13	12	14	14	15	15	15	18	15	16	19	16	19	19	20	17	18	22	20	21	22	22	22	21	23	23	23	26	26	26	27	28	0	1	2	2	2	4	4	6	0	8	9	10	8	10	13	0	14	14	16	16	0	15	18	21	15	15	30	24	28	18	26	25	24	31	38	22	33	28	29	29	38	29	35	35	38	39	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	2	2	1	2	1	1	3	3	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	3
72500	-249.291667667805143	-247.780204488579841	-1.511463179225296	0.000078919943625	0.000022642802062	0.286908492600546	0.634898718318900	-2	1	2	3	5	5	6	7	7	9	9	11	12	13	13	14	14	13	16	15	15	18	15	17	19	18	19	18	18	20	16	22	20	20	21	21	21	22	22	24	24	26	25	25	27	28	0	1	2	2	4	4	4	6	0	8	9	10	12	12	13	0	14	13	16	16	0	15	18	21	31	18	31	24	24	23	15	27	28	31	29	22	33	29	29	38	35	35	29	39	41	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	4	2	1	1	1	2	2	1	2	2	1	2	2	5	2	2	1
73000	-242.765163620926074	-241.083532830243001	-1.681630790683064	0.000093708092163	0.000019617800588	0.209350122656139	0.739802950365049	-1	1	3	3	4	5	6	6	5	9	9	10	11	12	12	13	15	13	16	14	14	18	16	16	20	17	20	18	19	18	19	22	20	21	21	22	22	23	22	25	23	25	26	27	28	28	0	1	2	2	3	4	4	6	0	8	9	7	12	12	12	0	14	15	16	16	0	18	18	21	30	15	31	24	24	23	26	27	28	30	28	30	33	29	29	35	35	35	40	42	40	42	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	2	1	1	2	1
73500	-239.330750707395680	-237.891579426100407	-1.439171281295268	0.000073382105852	0.000025492832800	0.347398490457589	0.744294322182036	-2	2	4	3	4	4	7	6	6	8	11	10	11	12	12	13	14	14	15	14	15	19	16	16	19	17	20	18	19	20	18	22	21	21	21	21	23	22	23	23	24	25	25	27	27	26	0	1	2	2	2	4	4	6	0	8	9	8	12	12	13	0	14	15	16	16	0	31	15	21	26	15	31	24	28	13	15	27	28	30	29	30	33	29	29	29	38	35	40	40	40	35	1	1	1	1	1	1	2	2	1	1	3	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	3	2	1	1	1	1	1	1	1	2	2	1	4	1	1	2	2
74000	-225.232025647505083	-223.685790960867166	-1.546234686637920	0.000084733526354	0.000022552346973	0.266156124301740	0.756820229963374	0	2	3	4	4	5	6	7	5	9	11	10	11	12	12	12	14	13	14	14	14	19	16	17	19	18	20	18	20	20	19	21	20	20	21	23	21	22	23	25	24	25	25	26	28	28	0	1	2	2	2	4	4	6	0	8	9	10	12	12	13	0	14	15	16	16	0	26	18	21	15	23	23	24	28	25	23	31	28	25	29	31	33	29	29	29	38	38	35	39	44	40	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	2	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1
74500	-232.330627874803042	-230.466544961420084	-1.864082913382964	0.000058528879723	0.000009515893021	0.162584574761401	0.752410768649442	0	2	4	3	5	5	7	6	7	9	10	11	11	12	12	13	14	13	15	15	15	17	16	16	19	18	20	18	20	16	19	22	20	21	21	22	22	22	24	24	24	25	26	27	28	29	0	1	2	2	2	4	4	6	0	8	9	10	10	12	13	0	14	15	16	16	0	15	18	21	22	13	31	24	24	15	26	26	28	27	33	27	33	35	38	38	38	35	41	35	40	40	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	2	2	2	1	2	2	1	1	1	2	1	2	2	1	2	1	2	2	2
75000	-244.986195662214982	-243.261482881105508	-1.724712781109468	0.000096208299261	0.000018871521202	0.196152736793338	0.685475363340618	0	2	3	3	4	5	6	6	6	9	11	10	12	11	12	12	13	14	16	14	15	18	16	16	18	19	19	19	20	16	19	23	21	22	21	23	23	23	23	24	24	26	25	28	27	28	0	1	2	2	2	4	4	6	0	2	9	10	12	12	12	0	14	15	16	16	0	18	18	21	30	23	22	24	28	15	15	27	28	22	29	31	33	29	35	28	29	39	40	42	38	39	1	1	1	1	1	1	2	1	1	3	2	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	2	4	3	1	3	1	2	1	2	1	3	2	1	1	1	2	2
75500	-236.675507581978394	-235.260105204957114	-1.415402377021294	0.000097000164487	0.000036571062010	0.377020618504905	0.741744028855651	1	2	3	3	4	5	5	7	7	9	9	11	11	12	12	13	14	12	15	14	14	18	14	16	20	17	20	18	19	19	19	22	20	21	22	20	23	21	23	25	24	25	25	26	27	28	0	1	2	2	2	4	4	6	0	6	9	10	10	10	13	0	14	13	16	16	0	26	18	21	15	18	30	24	24	13	23	22	28	31	28	26	35	29	29	39	35	24	39	40	42	44	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	1	1	2	3	2	2	1	1	2	2	1	1	2	1	2	4	1	1	1	1
76000	-254.450710135336607	-252.849907708967294	-1.600802426369311	0.000073677402736	0.000017658623514	0.239674891595589	0.744976101287589	0	2	4	3	5	5	6	4	6	8	10	10	12	12	13	12	13	14	15	14	15	17	15	16	20	17	19	18	20	17	18	22	20	21	22	21	22	22	22	24	25	26	24	27	28	28	0	1	2	2	2	4	4	4	0	8	9	10	12	12	12	0	14	13	16	16	0	15	18	21	31	15	30	24	28	15	15	13	28	22	29	22	33	29	29	35	35	24	29	35	40	38	1	1	1	1	2	1	1	1	1	3	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	3	4	2	2	1	2	1	2	1	1	1	4	1	2	2	2
76500	-249.860228223412577	-248.348262098389966	-1.511966125022602	0.000084285576336	0.000024154588112	0.286580328001300	0.723873960348673	1	3	4	3	6	4	5	6	7	9	11	11	11	11	11	13	15	12	15	14	15	17	16	16	20	18	19	18	21	19	18	21	19	21	21	22	20	23	22	24	25	25	25	27	25	28	0	1	2	1	2	4	4	6	0	8	9	10	8	10	10	0	14	13	16	16	0	12	18	21	23	23	31	24	28	23	23	26	24	26	33	25	33	39	35	39	39	39	35	38	35	38	1	1	1	1	2	1	1	1	1	2	2	2	3	1	1	1	1	1	1	1	1	3	2	1	2	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	2	2	2	2	3
77000	-253.973749158259324	-252.197865630290551	-1.775883527968768	0.000075102796940	0.000013701194552	0.182432547255694	0.631311129809768	0	2	4	3	5	4	6	8	7	9	11	12	10	13	13	13	14	12	15	14	13	17	15	16	20	18	20	19	20	18	19	22	20	21	22	23	22	22	23	25	24	25	26	27	28	28	0	1	2	2	2	4	4	5	0	8	9	13	7	13	18	0	14	13	16	16	0	15	18	21	23	18	31	24	24	15	26	27	28	22	29	22	33	29	29	35	29	39	42	29	41	35	1	1	1	1	2	1	1	1	1	1	3	1	3	2	1	1	1	1	1	1	1	2	2	1	3	3	1	1	2	2	1	1	1	2	2	3	1	2	2	2	2	1	1	2	2	3
77500	-228.157638805226128	-226.686669602726028	-1.470969202500112	0.000095743313500	0.000030341108704	0.316900549969433	0.707633610377479	1	2	4	4	5	5	6	7	8	9	10	12	10	12	12	13	15	14	15	15	15	16	15	16	20	18	19	18	20	19	18	22	19	22	21	21	22	23	24	23	24	24	25	28	27	28	0	1	2	2	2	4	4	6	0	8	9	13	10	13	13	0	14	15	16	16	0	15	18	21	31	12	22	24	28	22	22	31	28	26	29	27	33	29	29	29	29	29	39	38	42	40	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2	2	1	2	1	1	2	2	2	1	2	2	1	4	1	3
78000	-238.824900941731983	-237.058514557194542	-1.766386384537442	0.000085743915740	0.000015848827648	0.184839093376654	0.576151009890641	0	2	3	3	5	5	7	7	7	9	10	11	11	11	13	13	14	13	15	15	13	17	16	15	19	19	19	18	19	19	18	23	20	21	22	21	22	21	23	24	23	26	25	27	28	28	0	1	2	2	3	4	6	5	0	8	9	10	10	10	13	0	14	13	16	16	0	18	18	21	18	15	22	24	24	22	15	27	24	27	38	27	33	28	38	38	35	35	38	41	42	41	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	1	3	3	1	1	2	1	2	2	4	1	1	1	1	1	2	2	1	2	2	3	1	3
78500	-239.037969926249644	-237.467912118339115	-1.570057807910523	0.000083260301255	0.000021133808785	0.253828156597096	0.650208918493395	-1	2	3	3	4	5	6	7	7	9	10	11	10	13	12	13	14	14	15	15	15	17	16	17	19	18	20	19	21	19	15	23	20	21	19	21	22	23	23	25	25	25	25	26	27	28	0	1	1	2	2	4	4	6	0	8	9	13	10	12	13	0	14	15	16	16	0	31	18	21	15	15	22	24	35	13	15	27	28	30	24	31	33	29	35	29	38	29	38	42	40	41	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	3	2	1	2	1	4	1	2	1	1	1	2	1	2	2	2	1	2	1	1	1	1
79000	-236.352666307310557	-234.722685352111711	-1.629980955198848	0.000099940073694	0.000022759008224	0.227726550350334	0.771354068993158	-2	0	4	3	5	4	5	7	7	9	11	12	11	13	12	14	14	13	15	15	15	18	16	17	20	17	19	19	20	18	18	21	21	21	21	22	23	22	23	24	25	25	25	28	27	29	0	1	4	2	4	4	4	3	0	8	9	13	10	12	13	0	14	15	16	16	0	15	18	21	26	15	22	24	28	15	15	25	28	30	24	22	33	29	35	38	35	39	38	40	41	29	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	1	1	3	4	1	2	1	1	2	1	1	1	1	2	1	1	2	1	4
79500	-233.208879509230201	-231.415690843551914	-1.793188665678296	0.000081986592827	0.000014609635861	0.178195426321369	0.754909143859681	0	1	3	3	4	4	5	8	8	9	10	10	10	12	13	11	14	13	16	14	15	18	15	17	20	19	20	18	21	18	19	22	20	22	20	22	22	23	23	23	23	24	24	27	26	28	0	1	2	2	2	2	4	6	0	8	9	8	8	13	13	0	14	13	16	16	0	23	15	21	26	22	31	24	35	15	22	31	28	27	24	27	33	35	35	35	29	35	41	39	42	39	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	2	2	1	2	1	2
80000	-264.883168489342438	-263.076900489403783	-1.806267999938659	0.000103521530192	0.000018127942372	0.175112774498940	0.572473348070340	1	2	3	3	4	5	5	7	6	7	10	10	11	12	12	13	14	13	14	15	14	18	15	16	19	18	20	19	20	19	18	23	19	21	21	22	22	23	22	25	24	26	23	27	27	29	0	1	2	2	2	4	4	6	0	6	9	10	10	12	12	0	14	13	16	16	0	18	13	21	23	15	31	24	28	18	18	31	24	25	24	31	28	29	29	43	38	29	28	43	35	35	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	1	3	2	1	3	2	1	1	1	3	2	2	2	1	3	1	1	2	2	2	1	2	2	2	4	4
80500	-244.378128720705860	-242.920412804225975	-1.457715916479894	0.000096065972218	0.000031572833726	0.328657827495527	0.644181320203660	0	1	3	3	4	5	6	8	6	10	10	10	11	12	13	13	14	14	16	15	15	18	15	16	17	17	19	18	20	17	19	23	20	21	22	23	22	22	24	25	24	25	25	27	27	28	0	1	2	2	2	4	5	6	0	6	9	6	10	12	13	0	10	13	16	16	0	23	15	21	15	15	22	24	24	12	15	27	24	27	29	27	33	29	35	29	38	35	29	39	35	44	1	1	1	1	1	1	1	2	1	3	2	2	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	3	3	2	2	1	1	2	1	1	1	2	1	2	3	1	3	1
81000	-239.782053667523741	-237.606539029783676	-2.175514637740062	0.000080694751691	0.000009323995198	0.115546488496449	0.787850854688621	-2	2	4	3	4	5	5	7	8	10	10	11	12	12	13	13	15	14	16	15	15	17	14	16	19	18	18	18	20	19	17	22	19	21	22	22	22	22	24	25	24	26	25	26	27	28	0	1	1	2	2	4	4	6	0	8	9	10	10	12	13	0	14	15	16	16	0	15	15	21	31	13	18	24	24	22	15	26	24	31	28	27	33	28	35	39	38	39	41	39	35	45	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	3	2	2	2	1	2	2	1	2	2	2	2	2	1	1	1	1	1	2	3	1
81500	-266.798874922628499	-264.668549442642870	-2.130325479985636	0.000121474105538	0.000014680238756	0.120850766433548	0.613314319930379	0	1	2	3	6	5	7	7	7	9	10	11	10	13	12	13	14	13	15	15	13	18	15	17	20	18	19	17	20	18	17	21	20	22	21	21	22	21	22	23	23	25	24	27	26	27	0	1	2	2	2	4	4	1	0	5	9	13	8	12	12	0	14	15	16	16	0	31	18	21	18	15	30	21	24	12	15	27	24	30	28	31	33	24	33	29	38	24	35	40	39	29	1	1	1	1	3	1	2	4	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	4	3	1	2	2	2	2	2	2	1	1	1	3	1	2	2	2
82000	-228.920114604990175	-226.880818460785633	-2.039296144204544	0.000129801210981	0.000017243123275	0.132842545492225	0.741779613223402	0	2	4	3	6	5	5	7	7	9	10	11	11	12	12	13	14	14	14	14	15	17	16	16	19	17	19	18	20	18	19	22	21	21	21	22	22	22	24	24	24	25	26	26	27	28	0	1	2	2	2	4	4	6	0	8	9	10	10	10	13	0	14	15	16	16	0	15	18	21	30	18	23	24	28	26	22	27	24	27	24	31	29	29	38	29	29	29	42	39	42	44	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	2	2	2	1	2	2	3	1	1	1	1
82500	-263.169129448918113	-261.486853665162926	-1.682275783755175	0.000090179815304	0.000018860171744	0.209139613782279	0.564930473411099	0	2	3	4	5	5	6	8	6	9	10	10	12	12	12	13	14	13	14	14	14	18	15	16	19	17	20	19	20	19	19	20	20	21	21	22	23	22	23	25	22	26	24	28	28	29	0	1	2	2	4	4	4	7	0	2	9	8	10	10	12	0	14	15	16	16	0	23	12	21	23	23	18	24	24	15	15	26	24	31	28	31	33	24	35	39	28	41	35	39	42	28	1	1	1	1	1	1	1	1	1	4	2	1	2	1	1	1	2	1	1	1	1	2	3	1	2	2	3	2	2	2	4	2	2	1	1	2	3	4	1	1	2	3	2	2	1	5
83000	-228.167528021836176	-226.463293097177967	-1.704234924658218	0.000067578486216	0.000013665411462	0.202215412432523	0.723942176724428	0	2	3	3	4	4	5	7	7	9	10	9	11	12	12	13	14	13	15	15	15	16	15	17	20	18	19	19	20	17	18	23	20	22	22	22	22	22	24	23	25	25	26	27	27	28	0	1	2	2	2	4	4	7	0	6	9	8	12	12	13	0	14	15	16	16	0	13	18	21	31	15	31	24	28	15	22	31	24	31	29	31	33	29	29	29	35	29	40	35	40	44	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	3	2	1	1	3	1	1	1	2	2	3	1	2	1	1	1	1	2	2	1	2	1	2	2	1
83500	-249.840573113646144	-248.262659633304537	-1.577913480341597	0.000090046668433	0.000022515189972	0.250039122646475	0.754775810880908	0	2	3	3	5	4	7	7	8	8	11	10	11	12	12	13	14	13	15	15	16	16	16	17	19	19	20	18	20	18	18	21	20	21	21	22	22	20	23	24	24	25	25	26	28	27	0	1	2	2	4	4	5	6	0	8	9	10	12	8	13	0	14	13	16	16	0	14	14	21	22	23	31	24	28	18	23	30	24	26	38	18	33	28	24	35	39	41	29	40	39	40	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	3	1	2	2	1	1	1	3	1	2	1	1	1	4	1	2	3	2	1	1	2	1	3	1
84000	-228.813389839592304	-227.282172331019012	-1.531217508573280	0.000097058991111	0.000026658930145	0.274667290894389	0.779086035798547	0	2	3	4	4	5	6	6	7	8	11	11	10	13	12	13	15	13	15	15	14	16	16	16	19	17	19	18	20	20	18	21	20	22	21	23	21	22	24	25	23	26	25	28	27	29	0	1	2	2	2	4	4	6	0	8	9	13	10	12	13	0	14	15	16	16	0	15	18	21	26	23	26	21	28	31	15	27	24	30	28	27	33	29	38	39	29	35	38	39	42	44	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	2	1	1	1	1	1	2	2	2	1	1
84500	-224.967148445543870	-223.536501594067687	-1.430646851476173	0.000058385002412	0.000020852442874	0.357154098004859	0.583549229157351	0	2	4	3	6	4	6	6	7	10	10	10	11	12	12	13	14	13	15	14	15	18	15	16	18	17	20	19	20	16	19	22	20	21	22	22	22	23	23	24	25	26	25	27	26	28	0	1	2	2	2	4	4	6	0	8	9	7	12	12	12	0	14	15	16	16	0	30	18	21	30	30	31	24	28	15	26	27	24	31	29	27	33	29	29	38	38	38	35	38	39	42	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	2	2	1	1	2	2	2	2	1
85000	-247.730623965110055	-246.320564466104599	-1.410059499005464	0.000063610417638	0.000024484942829	0.384920328119174	0.542714686900264	0	1	4	3	5	5	6	6	8	8	10	10	11	12	13	11	15	12	15	14	14	18	15	17	18	15	19	18	20	20	18	22	20	20	21	23	22	23	23	24	24	26	25	28	26	28	0	1	2	2	2	4	4	6	0	8	9	10	12	12	18	0	14	10	16	16	0	15	18	21	26	13	31	24	28	23	23	31	28	31	29	30	33	29	29	35	39	29	29	42	40	39	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	2	2	1	1	1	2	2	2	1	1	1	2	2	2	2	2	1	2	3	1	1	2
85500	-222.698824341587311	-220.271910137381326	-2.426914204205983	0.000119714015101	0.000010994159377	0.091836861106159	0.805390736472132	-2	1	3	3	5	4	5	7	7	9	10	12	11	13	12	13	15	14	15	15	15	18	15	17	19	17	20	19	20	20	18	21	20	22	21	21	22	23	23	24	24	26	26	27	27	29	0	1	2	2	1	4	4	6	0	8	9	13	10	13	13	0	14	15	16	16	0	26	18	21	26	23	31	24	24	22	15	31	24	27	29	31	33	28	29	29	39	39	38	39	40	44	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	1	2	1	2	1	2	2	1
86000	-212.648462148845567	-211.008666134150474	-1.639796014695083	0.000111176996191	0.000024901832173	0.223983674919361	0.899757088450602	0	1	3	3	5	5	5	6	7	8	10	12	9	11	11	13	15	13	14	15	14	17	15	16	18	16	19	18	20	19	18	21	20	21	21	22	22	22	22	24	24	24	26	28	26	26	0	1	2	2	4	4	4	6	0	8	9	13	10	13	13	0	14	15	16	16	0	26	18	21	26	23	31	24	28	23	26	27	28	27	29	30	33	29	29	38	39	35	41	42	40	41	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1
86500	-234.689531564923641	-232.946731075475554	-1.742800489448098	0.000106553967763	0.000020360731349	0.191083746354093	0.747766425106127	0	2	3	3	5	4	5	7	7	9	11	10	12	12	13	13	15	14	15	14	16	18	16	17	18	16	20	19	19	19	19	22	20	21	21	22	23	22	23	24	24	24	25	26	27	27	0	1	2	2	2	4	4	6	0	8	9	8	12	12	13	0	14	15	16	16	0	26	18	21	26	15	15	24	24	15	26	34	24	27	29	31	28	29	29	38	38	29	38	35	42	42	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	2	1	2	1	1	2	1	1	2	2	2	2	2	1	2	1	2	2	1
87000	-245.785532396718395	-243.296935346875813	-2.488597049842592	0.000116032669988	0.000010115501665	0.087178047923207	0.749703241602717	-1	2	3	3	5	4	5	6	6	8	10	11	10	12	12	12	14	14	15	15	15	18	16	16	20	19	20	18	21	17	17	22	20	22	22	22	22	23	23	25	24	26	26	26	25	28	0	1	2	2	4	4	4	6	0	8	9	13	10	13	13	0	14	15	16	16	0	13	12	21	23	23	31	24	28	15	23	27	28	31	28	31	33	29	29	39	35	38	39	38	29	29	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	2	1	2	2	2	1	2	2	1	1	1	2	2	2	1	1	1	1	1	2	2	1	2	2
87500	-232.182668356915087	-230.587383504725125	-1.595284852189974	0.000090744970619	0.000021968169910	0.242086914127178	0.723580170919138	0	2	3	4	4	5	6	8	7	9	10	11	11	11	13	13	14	14	15	15	14	19	16	16	20	16	20	18	19	19	18	22	20	21	21	20	22	22	24	25	23	25	25	27	28	29	0	1	2	2	3	4	4	7	0	8	9	10	10	8	13	0	14	15	16	16	0	23	18	21	30	15	31	24	24	13	26	36	28	27	29	30	33	29	35	29	29	35	41	42	42	42	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	3	1	1	1	1	1	1	1	2	2	3	2	2	1	1	1	2
88000	-219.512362013336570	-217.663477580626335	-1.848884432710226	0.000097093459150	0.000016090014697	0.165716772657868	0.787428496653206	0	2	4	3	6	4	5	7	7	9	11	11	10	13	12	13	15	13	15	14	15	18	16	16	20	19	20	19	18	20	18	21	19	21	22	21	23	22	23	24	24	25	24	27	27	27	0	1	2	2	2	4	4	6	0	8	9	13	10	12	13	0	14	15	16	16	0	23	18	21	22	22	31	24	24	22	23	27	24	31	29	27	33	33	38	35	35	39	38	38	40	39	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	3	2	2
88500	-240.165771032092096	-238.162104871531369	-2.003666160560720	0.000091486095017	0.000012633419563	0.138091144453521	0.649751068141348	1	2	4	4	4	5	6	8	7	9	9	11	11	13	13	13	14	13	16	15	15	16	16	16	18	17	20	18	21	19	18	22	20	21	22	21	22	22	24	23	24	24	25	26	26	27	0	1	2	2	2	4	4	6	0	8	9	8	10	13	13	0	14	12	16	16	0	15	15	21	22	12	26	24	24	31	15	27	24	26	29	26	33	29	35	35	35	38	39	29	39	38	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	4	2	1	2	1	3	1	2	2	1	2	1	1	2	1	1	1	1	2	1	3
89000	-221.957633829746413	-220.480913823813466	-1.476720005932949	0.000099799384958	0.000031151837275	0.312144581731648	0.868094489295390	-1	1	3	3	5	5	6	7	7	8	10	10	11	12	12	12	13	13	16	13	15	18	16	17	18	18	19	19	21	20	18	22	19	21	22	22	22	23	23	24	23	24	26	27	27	28	0	1	2	2	2	4	4	7	0	8	9	10	12	12	13	0	14	15	16	16	0	15	18	21	23	23	31	24	28	26	23	31	24	31	29	27	33	35	35	35	29	29	38	38	40	41	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
89500	-213.822898999887542	-212.228934454708650	-1.593964545178901	0.000094793039233	0.000023003607591	0.242671906896382	0.812367857438852	0	2	3	3	3	4	7	6	6	9	10	10	11	12	12	13	14	13	15	15	15	18	16	17	20	18	19	18	20	20	18	21	21	21	22	21	22	22	24	24	24	26	26	26	27	28	0	1	2	2	2	4	2	6	0	8	9	10	12	12	12	0	14	15	16	16	0	23	18	21	26	23	31	24	28	26	23	30	28	27	29	27	33	28	24	35	38	29	39	35	39	42	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	4	1	1	3	1	1	1	1
