step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27
58500	-228.433610718558469	-226.547722739257040	-1.885887979301440	0.000258002186798	0.000040834651902	0.158272503068353	0.186412939697770	1	2	7	6	9	14	15	14	15	17	17	17	15	19	21	19	24	26	29	29	30	30	30	35	40	41	47	0	1	1	1	3	2	5	4	3	4	8	8	0	7	14	3	8	15	18	14	16	14	14	18	3	14	25	1	1	4	2	1	7	3	4	4	6	1	2	1	2	1	5	4	2	2	5	7	6	4	5	16	10	4
59000	-271.354555974861057	-269.450360818777256	-1.904195156083784	0.000196787536012	0.000030464061456	0.154806864667348	0.262353048121716	0	3	5	7	10	14	15	14	16	17	17	17	16	20	19	20	23	27	28	28	30	30	29	35	40	40	46	0	1	2	1	3	2	6	2	5	6	2	3	0	12	6	6	10	6	14	11	8	14	11	18	11	8	26	1	2	1	2	2	6	1	6	3	2	6	6	1	2	3	4	5	6	5	7	9	7	6	3	12	13	3
59500	-258.899633819752523	-257.249565360352449	-1.650068459400056	0.000257766536949	0.000056760282466	0.220200353148922	0.248424009597123	1	2	4	7	10	13	14	13	15	17	18	17	15	18	21	20	24	27	28	29	31	30	30	33	40	40	46	0	1	2	2	4	2	8	5	8	5	5	5	0	5	14	14	14	11	11	11	15	10	12	11	6	12	25	1	1	1	3	3	4	1	2	1	3	2	5	1	3	2	1	4	4	6	4	6	7	8	7	16	14	2
60000	-241.890327837889629	-240.149592095158226	-1.740735742731403	0.000291647203875	0.000055894069219	0.191649597447055	0.254762063556256	1	3	6	9	9	14	15	13	15	17	15	15	17	19	21	20	24	26	25	27	31	30	30	34	40	41	47	0	1	1	1	3	1	8	5	4	9	4	8	0	12	14	12	6	16	14	14	17	17	14	11	6	11	26	1	1	2	4	2	6	2	2	3	2	3	1	1	2	1	3	5	3	3	4	3	3	6	12	12	17	2
60500	-237.104002450887265	-235.483574370725563	-1.620428080161714	0.000279516844243	0.000064707384299	0.231497262621519	0.211617209775617	2	3	5	9	8	14	14	14	16	18	18	16	16	19	20	21	25	27	27	28	30	30	31	36	40	40	47	0	1	2	2	3	1	5	3	6	5	7	7	0	8	11	12	8	11	4	17	20	20	20	10	20	17	24	1	1	1	2	2	5	4	3	1	4	2	1	1	3	2	3	6	4	10	2	1	1	2	10	5	9	5
61000	-263.328641719835787	-261.491343848039264	-1.837297871796537	0.000270144468447	0.000045432568086	0.168178783550412	0.225555243866844	1	4	6	8	10	15	14	13	16	18	16	17	15	19	20	20	24	25	28	28	28	27	29	35	37	40	46	0	1	2	1	4	3	1	3	8	3	4	8	0	11	10	11	9	14	3	18	14	17	11	14	20	18	19	1	1	1	3	2	5	8	5	2	6	3	3	1	2	2	2	3	2	11	3	5	1	7	7	3	7	7
61500	-249.543960856682645	-247.933199539198341	-1.610761317484312	0.000206910431580	0.000048716979967	0.235449607808588	0.222320923546195	2	3	7	8	10	14	14	14	16	17	16	18	16	20	19	21	24	25	28	28	30	29	30	35	40	41	46	0	1	2	1	3	1	4	3	7	4	3	7	0	10	6	15	9	17	3	12	10	14	6	18	22	22	19	1	1	2	3	2	7	4	2	1	4	4	3	1	1	1	1	4	1	13	6	6	4	9	5	6	9	8
62000	-265.958507977020474	-264.077765436484356	-1.880742540536104	0.000341739422556	0.000054429343282	0.159271479054916	0.242980426330358	1	3	6	8	7	14	15	14	15	16	17	18	16	19	20	20	23	26	29	29	30	29	30	35	41	41	46	0	1	2	3	1	4	2	4	5	6	8	6	0	4	11	4	16	16	11	12	3	16	4	8	6	16	21	1	1	1	1	4	3	7	2	4	1	1	1	1	5	2	6	2	3	6	7	12	5	12	10	12	9	9
62500	-263.813737440387627	-262.001959626969494	-1.811777813418136	0.000304382920670	0.000052915004652	0.173843540679990	0.172347186515572	1	3	7	8	9	15	15	12	14	17	17	18	15	19	20	21	24	26	28	29	30	31	30	35	41	41	47	0	1	2	2	3	4	8	2	5	7	6	3	0	11	6	6	4	17	2	3	16	2	14	16	12	15	22	1	1	2	3	2	4	2	5	2	2	1	8	1	1	2	4	8	1	11	14	5	13	7	7	14	13	6
63000	-251.731088750774035	-249.883983979624162	-1.847104771149886	0.000267713544225	0.000044464721755	0.166090669352865	0.169172842100139	1	3	5	8	8	14	15	15	15	18	17	19	17	20	20	21	25	26	29	28	30	30	30	35	40	41	46	0	1	1	2	3	1	3	1	6	3	8	3	0	11	7	8	9	3	14	15	17	7	7	7	10	8	26	1	1	3	1	1	6	7	7	1	7	2	9	1	2	2	3	5	10	4	4	2	9	8	12	11	15	2
63500	-280.203184951809533	-278.293603543516895	-1.909581408292631	0.000273567444445	0.000042078148521	0.153812704602947	0.133247717972095	2	3	5	8	9	15	16	14	16	18	17	17	17	20	20	21	24	26	29	28	29	31	30	35	41	39	46	0	1	1	3	2	3	4	4	5	3	4	3	0	1	6	6	3	12	7	7	1	12	7	8	12	17	24	1	1	1	2	2	7	5	4	4	8	4	6	1	8	3	2	9	6	7	6	13	7	8	12	10	7	4
64000	-237.512412404069977	-235.921574610087390	-1.590837793982597	0.000239972906992	0.000058570095986	0.244069619026589	0.189882388706280	1	4	5	9	8	14	15	14	16	16	17	17	17	20	21	19	24	27	28	27	29	30	30	35	40	41	46	0	1	1	1	2	2	5	2	7	7	4	4	0	12	7	6	9	11	15	12	15	14	12	2	19	19	24	1	2	2	5	1	4	3	6	1	1	4	4	1	2	3	3	4	7	3	6	3	5	5	14	8	9	5
64500	-266.874465459111775	-265.124728748901930	-1.749736710209852	0.000252076398660	0.000047694377873	0.189206042796248	0.195821966531801	1	3	6	8	10	14	16	12	15	16	18	17	16	19	20	20	24	25	28	29	30	31	29	36	38	40	46	0	1	2	1	4	2	9	5	5	4	3	6	0	1	12	6	7	5	15	11	23	15	15	15	23	22	24	1	1	1	4	2	5	1	1	2	4	6	2	1	8	2	3	4	7	6	6	1	6	4	8	7	6	4
65000	-264.227775114834515	-262.541738669487927	-1.686036445346604	0.000255816395455	0.000053189497697	0.207920597124601	0.196392197335575	1	3	7	8	10	14	15	14	15	17	14	18	16	20	20	21	21	24	28	28	31	29	28	36	41	40	47	0	1	1	1	2	3	8	3	4	5	4	3	0	8	3	10	6	3	9	15	3	6	14	10	14	14	24	1	2	3	3	3	4	1	3	4	3	3	6	1	3	5	2	2	9	6	5	10	7	5	9	9	10	5
65500	-244.093696837215191	-242.424842722647099	-1.668854114568081	0.000292201979450	0.000062417104263	0.213609450493319	0.289292720049888	1	3	6	8	9	13	15	13	15	18	18	17	16	19	21	19	25	25	27	27	30	30	30	35	39	40	46	0	1	1	1	2	5	4	3	5	9	7	5	0	7	6	4	15	14	17	14	3	18	12	6	14	22	21	1	2	2	4	3	2	5	3	3	1	1	3	1	2	5	6	3	3	1	5	12	2	7	8	11	6	7
66000	-258.740694813348171	-257.112248817695331	-1.628445995652855	0.000199010814960	0.000045438889849	0.228323721294213	0.253334670743631	1	3	6	6	9	14	15	15	15	17	16	18	14	19	20	20	25	25	28	29	29	28	30	35	39	40	46	0	1	1	2	3	2	5	3	5	4	6	6	0	8	11	3	7	3	10	14	14	17	14	3	10	19	24	1	1	3	1	3	6	3	5	2	7	1	2	1	2	2	10	5	10	7	7	6	2	8	13	10	6	5
66500	-233.443761704658840	-231.663218579853606	-1.780543124805227	0.000245199333206	0.000044448078375	0.181273243256790	0.293588826931690	2	4	6	9	10	13	16	15	14	17	18	18	17	20	20	20	23	26	28	28	30	31	30	35	39	40	47	0	1	1	1	4	3	9	2	5	4	4	6	0	10	12	8	10	14	6	18	14	18	14	14	21	20	24	1	2	2	4	1	3	1	6	2	3	4	3	1	2	1	2	2	3	9	2	4	3	5	10	3	8	5
67000	-265.981467123454024	-264.480048295893937	-1.501418827560076	0.000192054546990	0.000056399314370	0.293662999674489	0.304061211219183	0	4	6	8	10	15	15	15	16	17	15	18	17	19	20	21	24	26	28	28	31	30	30	35	41	40	47	0	1	1	1	3	2	4	5	7	5	4	2	0	2	4	14	6	15	17	11	18	19	15	22	21	24	23	1	2	4	5	2	6	4	4	1	4	3	7	1	7	5	1	4	4	2	8	2	1	6	3	6	3	7
67500	-243.808960103319805	-242.040958270918651	-1.768001832401147	0.000377464587813	0.000069614107715	0.184425532785317	0.297438534753098	1	3	6	6	9	14	13	15	16	15	17	18	17	19	20	20	23	26	27	28	31	30	31	34	40	40	46	0	1	2	1	3	2	1	5	5	5	9	3	0	1	11	11	12	11	16	18	20	1	20	21	20	24	22	1	1	3	2	1	5	8	2	3	3	1	6	1	9	1	2	2	4	4	1	2	12	2	2	6	2	9
68000	-251.122234494572581	-249.458432267015610	-1.663802227556961	0.000233493286454	0.000050280948385	0.215342158864071	0.285146126459968	2	4	7	9	9	14	16	15	13	17	17	19	15	20	21	21	24	25	29	28	29	30	31	35	39	41	44	0	1	2	2	1	9	3	1	5	5	8	11	0	6	7	8	8	1	17	16	14	3	17	21	19	24	18	1	1	2	2	3	1	4	7	2	4	1	1	1	3	3	3	6	10	3	4	3	11	4	3	5	4	11
68500	-259.831817334995378	-257.980104598349214	-1.851712736646164	0.000320998841233	0.000053005154001	0.165125686428035	0.202109849802595	1	3	6	9	9	13	16	14	15	16	18	18	16	20	20	20	24	26	28	27	29	30	29	35	40	40	46	0	1	1	2	2	3	3	2	4	3	2	7	0	4	12	10	10	4	4	3	7	16	5	17	22	18	20	1	1	3	3	3	3	6	6	4	4	9	1	1	5	1	2	5	7	12	11	6	5	10	5	5	7	11
69000	-253.706142292282635	-252.009168561909888	-1.696973730372760	0.000299239152407	0.000061180716675	0.204454250666576	0.202997003077803	0	3	7	8	9	14	14	12	15	14	16	19	15	17	20	19	25	26	28	27	29	30	30	35	39	40	46	0	1	2	1	2	2	3	2	10	3	10	2	0	10	7	3	9	14	14	14	3	8	10	14	12	18	24	1	2	2	5	3	7	4	5	1	3	1	8	1	1	2	7	4	4	5	4	10	7	8	11	8	8	7
69500	-247.389427526049275	-245.612331307666409	-1.777096218382854	0.000269680108375	0.000049116701772	0.182129494340575	0.239546752304219	2	3	7	9	10	14	15	13	14	17	17	18	16	19	21	19	24	25	29	28	30	31	28	35	40	39	46	0	1	1	2	3	3	3	4	4	5	7	7	0	11	12	12	5	11	14	4	14	4	7	10	6	21	24	1	1	2	2	2	4	4	2	3	5	2	1	1	1	2	1	8	5	4	9	6	9	8	11	14	4	9
70000	-256.747265188101153	-254.810104278712515	-1.937160909388647	0.000329960634332	0.000049129008753	0.148893545596913	0.189630975996776	1	3	5	7	9	14	16	14	15	17	17	19	16	19	20	21	25	26	28	28	28	30	30	35	40	40	46	0	1	2	1	1	5	2	4	8	3	4	4	0	3	8	6	8	5	16	5	8	3	15	3	7	7	24	1	1	1	3	3	2	7	2	1	5	6	7	1	9	3	3	4	8	5	10	8	12	5	13	13	11	6
70500	-266.251321032942030	-264.786192799439448	-1.465128233502555	0.000307181603271	0.000098893181389	0.321937187437300	0.237010601645820	1	4	6	8	9	14	14	14	14	18	17	16	17	19	20	21	24	24	29	27	31	30	30	34	38	39	46	0	1	1	1	3	1	5	1	5	5	2	8	0	1	7	3	15	15	18	7	7	10	3	18	11	19	25	1	2	2	2	1	7	3	7	2	3	5	1	1	8	5	8	3	1	3	6	10	7	12	6	9	5	3
71000	-270.285828045328913	-268.329163775789198	-1.956664269539715	0.000282806921887	0.000041170506996	0.145578144697824	0.181500419244909	2	3	6	7	8	13	16	15	15	17	16	19	16	18	20	20	24	26	28	27	31	31	29	35	40	39	44	0	1	2	2	1	4	1	2	6	5	3	3	0	2	6	6	6	10	18	5	11	7	10	15	10	19	21	1	1	2	1	3	4	7	6	1	5	5	9	1	7	3	3	8	4	2	10	8	6	6	7	11	5	6
71500	-271.170204506257562	-269.525376546914060	-1.644827959343494	0.000261883285145	0.000058167895908	0.222113816373450	0.216314420291801	1	3	4	8	7	15	15	12	15	17	18	19	14	20	20	20	24	25	29	29	28	30	31	35	39	40	45	0	1	1	2	2	5	5	5	5	3	6	4	0	2	4	11	12	12	4	12	5	18	15	10	18	22	21	1	1	1	2	1	4	2	3	4	7	1	6	1	8	6	1	3	3	12	4	10	3	5	9	8	5	8
72000	-263.130104943496519	-261.376138219102813	-1.753966724393726	0.000135998868220	0.000025578412493	0.188078127620855	0.280623589134082	1	3	6	8	9	14	15	14	15	18	18	17	17	19	20	19	22	26	28	29	30	30	30	35	40	39	44	0	1	2	3	3	1	5	5	6	6	6	6	0	2	11	12	9	4	6	14	14	14	6	20	21	18	18	1	1	1	1	2	7	3	2	1	2	2	1	1	8	2	1	3	9	8	3	5	5	7	2	4	5	7
72500	-260.173198011015586	-258.630068085767334	-1.543129925248246	0.000193103444427	0.000051725662924	0.267865045478996	0.222446977687087	1	3	7	8	9	14	15	14	16	16	18	17	15	18	18	21	25	26	28	28	31	30	29	33	40	39	46	0	1	2	1	3	2	6	1	5	6	3	4	0	1	9	4	6	4	4	3	8	11	11	11	6	23	19	1	1	3	4	1	6	1	7	5	1	4	6	1	7	1	7	6	8	11	11	9	7	4	7	14	7	10
73000	-256.261847177279492	-254.530554552673181	-1.731292624606293	0.000220166828926	0.000042773806317	0.194279067946836	0.199364960193384	1	3	5	7	10	14	16	15	16	17	17	18	15	20	19	19	25	24	29	27	30	31	30	36	39	40	45	0	1	2	2	1	4	2	6	5	5	6	7	0	1	4	11	10	6	6	10	4	4	10	6	15	18	22	1	1	1	2	5	3	5	1	3	4	2	1	1	10	8	1	4	4	7	5	11	15	5	10	11	9	9
73500	-275.586978830297880	-273.715449130819820	-1.871529699478077	0.000398319640872	0.000064164721565	0.161088520325484	0.236124372333657	2	4	6	7	10	13	13	15	15	18	18	19	14	16	20	20	22	27	28	28	30	29	30	35	40	40	44	0	1	2	1	3	5	4	3	7	2	6	8	0	1	6	2	7	12	2	4	15	4	1	17	10	21	23	1	1	1	2	2	1	2	4	1	9	3	3	1	8	3	10	4	6	11	9	5	9	13	7	9	6	6
74000	-251.653165195942165	-250.011169534186735	-1.641995661755431	0.000288323551409	0.000064342948071	0.223162304141266	0.254095308724056	1	4	6	9	8	14	14	15	15	17	17	18	17	20	19	19	24	25	28	28	31	31	31	35	40	40	47	0	1	1	3	2	3	4	4	5	7	9	11	0	2	8	12	8	9	3	9	15	15	3	17	18	6	14	1	1	2	2	2	5	2	3	4	2	1	1	1	9	2	1	4	6	10	7	8	7	12	7	8	13	13
74500	-252.201518390173703	-250.429931891368426	-1.771586498805280	0.000315422138051	0.000057884393723	0.183514049080590	0.180439021696096	1	3	6	8	8	15	15	14	14	17	17	18	16	19	20	20	22	27	27	29	30	30	30	34	39	39	46	0	1	1	1	2	1	3	1	5	3	4	7	0	5	10	5	16	3	3	3	7	5	3	10	16	11	22	1	1	2	4	2	10	4	6	3	4	5	1	1	6	2	5	1	10	10	10	6	12	12	8	9	10	8
75000	-258.669407018954246	-257.001898262240729	-1.667508756713518	0.000246232371238	0.000052710501676	0.214068123581391	0.196892331571575	1	4	6	8	9	15	16	14	16	16	18	18	16	19	20	20	23	26	28	28	31	30	28	36	40	41	46	0	1	1	2	3	8	8	3	8	3	4	4	0	5	14	3	12	10	10	3	12	10	18	11	18	12	20	1	1	3	3	1	1	1	4	2	4	8	6	1	5	1	7	2	5	8	11	7	7	1	7	6	12	10
75500	-247.797978833302636	-246.161411773531057	-1.636567059771566	0.000296390140051	0.000066747299689	0.225200810249852	0.182599586247343	1	3	5	8	10	13	15	13	15	16	16	18	16	20	20	17	24	24	28	28	28	30	30	35	39	40	47	0	1	1	1	1	2	3	2	4	3	7	10	0	9	7	4	6	7	9	16	14	14	12	16	10	10	25	1	1	2	4	5	4	4	6	4	5	1	2	1	2	3	4	6	5	8	6	4	4	5	9	13	13	4
76000	-271.970226015322453	-270.214719471365299	-1.755506543957143	0.000359497004741	0.000067467059056	0.187670712596999	0.221877130789800	1	3	7	8	10	14	14	14	15	16	18	19	15	20	20	20	22	27	28	27	30	29	30	35	40	40	46	0	1	1	2	4	1	1	1	4	4	5	2	0	5	11	4	16	10	9	3	3	4	10	16	18	14	26	1	1	3	2	2	6	6	6	2	3	3	9	1	5	1	6	1	4	6	11	13	9	7	8	8	11	3
76500	-262.533772094144126	-260.875504455766020	-1.658267638378101	0.000447947157655	0.000097327022702	0.217273446294256	0.324646353375299	1	3	7	8	10	14	14	13	16	18	18	18	16	20	20	19	23	25	28	26	30	29	31	36	40	40	46	0	1	2	2	2	4	4	5	4	4	9	7	0	11	11	11	8	14	12	14	14	14	14	11	18	8	23	1	1	2	2	3	4	3	1	4	4	1	2	1	1	1	1	5	3	4	3	6	4	5	9	7	12	7
77000	-250.936599798747011	-249.277592918229288	-1.659006880517730	0.000285013634123	0.000061851792854	0.217013452863372	0.242501719035450	1	3	6	6	9	15	15	14	16	18	17	18	16	18	20	21	24	25	28	28	28	31	31	35	40	41	45	0	1	2	2	4	5	2	3	8	5	5	7	0	4	12	10	5	1	10	5	7	17	10	1	22	17	24	1	1	1	2	2	4	6	4	1	4	6	2	1	5	1	2	8	10	6	9	8	4	7	15	3	8	5
77500	-263.435467156176514	-261.775074187510597	-1.660392968665941	0.000262915648934	0.000056928511550	0.216527664977743	0.213589982756603	1	3	7	8	9	14	15	13	16	17	18	18	16	18	20	20	24	27	27	28	28	31	29	36	38	41	46	0	1	1	2	2	2	6	3	5	3	6	6	0	8	12	6	8	2	4	3	3	10	5	9	9	10	18	1	1	3	2	4	5	1	3	3	5	3	2	1	2	1	3	5	14	7	13	11	7	8	10	11	12	10
78000	-263.577321434898522	-261.962210695456577	-1.615110739441943	0.000279714802731	0.000065356406534	0.233653728354949	0.270619966733963	0	2	6	8	9	14	14	15	15	17	15	18	16	20	20	20	25	25	29	25	31	31	29	34	39	39	45	0	1	2	1	3	3	3	3	5	9	1	6	0	5	12	4	6	15	8	12	8	4	16	6	20	6	22	1	1	1	4	2	4	3	5	3	1	7	2	1	5	1	4	6	3	7	2	6	12	6	9	8	13	7
78500	-247.489061964360957	-245.795533882346660	-1.693528082014295	0.000263998291979	0.000054260585146	0.205533849248994	0.195556134277875	1	3	6	9	8	14	15	15	15	17	17	18	16	19	21	20	23	24	28	29	31	31	30	33	39	40	47	0	1	1	1	3	2	3	4	5	6	7	4	0	8	16	6	7	16	16	14	14	12	14	9	21	4	24	1	1	3	4	2	5	4	3	5	1	2	3	1	2	1	3	4	3	4	5	6	6	4	9	4	14	8
79000	-283.084636234127743	-281.419660765466915	-1.664975468660800	0.000273392380049	0.000058762199797	0.214937226073808	0.199471402417292	1	4	6	8	10	13	15	13	16	18	16	18	16	20	19	19	23	27	28	29	29	30	31	36	40	40	46	0	1	2	3	3	1	4	2	5	1	4	2	0	8	5	10	14	3	2	14	15	10	14	15	20	11	26	1	2	1	1	2	8	3	5	2	8	5	7	1	3	5	1	3	8	15	2	7	9	7	8	4	15	3
79500	-265.704018325685524	-263.946392950230461	-1.757625375455040	0.000340902386343	0.000063787211315	0.187112833088179	0.130602945208763	2	4	7	8	10	14	16	14	16	16	17	18	16	20	21	20	24	26	29	29	31	30	30	36	41	41	47	0	1	1	2	4	1	8	5	3	5	8	11	0	7	3	12	14	8	4	8	16	15	9	9	18	18	26	1	1	2	2	1	5	1	2	3	4	1	1	1	3	7	1	2	4	13	7	6	5	6	9	6	9	3
80000	-254.189918421289178	-252.608938799860368	-1.580979621428802	0.000215709194185	0.000053624014585	0.248594014676035	0.274314546598099	1	4	5	8	10	14	16	14	15	17	17	18	16	18	21	20	23	26	27	28	31	31	31	36	40	41	47	0	1	1	2	4	4	5	1	5	3	6	8	0	2	3	10	14	11	10	6	10	2	8	6	18	24	22	1	1	3	2	1	2	3	7	3	5	2	2	1	7	10	2	3	4	6	8	8	16	10	10	5	2	10
80500	-254.803891275332234	-253.204247298532948	-1.599643976799298	0.000246551165387	0.000059215918683	0.240176997704115	0.285573642005724	1	3	6	7	9	15	15	14	15	16	17	18	16	20	20	21	24	26	29	27	30	29	31	36	39	37	46	0	1	2	2	3	8	5	5	5	3	5	7	0	7	10	12	4	10	14	14	3	15	4	11	20	19	23	1	1	1	2	2	1	4	2	3	5	4	2	1	3	3	1	10	5	4	4	11	6	12	9	6	5	7
81000	-243.732476397777901	-241.955596057327710	-1.776880340450203	0.000319725841771	0.000058248732401	0.182183373349613	0.275045236935606	0	2	6	8	10	13	16	15	15	16	18	18	15	18	20	19	24	26	29	28	31	30	30	36	40	41	46	0	1	1	2	4	4	5	6	5	5	7	4	0	7	11	11	4	14	14	10	4	14	2	14	17	3	23	1	1	4	4	1	2	3	1	2	3	1	6	1	1	2	1	8	3	5	6	12	5	12	8	8	15	10
81500	-262.640593236924985	-261.024332863084510	-1.616260373840458	0.000278826622129	0.000065017877288	0.233183893243172	0.228424945441767	1	3	7	7	9	13	15	14	16	17	17	18	17	18	20	18	23	26	27	27	30	30	31	35	40	40	46	0	1	1	1	2	4	4	6	8	3	6	3	0	2	5	6	10	17	16	6	6	6	5	11	18	14	23	1	1	2	3	5	3	4	1	2	6	3	6	1	6	7	2	3	1	4	7	8	8	12	7	6	9	7
82000	-253.746570001980160	-252.056176613137353	-1.690393388842807	0.000316441591660	0.000065353376080	0.206525873343568	0.210891638889107	1	3	7	8	10	15	14	13	16	16	18	17	16	19	20	21	22	25	27	28	31	29	29	35	41	40	45	0	1	2	2	1	2	4	4	8	2	8	3	0	2	10	15	6	17	17	18	12	7	11	5	18	20	24	1	1	2	2	4	5	3	2	2	7	3	5	1	7	1	1	3	1	4	2	6	9	7	12	7	5	6
82500	-262.456004567756395	-260.731656419835588	-1.724348147920783	0.000318565040089	0.000062520807737	0.196257592232905	0.307386659719397	1	3	7	8	9	15	14	14	14	16	16	18	15	19	21	20	25	25	29	29	30	29	31	35	39	40	43	0	1	2	2	3	8	5	3	5	3	8	11	0	6	4	6	4	12	9	10	15	17	16	4	22	22	17	1	1	2	2	1	1	3	4	4	6	1	2	1	3	6	3	9	3	9	7	5	3	4	11	5	5	8
83000	-233.497208547712432	-231.657900790071665	-1.839307757640780	0.000236977664709	0.000039752282843	0.167746960001323	0.271799512279201	0	2	6	8	9	14	15	14	16	17	16	18	16	20	21	19	25	26	29	28	30	30	30	35	40	41	47	0	1	2	1	3	1	3	5	5	3	7	11	0	2	12	10	5	7	15	15	10	17	17	4	6	23	24	1	1	3	3	2	6	5	3	3	5	1	2	1	8	2	1	8	7	4	3	8	2	2	16	15	6	6
83500	-250.510084798294912	-248.781436420839498	-1.728648377455405	0.000331865146412	0.000064722951325	0.195027866061168	0.276877922483445	1	3	7	8	9	14	14	12	16	16	16	18	16	19	21	20	24	26	29	28	30	31	31	35	39	41	45	0	1	2	2	3	1	8	3	8	5	4	8	0	2	16	10	7	3	16	7	12	17	10	22	22	22	18	1	1	2	2	1	8	2	2	2	4	5	4	1	7	1	2	6	11	4	5	8	4	6	3	5	5	7
84000	-262.547652183434991	-260.629145021655290	-1.918507161779687	0.000255346791929	0.000038861181481	0.152189816789015	0.185086632670122	0	3	6	9	8	13	13	14	15	17	18	17	16	20	20	19	25	25	28	28	30	31	29	35	41	40	47	0	1	2	1	3	1	5	3	5	5	2	6	0	3	8	12	5	10	12	10	10	6	10	3	20	19	24	1	1	2	4	1	5	3	5	3	5	7	2	1	8	5	2	8	5	5	4	7	10	5	13	7	4	9
84500	-289.179463023681762	-287.515740063885744	-1.663722959796011	0.000277834531819	0.000059837104522	0.215369573141595	0.337495128099058	2	4	7	9	9	14	14	14	16	17	16	19	16	19	19	20	23	27	29	28	29	30	29	36	40	39	45	0	1	1	1	1	1	4	2	4	3	8	3	0	5	10	11	10	16	9	5	9	10	2	8	18	19	25	1	1	3	4	3	6	2	5	4	5	1	7	1	5	1	2	3	5	5	8	5	7	12	9	5	7	2
85000	-275.843658389506857	-274.017206734037302	-1.826451655469540	0.000225530810904	0.000038463033996	0.170544476126703	0.218024756620059	1	4	7	8	9	13	16	15	15	17	18	18	16	20	20	20	24	26	28	28	31	31	29	35	40	40	46	0	1	1	1	3	5	3	1	6	4	8	4	0	2	8	11	7	1	2	6	12	3	8	3	21	8	19	1	3	4	4	2	3	3	5	1	2	2	4	1	8	2	1	5	14	12	10	7	15	4	14	5	9	10
85500	-249.934962283768499	-248.180086882780927	-1.754875400987580	0.000264679544037	0.000049716744173	0.187837501210746	0.159205316990572	2	3	6	8	9	13	14	14	15	17	18	16	16	19	20	20	23	26	28	28	28	30	30	35	40	40	46	0	1	2	1	4	4	3	2	6	6	8	7	0	4	3	6	14	11	4	7	8	8	15	8	22	6	19	1	1	2	3	1	3	5	5	1	2	2	1	1	6	6	3	2	4	10	7	5	6	5	11	3	13	7
86000	-240.659705587075990	-238.873423219916901	-1.786282367159089	0.000339024369017	0.000060978332377	0.179864157122091	0.185671334190835	1	3	6	8	10	14	15	15	16	18	18	18	17	17	21	20	24	26	28	27	29	31	30	35	41	40	47	0	1	2	2	4	1	4	3	6	4	8	8	0	1	12	4	9	3	8	3	10	10	11	4	10	8	26	1	1	1	2	1	6	2	4	1	5	2	1	1	9	1	7	3	10	6	9	5	6	6	14	12	13	4
86500	-265.725104949126887	-264.074038247200974	-1.651066701925925	0.000288857972162	0.000063502449277	0.219839697694803	0.229021741418277	-1	4	7	8	9	15	16	15	15	17	18	19	17	20	19	20	25	27	29	28	30	29	29	35	40	40	46	0	1	1	1	3	2	6	5	5	5	4	10	0	8	2	4	11	1	9	2	22	17	9	10	21	22	18	1	4	5	4	1	5	1	3	4	4	7	1	1	4	6	7	4	14	8	13	1	2	8	9	4	5	6
87000	-242.961175876742288	-241.321859511457262	-1.639316365285016	0.000271665997293	0.000060897631412	0.224163612740837	0.309002427538178	1	4	7	9	9	14	15	14	16	16	17	17	16	19	20	19	24	26	29	28	29	30	30	35	41	41	46	0	1	1	1	3	1	5	2	6	5	2	10	0	7	10	4	9	15	3	3	17	17	14	10	11	17	19	1	1	2	4	1	5	3	5	1	4	7	1	1	2	3	4	5	3	13	11	4	3	5	8	11	7	10
87500	-274.083846409505043	-272.515815581760364	-1.568030827744664	0.000417078924267	0.000106282863566	0.254826742330994	0.163983672132608	1	3	6	7	9	14	15	13	16	17	17	19	16	20	18	18	24	26	27	28	30	29	29	34	39	40	45	0	1	1	1	3	1	5	5	8	2	8	11	0	12	3	1	9	11	14	3	14	14	14	19	7	14	21	1	1	1	4	2	6	3	2	2	8	2	1	1	1	7	10	3	5	3	10	6	6	5	4	9	11	8
88000	-250.773183205158716	-248.948869237099672	-1.824313968059046	0.000317842919696	0.000054356833003	0.171017913675938	0.246732032080431	2	3	6	8	9	14	15	14	15	16	17	18	16	19	19	21	23	25	28	29	30	31	28	36	40	40	46	0	1	2	2	4	4	4	1	5	5	7	3	0	4	6	10	6	17	18	7	10	10	18	23	24	19	14	1	1	2	3	1	3	4	6	3	4	1	5	1	5	3	2	5	1	2	8	7	6	3	5	2	6	13
