step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65
66000	-305.660070296098525	-312.515558247057925	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724704636215450	0	2	3	4	4	4	4	3	4	6	6	5	5	5	4	6	7	5	6	6	6	6	7	8	7	10	9	9	10	11	8	11	10	10	11	10	10	12	13	10	11	11	11	12	10	12	12	13	13	13	13	13	14	14	13	15	15	15	16	18	16	16	17	18	19	0	1	2	8	8	8	2	2	3	5	18	7	4	4	8	3	9	6	18	13	13	14	19	16	13	31	23	24	28	26	21	31	31	23	29	25	20	37	30	31	40	33	26	26	24	35	35	33	41	35	26	46	55	52	40	47	50	55	56	57	55	50	62	62	63	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	3	1	3	1	2	1	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	3	2	1	1	1	3	1	1	2	2
66500	-314.889344905345013	-321.744832856304413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677730370493141	0	2	1	4	4	3	4	1	5	6	6	5	5	5	5	6	6	4	6	6	6	3	7	8	9	10	9	9	10	11	9	9	10	10	10	10	11	12	13	11	11	11	11	11	11	12	12	12	13	13	12	13	12	14	14	15	14	15	16	17	17	16	17	18	19	0	3	1	22	22	8	22	1	4	5	18	7	4	7	4	3	9	6	18	13	13	8	11	9	16	31	23	16	24	25	13	21	25	27	16	25	25	25	38	26	33	31	32	32	24	35	35	41	31	47	42	35	31	52	53	47	50	55	56	57	55	56	62	62	56	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	4	1	1	1	1	1	2	1	2	1	1	2	2	1	2	3	2	1	1	3	1	2	2	1	1	1	2	1	2	2	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	3	1	1	2	3
67000	-285.043870523508588	-291.899358474467988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.766484361597631	0	2	3	4	4	3	4	2	5	7	6	5	5	5	5	6	7	4	5	6	6	3	7	8	9	10	9	9	10	11	10	9	10	10	11	10	11	12	12	11	11	11	11	12	12	12	12	12	10	13	13	12	13	14	14	15	15	15	16	17	17	17	17	18	19	0	1	2	22	22	8	22	1	3	5	18	7	22	2	4	9	9	6	18	13	13	8	19	16	21	25	23	24	28	32	32	21	25	27	29	25	21	30	36	31	26	26	49	43	29	35	35	41	32	35	42	24	48	52	53	47	50	55	56	57	58	57	56	56	63	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	2	3	1	2	1	1	2	1	2	1	1	1	1	4	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1	2	2	2	2	2
67500	-298.298639810499083	-305.154127761458483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727288054908180	0	1	2	4	3	4	3	2	5	6	6	5	5	3	4	6	6	5	6	6	6	6	7	8	9	10	9	9	10	8	10	8	9	10	11	11	10	9	13	11	11	11	11	12	11	12	12	13	12	13	13	13	13	14	14	15	15	15	16	17	17	17	16	18	19	0	1	2	8	8	8	8	2	3	4	18	14	4	8	8	9	9	8	18	13	13	4	18	16	30	33	23	24	24	13	32	21	32	19	24	25	30	30	37	31	26	26	26	43	28	29	35	41	43	46	42	35	41	52	53	47	50	55	56	57	58	63	47	63	62	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	1	2	2	2	2	1	2	3	2	2	1	3	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	2	2	1	1	1	2	1	3	2	1
68000	-280.954477549398860	-287.809965500358260	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646390243035580	0	1	3	3	4	4	4	3	5	7	5	5	5	6	5	6	7	6	6	6	6	6	7	8	9	9	9	9	10	10	10	8	10	10	11	11	10	12	13	11	11	11	11	11	11	12	12	12	13	12	13	12	12	14	14	15	15	15	16	18	17	17	17	18	18	0	1	2	2	8	4	8	2	3	5	6	7	7	15	8	9	9	11	11	4	13	15	19	16	21	32	23	24	28	25	25	21	32	27	29	30	25	30	30	31	32	31	31	33	24	45	35	33	44	35	42	45	32	52	53	47	50	55	56	57	58	56	47	62	56	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	3	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	3	1	1	2	2	1	2	1	1	2	2	2	2	1	1	2	2	1	4	1	3
68500	-297.241276255102775	-304.096764206062176	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636077551910147	0	2	3	4	4	4	4	3	5	7	5	5	5	6	5	6	7	6	6	6	6	6	7	8	9	9	8	9	10	10	10	11	10	10	11	11	11	12	12	11	11	11	10	12	12	12	10	13	13	13	13	11	13	14	14	15	15	15	16	18	17	17	15	18	19	0	1	1	8	8	8	8	2	3	4	6	7	2	8	4	3	16	11	11	13	13	8	19	16	22	21	23	24	28	25	25	43	26	27	24	25	30	25	30	31	31	31	26	43	28	35	24	41	43	35	42	29	25	52	53	47	35	55	56	35	58	63	54	56	62	1	2	2	1	1	1	1	1	2	3	1	1	3	2	1	2	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	2	3	2	1	2	2	1	1	1	1	1	2	1	2	2	2	1	2	1	3	3	1	4	2	1	1	2	1	2	1	3	2
69000	-312.386573554020742	-319.242061504980143	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628857173479152	0	1	2	4	4	4	3	3	5	7	5	5	5	6	5	6	7	6	6	6	6	6	7	8	9	10	8	8	10	9	9	11	10	10	10	11	11	9	13	11	11	11	10	12	12	12	12	13	13	13	13	11	12	14	13	15	15	15	16	18	17	17	16	18	18	0	1	1	8	8	8	2	3	8	5	6	7	4	4	4	8	3	11	11	13	13	12	19	16	13	25	23	9	24	4	21	43	31	27	24	38	30	13	30	31	31	26	31	43	29	35	35	40	32	46	42	35	31	52	53	47	29	55	56	50	58	63	56	63	56	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	3	3	1	1	1	1	1	1	1	2	1	1	2	1	3	2	1	1	2	2	1	2	4	4	2	2	1	1	2	2	2	1	1	2	1	2	1	2	2	1	2	2	1	1	2	2	1	1	2	2
69500	-281.095551931214402	-287.951039882173802	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737310252669711	0	2	3	4	4	4	4	3	5	7	5	5	5	5	5	6	6	6	6	6	6	6	7	7	8	10	9	8	10	9	9	11	10	10	11	11	11	12	13	11	11	11	10	12	11	12	12	12	11	13	13	14	13	12	14	14	15	15	16	18	17	17	16	18	19	0	1	2	8	8	2	8	2	3	5	6	7	8	8	8	9	9	11	11	13	13	14	19	16	21	31	23	16	24	21	21	43	31	27	28	30	30	36	30	31	26	31	31	32	28	35	35	31	31	35	42	54	48	29	53	47	50	55	56	57	55	63	56	56	64	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	3	1	1	1	3	2	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	1	2	1	2	2	1	1	2	3	1	1	2	1
70000	-278.497020980821560	-285.352508931780960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660628670084045	0	1	3	4	4	4	4	3	5	7	5	3	5	6	5	6	7	6	6	6	6	6	7	8	9	10	9	9	10	9	8	11	10	8	11	11	11	12	11	11	11	11	10	12	12	12	12	13	13	13	13	14	13	13	14	15	15	15	16	18	17	17	16	18	19	0	1	1	8	3	8	3	2	3	4	6	2	4	4	8	9	9	11	11	13	13	4	19	9	13	30	23	24	24	13	21	43	31	23	29	25	30	39	30	31	26	26	31	43	29	35	35	40	44	35	42	54	40	46	53	47	50	55	56	57	58	56	56	62	63	1	1	2	1	1	1	1	2	2	2	1	2	1	2	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	3	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	3	2	1	1	2	2	2	1	1	2
70500	-294.276697608259894	-301.132185559219295	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570713443771522	0	2	3	4	4	4	4	3	5	6	5	4	5	6	5	6	6	6	6	6	6	4	7	7	9	9	8	9	9	11	7	11	10	9	11	11	11	12	13	11	10	11	11	12	12	12	12	13	13	13	13	14	11	12	14	15	15	15	16	17	17	17	17	17	19	0	1	2	8	8	2	8	2	3	12	6	8	4	22	8	9	3	11	11	13	13	8	19	16	8	31	23	24	9	25	21	41	31	27	28	25	25	36	30	26	31	33	26	33	28	35	35	33	41	46	42	54	41	35	53	47	50	55	56	50	58	56	59	56	63	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	6	2	1	2	3	2	1	1	3	1	2	2	2	1	2	2	2	1	2	2	2	1	1	1	2	1	1	2	1	1	2	2	2	1	1	3	2	1	1	2	2
71000	-258.923240572241752	-265.778728523201153	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.752332694520596	0	2	3	4	4	4	4	3	5	7	5	5	5	5	5	6	7	6	6	6	6	4	7	8	8	9	9	7	10	10	8	11	10	10	11	11	11	12	11	11	10	11	10	12	12	12	12	13	13	13	10	14	13	12	14	15	15	15	16	18	17	17	17	18	19	0	1	2	8	8	8	8	2	3	5	6	7	22	22	22	9	9	11	11	13	13	8	19	28	13	31	23	9	24	25	21	43	26	27	29	30	30	30	30	26	26	51	26	32	29	29	35	40	44	35	31	54	40	29	53	50	50	55	56	57	58	56	56	62	62	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	1	2	1	2	2	2	1	2	2	1	1	1	2	2	2	1	1
71500	-295.284791765469265	-302.140279716428665	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636018576907624	0	2	3	4	4	3	4	3	5	7	5	5	5	6	5	6	7	6	6	6	6	6	7	8	9	10	8	9	9	11	9	10	10	10	11	11	11	11	12	11	11	11	11	12	12	12	12	13	13	12	13	14	13	13	14	15	15	15	16	17	17	17	17	18	19	0	1	1	8	8	2	8	2	2	5	6	7	3	8	4	9	3	11	11	13	13	4	19	16	22	25	23	24	16	21	3	31	31	23	29	25	25	25	36	26	26	31	32	43	28	35	30	41	32	35	42	54	41	46	53	45	45	55	56	57	58	59	56	62	62	1	1	3	1	1	1	1	1	3	2	2	1	2	3	1	1	3	1	1	1	1	2	1	2	2	1	1	1	2	4	2	1	1	1	2	2	1	2	1	1	1	2	1	1	3	1	1	2	2	1	2	1	2	1	1	2	2	1	1	1	2	1	2	1	2
72000	-311.076539205685719	-317.932027156645120	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668037453967460	-1	1	3	3	4	4	4	2	5	7	5	5	5	5	5	6	5	6	6	6	6	4	7	8	8	10	9	9	10	9	8	11	10	10	11	10	10	10	13	11	9	10	10	12	10	11	12	13	13	13	12	14	13	12	14	15	15	15	16	17	17	17	17	18	17	0	1	1	8	4	8	3	2	3	5	6	7	4	4	4	9	3	11	11	13	22	8	19	16	4	41	23	24	28	25	21	31	41	27	29	30	30	30	30	42	31	31	31	32	16	28	35	31	32	35	26	54	32	45	53	47	50	55	56	50	58	56	56	56	56	1	2	2	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	3	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	2	1	4	2	1	3	2	1	2	2	2	1	1	2	2	1	1	2	2	2	2	2	1
72500	-298.647143600922732	-305.502631551882132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683658691300809	0	2	3	3	4	3	4	2	5	6	5	5	5	4	5	6	6	6	6	6	6	6	7	8	9	10	9	9	9	11	8	11	9	10	11	11	10	12	13	11	9	11	9	12	12	12	12	13	11	13	12	14	13	12	14	15	15	15	16	17	17	17	17	18	19	0	1	2	8	8	8	4	1	3	5	6	7	4	4	14	8	9	11	11	8	4	14	18	16	13	31	19	16	16	25	21	43	31	23	29	25	21	30	38	26	31	31	31	40	35	35	35	41	43	35	42	54	32	35	53	47	50	53	56	57	58	59	59	56	63	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	2	3	2	1	2	2	2	1	3	2	2	1	2	1	2	2	2	4	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	1	1	2	2	1	1	1	2
73000	-296.533532291903725	-303.389020242863126	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691361041854667	0	2	3	4	4	4	2	3	5	5	5	5	5	6	4	5	7	6	6	6	5	5	7	8	9	10	9	9	10	11	8	11	9	10	10	10	11	12	13	11	11	11	10	12	12	11	12	13	13	12	13	14	13	11	14	15	15	15	16	17	17	17	16	18	19	0	1	1	7	8	8	1	2	3	5	6	4	4	22	8	4	16	11	11	21	8	4	19	16	13	31	23	24	16	25	13	43	31	27	28	25	25	25	25	31	31	26	33	32	28	29	35	41	44	35	42	54	41	24	53	47	50	55	56	57	58	63	56	62	63	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	2	2	1	4	2	3	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	1	1	2	2	1	1	1	3
73500	-304.101696830133221	-310.957184781092622	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663624238293676	0	1	3	4	4	3	4	2	5	6	5	5	4	3	5	6	7	5	6	6	6	5	7	8	9	9	9	9	10	10	9	11	10	10	11	11	11	12	13	11	11	11	10	12	12	12	12	13	12	13	13	14	12	13	14	15	14	15	16	15	17	17	16	18	19	0	1	1	14	8	8	14	2	3	22	6	13	8	8	4	9	22	6	18	13	13	14	19	16	22	21	23	9	28	25	21	43	26	27	29	30	30	30	30	25	33	21	26	32	24	29	29	41	41	46	42	54	31	35	53	47	35	55	56	50	58	56	56	63	63	1	1	2	1	2	1	1	1	2	1	2	1	2	1	1	1	1	2	1	2	2	2	1	2	2	2	1	2	1	1	2	1	1	1	1	1	1	2	3	1	1	2	1	1	3	2	2	2	1	1	2	1	3	1	1	1	2	1	1	2	2	2	1	2	2
74000	-297.217046772955030	-304.072534723914430	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714066907406361	0	2	2	3	4	3	3	2	4	7	6	5	5	5	4	6	7	5	6	6	6	4	7	8	8	10	9	9	10	10	9	11	10	10	11	11	11	10	13	10	11	11	10	12	12	12	12	13	13	13	13	14	12	12	14	15	12	15	16	15	17	17	15	18	19	0	1	1	1	7	8	8	1	3	5	18	9	8	22	4	9	16	6	18	8	13	4	19	16	13	31	23	24	24	25	21	43	31	27	29	30	30	25	30	31	40	26	31	43	28	35	35	53	32	57	42	54	31	29	53	47	35	55	56	57	58	63	47	62	63	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	3	1	2	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	3	1	1	1	1	1	1	2	1	2
74500	-305.663058850665209	-312.518546801624609	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622633056221707	0	1	3	4	4	3	3	2	5	7	6	5	5	6	5	5	7	4	6	6	6	4	7	8	9	10	9	9	10	10	9	11	10	10	11	11	11	12	13	11	11	10	10	12	9	12	12	13	12	13	13	14	11	11	14	15	12	15	16	16	17	17	17	18	18	0	1	2	8	8	8	8	2	3	5	18	4	22	22	22	3	9	6	18	13	13	8	19	22	22	31	23	24	45	25	21	43	31	27	24	25	30	30	30	31	26	31	31	43	16	35	35	41	43	57	42	46	31	24	53	47	35	55	56	57	58	56	56	63	63	1	1	2	2	2	1	1	1	2	3	2	1	1	2	1	1	2	1	2	1	1	1	1	4	4	1	2	1	1	1	3	1	1	1	3	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	2	2	2	3	2	1	1	1	3	2	1	2	1	1
75000	-286.135771434995434	-292.991259385954834	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670577640189950	0	1	3	4	4	4	3	2	5	7	6	4	4	5	5	6	7	5	6	6	6	3	7	8	9	10	9	9	9	11	8	11	10	10	11	11	11	12	13	11	11	11	10	12	12	12	12	12	13	13	13	14	13	12	14	15	15	15	16	18	17	16	17	17	19	0	1	1	22	22	22	8	2	3	14	18	7	8	8	4	3	9	6	18	14	14	8	19	16	21	31	23	24	24	25	21	26	31	27	29	25	43	30	30	31	33	31	13	32	28	35	35	26	32	35	42	54	41	35	48	47	50	55	56	57	58	56	62	56	62	1	1	2	1	1	1	1	1	2	2	1	1	2	2	1	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	4	1	3	1	1	2	2	1	2	2	2	1	2	2	2	1	1	3	2	1	1	2	3
75500	-310.776308788480662	-317.631796739440063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724183192679747	0	1	3	3	4	3	4	2	5	7	6	5	5	4	5	6	7	5	6	6	6	5	7	7	8	9	9	9	10	9	9	11	10	10	11	10	8	10	12	11	11	11	10	12	11	12	12	11	13	13	13	14	13	12	14	15	15	15	16	17	17	17	17	18	19	0	1	1	8	4	8	4	2	1	9	18	7	4	4	14	9	3	6	18	13	13	4	19	22	13	21	23	16	28	25	21	43	26	27	28	25	21	21	30	33	33	26	31	40	29	35	35	31	26	35	42	54	31	35	53	50	46	55	56	57	58	56	59	56	56	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	2	2	3	1	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	2	1	1	2	2	2	1	3	3
76000	-292.615042835522161	-299.470530786481561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745188104649152	-1	2	3	4	4	4	3	4	5	7	6	5	5	6	5	6	7	5	6	6	6	6	7	8	9	8	8	9	10	10	9	11	10	10	11	11	11	12	11	11	11	11	9	11	12	12	10	10	13	12	12	14	12	12	14	15	15	15	16	16	17	17	17	18	18	0	1	2	7	2	2	2	7	3	5	18	7	4	4	8	9	3	6	18	13	13	15	11	16	13	21	11	24	24	10	26	43	31	23	29	30	30	39	30	26	26	31	26	43	28	35	28	26	32	35	40	54	31	35	53	47	50	55	56	57	55	56	59	62	63	1	3	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	3	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	1	3	3	1	1	1	2	1	1	1	1
76500	-298.237878230601552	-305.093366181560953	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632675087704192	-1	1	3	4	4	2	4	3	5	7	6	5	5	6	4	6	7	3	5	6	6	5	7	8	9	8	9	9	10	10	10	9	10	10	11	11	11	12	13	11	11	11	11	12	11	12	11	13	13	13	13	14	13	12	14	15	12	15	16	18	17	17	17	18	19	0	1	2	8	8	2	8	6	1	5	19	7	8	4	8	3	16	6	18	13	22	8	11	9	22	21	23	24	24	25	26	26	26	27	24	30	30	30	30	26	31	31	32	31	24	35	29	26	43	57	42	54	33	29	53	47	35	55	56	50	58	56	59	56	64	1	1	2	1	1	1	1	1	3	2	1	1	1	2	1	2	1	1	2	1	1	2	1	2	3	1	2	1	2	1	2	1	2	1	2	1	1	2	1	2	1	1	1	1	3	1	1	2	1	1	2	2	2	2	1	2	1	1	1	4	2	1	1	3	1
77000	-293.402266790116414	-300.257754741075814	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653430155505253	0	2	3	4	3	3	4	2	5	5	5	5	5	6	5	6	7	4	6	6	5	6	7	8	9	8	9	9	10	11	10	11	10	10	11	11	11	12	13	11	11	11	11	12	12	12	12	12	13	12	13	14	13	12	14	15	15	15	16	18	17	17	17	18	18	0	1	2	8	8	2	8	1	2	5	18	7	2	2	7	9	9	6	18	4	7	8	19	16	13	21	23	24	24	21	26	31	26	23	29	31	25	25	38	31	26	31	31	33	24	35	35	41	30	35	42	54	41	35	53	47	50	55	56	57	58	59	59	62	56	1	2	1	2	1	1	2	1	2	2	1	1	1	3	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	3	2	1	2	3	1	1	2	2	1	1	2	1	1	1	3	1	1	1	1	1	2	2	2	1	1	2	3	1	1	2	2	1	1	1	1
77500	-251.717162990060643	-258.572650941020015	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803168835896048	0	2	3	4	4	4	4	4	5	7	6	5	5	6	5	6	7	5	6	6	6	3	7	8	9	10	8	9	10	10	9	11	10	10	11	11	11	12	13	11	11	11	10	12	11	12	12	12	13	13	13	14	13	13	14	15	14	15	16	18	16	17	17	18	19	0	1	2	22	22	22	22	22	3	14	18	7	8	8	4	9	9	6	18	13	13	1	19	16	13	31	23	24	24	25	21	43	31	27	24	25	30	30	30	26	26	26	31	43	28	35	35	41	32	29	42	54	48	46	53	57	47	55	56	57	53	56	56	63	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1	2	3	2	1	1	1	1	1	2	1	1	3	2	1	2	1	1
78000	-321.448434991717647	-328.303922942677048	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627493236804820	-1	1	2	3	4	4	4	1	4	7	6	5	5	5	5	6	7	5	6	6	6	6	7	7	8	10	8	9	7	9	9	11	10	9	11	10	11	12	11	11	11	11	11	12	10	12	12	13	13	13	13	13	12	13	13	14	15	15	15	17	16	17	16	18	19	0	1	2	3	4	4	8	1	2	5	18	8	2	8	5	9	13	6	18	4	14	15	19	16	22	31	23	24	16	20	25	26	31	27	45	30	25	30	30	26	31	26	25	32	29	28	35	41	43	46	42	46	41	29	53	47	50	55	56	57	55	63	56	62	63	1	1	1	1	1	1	2	1	2	2	1	3	3	2	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	3	1	1	1	1	1	1	1	2	2	1	2	1	2	1	3	2	1	2	2	1	2	1	1	3	1	2	2	2	1	1	2	1	1	1	2
78500	-294.763533910312674	-301.619021861272074	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673915011143061	0	2	3	3	4	3	4	4	5	5	6	5	5	6	5	6	7	4	6	6	6	4	7	8	9	10	9	9	10	10	9	11	10	10	11	11	11	12	12	11	11	11	10	11	12	10	12	12	12	13	12	13	13	14	14	15	14	15	16	18	17	17	17	18	18	0	1	2	1	4	2	4	4	3	5	18	7	8	8	2	3	9	6	18	13	13	4	19	16	4	31	23	24	9	14	21	43	31	27	46	30	25	30	37	26	31	33	31	31	28	24	29	41	31	35	42	46	31	52	53	47	50	53	56	50	58	59	59	62	63	1	2	1	3	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	2	1	2	3	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	3	1	1	2	1	1	1	2	1	1	1	5	2	1	1	1	1
79000	-293.038123885731750	-299.893611836691150	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597702573571017	0	2	3	2	4	4	3	4	5	7	5	5	5	6	5	6	7	6	6	6	6	6	7	8	9	10	9	9	10	10	9	11	10	10	11	11	11	12	12	11	11	11	10	12	11	12	12	13	12	13	13	12	12	14	14	15	14	15	16	17	17	17	17	18	18	0	1	2	1	7	7	2	4	3	5	6	7	4	7	8	9	14	11	11	13	13	8	19	16	21	31	23	24	28	25	21	31	31	27	29	30	25	37	30	31	43	31	21	41	28	35	35	41	32	35	42	29	43	52	53	47	29	55	56	57	58	56	47	63	63	1	2	1	2	1	1	1	1	2	2	1	2	2	3	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	3	2	1	1	1	1	2	1	2	2	1	2	4	1	2	1	1	2	1	1	2	2	2	1	1	3	3	1	1	3	2	2	4	1	1
79500	-295.997298513513329	-302.852786464472729	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614334775007490	0	2	3	3	4	4	4	4	5	7	5	5	4	6	5	6	7	6	6	6	6	6	7	8	7	10	9	8	10	11	9	11	10	10	11	11	10	10	13	11	11	11	8	12	12	12	12	13	12	13	13	13	13	14	14	15	15	14	16	17	17	16	17	18	19	0	1	2	2	4	4	4	3	3	5	6	7	4	4	8	9	9	11	11	13	13	8	19	3	22	31	23	16	24	38	21	26	31	27	29	37	25	25	30	26	33	31	25	43	28	35	35	32	31	35	42	46	31	52	53	50	50	53	56	50	55	56	47	62	63	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	2	2	1	4	1	1	2	2	2	1	3	1	1	1	1	1	2	1	2	1	1	2	1	3	2	1	1	1	2	1	2	1	3	1	1	2	2	1	1	3	2	1	3	2	2
