step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
24500	-375.983940228159440	-385.034783608610780	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982749349869992	1	18	8	10	14	33	26	30	27	37	41	34	30	45	39	43	32	50	38	43	39	46	38	42	48	50	42	37	41	45	44	50	48	54	49	51	42	57	49	46	51	56	56	50	56	58	53	56	57	53	56	71	55	50	63	57	67	66	45	66	70	75	61	68	60	71	73	61	78	79	0	4	1	1	1	9	2	7	2	13	9	17	7	28	12	21	9	37	7	11	12	24	17	8	37	16	8	6	10	17	23	20	7	35	29	29	21	30	20	23	22	44	22	31	14	40	23	36	24	59	36	34	25	40	65	59	63	68	12	38	65	57	51	53	35	60	63	56	58	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-367.917288293027127	-376.968131673478467	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995386344907690	4	19	9	11	9	19	23	30	30	32	38	33	34	47	27	42	39	51	37	44	48	43	33	42	52	54	48	42	44	42	46	51	45	52	40	52	45	56	46	45	50	40	52	45	58	58	40	51	70	51	61	68	60	56	60	61	67	62	63	65	69	76	55	87	70	74	79	72	82	76	0	5	1	3	1	3	4	2	7	15	9	9	9	11	6	8	12	31	15	23	37	10	9	42	44	30	29	12	10	35	35	40	13	37	19	29	30	37	47	12	37	15	33	35	41	37	10	30	38	42	18	51	43	27	21	26	28	54	45	43	56	68	21	70	56	65	49	53	62	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-365.031263547791070	-374.082106928242411	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993733122485185	4	23	10	12	14	37	21	30	29	32	36	39	35	46	35	39	37	50	43	40	44	45	45	44	47	47	41	44	39	41	46	52	40	51	51	52	47	51	42	47	47	53	56	52	55	56	52	48	59	56	52	70	57	52	56	43	57	60	58	63	65	68	65	80	74	75	63	69	80	81	0	3	1	1	3	10	5	2	3	7	8	6	8	16	8	9	15	27	17	10	12	13	27	13	27	33	15	12	15	6	13	37	6	27	25	17	39	40	6	56	21	34	18	31	41	28	40	29	42	24	30	61	51	30	37	12	34	46	35	55	50	58	59	66	68	51	55	49	65	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-363.626424413011648	-372.677267793462988	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999852448343411	1	21	15	5	16	33	29	26	29	38	36	38	30	51	37	34	40	47	36	46	46	27	33	41	49	60	42	41	46	45	46	44	44	45	51	47	47	49	44	48	44	54	53	50	54	55	51	49	66	55	55	71	57	59	61	54	64	54	68	65	69	54	69	81	73	78	81	69	75	72	0	5	4	1	1	13	2	2	22	22	8	6	2	21	9	13	9	11	13	24	24	3	22	10	33	47	16	12	11	19	12	24	24	10	28	28	17	34	15	34	10	28	21	27	32	40	25	33	46	40	40	49	58	50	47	21	50	47	54	54	55	41	55	61	49	69	52	50	52	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26500	-372.389383542529799	-381.440226922981140	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986878475876668	5	24	9	11	15	39	15	28	22	36	38	33	31	47	36	43	36	52	40	44	38	44	36	42	51	58	50	39	41	32	43	49	38	55	53	45	46	51	48	45	41	51	44	48	54	55	49	56	66	55	49	73	60	59	52	58	68	65	65	61	75	71	61	81	72	76	67	73	84	81	0	7	1	3	4	30	3	2	7	12	13	30	2	6	30	28	13	31	17	17	8	6	30	21	19	20	22	13	30	2	33	41	8	38	37	21	6	44	20	16	17	16	24	43	25	18	29	16	53	38	43	45	45	27	17	45	48	53	53	45	58	59	39	56	49	60	60	58	62	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-348.122321963347872	-357.173165343799212	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999624267702148	1	18	12	9	22	35	26	31	22	30	37	25	27	45	31	40	35	55	40	47	47	43	43	35	51	59	50	43	48	44	43	55	46	53	50	49	52	53	51	48	44	55	57	44	56	59	52	57	65	53	57	71	60	56	58	64	65	64	65	56	73	77	64	85	68	72	72	70	79	78	0	3	4	1	2	15	4	13	2	7	8	2	5	17	9	6	7	27	17	19	44	6	11	15	22	40	28	11	16	19	8	35	22	33	33	41	29	14	14	24	17	20	37	24	47	42	44	34	48	41	18	65	37	47	37	53	46	50	60	29	57	59	60	65	49	53	57	49	52	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-372.224192252596765	-381.275035633048105	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993915881937167	-1	20	2	11	16	37	25	30	23	28	39	35	32	48	37	37	32	51	31	42	39	33	43	41	55	57	43	41	44	44	43	55	47	58	49	50	45	56	46	49	52	57	57	50	51	57	54	60	65	57	59	58	59	60	61	51	67	61	64	58	72	66	60	85	74	77	77	69	80	66	0	5	1	3	4	19	2	7	4	7	6	5	10	30	10	13	7	35	10	16	13	10	16	8	14	35	12	7	21	24	6	27	27	18	23	21	21	47	28	37	27	47	56	24	29	40	29	18	53	40	40	35	38	34	47	31	54	43	46	29	57	49	52	67	58	65	43	49	26	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28000	-367.309347659328125	-376.360191039779465	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989534857486871	2	22	12	14	17	33	27	21	22	27	40	40	32	49	36	30	32	53	42	46	47	44	43	36	49	54	49	46	43	36	41	55	48	54	50	49	45	53	51	47	54	51	53	46	51	49	47	60	68	55	56	72	60	42	57	61	61	60	60	49	71	75	65	77	69	75	80	66	64	83	0	5	1	1	4	7	8	3	4	2	13	10	2	37	7	10	8	28	15	12	19	11	24	13	29	22	11	6	6	7	16	45	11	27	37	54	11	60	47	23	28	31	31	15	27	54	19	45	56	21	45	68	45	10	39	39	43	40	32	19	68	49	59	52	63	49	65	39	56	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28500	-373.657233516263148	-382.708076896714488	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975986002784838	7	15	10	13	21	36	26	23	30	36	38	34	23	45	35	34	31	54	43	42	49	43	36	42	54	62	42	34	44	44	38	52	46	51	50	50	51	51	47	49	53	58	58	51	57	50	47	58	67	60	58	67	45	49	60	59	69	61	61	65	72	74	65	79	70	79	71	71	77	73	0	1	1	3	4	7	8	3	13	17	17	13	4	6	13	17	5	21	6	6	16	28	9	6	12	45	23	9	28	23	13	39	10	14	53	54	30	39	15	22	29	33	18	29	44	24	12	54	59	40	29	58	24	47	38	32	26	40	34	58	58	67	55	61	63	65	59	49	70	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29000	-373.018570614151201	-382.069413994602542	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997092777524152	5	18	13	10	16	30	26	22	23	37	38	34	33	47	37	41	35	54	36	47	43	38	33	38	51	47	37	40	40	39	44	49	47	54	44	48	44	53	44	50	53	56	56	52	49	49	53	54	62	58	53	66	62	52	62	59	63	60	65	55	70	62	68	86	76	71	79	68	71	80	0	1	4	1	3	8	8	5	2	12	7	6	8	29	13	19	23	17	13	15	11	23	7	23	32	10	13	23	17	23	15	37	29	31	19	31	30	31	29	7	14	40	32	29	7	31	14	33	60	36	26	43	46	12	50	43	43	60	41	14	34	50	62	70	59	55	53	58	68	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29500	-371.205895637496212	-380.256739017947552	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999288803096566	-1	22	6	11	18	37	25	31	29	36	43	37	28	38	32	38	37	51	43	41	44	45	39	44	51	56	40	41	44	43	47	56	37	52	51	46	46	57	37	43	49	55	59	47	45	58	49	58	64	57	54	70	56	61	59	61	64	51	66	66	70	66	57	87	68	76	77	71	83	76	0	4	1	3	4	7	2	13	2	13	17	8	5	15	2	9	8	27	10	12	33	19	9	14	41	14	17	8	23	6	16	25	15	37	45	27	6	19	13	8	24	36	26	40	12	47	12	45	27	32	44	38	31	51	63	38	50	37	42	25	54	50	34	67	53	55	61	60	66	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30000	-374.117554764043746	-383.168398144495086	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990399633825627	4	21	7	14	20	29	18	25	28	31	28	39	35	40	38	35	34	53	40	47	36	45	37	43	51	61	44	44	36	40	44	50	43	51	50	51	46	50	48	46	48	49	53	49	54	57	47	55	58	55	56	67	62	50	64	57	68	60	70	66	72	76	58	80	73	71	70	70	81	75	0	4	1	1	4	7	3	3	5	11	8	16	11	29	13	8	8	42	8	13	6	14	13	9	31	51	17	21	11	8	13	14	16	33	37	24	21	47	23	12	19	28	25	28	30	43	15	35	25	54	33	32	50	27	41	54	51	18	46	53	67	55	38	70	58	57	49	53	67	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30500	-371.621953657223855	-380.672797037675195	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978508660740520	1	24	10	16	19	33	20	31	23	33	38	39	31	48	41	43	38	51	44	37	40	43	43	46	46	60	46	45	47	42	39	52	37	46	50	51	47	48	50	50	52	51	49	47	58	59	53	57	65	52	54	70	59	59	60	48	64	60	65	62	70	75	69	86	73	79	76	69	88	80	0	4	1	3	3	13	3	2	4	8	13	13	9	33	11	13	6	38	33	10	10	21	11	19	33	35	17	23	11	13	8	34	10	20	22	37	22	22	25	34	33	56	12	12	14	39	40	36	55	34	36	60	43	39	41	22	53	32	42	50	57	59	39	66	55	67	63	35	61	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31000	-375.398952617003715	-384.449795997455055	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999338671907535	-5	25	12	10	18	31	25	30	22	32	42	36	33	48	37	38	35	46	36	49	48	44	46	39	48	52	40	40	39	46	42	53	46	50	41	51	42	51	46	49	52	45	47	46	56	57	51	60	62	56	52	69	64	54	53	58	59	66	66	64	63	76	67	81	74	77	73	73	74	75	0	4	4	1	3	7	5	9	4	7	17	7	8	11	13	6	13	28	8	28	31	29	35	10	42	22	17	19	17	16	16	25	15	11	17	11	16	39	31	37	28	11	35	27	28	43	23	36	24	31	34	53	45	30	14	43	55	41	55	18	34	63	57	70	50	54	59	63	53	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31500	-375.942290840997600	-384.993134221448940	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.945328450972371	4	17	13	7	17	37	22	28	32	34	39	28	30	38	39	42	39	52	38	47	35	44	39	37	48	61	42	42	47	42	41	56	46	49	43	53	49	53	49	48	51	41	55	42	46	62	51	54	67	58	54	72	61	46	56	58	58	64	65	53	68	77	65	85	77	70	80	72	85	73	0	4	4	1	3	9	2	5	5	12	10	5	5	12	10	14	9	37	10	42	13	21	21	13	27	43	7	24	6	17	10	38	17	16	17	41	35	27	14	23	42	12	30	21	14	20	27	40	56	33	11	58	27	19	25	47	33	25	36	54	26	52	46	65	70	56	52	46	70	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32000	-367.610172469171289	-376.661015849622629	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996986851010656	4	19	11	9	18	30	29	28	28	26	20	30	33	48	33	38	41	49	39	42	48	43	42	35	53	57	49	43	34	45	43	50	39	56	39	49	42	57	43	46	53	49	53	51	55	59	48	59	71	47	53	69	59	51	58	64	69	49	67	61	63	71	65	79	76	80	74	58	82	67	0	4	1	1	4	10	11	11	10	5	4	11	7	28	10	29	24	40	13	13	39	24	29	7	58	21	28	29	8	28	13	40	7	37	29	19	24	32	19	15	30	33	42	23	27	45	37	32	26	35	21	38	44	39	54	25	63	33	38	44	46	68	53	67	56	62	59	44	49	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32500	-372.826808073919267	-381.877651454370607	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998377454804672	6	24	11	12	21	34	22	27	26	31	33	30	30	48	35	37	40	52	43	42	38	41	38	40	55	53	48	38	37	45	46	55	44	50	39	44	46	54	47	46	45	46	46	46	51	54	51	59	66	56	60	69	57	51	62	64	70	65	64	65	63	60	70	86	73	80	79	74	79	71	0	7	1	1	3	12	4	5	5	5	7	5	5	33	8	11	15	14	15	23	13	15	13	11	45	27	16	5	13	19	15	39	29	24	6	15	28	27	22	28	19	11	16	6	6	31	27	42	62	18	25	26	20	17	25	51	56	55	35	46	18	30	62	67	58	65	59	59	70	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33000	-357.981418039228515	-367.032261419679855	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989642449098123	4	24	9	13	16	34	22	30	30	28	40	32	23	46	35	40	33	52	41	50	47	40	44	37	50	55	48	46	39	38	46	52	44	57	51	49	45	54	49	49	51	47	52	51	58	51	42	56	59	50	52	68	54	59	62	59	65	57	63	61	70	75	70	83	74	79	82	72	82	76	0	5	1	1	3	13	5	7	7	13	6	2	5	47	10	9	9	37	10	29	33	9	47	9	21	12	24	47	6	17	30	23	30	51	39	12	10	50	19	30	42	22	23	37	36	42	9	20	43	11	28	59	36	53	34	32	45	35	54	32	60	52	54	66	55	63	70	59	52	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33500	-363.224252101607760	-372.275095482059101	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999944225958396	-1	22	11	6	18	30	25	31	23	38	42	37	28	43	38	39	35	52	38	46	39	41	45	40	45	56	49	35	46	41	45	56	42	57	49	47	45	53	43	44	49	48	52	51	47	56	47	58	67	52	51	68	60	59	59	52	67	62	63	62	66	73	60	73	73	80	81	76	82	64	0	4	1	1	4	2	2	13	3	17	12	28	7	21	17	8	7	31	13	21	28	28	16	6	19	29	47	6	10	28	14	43	12	41	24	21	17	47	10	19	14	37	41	20	15	42	10	44	32	37	20	60	34	56	51	23	58	50	56	44	56	38	18	58	61	62	62	65	66	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34000	-372.033020115285296	-381.083863495736637	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974918753649211	3	21	7	10	21	36	19	29	28	33	38	27	29	49	39	43	34	55	38	49	40	40	44	39	51	58	48	43	47	39	35	48	43	55	47	49	48	49	43	43	48	53	57	41	56	55	48	54	69	56	58	70	56	54	54	62	70	63	52	67	67	68	68	85	73	79	78	63	89	67	0	1	1	3	4	9	4	7	4	12	31	2	7	23	9	6	9	14	12	33	9	17	19	10	31	38	15	21	22	10	13	13	30	47	33	30	21	44	31	19	22	22	42	15	32	25	39	32	51	36	27	34	59	20	35	35	60	30	35	56	14	48	45	66	61	63	49	48	67	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34500	-383.703670473937507	-392.754513854388847	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972825107021860	4	21	5	13	8	35	28	28	32	36	39	32	31	50	38	43	33	55	34	50	46	41	40	34	48	59	50	39	38	45	46	53	45	54	47	38	48	52	47	49	45	53	50	50	49	60	52	58	48	56	54	73	60	51	61	61	64	60	66	60	66	69	70	80	59	69	68	74	80	85	0	5	1	5	3	8	2	2	7	12	7	7	2	22	6	19	7	45	7	41	16	24	17	7	16	21	30	19	17	17	16	11	10	22	22	19	36	37	17	41	11	31	6	41	15	25	33	37	33	32	35	59	11	37	50	54	60	25	42	45	57	65	46	61	34	57	58	56	62	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35000	-380.456682617493470	-389.507525997944811	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971117544382861	6	24	12	13	20	38	28	29	30	37	38	36	24	48	33	42	42	52	40	41	37	44	37	44	49	51	36	45	45	45	46	41	46	50	47	52	49	46	44	43	46	51	56	50	55	50	53	54	69	61	56	65	60	59	63	61	69	63	66	39	69	67	69	80	75	61	80	71	79	84	0	5	1	1	3	15	13	2	8	15	12	15	1	39	9	15	27	30	27	27	7	32	7	10	40	14	15	60	19	12	17	12	16	29	32	39	8	19	21	15	20	16	36	38	39	12	41	39	51	25	24	66	34	44	44	47	36	45	51	10	51	66	56	61	54	25	65	52	52	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35500	-366.764317955236208	-375.815161335687549	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981174495426778	4	22	14	7	19	35	27	27	25	35	37	41	32	50	36	44	42	52	32	46	42	30	43	43	52	59	48	44	44	40	33	55	47	49	50	51	52	54	45	38	51	55	55	49	58	46	53	60	62	39	60	66	55	54	55	54	66	65	60	63	71	73	59	86	76	72	74	68	86	79	0	4	1	1	3	31	3	2	2	9	13	6	2	24	22	10	15	39	8	30	30	7	15	11	39	37	24	30	50	15	8	35	29	28	39	17	14	24	6	22	23	28	35	16	42	13	33	41	37	7	44	36	41	44	24	39	51	18	53	53	48	63	54	70	61	60	68	14	67	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36000	-374.486809538283694	-383.537652918735034	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.954335262648475	4	24	14	12	16	32	19	28	26	31	41	34	26	48	37	41	37	47	32	49	46	43	35	37	52	55	38	31	45	42	45	50	46	48	52	49	39	51	44	51	51	53	51	48	52	57	53	55	66	49	55	63	57	55	63	46	57	63	62	58	70	73	64	79	69	75	72	72	74	69	0	4	1	1	1	9	3	2	5	9	17	10	3	37	12	37	13	30	9	11	19	17	13	12	14	15	8	2	15	15	22	22	23	27	31	31	17	33	37	22	56	33	29	30	50	41	22	43	26	24	20	53	51	40	25	16	40	42	46	39	49	49	26	67	63	63	63	70	46	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36500	-384.108635753919373	-393.159479134370713	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977843157664349	2	21	11	14	20	33	29	22	24	30	36	36	29	43	31	43	40	53	40	40	43	47	30	38	52	57	37	45	42	47	40	47	43	55	51	50	42	49	44	48	51	47	54	40	47	53	48	55	69	57	50	67	63	59	64	62	62	62	61	52	74	76	56	84	70	78	75	71	87	72	0	4	1	3	3	9	9	4	2	9	15	7	5	19	7	6	15	40	12	6	17	19	2	13	51	41	2	2	12	12	12	31	19	36	38	33	44	39	10	11	40	37	14	23	44	24	44	33	57	24	40	53	18	18	54	32	43	21	43	39	56	52	25	68	26	61	55	57	67	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37000	-358.580373801969017	-367.631217182420357	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999643339837170	0	23	9	14	21	27	27	28	26	32	39	37	32	50	34	43	37	51	43	45	39	44	38	35	50	60	41	34	41	44	37	53	46	50	49	49	36	55	48	46	51	48	54	38	53	56	50	50	67	59	56	68	58	51	63	60	66	61	56	61	68	61	67	81	64	75	75	74	85	81	0	4	1	3	4	5	4	4	5	8	8	10	9	31	9	21	13	44	17	37	8	10	13	7	22	54	24	6	17	23	7	42	21	40	21	27	5	39	19	44	21	30	16	24	40	18	22	23	50	41	39	65	35	29	35	18	53	42	39	53	56	32	60	49	56	57	56	49	67	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
