step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33
95500	-185.614055964890781	-184.078322822688307	-1.535733142202480	0.000091646066229	0.000024931527374	0.272041435053893	0.591901880119814	0	2	3	5	9	11	13	16	15	13	17	18	19	19	20	20	22	20	22	21	21	21	22	22	22	24	25	26	26	28	29	30	31	0	1	2	3	0	5	6	10	6	5	10	8	11	8	12	11	16	0	14	14	16	12	13	15	14	20	22	24	14	28	30	30	31	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	2	4	1	1	1	1
96000	-191.981556101340828	-190.489522198409674	-1.492033902931158	0.000072058267312	0.000021642483223	0.300346983492300	0.622393186592974	0	2	3	5	7	12	13	16	14	14	17	18	18	19	21	20	22	19	21	22	20	20	21	21	22	24	24	26	27	28	28	30	32	0	1	2	3	0	5	5	10	6	7	10	8	11	8	22	14	14	0	14	11	11	12	13	22	13	20	8	24	20	28	28	28	31	1	1	1	1	1	2	3	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	5	2	2	1	1	2	2
96500	-197.333009904381214	-195.970288627847026	-1.362721276534191	0.000069286548222	0.000036558549685	0.527642819901843	0.740998993776428	0	1	3	4	8	12	13	16	15	15	17	17	16	19	20	20	21	21	23	21	21	19	21	21	23	23	26	25	28	26	28	30	32	0	1	2	3	0	5	6	10	7	6	13	10	10	13	10	13	16	0	21	14	11	12	11	22	16	23	22	24	16	24	30	28	31	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	1	2	1	2	1	4	2	3	4	1	3	2
97000	-192.805131613099803	-191.406252535420975	-1.398879077678818	0.000068928173718	0.000055444317698	0.804378162191368	0.786392374824665	1	3	4	5	8	11	13	15	16	14	17	17	18	19	20	21	22	21	22	22	19	21	21	22	22	24	25	26	27	26	29	30	33	0	1	2	3	0	5	5	10	7	6	8	8	11	11	12	13	23	0	11	14	11	11	14	22	14	20	15	24	26	24	27	28	31	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	2	2	2	2	2	2
97500	-195.503512749317736	-193.952702933244211	-1.550809816073534	0.000122434125765	0.000032283831840	0.263683279790550	0.566505709618560	0	2	2	4	9	12	13	15	15	14	17	17	18	20	19	21	22	20	23	21	20	20	21	21	21	25	25	26	26	28	29	29	31	0	1	1	3	0	5	5	10	6	6	8	8	8	11	12	13	14	0	16	21	11	12	13	12	14	20	22	24	20	28	24	28	30	1	1	1	1	1	2	2	1	3	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	2	3	3	2	1	4	1	1
98000	-171.630974030965632	-170.260525003143471	-1.370449027822153	0.000102028417510	0.000048881231893	0.479094286536253	0.793831028603324	0	1	3	4	8	11	13	15	16	13	17	17	18	20	19	20	21	20	22	21	19	20	21	22	22	25	25	26	28	27	29	30	32	0	1	2	3	0	5	6	10	7	6	8	8	11	11	12	13	16	0	14	16	11	15	13	15	14	20	15	24	27	28	30	28	32	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1	2	1
98500	-192.288628174319967	-190.831310628523738	-1.457317545796222	0.000098331277150	0.000032353961149	0.329030213853438	0.808881620933619	1	2	4	5	9	12	13	15	14	14	17	17	19	19	21	20	21	21	21	22	20	20	21	21	22	24	25	26	28	27	29	30	31	0	1	2	3	0	5	5	10	6	7	8	10	11	12	22	14	14	0	14	14	11	14	16	22	13	23	22	24	20	28	30	30	31	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	3	1	1	2	1
99000	-207.865881565156997	-206.501766769578211	-1.364114795578793	0.000065797284016	0.000041486276122	0.630516543985086	0.713243361088711	0	2	2	4	8	10	12	15	14	14	17	18	18	18	20	20	22	20	22	20	20	21	21	21	22	24	23	25	27	26	29	29	33	0	1	1	3	0	5	6	10	7	5	10	10	11	11	8	13	16	0	11	10	14	12	13	12	13	20	12	24	26	27	28	28	31	1	1	1	1	1	1	1	1	1	4	1	2	1	1	2	1	1	1	2	2	1	2	1	1	2	2	2	2	2	2	2	1	2
99500	-185.866161563093613	-184.505328250681657	-1.360833312411945	0.000082468242793	0.000046897033174	0.568667787562675	0.683775226043153	0	2	2	4	8	12	14	16	16	14	17	18	18	19	20	20	22	20	22	21	20	20	20	22	22	22	25	26	26	28	28	29	32	0	1	1	3	0	5	5	10	6	6	10	8	11	13	12	14	16	0	13	14	11	12	13	12	11	14	22	24	26	28	28	28	31	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	3	1	2	2	1	2	1
100000	-181.963584574870538	-180.500767541525107	-1.462817033345428	0.000096941618293	0.000031408265503	0.323991553435751	0.619237833677107	0	2	3	5	8	12	12	16	16	14	17	17	16	19	19	20	21	18	21	22	21	21	21	22	20	23	25	26	27	28	30	30	32	0	1	2	3	0	5	5	10	7	6	13	8	10	11	12	11	13	0	11	14	14	15	14	12	11	20	22	24	14	28	30	30	32	1	1	1	1	1	3	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	4	1	1	1	1
