step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61
28000	-398.777826642380091	-397.200186266481694	-1.577640375898424	0.000302739902699	0.000075736060593	0.250168741939002	0.394594329473611	0	2	4	4	4	5	6	4	6	5	6	5	7	8	8	7	7	10	9	9	10	9	12	11	13	11	12	14	13	11	14	15	13	14	13	12	14	15	16	15	17	16	14	14	16	17	17	17	20	18	20	22	22	22	26	28	29	29	31	33	30	0	1	2	1	2	4	8	1	6	4	8	2	1	17	3	3	12	2	17	0	22	3	0	16	3	22	13	27	3	20	12	29	10	19	22	17	0	30	40	23	27	26	29	0	6	37	16	32	0	37	4	25	48	19	53	2	52	31	22	48	28	1	1	1	2	1	1	1	2	1	1	1	2	3	1	2	2	1	4	1	1	1	3	1	2	5	2	3	1	4	1	5	1	4	2	2	3	1	2	1	2	2	2	1	1	4	2	4	1	1	2	6	4	3	7	2	12	3	8	11	10	8
28500	-380.116220610278219	-378.589623800785887	-1.526596809492347	0.000256587400020	0.000071181782438	0.277417294972693	0.345827999754614	-1	3	3	5	2	4	6	6	6	7	4	7	9	7	8	10	7	10	9	8	9	10	12	11	13	10	11	12	15	13	13	13	12	14	13	15	16	15	15	16	16	16	14	15	14	17	18	17	20	19	19	22	23	24	24	30	27	30	32	33	34	0	1	1	11	1	5	6	2	1	11	5	1	4	5	8	20	2	14	6	0	4	8	0	18	15	15	4	26	11	24	14	6	14	23	15	33	0	30	45	30	31	45	22	0	21	33	42	7	0	37	28	39	47	45	46	42	54	57	11	48	36	1	2	3	1	1	1	1	1	4	2	1	4	1	2	1	1	3	2	3	1	2	1	1	1	2	1	4	1	5	1	3	5	3	1	3	2	1	1	1	2	2	1	2	1	2	2	1	5	1	1	3	4	3	4	3	7	1	1	14	7	8
29000	-400.015159110214427	-398.413598290571258	-1.601560819643158	0.000228350599589	0.000054655123422	0.239347404914559	0.364530011028241	-1	2	4	5	4	5	7	5	7	6	4	6	8	9	7	10	7	8	8	9	9	10	12	11	12	11	12	13	14	12	13	14	14	14	14	14	14	15	15	16	15	17	14	15	17	17	16	18	21	20	22	19	23	23	27	30	29	30	29	33	33	0	1	2	1	1	11	11	11	12	11	2	2	9	17	3	13	8	10	10	0	11	12	0	10	22	22	24	26	25	19	12	20	21	15	19	13	0	28	30	26	21	6	26	0	25	40	33	40	0	37	11	26	46	22	22	28	55	24	13	41	29	1	1	1	2	3	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	3	2	1	1	1	1	2	4	3	1	3	4	4	1	1	2	3	3	5	1	1	2	1	1	1	1	4	8	4	3	7	7	11	1	6	9	8	8
29500	-399.838852254654967	-398.200207749778713	-1.638644504876242	0.000288626828711	0.000064772525057	0.224416161678735	0.354104326219089	0	2	4	5	4	6	5	5	7	7	7	7	8	9	7	10	8	10	8	8	9	9	13	10	13	12	12	13	14	13	13	14	14	14	12	13	14	16	15	14	16	16	16	15	16	17	18	18	21	20	21	20	22	24	26	30	28	31	30	31	34	0	1	2	2	2	3	3	1	6	7	1	2	5	4	3	13	4	1	3	0	11	17	0	14	19	19	16	10	22	16	2	20	31	18	4	24	0	37	27	9	33	17	31	0	11	42	41	44	0	37	17	47	42	2	38	47	54	46	29	43	11	1	1	1	1	1	2	1	2	1	1	4	2	3	2	2	1	2	5	3	1	1	1	1	1	3	2	1	3	2	1	5	3	1	3	4	1	1	1	1	3	1	4	2	1	3	1	1	1	1	3	6	1	3	10	5	4	2	8	10	6	14
30000	-402.659387887563128	-401.029421179559108	-1.629966708004035	0.000296696475816	0.000067567305019	0.227732078156204	0.432180199296426	0	2	3	6	4	3	5	6	6	7	7	7	7	7	7	10	7	9	9	8	8	9	11	9	13	11	10	13	13	12	14	14	15	13	12	15	13	15	14	16	15	16	15	14	16	17	16	18	20	20	21	22	22	23	25	29	29	30	31	31	33	0	1	1	2	6	1	2	1	6	2	7	3	5	4	4	22	2	14	17	0	7	12	0	2	17	17	5	23	17	11	23	28	28	27	7	5	0	34	22	26	22	11	37	0	35	27	11	4	0	37	17	50	51	42	53	26	54	47	41	48	16	1	1	1	2	1	1	2	3	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	3	4	1	4	1	2	3	1	1	1	1	5	5	1	1	2	3	2	3	1	1	1	3	6	5	1	4	5	1	1	5	2	9	3	9	7	7	9
30500	-392.044395230615578	-390.474833047723280	-1.569562182892310	0.000184650703023	0.000046914483830	0.254071514818946	0.374037886413361	-1	2	3	6	3	6	3	5	6	6	6	7	9	8	8	9	6	10	8	8	9	10	11	10	13	11	11	14	14	10	14	14	14	15	13	14	15	16	16	15	17	16	15	15	13	17	17	18	19	19	21	21	22	22	27	29	29	27	31	32	33	0	1	2	1	2	1	2	2	1	8	3	6	1	12	2	7	2	14	2	0	7	2	0	5	10	11	16	27	6	15	27	19	13	28	27	22	0	6	34	9	15	15	11	0	21	35	11	42	0	37	16	49	27	9	15	45	55	34	42	55	13	1	2	1	3	1	2	1	2	4	1	1	1	3	1	3	2	2	1	3	1	4	2	1	3	4	3	1	1	3	1	1	4	2	1	1	2	1	5	1	4	4	5	4	1	1	2	6	1	1	3	6	1	6	7	9	8	1	4	6	2	12
31000	-371.628083123032297	-370.116165284441081	-1.511917838591238	0.000237292513499	0.000068010833037	0.286611794171541	0.462564275854230	0	3	2	4	2	5	6	5	5	7	4	6	8	8	7	10	7	10	8	6	10	6	12	10	12	12	12	13	14	13	13	14	14	13	13	13	15	16	15	15	15	16	14	15	17	18	17	18	20	18	22	20	21	23	25	30	28	30	31	33	32	0	1	1	1	1	2	6	5	3	6	5	5	9	4	8	9	4	14	15	0	15	4	0	20	18	11	20	16	11	21	23	36	31	12	27	25	0	24	16	16	16	25	35	0	25	18	37	28	0	44	42	29	40	36	49	25	32	52	8	61	17	1	2	1	2	1	1	1	2	2	1	1	2	2	2	1	2	2	1	1	1	2	1	1	2	1	7	2	1	4	2	1	1	1	3	1	1	1	2	3	2	2	1	1	1	2	4	1	2	1	1	4	3	3	4	1	9	7	3	14	1	14
31500	-393.481618378915584	-391.919956322863698	-1.561662056051867	0.000245477737937	0.000063338804754	0.258022602319928	0.420096388081397	-1	2	3	5	2	6	6	3	6	6	7	7	8	7	8	9	7	8	9	8	9	10	12	10	12	11	12	12	14	13	13	14	14	15	13	14	15	14	14	15	15	16	16	16	17	18	17	18	21	19	20	22	21	22	26	29	28	29	28	32	32	0	1	2	2	1	4	3	1	8	8	4	2	6	3	9	7	8	4	17	0	10	18	0	15	22	11	16	12	26	8	25	31	28	31	24	13	0	22	21	7	9	15	35	0	18	38	34	33	0	37	30	18	45	42	25	26	30	52	6	59	26	1	2	1	2	2	1	2	1	2	2	1	3	1	2	1	1	2	1	1	1	2	1	1	1	1	3	2	2	1	6	1	1	1	1	2	3	1	1	2	4	3	3	2	1	4	2	1	2	1	2	2	7	2	3	5	10	6	3	9	1	8
32000	-407.588162718840579	-406.171457667141283	-1.416705051699323	0.000156716369919	0.000058796500956	0.375177787657825	0.499891253504065	0	3	4	5	2	4	6	2	4	5	6	4	9	8	7	8	6	11	8	9	10	8	12	10	13	11	11	14	15	12	13	13	14	14	13	14	15	15	16	15	17	17	16	16	17	17	18	18	21	20	22	20	23	23	26	30	28	28	30	33	34	0	8	5	5	1	5	6	1	5	8	2	5	19	9	12	17	3	15	2	0	22	6	0	17	18	9	14	11	11	24	16	27	20	24	11	11	0	7	31	26	37	29	34	0	38	34	29	35	0	37	42	45	46	42	49	34	18	33	3	58	54	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	1	2	1	1	2	3	1	4	5	1	2	1	2	2	3	5	1	5	1	2	1	1	2	1	2	2	2	3	1	3	3	1	3	3	2	7	10	8	11	2	4
32500	-395.089839204933924	-393.430873869296079	-1.658965335637852	0.000210383099607	0.000045659033336	0.217028047505359	0.395683756558324	0	1	4	4	3	5	5	4	7	7	6	5	7	7	6	10	8	11	8	8	10	9	12	10	11	10	12	13	14	12	14	13	14	14	13	15	14	16	15	16	16	16	16	15	17	18	17	16	20	19	21	22	23	23	26	29	29	29	30	32	33	0	1	2	1	2	5	5	2	12	7	2	8	6	5	2	10	11	22	7	0	13	2	0	9	4	13	26	10	22	18	16	20	35	24	14	30	0	31	12	34	23	7	21	0	5	30	39	28	0	37	35	50	47	30	43	28	52	38	11	57	10	1	1	2	2	1	1	1	3	1	1	2	1	1	2	3	1	2	1	1	1	2	4	1	2	2	2	1	3	3	1	3	1	1	3	3	3	1	1	4	1	3	5	2	1	7	3	1	2	1	2	4	1	4	6	4	7	4	4	13	2	11
33000	-414.066967882786059	-412.416444760044897	-1.650523122741138	0.000312169363565	0.000068688478500	0.220035937272180	0.435224277579316	0	2	4	5	3	5	7	5	6	6	7	7	7	7	8	9	7	10	9	8	10	9	13	10	12	12	13	13	15	12	13	15	13	14	13	15	16	15	16	14	16	16	14	16	17	17	18	18	20	20	20	21	22	21	24	28	28	30	31	30	32	0	1	1	1	2	1	5	1	3	3	1	1	8	6	7	15	3	22	8	0	4	11	0	6	16	8	13	10	16	20	19	23	11	31	21	4	0	43	43	26	32	25	27	0	16	43	37	18	0	28	29	47	50	12	52	36	36	7	9	57	29	1	1	2	2	1	2	2	2	1	1	2	3	1	1	1	1	1	1	2	1	2	1	1	3	2	4	3	4	2	2	3	1	2	1	2	5	1	1	1	1	1	2	1	1	3	1	1	5	1	2	3	1	1	3	2	5	6	6	13	1	8
33500	-373.490675612708515	-371.582287611168454	-1.908388001540074	0.000417170373706	0.000064257588041	0.154032002488828	0.347695475762021	-1	2	2	6	3	6	6	5	7	7	5	6	9	8	7	9	7	9	10	5	9	9	12	11	12	11	13	14	14	13	14	15	15	14	13	14	15	15	15	16	16	16	14	15	16	18	17	17	20	20	21	21	22	24	27	29	27	28	32	32	33	0	1	1	1	2	8	5	1	4	11	1	1	3	8	2	20	11	17	14	0	9	2	0	18	19	14	8	20	2	16	30	30	23	25	26	19	0	20	30	29	37	25	23	0	22	38	40	29	0	37	18	22	51	14	47	26	51	28	8	57	25	1	2	1	4	1	1	2	3	1	1	3	4	4	2	2	3	1	1	1	1	1	3	1	1	1	1	4	4	5	1	1	1	1	1	1	2	1	4	1	1	1	2	1	1	4	1	1	2	1	4	7	5	1	8	6	9	4	6	15	3	11
34000	-392.909932355844035	-391.299159935921693	-1.610772419922363	0.000364838503028	0.000085899396308	0.235444986193934	0.297891966709047	-1	2	3	5	3	6	6	5	6	5	7	5	8	9	6	9	6	11	9	9	9	10	12	9	13	11	13	13	14	11	14	14	12	15	12	14	16	15	16	15	15	15	16	15	15	18	15	18	20	19	21	21	22	22	26	30	27	28	30	30	33	0	1	2	1	2	10	8	1	8	2	6	1	2	11	1	12	1	11	17	0	8	1	0	4	11	11	21	26	26	16	23	35	15	14	19	11	0	33	13	22	19	11	10	0	26	44	23	23	0	43	11	5	48	29	35	26	53	43	11	53	22	1	2	1	3	1	1	1	4	1	2	1	3	3	2	5	2	4	2	1	1	3	5	1	1	3	2	2	1	1	1	1	1	3	3	1	4	1	2	4	3	4	3	5	1	2	1	1	3	1	1	8	8	1	3	6	10	3	5	8	3	12
34500	-382.160448451532204	-380.591828607472621	-1.568619844059560	0.000210123253595	0.000053483860830	0.254535659022747	0.479983880987854	0	2	3	5	3	5	6	5	5	6	7	5	8	7	7	9	7	8	9	8	9	9	12	8	11	11	11	11	15	12	13	12	14	14	13	15	16	14	14	14	16	15	16	14	15	16	16	18	21	17	20	20	22	20	25	28	27	31	30	33	30	0	1	2	1	1	2	5	1	2	12	9	2	4	9	5	11	2	14	5	0	15	15	0	7	4	15	14	16	30	7	15	24	22	14	12	11	0	23	23	30	33	35	34	0	27	36	25	37	0	37	40	46	44	26	33	45	55	57	16	55	21	1	1	1	3	2	1	1	2	2	1	1	2	2	2	1	1	2	1	3	1	1	1	1	2	3	2	2	1	2	3	4	2	3	4	5	4	1	1	1	1	1	1	1	1	2	1	3	1	1	1	3	3	4	5	5	8	1	2	8	6	9
35000	-399.492316499966080	-397.680011638963833	-1.812304861002241	0.000280983572500	0.000048813314609	0.173723019372446	0.283523754707876	-1	2	4	4	3	5	5	3	6	6	7	6	8	9	6	8	7	11	9	9	10	9	12	7	11	10	11	12	14	12	12	14	14	15	14	13	16	15	16	15	16	16	15	14	16	16	17	17	21	19	22	22	22	24	27	29	27	31	32	32	33	0	1	1	1	2	8	4	1	3	4	8	5	12	1	5	10	8	8	3	0	24	11	0	12	3	11	22	5	13	24	3	19	30	36	22	17	0	26	26	24	16	3	21	0	7	23	14	33	0	47	13	33	34	6	28	9	54	40	17	41	29	1	2	2	4	1	1	1	2	1	1	2	2	1	5	2	1	3	3	3	1	1	1	1	1	4	2	1	3	4	2	3	3	1	1	3	3	1	2	3	5	5	6	2	1	4	2	5	2	1	1	6	3	3	10	7	12	1	6	15	8	9
35500	-373.577677160920928	-371.970732104478657	-1.606945056442290	0.000283090836183	0.000067106615059	0.237049761000811	0.389947654492834	0	2	4	5	3	5	7	6	5	6	6	7	9	7	7	10	7	11	9	8	9	10	13	11	13	10	11	13	13	11	14	14	13	15	12	14	14	15	15	13	16	15	15	14	17	18	17	17	20	19	21	22	22	23	27	30	28	30	30	31	33	0	1	2	1	1	5	4	1	1	1	2	1	17	1	2	11	1	17	6	0	9	2	0	21	3	4	20	24	18	26	7	29	22	15	16	6	0	36	44	27	44	26	23	0	8	37	44	35	0	34	18	45	42	29	53	11	55	31	26	48	30	1	1	1	3	1	1	1	3	3	3	3	3	1	3	3	2	4	2	2	1	2	4	1	2	4	3	1	1	1	1	3	1	2	4	1	5	1	1	1	1	1	3	2	1	5	2	2	3	1	2	4	3	3	4	2	9	1	8	8	6	12
36000	-392.990765070082261	-391.027783895821017	-1.962981174261221	0.000277980417887	0.000040176978934	0.144531687660766	0.378347839310598	0	2	3	6	4	6	7	4	5	5	6	6	9	8	7	8	8	11	9	7	10	10	12	11	14	10	12	14	14	13	14	15	15	12	12	13	16	14	16	15	17	16	15	15	17	17	18	18	21	19	20	21	22	23	26	29	28	29	31	33	33	0	1	1	1	2	10	1	1	2	3	8	1	6	5	3	4	11	14	12	0	5	5	0	20	18	2	24	14	21	5	34	23	18	21	21	2	0	9	28	26	44	10	29	0	4	42	41	37	0	37	35	51	32	25	26	35	52	53	38	53	29	1	1	1	3	1	1	3	2	1	1	2	2	2	2	3	2	1	1	2	1	3	2	1	2	2	3	1	3	2	5	1	2	1	1	1	4	1	5	1	2	1	6	1	1	5	1	1	2	1	1	5	1	5	4	7	9	3	5	9	9	7
36500	-397.537040025776889	-395.917958932266743	-1.619081093510171	0.000300875310407	0.000069814971000	0.232039547895383	0.466676270387871	0	2	3	5	3	6	5	5	7	7	5	6	6	7	7	9	7	11	9	7	8	10	11	10	13	10	13	13	15	11	13	14	14	14	13	15	15	15	15	14	16	16	16	16	16	17	18	19	21	20	21	21	22	22	26	30	28	30	31	33	31	0	1	2	1	1	7	3	2	3	8	3	1	3	1	2	10	2	26	8	0	8	11	0	17	22	12	24	16	3	12	26	31	18	22	30	22	0	35	31	16	32	11	29	0	21	27	1	41	0	47	15	37	43	17	18	31	54	42	48	57	35	1	1	1	3	1	1	1	2	2	2	1	3	1	2	2	1	3	1	3	1	1	2	1	2	2	1	2	3	6	2	1	1	1	2	1	2	1	1	1	3	1	6	1	1	5	2	8	2	1	2	5	2	2	9	8	10	3	8	7	3	10
37000	-378.388046235937054	-376.716183470547435	-1.671862765389625	0.000274126486719	0.000058276783900	0.212590853943705	0.424645740738887	-1	2	3	5	4	5	7	3	5	6	7	6	8	8	8	9	8	10	9	9	10	10	12	11	12	12	12	13	13	12	12	14	13	14	14	14	15	14	15	16	16	16	12	14	16	16	16	18	20	19	22	20	23	22	27	30	28	31	30	33	32	0	1	1	1	2	1	4	1	1	8	4	1	12	8	3	17	3	11	7	0	5	4	0	20	18	2	18	26	18	8	4	19	17	19	23	18	0	19	18	44	38	25	15	0	8	36	29	28	0	44	11	46	23	38	49	29	55	52	10	59	9	1	1	2	2	1	3	1	1	4	2	1	4	1	2	2	1	3	2	1	1	4	2	1	1	1	5	1	1	1	5	4	2	3	2	1	2	1	3	2	1	1	2	2	1	5	1	1	2	1	4	6	2	4	5	4	8	1	5	12	1	11
37500	-398.558275247715358	-396.976438235878732	-1.581837011836648	0.000274081135934	0.000068025076414	0.248193208124987	0.458483549143621	0	2	3	5	4	6	6	4	6	4	7	7	7	8	6	8	6	9	10	9	10	9	12	11	14	11	12	13	14	12	13	14	13	14	13	14	15	15	15	16	16	15	15	13	16	18	17	19	21	19	21	21	21	23	26	29	28	30	31	32	34	0	1	1	1	2	8	3	3	8	2	8	17	15	7	8	15	3	8	6	0	11	6	0	14	22	9	9	5	21	21	21	24	27	28	19	26	0	24	44	28	31	6	11	0	3	37	38	40	0	39	18	39	42	11	54	24	51	7	25	53	30	1	1	2	3	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	2	3	3	3	2	1	2	1	1	1	1	1	1	2	1	2	1	3	4	1	6	1	1	2	1	2	6	2	3	7	1	10	2	15	7	5	12
38000	-377.915251268767634	-376.336810406212919	-1.578440862554740	0.000289618556704	0.000072343599098	0.249789239754160	0.374772306850918	-1	1	3	5	4	5	6	5	7	4	7	5	7	8	7	9	8	10	9	6	10	8	11	10	13	11	13	13	14	11	12	14	15	14	13	14	15	14	14	15	16	17	14	15	16	17	17	18	19	20	21	20	22	23	26	28	28	31	31	32	33	0	1	2	1	2	3	12	1	12	2	12	2	4	1	5	11	3	17	11	0	11	9	0	13	26	11	30	8	11	14	18	7	39	35	30	17	0	20	23	36	23	25	13	0	29	16	44	26	0	37	25	11	52	42	50	25	45	38	25	46	25	1	1	2	2	2	1	1	4	1	1	1	2	1	5	2	1	3	1	1	1	2	1	1	2	1	1	1	3	4	2	1	4	1	1	1	4	1	4	3	1	2	2	3	1	2	4	1	5	1	3	4	5	1	3	4	8	6	11	9	5	10
38500	-419.387368217062203	-417.672791409850902	-1.714576807211327	0.000402723395381	0.000080185689598	0.199108595421480	0.282714452264588	0	2	3	6	4	5	7	3	7	6	5	5	8	9	7	9	7	11	10	8	8	8	12	10	12	12	13	13	14	12	13	12	14	14	14	15	15	15	15	14	15	17	14	15	15	17	17	18	18	19	21	20	21	22	26	30	28	31	30	33	32	0	1	1	1	3	8	5	1	2	11	3	1	8	10	11	11	11	11	12	0	4	17	0	21	19	17	25	18	16	8	26	17	25	14	14	25	0	25	19	10	23	22	21	0	17	44	41	9	0	9	3	46	52	5	19	8	55	43	25	30	29	1	2	1	4	1	1	2	2	2	1	2	2	4	1	1	1	1	4	3	1	1	1	1	1	1	2	1	1	2	4	1	2	1	3	2	2	1	2	3	3	2	5	3	1	5	1	1	4	1	3	6	2	1	10	6	12	1	8	8	15	9
39000	-384.958278449312559	-383.363246955985460	-1.595031493327106	0.000210647418325	0.000051018580033	0.242198933357703	0.458103783723824	-1	2	4	4	2	5	5	3	6	7	7	6	8	9	7	9	8	10	10	7	9	8	12	10	13	11	11	12	13	12	12	15	13	12	14	15	16	15	15	13	17	16	15	15	14	17	17	18	21	18	20	19	22	23	27	30	28	31	28	32	32	0	1	5	8	1	8	2	2	3	2	4	1	2	13	2	20	5	22	9	0	20	7	0	11	4	4	22	16	10	9	2	26	10	20	23	26	0	20	29	9	45	9	28	0	30	18	33	32	0	37	33	23	35	46	46	51	49	47	36	55	30	1	1	1	1	1	1	2	1	1	2	2	3	2	1	4	1	3	1	1	1	1	2	1	1	3	3	1	1	3	3	6	2	3	3	1	2	1	3	1	3	2	5	1	1	1	4	2	1	1	1	3	3	5	4	4	5	3	9	6	3	10
39500	-373.424013007416306	-371.800882537652683	-1.623130469763606	0.000197440852916	0.000045493793008	0.230417324158277	0.462290541826119	0	3	4	2	4	5	7	5	6	6	7	6	8	7	8	9	7	10	10	8	10	10	12	11	13	12	12	12	14	12	14	14	14	15	14	14	16	15	16	15	17	16	15	16	17	18	17	17	20	19	21	22	23	22	26	28	27	30	30	32	34	0	1	2	1	2	1	6	4	8	6	3	8	11	4	9	11	6	16	4	0	13	8	0	19	12	19	24	19	21	14	23	23	22	23	26	11	0	18	36	14	10	13	24	0	25	37	30	33	0	37	42	38	51	10	52	15	49	54	29	56	39	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	1	3	1	1	3	1	1	2	1	1	1	2	3	1	1	2	1	1	3	1	3	1	3	5	4	1	1	2	1	2	1	1	1	3	4	1	9	2	9	6	5	9	2	7
40000	-402.101712687052327	-400.549199354632151	-1.552513332420179	0.000222467321024	0.000058459066820	0.262775973346902	0.312845472907142	0	2	4	6	2	5	6	5	5	3	7	5	8	8	7	9	7	10	9	8	8	10	11	10	14	11	11	14	15	12	10	14	14	15	14	14	15	16	16	15	17	17	16	15	16	16	17	19	20	19	20	19	21	23	27	29	29	31	31	32	33	0	1	1	1	1	1	10	10	1	1	12	2	7	3	7	8	3	8	4	0	6	9	0	16	18	11	21	4	26	22	3	16	2	27	26	13	0	20	30	33	18	6	13	0	18	5	30	41	0	37	29	39	24	18	53	7	46	57	8	33	42	1	1	3	3	2	3	1	1	3	1	1	1	1	2	1	2	2	3	2	1	2	3	1	1	2	3	3	4	2	1	4	2	4	2	1	3	1	4	2	1	4	6	3	1	4	7	3	2	1	2	3	2	6	3	3	10	6	1	9	8	6
40500	-418.671353148785727	-416.997145335512698	-1.674207813273016	0.000250201415286	0.000052993581678	0.211803684712195	0.350989486767126	0	2	4	4	4	5	6	5	7	5	5	5	8	8	7	8	8	8	8	8	10	10	12	10	11	10	12	14	14	13	13	15	14	15	14	14	15	13	13	15	16	15	15	15	16	17	18	19	20	20	21	21	23	23	27	29	27	29	32	33	32	0	1	1	1	2	2	8	1	1	1	3	2	4	11	11	8	11	4	4	0	14	4	0	11	1	3	26	39	21	13	9	38	39	30	20	7	0	7	21	28	31	10	19	0	4	35	40	30	0	47	13	36	51	26	53	55	29	57	10	54	3	1	1	3	2	1	2	1	3	4	3	1	1	2	3	1	2	1	2	2	1	1	3	1	2	6	2	2	1	2	3	2	1	1	1	3	4	1	2	2	1	1	5	3	1	7	2	2	4	1	1	6	3	1	8	2	1	6	1	13	6	13
41000	-396.883089175396094	-395.118593735264426	-1.764495440131648	0.000304034123033	0.000056345249120	0.185325412023745	0.344797789128379	0	2	3	6	4	5	7	5	5	6	6	7	6	8	7	8	5	10	10	9	9	9	12	10	11	11	11	13	14	11	13	15	13	14	14	14	15	14	14	16	14	16	15	16	15	18	18	18	21	18	20	19	21	24	26	29	29	30	31	33	33	0	1	2	17	1	3	3	1	3	6	5	4	5	6	8	1	2	11	17	0	1	2	0	12	9	7	18	30	5	10	25	18	11	26	15	13	0	9	21	38	24	18	19	0	15	33	41	32	0	44	11	26	41	21	28	43	55	39	25	48	42	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	3	1	2	3	1	4	3	1	2	2	2	1	1	4	2	1	2	3	1	3	3	1	4	3	1	2	4	1	1	5	2	2	1	1	1	5	4	3	8	7	7	2	6	8	9	8
41500	-440.504547470197849	-439.052265194858251	-1.452282275339577	0.000215484662820	0.000071937958465	0.333842592429432	0.359589454650617	-1	2	4	5	3	6	7	4	6	7	6	6	8	8	8	8	8	10	8	6	10	9	9	10	13	12	13	13	13	12	12	13	14	15	14	14	16	16	16	16	17	17	15	13	17	18	17	18	20	18	21	21	22	23	25	28	28	30	31	33	33	0	1	2	8	1	8	3	2	2	20	8	2	20	4	11	8	3	17	7	0	10	6	0	6	22	4	14	11	21	7	5	30	14	35	1	7	0	25	28	19	15	15	30	0	3	18	44	37	0	37	6	50	27	26	32	38	54	53	30	41	27	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	2	2	1	2	2	3	3	3	2	2	4	1	3	1	6	4	1	1	1	4	4	4	1	1	4	3	2	1	1	1	6	1	4	6	6	5	3	4	7	13	10
42000	-407.816533022851502	-406.118183743739564	-1.698349279111932	0.000327824895821	0.000066884928376	0.204026384905511	0.355845189282815	-1	2	2	6	4	5	7	5	6	6	6	6	7	7	8	9	6	10	8	8	9	10	12	10	13	12	12	12	15	12	13	15	14	13	13	14	12	13	16	14	16	17	14	15	14	18	18	16	19	18	18	22	23	23	26	30	28	30	29	32	34	0	1	1	2	3	1	5	2	6	5	2	1	4	8	8	12	8	17	1	0	4	3	0	7	4	14	5	6	45	11	19	26	6	26	14	22	0	6	45	28	34	29	13	0	13	32	43	19	0	38	26	49	51	2	46	1	53	7	42	38	3	1	1	2	2	1	3	2	1	1	2	2	4	1	1	2	2	1	2	3	1	1	3	1	2	3	3	3	3	1	3	3	2	3	1	3	3	1	5	1	2	2	1	4	1	3	2	2	4	1	2	2	1	3	10	3	12	2	9	7	13	15
