step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68
39000	-485.572053153435320	-492.427541104394720	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562988378175950	0	1	2	3	5	7	5	5	6	8	9	8	9	11	9	9	9	10	10	10	12	11	12	11	12	12	12	13	12	14	13	13	13	14	13	15	15	15	15	15	15	16	17	18	16	17	19	17	18	18	18	20	20	22	21	21	21	21	20	22	24	23	21	22	24	24	31	30	0	1	1	3	2	8	1	2	5	7	7	1	6	12	10	4	8	12	13	1	15	8	0	6	24	13	10	8	24	23	19	17	1	26	21	12	25	24	32	25	24	34	38	38	14	31	39	30	42	30	33	43	39	50	16	47	36	26	34	59	51	51	51	56	63	0	0	0	1	1	2	1	2	1	2	2	1	1	1	4	1	1	1	2	2	2	1	3	2	3	1	1	1	1	1	5	1	1	2	2	7	1	1	4	2	2	1	2	2	1	1	1	3	2	2	1	2	2	2	2	5	2	5	1	2	2	2	1	5	2	1	1	1	1	1	1
39500	-400.398818703173276	-407.254306654132677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564193813464932	-1	0	1	3	5	6	4	6	7	7	9	7	8	12	9	9	11	10	11	11	12	10	11	13	12	13	11	11	12	13	13	13	14	14	12	14	15	16	15	14	16	16	18	17	16	18	18	18	18	21	20	20	20	21	20	22	20	23	21	22	23	23	23	24	25	24	30	30	0	1	1	3	2	1	3	7	6	8	7	2	6	17	10	1	22	4	12	9	22	15	0	4	22	35	8	16	22	17	16	21	19	13	17	19	21	36	29	24	34	28	1	38	30	36	22	39	30	52	42	31	47	19	47	54	46	51	52	51	48	48	51	9	61	0	0	0	1	1	1	1	3	3	1	1	1	1	3	2	1	1	1	4	1	2	3	2	1	1	1	4	1	1	2	1	1	1	1	1	1	3	1	2	2	1	1	1	1	3	8	1	1	3	3	2	3	1	3	3	1	5	1	1	1	2	1	1	2	3	2	7	2	1	1	1
40000	-414.099163099994939	-420.954651050954340	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.401393740067534	-1	1	1	2	4	7	6	5	7	7	8	9	8	10	9	9	9	10	9	12	11	11	11	11	13	11	12	12	9	11	13	14	13	14	13	12	13	16	15	17	15	16	18	16	17	17	19	17	18	20	20	20	17	21	20	19	20	23	22	22	23	22	21	23	24	23	28	32	0	1	1	1	2	5	4	3	3	4	1	10	8	13	4	1	11	4	1	29	7	12	0	16	26	1	12	19	1	10	16	26	16	37	15	30	22	8	34	27	35	37	2	26	31	28	53	24	24	40	35	5	12	57	43	43	53	51	57	33	51	63	41	24	63	0	0	0	1	1	1	2	2	2	1	2	2	2	4	1	1	1	3	5	1	6	3	1	4	1	1	1	1	6	2	2	4	3	2	2	3	1	2	1	1	4	1	3	1	1	8	3	2	3	1	2	5	2	4	8	3	1	1	1	1	2	1	4	2	1	2	5	1	1	1	1
40500	-380.303585552851189	-387.159073503810589	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556688263734389	-1	1	1	3	4	8	5	6	7	7	9	9	8	12	11	9	8	10	11	11	11	10	12	12	11	12	12	10	13	13	13	13	14	14	12	12	15	17	14	15	16	16	18	16	16	17	18	18	19	20	20	20	20	22	21	21	21	20	22	22	23	24	23	25	25	23	30	32	0	1	1	2	2	4	1	3	3	7	17	13	4	17	18	1	5	10	16	17	22	6	0	28	9	19	10	16	1	15	19	9	16	19	22	1	15	28	28	17	35	24	6	36	36	34	20	39	43	19	41	47	36	50	38	58	38	40	50	40	51	51	51	59	62	0	0	0	1	1	1	1	2	3	2	3	2	1	1	1	2	1	1	6	2	2	1	1	1	1	1	1	2	1	4	1	5	1	1	4	2	1	1	4	1	3	2	5	3	2	5	1	2	1	4	2	1	4	2	1	3	1	2	1	2	3	1	3	2	2	2	2	1	1	1	1
41000	-397.559903044065663	-404.415390995025064	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.422589299931049	0	1	2	2	3	7	4	7	4	8	9	9	8	12	10	8	10	11	9	11	10	10	10	13	13	9	11	12	12	14	14	14	14	13	14	13	14	16	13	17	17	16	17	17	17	17	19	17	17	19	19	21	21	21	21	21	20	22	21	23	21	24	22	23	23	25	30	32	0	1	1	1	1	1	1	2	2	7	7	6	3	12	3	9	19	1	1	21	10	7	0	8	27	16	8	26	27	27	36	12	16	22	1	19	18	26	22	14	30	31	37	16	34	1	41	36	37	42	41	47	40	46	40	42	50	41	46	61	35	51	35	44	1	0	0	0	1	1	1	1	1	3	2	3	1	2	3	1	2	3	4	2	1	5	3	1	1	3	1	3	1	1	2	2	1	2	1	1	2	2	6	3	2	4	1	3	1	1	1	5	2	8	1	2	2	2	1	1	2	2	2	3	1	2	2	1	3	4	3	3	11	1	1	1
41500	-397.306157979399188	-404.161645930358588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.458507720845197	-1	1	1	3	3	8	6	5	7	8	9	8	7	11	10	9	11	10	10	12	11	10	12	13	12	13	12	12	13	12	13	13	13	13	14	14	15	16	15	14	16	15	17	16	17	18	17	18	18	19	19	20	20	22	21	20	20	20	22	21	22	22	24	24	24	25	30	29	0	1	1	2	1	1	1	2	8	7	3	2	8	22	9	4	18	13	4	22	8	8	0	14	13	8	17	9	22	14	11	21	16	30	26	16	21	31	26	23	29	33	6	16	36	28	41	17	38	44	22	41	38	38	50	41	45	51	26	35	51	41	41	55	11	0	0	0	1	1	1	1	2	5	3	3	1	1	4	3	1	1	1	4	1	1	3	1	3	3	1	1	3	4	1	3	3	1	1	1	2	1	1	3	2	2	1	1	2	1	4	4	2	3	1	4	1	1	4	2	2	3	1	2	2	1	4	3	1	3	4	1	7	1	1	1
42000	-408.740772704471169	-415.596260655430569	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639740512583066	0	1	2	3	4	7	4	6	5	8	9	7	9	11	10	9	10	10	11	11	10	10	11	11	12	13	9	12	12	13	13	13	13	13	13	14	15	15	14	17	17	16	19	16	16	18	19	18	18	18	18	20	20	20	22	21	20	23	22	23	23	22	23	24	25	25	28	31	0	1	2	2	2	9	3	7	1	9	7	8	5	13	10	12	10	10	16	13	8	10	0	9	27	21	8	13	22	14	17	12	13	10	24	22	27	34	28	44	35	38	38	31	25	39	44	36	44	38	12	51	48	50	54	16	41	56	40	52	56	41	55	54	62	0	0	0	1	1	1	1	2	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	2	2	1	3	2	2	2	1	1	1	1	3	1	2	1	2	3	1	1	1	2	1	2	1	1	3	1	2	1	1	3	1	1	1	1	5	1	1	2	2	1	3	1	2	2	1	1	1
42500	-384.728197225451368	-391.583685176410768	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491060278371148	0	1	1	2	4	8	5	7	6	7	9	8	8	11	9	9	11	11	10	12	10	11	10	12	11	12	12	13	12	14	13	12	13	14	12	14	15	15	16	16	15	16	18	17	17	18	16	18	18	20	19	19	20	21	22	22	20	22	21	21	23	22	23	23	24	24	31	32	0	1	1	3	1	1	1	3	5	7	4	7	9	1	1	1	11	12	16	12	15	8	0	11	9	16	21	16	10	16	15	21	22	33	12	31	20	31	20	4	28	20	38	38	31	31	32	34	16	38	35	49	19	38	60	50	18	51	50	45	35	51	62	59	62	0	0	0	1	1	1	1	1	4	2	3	1	1	3	2	1	4	4	5	1	2	1	2	1	2	1	1	2	1	1	1	3	3	2	1	1	1	3	1	1	1	4	6	1	2	1	1	2	2	1	2	5	4	3	1	4	2	1	1	5	1	1	3	5	1	1	1	1	1	1	1
43000	-430.243270108245895	-437.098758059205295	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.361803234892821	-1	1	1	2	4	8	6	6	4	7	9	7	6	11	9	9	10	10	9	11	11	9	10	11	11	13	12	12	12	14	13	14	13	14	13	15	15	15	15	17	17	17	18	16	17	16	18	17	18	20	20	20	20	21	21	22	20	23	20	21	23	22	24	25	23	25	29	32	0	1	1	3	1	9	4	2	2	4	10	5	5	1	4	12	6	7	13	11	15	6	0	2	9	22	7	4	13	20	16	15	24	6	4	17	35	1	31	32	15	32	34	25	38	16	44	12	44	26	35	32	42	39	33	21	43	60	1	53	51	51	51	60	51	0	0	0	1	1	1	1	2	2	2	3	2	2	1	2	1	5	6	1	2	2	1	1	1	1	1	5	4	2	4	3	3	2	2	4	2	5	5	3	1	7	1	1	3	3	3	2	1	3	1	3	1	2	3	3	2	3	3	5	1	1	9	1	1	1	2	3	1	1	1	1
43500	-416.209535220921680	-423.065023171881080	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.367112179312129	-1	0	1	3	5	8	5	6	6	8	8	6	8	11	10	10	11	11	11	11	11	11	11	12	12	13	11	13	12	13	13	13	13	13	13	14	15	16	15	15	15	17	17	18	16	17	18	18	18	20	19	20	19	21	22	21	17	21	22	22	24	24	22	23	24	24	30	30	0	1	1	3	1	1	4	5	7	4	1	3	9	1	12	1	6	10	12	13	8	11	0	4	1	14	10	16	15	13	19	7	16	21	4	16	24	1	33	34	25	41	26	30	28	36	43	45	38	19	41	45	10	24	54	43	6	41	4	47	51	41	51	50	48	0	0	0	1	1	1	1	3	2	2	1	1	2	4	3	1	6	3	6	1	2	3	2	3	1	1	4	6	1	1	1	1	2	1	3	2	1	6	3	2	8	1	1	1	1	2	2	2	1	1	1	1	3	1	2	5	4	1	3	4	3	8	2	2	4	2	2	3	1	1	1
44000	-406.267236463237111	-413.122724414196512	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460380263739230	0	1	1	3	4	7	5	6	7	6	9	7	9	12	11	9	11	11	10	11	10	11	12	12	13	12	12	12	13	13	13	14	12	14	13	11	15	16	15	17	16	15	17	18	16	17	16	18	18	20	19	20	20	19	21	21	20	21	21	21	22	23	23	23	24	25	30	30	0	1	1	2	1	1	1	1	10	1	9	4	12	13	9	1	11	21	12	1	7	21	0	11	8	11	11	19	26	17	20	8	19	26	9	1	13	1	30	24	39	17	16	30	27	17	22	42	47	19	41	40	47	22	34	41	32	39	39	54	41	51	22	16	62	0	0	0	1	1	1	1	2	2	2	3	1	3	2	2	1	1	2	4	1	1	2	6	2	1	1	1	4	1	1	1	1	1	1	4	1	1	2	4	3	8	1	2	1	2	4	3	2	3	3	1	2	4	1	1	2	4	3	3	3	2	3	1	5	2	6	7	1	1	1	1
44500	-404.347473525030523	-411.202961475989923	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.430617900391676	0	1	1	2	2	6	5	6	5	6	10	8	7	11	10	7	9	10	10	11	12	9	12	12	12	12	13	12	12	13	12	14	13	14	12	15	15	16	14	16	15	16	18	16	14	17	19	18	19	20	18	20	17	22	20	21	20	20	22	23	21	24	23	25	24	25	29	31	0	1	1	2	1	1	1	7	5	7	1	16	8	1	13	1	5	1	9	17	15	16	0	17	10	20	1	19	7	20	17	25	19	19	11	17	28	27	29	37	35	30	1	17	31	5	28	29	43	44	41	53	20	24	48	42	33	11	50	48	41	56	51	59	61	0	0	0	1	1	1	1	1	3	2	1	2	1	5	1	1	4	2	4	5	5	2	1	2	1	1	1	3	1	9	1	5	1	2	1	1	1	1	4	1	2	1	1	2	1	7	2	1	7	3	3	1	2	2	2	2	6	1	3	3	4	1	2	3	2	1	2	2	1	1	1
45000	-391.737199906672288	-398.592687857631688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.414061942008137	0	1	1	2	4	7	5	6	7	7	7	8	8	11	9	9	10	11	10	10	10	9	11	12	12	12	11	10	11	13	13	12	12	13	13	14	15	16	16	17	16	16	18	17	17	18	18	19	19	20	18	21	21	20	20	20	20	22	21	22	24	23	21	23	24	24	29	31	0	1	1	1	4	4	4	3	2	7	4	8	6	15	4	1	6	12	13	11	6	9	0	8	7	28	11	12	22	29	16	9	1	17	8	31	24	22	34	42	1	37	31	1	21	16	14	37	44	44	35	45	51	38	46	11	44	1	54	50	63	63	39	59	22	0	0	0	1	1	1	1	1	2	1	2	3	1	3	2	1	1	4	4	1	1	1	2	1	1	1	4	2	1	3	1	1	1	3	3	4	2	4	1	1	2	2	1	5	1	3	5	2	3	3	2	2	1	3	2	3	1	1	6	1	10	1	1	1	1	1	1	9	1	1	1
45500	-389.494353712164695	-396.349841663124096	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463290774331758	0	1	1	3	4	6	6	5	7	5	9	9	6	12	10	10	10	7	10	10	12	11	12	13	12	12	12	12	11	14	14	14	12	13	14	15	15	15	14	16	14	17	18	17	18	18	18	19	17	20	20	21	20	22	20	21	20	22	21	23	23	24	22	23	23	23	30	31	0	1	1	1	4	2	1	4	2	4	7	18	10	12	8	8	12	4	4	8	1	13	0	13	7	15	29	8	4	6	16	25	8	11	17	16	39	1	12	41	8	30	37	33	35	19	33	44	17	44	22	49	45	43	43	40	19	40	38	42	45	45	53	50	40	0	0	0	1	1	1	2	1	2	2	2	3	1	1	1	1	2	1	4	1	2	4	3	6	1	1	3	4	1	1	4	3	4	2	1	3	2	2	2	1	7	3	1	3	2	1	3	2	3	2	1	2	2	4	1	1	2	1	2	5	3	3	4	2	3	1	1	4	1	1	1
46000	-419.750624827653724	-426.606112778613124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.441578150945724	0	1	2	3	3	6	5	6	7	8	9	8	9	11	11	8	11	9	11	12	10	10	11	12	12	13	10	13	13	14	13	12	13	13	14	14	15	16	15	16	17	15	19	17	16	15	19	18	17	18	18	20	20	20	21	22	21	21	22	22	24	21	24	23	24	24	30	32	0	1	1	2	2	5	1	4	7	7	16	6	4	16	13	1	9	4	1	22	18	12	0	22	17	13	11	1	7	25	13	9	22	27	1	16	12	39	12	29	13	7	44	36	28	36	26	49	28	46	40	44	41	28	44	48	54	37	50	40	58	51	51	57	62	0	0	0	1	1	1	1	1	1	2	2	1	1	1	1	4	1	1	3	1	2	6	1	1	1	1	1	1	2	1	7	5	1	2	1	2	1	6	3	3	1	3	1	3	6	1	1	2	1	4	1	2	2	1	1	1	3	2	2	1	3	3	3	1	1	5	1	1	1	1	1
46500	-339.632746606880175	-346.488234557839576	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520168810011327	0	1	2	2	4	6	5	7	6	8	10	8	8	10	9	8	11	10	9	11	11	9	11	11	12	12	13	12	12	13	14	12	13	14	14	15	16	16	15	16	15	15	18	18	18	18	18	18	18	20	19	21	19	21	22	21	20	21	21	23	24	23	23	24	25	24	31	32	0	1	1	1	3	1	1	7	5	1	10	5	4	13	8	4	19	15	4	1	11	4	0	10	21	7	21	1	7	18	28	22	19	29	22	17	31	31	27	30	26	14	38	17	38	26	12	16	1	47	41	46	48	22	44	51	51	47	44	58	51	35	51	59	63	0	0	0	1	1	1	1	1	3	3	1	2	6	1	2	3	1	1	4	1	1	4	5	1	3	1	2	1	4	1	6	3	1	1	1	3	1	3	2	1	1	1	1	2	1	1	4	1	4	4	4	7	2	2	2	1	5	2	2	1	2	1	1	3	5	2	1	1	1	1	1
47000	-396.689217469324319	-403.544705420283719	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.381697131865349	0	1	2	3	4	8	5	7	6	7	9	9	7	12	9	8	10	10	10	11	11	11	11	12	12	12	13	13	12	12	13	12	12	10	14	13	16	17	15	15	17	16	18	18	18	18	17	17	18	20	20	20	20	22	22	21	20	22	20	22	23	22	24	22	24	23	31	32	0	1	1	2	3	1	1	9	1	1	7	2	5	1	1	1	10	10	8	11	4	16	0	12	18	16	4	4	15	6	34	9	4	7	21	12	11	13	27	20	39	32	17	31	47	26	19	16	39	38	22	44	46	52	52	45	25	51	38	53	62	51	62	31	62	0	0	0	1	1	1	1	1	3	3	1	3	3	2	4	2	6	4	4	2	2	1	1	5	1	1	1	1	2	5	5	2	2	2	3	3	2	1	1	3	6	1	2	1	2	2	3	1	2	3	5	2	1	4	1	1	1	1	1	4	1	2	1	1	1	1	6	1	1	1	1
47500	-382.996375881742210	-389.851863832701611	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415281252442412	-2	1	0	2	4	7	6	6	7	7	9	8	9	9	10	10	11	11	10	11	10	10	11	13	12	13	12	11	12	12	13	14	13	12	13	14	16	16	16	16	17	15	17	17	17	19	18	18	18	21	19	20	21	22	21	21	20	20	20	21	23	23	24	25	25	24	30	32	0	1	1	3	1	5	1	5	3	7	9	7	6	9	7	1	22	21	8	22	7	12	0	23	15	13	11	16	1	2	2	21	1	16	21	12	27	30	34	16	26	33	33	38	21	19	26	44	38	48	1	48	45	59	57	31	32	51	30	59	29	41	41	54	63	0	0	0	1	1	1	1	2	2	4	1	3	1	2	1	1	1	2	6	1	1	2	1	2	1	1	1	1	1	2	1	7	4	5	2	8	1	1	3	1	2	2	2	2	1	2	1	3	6	3	1	1	2	8	1	2	1	1	3	2	1	3	1	4	2	4	2	1	1	1	1
48000	-363.437962204424139	-370.293450155383539	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.411159496878090	-1	1	1	2	3	8	5	7	6	8	9	8	8	11	9	10	10	10	11	12	11	10	11	13	11	12	12	13	13	13	13	12	14	12	13	14	15	17	15	17	17	17	17	17	18	19	19	19	18	19	18	20	21	20	21	21	20	22	20	21	23	23	22	23	25	24	31	31	0	1	1	1	1	5	4	4	3	7	8	2	9	8	8	4	15	15	8	9	1	13	0	18	8	6	15	1	8	12	4	25	8	21	9	1	28	28	28	18	30	30	12	36	41	16	44	36	28	28	1	26	39	50	34	42	48	51	19	38	57	63	57	54	63	0	0	0	1	1	1	2	2	3	1	2	2	1	1	4	1	1	2	6	1	1	3	3	5	1	1	1	2	1	2	8	2	3	5	1	2	1	4	7	1	1	1	3	2	2	3	1	1	3	2	3	3	4	9	3	2	1	4	3	1	2	4	2	2	1	1	1	2	1	1	1
48500	-408.998491598510839	-415.853979549470239	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.485314026994447	-1	1	2	2	3	7	5	6	5	7	9	8	9	11	11	10	10	10	9	9	11	10	12	12	11	11	12	13	13	12	13	13	13	11	13	15	15	16	15	16	15	16	19	18	18	16	19	18	18	20	19	21	21	18	21	20	19	22	22	22	23	22	22	24	24	24	29	30	0	1	1	2	2	9	5	4	2	7	7	5	1	1	13	5	10	13	1	8	1	12	0	22	13	17	15	8	21	25	16	34	19	3	13	31	25	28	16	36	35	27	38	38	32	1	46	33	17	47	14	37	50	16	48	45	38	45	46	43	51	56	25	54	61	0	0	0	1	1	2	1	1	1	1	2	2	2	2	2	4	6	1	4	2	1	5	2	5	2	1	1	1	1	1	3	1	1	1	1	2	4	4	1	2	1	3	1	1	2	2	1	2	7	1	3	4	1	4	3	1	3	2	1	1	2	3	1	2	1	3	3	1	1	1	1
49000	-387.172853887613314	-394.028341838572715	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556806908378014	-1	0	1	2	5	8	6	7	7	8	9	9	8	11	9	10	11	11	9	11	11	10	11	13	13	12	13	12	13	14	14	12	13	11	11	13	15	16	14	15	16	16	19	17	17	18	18	17	16	20	19	20	21	19	18	21	21	22	21	22	21	21	22	24	24	24	31	31	0	1	1	1	1	2	1	5	5	7	7	7	5	12	8	19	15	15	1	11	10	15	0	14	21	18	21	19	7	28	16	21	16	12	9	6	34	1	29	18	35	22	44	37	30	16	38	38	13	44	41	49	43	44	32	45	48	52	54	11	51	51	41	44	62	0	0	0	1	1	1	1	3	5	2	1	1	1	1	1	1	1	1	1	1	1	5	2	2	1	1	1	1	1	1	2	3	1	2	1	1	1	2	1	2	8	1	1	3	3	1	1	2	3	1	1	3	2	1	1	1	1	2	2	2	1	2	6	1	1	5	3	1	1	1	1
49500	-462.991694421650379	-469.847182372609780	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579137452054851	-2	0	1	3	3	7	6	6	5	7	9	8	8	12	10	9	10	10	10	12	12	10	11	11	13	13	12	13	12	13	12	11	13	13	14	14	14	17	14	14	16	16	19	17	17	18	19	17	17	20	19	20	21	20	21	21	20	20	19	22	23	23	23	25	25	25	28	30	0	1	1	2	3	9	3	5	4	9	8	4	8	13	7	8	13	7	12	9	1	10	0	19	32	23	15	16	1	23	24	12	9	4	10	16	14	19	16	18	35	39	38	29	36	49	41	42	9	38	34	48	30	17	44	43	48	17	38	43	49	53	51	56	21	0	0	0	1	1	1	1	1	1	2	2	1	1	1	3	1	2	2	2	1	2	1	3	6	1	1	1	1	1	1	1	5	1	1	2	3	4	3	3	1	3	1	2	1	1	1	3	2	1	3	1	5	2	3	2	4	6	2	1	1	6	1	2	2	1	2	2	4	1	1	1
50000	-401.299405873572596	-408.154893824531996	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.414710969341784	-1	1	2	2	4	8	5	7	7	8	9	8	8	11	10	10	10	9	10	10	11	10	11	12	13	11	12	11	13	14	13	12	13	13	13	14	15	15	15	15	16	15	19	16	17	19	18	18	18	20	19	20	21	20	21	21	21	21	21	23	23	21	23	23	23	24	30	32	0	1	1	2	2	4	1	1	5	1	3	7	2	10	9	1	6	4	13	8	7	13	0	19	15	10	1	8	7	12	4	1	16	21	5	4	24	19	22	20	13	26	1	17	39	37	37	36	44	48	45	34	44	38	37	43	29	39	31	36	45	30	62	54	62	0	0	0	1	1	1	1	1	3	3	3	2	6	3	2	3	1	1	6	1	3	1	2	4	2	1	1	1	1	6	2	5	2	5	7	2	1	4	6	2	3	2	2	3	2	7	4	1	2	2	2	1	1	2	4	2	3	3	1	3	3	5	4	3	2	1	1	1	1	1	1
50500	-417.742811599010679	-424.598299549970079	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.434170921541939	0	1	2	1	4	7	6	4	7	7	8	8	9	10	11	10	10	10	9	12	9	11	11	12	12	13	11	13	12	13	13	14	13	13	13	14	14	14	15	15	16	16	18	16	16	18	17	18	19	18	18	20	20	21	19	21	20	22	21	23	22	24	22	25	25	23	30	31	0	1	4	1	4	1	1	2	5	7	1	9	11	7	1	19	11	21	5	21	1	12	0	19	7	9	1	21	4	17	24	21	22	6	13	1	12	15	16	32	37	13	24	16	30	36	13	25	38	38	41	30	32	50	51	50	24	41	50	53	42	41	26	38	56	0	0	0	1	1	1	1	1	4	3	1	2	1	3	1	1	2	4	1	1	1	2	2	6	2	1	1	3	2	6	3	4	2	1	3	1	3	2	8	2	2	2	1	1	4	2	2	1	2	3	3	1	3	1	2	3	2	1	1	4	3	2	1	2	4	5	6	3	1	1	1
51000	-451.354537223529974	-458.210025174489374	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.437830125178330	-1	1	1	2	5	7	5	6	7	7	9	9	9	9	10	9	10	10	10	12	10	11	10	13	12	12	12	12	12	14	10	11	12	11	12	14	15	16	15	16	16	17	18	17	16	18	18	18	19	19	18	21	20	21	21	21	19	22	19	22	23	23	23	24	25	25	30	32	0	1	1	1	4	1	1	5	5	1	7	6	6	10	10	6	12	1	8	18	10	15	0	34	8	13	11	1	32	28	12	1	16	23	17	9	27	19	26	26	24	37	38	16	30	18	27	41	44	40	41	24	36	59	39	29	28	21	44	45	41	58	41	56	62	0	0	0	1	1	1	2	1	3	3	1	1	3	3	1	1	1	2	1	1	3	2	1	3	1	1	1	3	1	1	4	1	1	1	6	2	1	2	2	1	2	1	2	2	1	1	5	1	5	3	1	1	2	2	5	2	1	3	4	2	8	1	4	3	1	5	2	1	1	1	1
51500	-390.152564022212800	-397.008051973172201	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.517209707449481	0	1	2	3	5	6	5	7	7	7	9	8	9	10	10	9	11	10	11	10	11	10	11	11	12	12	13	12	13	13	13	13	12	12	12	13	14	17	15	15	15	15	19	15	18	18	18	17	18	20	19	19	20	21	21	21	20	21	21	22	23	23	24	25	24	23	30	31	0	1	1	3	2	1	4	6	5	1	8	4	10	12	1	8	14	13	1	10	10	6	0	18	21	5	17	1	10	7	16	26	9	12	1	5	10	44	16	21	1	29	38	16	48	36	24	42	1	38	19	39	46	50	43	43	23	40	49	47	34	58	52	59	62	0	0	0	1	1	1	1	2	3	1	1	2	4	1	2	1	1	6	1	1	1	5	1	2	2	1	1	1	3	1	4	2	6	3	1	2	2	6	3	3	1	3	2	6	1	1	3	1	3	4	1	5	1	4	2	1	1	1	1	4	3	1	2	8	1	3	2	1	1	1	1
52000	-366.004372269256010	-372.859860220215410	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418359414340712	0	1	2	2	2	7	6	5	5	4	9	8	8	10	9	9	10	10	10	11	11	10	11	12	12	12	12	12	11	13	14	12	13	14	13	15	15	17	16	15	17	16	19	16	17	19	18	18	18	20	18	20	20	22	20	21	20	23	19	22	24	23	23	22	25	24	29	30	0	1	1	1	1	1	1	10	5	1	12	4	2	1	12	1	10	12	12	12	10	16	0	12	29	21	17	12	1	10	12	7	16	27	1	16	16	44	34	35	12	31	38	19	44	36	40	37	13	43	41	29	37	49	37	43	10	1	45	51	17	41	51	45	47	0	0	0	1	1	1	1	1	3	2	1	3	2	1	3	5	3	1	4	3	1	1	1	3	1	1	2	1	1	1	2	4	3	3	4	3	1	6	4	3	1	1	1	6	1	1	3	1	2	2	2	5	1	1	4	2	2	2	1	9	13	1	2	9	3	2	2	6	1	1	1
