step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68
25000	-443.736774154761065	-442.375876306759437	-1.360897848001653	0.000164224327795	0.000092240352249	0.561672886637553	0.484158615699763	-1	1	1	2	4	7	5	6	7	8	9	7	8	11	11	10	10	10	11	11	12	10	11	13	12	11	12	11	9	13	14	14	13	14	13	14	15	15	15	16	17	15	19	16	18	17	18	18	18	20	19	19	19	21	21	20	19	22	22	22	24	23	23	24	24	24	31	30	0	1	1	2	2	4	3	1	8	3	6	2	3	11	12	3	10	5	17	7	12	13	12	18	26	11	3	12	7	8	30	17	2	26	15	17	9	20	24	19	25	20	21	20	46	24	41	6	34	40	16	25	46	50	23	48	0	40	52	37	51	29	51	58	60	0	60	60	1	1	1	1	1	2	2	4	1	4	1	3	3	1	2	4	1	3	1	3	3	1	2	2	1	1	5	3	2	4	1	3	5	2	1	2	5	2	1	2	3	2	3	2	1	3	1	6	1	2	3	3	1	1	6	1	1	2	1	5	3	6	2	1	1	1	5	2
25500	-433.084307460201785	-431.717715803152601	-1.366591657049178	0.000167818303243	0.000083614986271	0.498247119985757	0.503391508923921	-1	1	1	2	4	7	4	6	7	7	8	9	7	11	11	8	9	9	10	11	10	11	11	12	10	12	13	12	13	13	14	13	14	12	13	13	15	16	14	16	16	15	17	18	17	18	19	18	19	20	19	21	20	22	22	20	21	22	21	19	23	23	23	24	24	24	30	31	0	1	1	1	4	3	3	3	7	7	8	16	3	6	13	6	9	6	11	25	10	7	5	25	11	18	24	6	20	1	28	25	9	12	12	26	21	16	20	27	23	24	34	32	42	12	35	40	23	32	38	38	49	53	48	8	0	33	46	22	60	54	58	57	56	0	56	54	1	1	1	3	1	2	2	3	1	1	1	1	3	1	2	1	1	1	2	1	2	3	3	1	1	1	1	2	1	6	1	3	3	1	2	1	2	5	1	1	3	1	3	2	1	4	3	1	5	2	2	2	1	1	2	6	1	4	1	4	2	1	1	2	2	1	7	4
26000	-430.882906522862925	-429.515777316190224	-1.367129206672685	0.000126585550703	0.000062686008245	0.495206663769455	0.458384146712139	0	1	2	3	3	7	6	7	5	8	9	8	9	12	10	9	10	10	11	11	11	9	11	13	11	13	12	11	13	13	13	13	14	12	13	14	15	17	14	17	16	16	18	17	18	18	17	18	16	20	19	21	21	21	21	21	20	22	22	22	24	23	23	24	24	22	29	31	0	1	2	3	1	1	3	1	5	4	10	9	2	28	12	1	16	6	13	11	6	7	6	28	6	19	10	12	3	23	15	17	34	15	18	4	25	28	34	16	5	12	42	15	3	30	42	24	37	43	48	57	45	40	44	45	0	45	9	45	56	31	58	42	58	0	61	45	1	1	1	1	2	4	2	5	1	3	1	1	4	1	1	5	1	1	1	1	3	2	3	1	2	2	3	2	5	1	1	2	1	1	1	5	2	3	1	3	8	3	1	4	8	3	1	2	1	1	1	1	1	1	2	2	1	2	5	3	1	5	1	3	1	1	2	7
26500	-435.661719216547112	-434.258907343486442	-1.402811873060662	0.000105213597859	0.000086115531748	0.818482910013746	0.534170785134960	0	1	2	2	4	8	4	6	6	7	9	8	8	11	10	9	11	10	10	12	11	10	12	12	12	11	13	12	13	12	13	11	13	13	12	14	16	15	15	15	16	17	17	18	16	17	18	17	17	20	19	19	19	22	21	21	20	22	21	20	23	22	22	24	24	23	27	31	0	1	1	1	2	8	1	5	5	7	8	8	7	19	10	5	5	13	13	17	19	9	21	9	21	8	13	19	32	4	18	22	12	9	11	35	11	8	32	17	24	22	38	36	19	34	33	36	30	51	41	40	34	60	60	53	0	50	39	23	50	55	52	61	31	0	53	65	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	3	1	1	1	1	1	1	2	1	2	2	1	1	3	1	1	2	3	3	1	4	4	1	1	3	3	1	1	3	3	2	2	2	1	1	2	3	1	1	2	1	1	3	3	2	1	1	1	6	1	2	2
27000	-472.431469198255570	-471.046147521316527	-1.385321676939047	0.000120082618849	0.000090226259908	0.751368189438873	0.444016469980159	-3	0	2	1	5	8	4	5	6	7	10	9	7	11	10	9	11	10	10	11	11	10	11	12	13	12	12	12	13	13	13	13	12	14	13	15	15	14	15	17	15	16	18	17	14	19	19	18	18	21	19	21	19	20	21	22	19	22	21	20	23	24	23	23	24	24	31	31	0	1	4	2	4	10	2	1	7	1	4	2	7	15	9	6	19	4	6	7	13	12	12	6	21	11	17	9	23	23	7	12	16	16	3	24	29	17	1	29	11	29	26	41	33	29	3	35	38	44	9	28	43	36	47	39	0	18	47	15	55	60	59	46	52	0	51	55	1	2	1	1	2	1	2	3	1	5	4	5	2	1	2	1	1	5	1	3	2	1	1	1	1	1	1	3	1	1	5	3	1	2	5	2	1	2	10	2	2	1	2	1	1	5	6	2	2	2	7	2	1	2	1	3	1	7	1	3	1	1	1	1	1	1	6	6
27500	-434.222780431786305	-432.860223774867791	-1.362556656918509	0.000159898123996	0.000084658465725	0.529452526452479	0.418125666003507	-3	0	2	2	3	7	5	5	7	7	10	8	8	11	9	9	11	10	11	11	10	9	12	13	13	13	12	11	12	12	13	13	12	14	13	14	16	17	15	16	15	17	16	17	17	18	18	17	19	20	19	19	21	19	21	21	20	22	20	21	23	24	22	25	25	25	28	31	0	1	2	2	4	4	3	2	3	8	10	2	1	22	12	8	16	10	22	12	3	10	12	19	27	14	15	16	9	16	28	21	16	18	22	3	41	30	31	27	7	37	22	34	24	34	34	36	38	45	14	26	44	18	20	54	0	40	43	45	54	51	46	61	56	0	61	52	1	1	1	1	1	2	1	2	4	1	1	3	5	1	1	2	1	1	1	2	4	1	2	1	1	1	1	2	3	1	1	1	1	2	2	5	1	2	2	2	4	1	4	2	1	2	2	1	1	2	3	2	1	3	4	2	1	2	3	2	3	3	2	1	2	1	2	6
28000	-423.129348231455538	-421.762393381666527	-1.366954849789027	0.000142883677038	0.000070895463380	0.496176084280026	0.466056010301212	-1	0	1	3	4	8	6	7	5	8	9	7	8	12	11	9	11	11	10	11	12	10	11	12	13	13	12	12	12	13	13	13	13	13	14	15	14	15	14	16	16	16	18	18	16	18	19	19	18	17	18	20	18	21	22	21	19	22	21	22	23	23	23	25	22	24	29	30	0	1	1	1	2	9	4	1	2	7	3	9	1	2	19	12	10	4	11	10	3	6	6	23	7	11	3	19	23	16	23	17	22	16	22	26	23	18	14	34	29	22	42	42	38	29	6	40	37	26	41	46	40	47	38	27	0	48	37	52	25	60	59	62	57	0	15	35	1	1	1	2	2	2	1	4	2	1	4	1	5	5	1	1	1	3	1	1	5	1	2	1	3	1	5	1	1	2	1	1	1	2	3	1	2	2	1	1	3	3	1	1	1	2	5	1	2	2	1	2	1	1	4	3	1	2	3	1	4	1	1	1	3	1	9	6
28500	-433.323014370360738	-431.951407372709980	-1.371606997650751	0.000146437938799	0.000100243271956	0.684544406848613	0.451232078143944	-1	0	1	3	4	8	6	7	6	5	10	8	8	10	10	8	10	11	10	11	10	10	11	13	12	12	13	13	12	13	13	12	11	13	14	14	15	16	15	16	16	17	19	16	17	17	18	19	18	20	20	19	20	21	21	21	20	22	22	22	23	24	23	24	24	24	29	31	0	1	1	1	1	4	5	2	5	2	6	7	2	10	6	2	6	8	13	8	2	16	13	1	15	15	19	22	19	12	15	22	12	6	33	4	31	33	11	25	5	19	41	28	38	31	45	18	38	39	38	20	30	57	50	52	0	37	19	44	58	34	59	53	52	0	45	24	1	1	1	2	2	3	1	3	1	3	1	1	4	3	1	3	1	2	1	2	5	1	1	7	1	1	1	2	1	2	2	1	1	2	1	5	1	3	2	2	5	4	1	1	1	2	1	4	1	2	1	5	3	1	1	1	1	4	7	3	1	5	1	2	2	1	8	7
29000	-449.747760131582197	-448.381464445469646	-1.366295686112544	0.000154141797921	0.000100086971591	0.649317530621562	0.416331932841200	-2	1	0	3	2	8	6	6	5	7	10	7	9	12	11	9	11	9	11	10	11	10	10	12	12	12	12	13	12	13	13	14	14	12	12	12	16	16	16	15	15	14	16	18	17	19	17	18	18	18	19	19	21	22	21	22	21	22	21	22	23	23	23	25	24	24	30	32	0	1	1	1	1	7	2	1	5	2	13	1	4	6	16	10	23	5	11	2	8	13	16	11	13	15	19	3	18	27	11	26	14	16	16	22	7	30	27	28	28	21	31	43	26	14	35	47	38	39	29	31	50	40	22	22	0	39	30	35	49	56	46	61	56	0	63	4	1	2	1	2	2	1	2	4	1	3	1	4	2	3	1	1	1	3	1	3	2	1	1	1	2	1	1	7	1	1	2	1	1	2	2	1	3	2	2	1	1	1	1	1	3	3	1	1	1	1	5	3	2	4	6	5	1	3	4	4	2	1	2	1	1	1	3	15
29500	-410.579569592683413	-409.216325283802462	-1.363244308880937	0.000138621236922	0.000072415653529	0.522399418277059	0.495470268457486	-1	0	1	3	5	7	6	6	6	8	10	8	7	12	9	10	7	10	10	11	10	10	12	13	12	13	12	12	13	13	13	12	12	13	14	14	15	14	15	17	16	15	17	17	17	19	18	18	17	20	18	20	20	21	21	21	19	22	20	22	23	24	23	23	23	24	28	31	0	1	2	2	3	3	2	1	4	9	9	6	4	10	13	12	9	10	8	13	10	17	16	4	11	16	13	8	11	12	33	15	8	16	25	23	20	16	29	35	27	23	34	27	27	44	14	44	30	36	35	45	49	57	51	48	0	44	23	19	54	58	28	60	52	0	37	44	1	1	1	2	3	3	3	3	1	1	2	1	2	2	2	1	1	1	2	2	1	1	1	4	1	1	2	2	2	2	1	2	2	2	1	1	2	2	1	1	2	1	2	3	2	1	3	1	2	3	1	1	1	1	1	2	1	2	3	7	1	1	4	1	2	1	4	7
30000	-440.073380459239388	-438.709930485242353	-1.363449973997045	0.000192962534597	0.000120354842729	0.623721298954853	0.500488883548775	-1	0	1	2	1	7	5	7	7	7	9	7	8	12	10	10	11	8	10	11	11	10	11	12	11	12	12	12	13	14	13	14	12	14	13	15	15	15	16	16	17	16	17	18	18	18	18	18	18	20	18	18	20	21	20	22	21	22	21	22	22	23	22	24	24	24	30	31	0	1	2	2	1	7	5	4	4	4	13	2	6	22	12	8	15	4	11	11	19	12	18	9	10	16	8	12	28	2	19	8	8	16	33	16	27	29	23	21	36	33	28	36	23	40	32	36	7	32	17	40	44	35	49	29	0	37	34	30	53	59	52	63	57	0	55	60	1	1	1	1	1	1	2	2	2	2	1	4	1	1	2	1	1	3	1	1	1	2	3	2	2	1	3	2	1	7	2	5	3	2	1	3	1	1	3	2	1	2	1	1	3	1	2	1	4	3	3	1	1	3	2	2	1	3	2	5	1	1	2	1	2	1	8	4
30500	-401.531597955020970	-400.157085739143611	-1.374512215877387	0.000132475162877	0.000061383032536	0.463355025979349	0.515517446290914	-2	0	2	3	4	7	5	6	6	8	8	8	9	11	11	9	11	11	11	11	9	10	10	11	12	13	11	12	12	14	13	13	14	13	12	15	14	16	14	16	14	16	19	17	17	18	17	17	19	21	19	19	20	22	21	21	19	22	22	22	23	23	22	25	21	24	30	32	0	1	1	1	4	7	2	3	3	9	5	8	10	16	11	12	13	21	11	11	7	11	6	12	27	24	13	1	23	16	24	17	34	12	27	28	35	31	26	31	28	39	4	6	41	38	5	37	44	53	41	24	49	35	52	43	0	43	37	43	47	58	26	61	52	0	61	59	1	1	2	3	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	7	1	4	1	1	1	2	1	2	1	2	1	1	1	1	9	5	1	1	5	1	1	1	3	4	1	5	1	1	1	1	5	2	3	1	5	1	1	1	4	4
31000	-415.523018466456563	-414.149316034951994	-1.373702431504558	0.000144821484846	0.000067521969039	0.466242761637807	0.500540997038154	-1	0	1	3	4	8	5	4	6	6	9	9	8	12	8	10	10	9	11	11	11	10	12	12	12	12	13	11	12	13	12	13	13	14	12	15	16	14	16	16	16	17	18	17	18	18	19	17	18	20	20	20	19	22	22	21	19	21	20	21	23	23	23	24	23	24	31	30	0	1	1	2	2	7	4	1	8	8	5	15	10	17	7	12	15	10	18	9	18	7	5	4	10	18	10	3	8	12	9	25	12	12	16	12	38	16	32	28	23	27	37	30	33	27	30	4	33	40	41	49	26	12	43	5	0	41	17	23	58	55	58	65	58	0	48	56	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	2	1	3	3	4	3	2	3	5	3	2	3	1	2	2	1	3	1	2	2	2	2	2	1	2	3	2	4	7	3	2	2	1	3	3	2	6	1	3	5	4	1	1	1	1	2	1	7	5
31500	-427.654439061229766	-426.287846914999250	-1.366592146230501	0.000102779760695	0.000066970568756	0.651592962502176	0.512816339927637	-1	0	1	3	5	5	5	4	7	7	9	8	8	11	11	8	10	11	10	12	10	9	11	12	12	12	11	12	13	13	13	13	11	12	13	13	15	16	15	16	16	15	18	18	16	19	18	17	18	21	19	21	21	21	21	21	20	21	21	22	23	24	23	25	24	24	31	32	0	1	1	2	8	4	4	1	7	7	5	5	9	19	9	6	6	10	11	21	5	8	19	15	7	12	21	14	25	9	18	26	12	9	13	15	31	30	36	12	23	34	38	17	35	45	12	33	16	18	41	39	44	51	42	22	0	51	47	29	54	56	48	49	50	0	56	64	1	1	1	2	1	1	1	3	2	1	3	2	1	1	1	1	3	1	1	1	2	2	1	1	5	3	1	1	1	3	1	1	1	2	3	1	1	1	1	3	2	2	1	4	1	2	4	3	6	6	1	3	2	1	4	4	1	2	2	4	1	1	3	4	1	1	4	4
32000	-427.769359551503442	-426.400621368100815	-1.368738183402624	0.000151606903811	0.000073818384257	0.486906482497110	0.464712943057309	-1	1	1	3	4	7	5	7	6	6	10	7	8	11	9	10	11	10	9	10	11	10	12	13	12	11	12	12	13	11	13	14	13	12	13	14	16	15	16	16	16	16	17	17	18	18	18	18	18	21	18	19	20	22	21	19	21	23	21	22	24	24	23	25	23	24	30	31	0	1	1	3	1	2	2	2	4	4	7	3	1	18	12	15	8	8	6	13	18	6	21	22	20	6	19	8	26	10	21	9	30	16	34	6	36	24	24	24	11	36	24	25	37	19	19	42	26	46	41	44	18	53	51	44	0	51	34	9	28	49	50	32	45	0	60	65	1	1	1	1	2	3	1	3	1	2	2	3	4	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	3	2	1	1	2	2	1	2	2	1	5	4	1	3	2	1	2	4	1	2	1	1	3	5	6	5	2	1	4	2	1	4	5
32500	-448.459435241013864	-447.095777960449141	-1.363657280564730	0.000114441418548	0.000071630748218	0.625916290857874	0.580953099294924	-3	0	1	2	4	6	4	7	5	7	8	8	8	11	9	9	11	9	11	10	10	11	12	12	12	13	13	12	12	13	12	14	13	14	12	14	14	17	16	17	16	16	17	18	16	18	17	19	18	20	19	20	20	21	21	20	20	22	18	22	24	22	23	23	24	23	31	32	0	1	1	2	3	3	4	6	5	7	10	2	4	15	9	8	21	10	18	11	10	11	16	13	21	22	22	6	11	8	16	12	31	23	21	10	21	34	34	31	22	2	34	39	23	8	36	38	26	40	41	39	40	38	48	19	0	50	9	56	38	48	53	44	62	0	52	15	1	1	2	1	3	2	1	1	1	2	1	3	3	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	3	2	1	4	1	1	1	5	2	1	2	3	1	6	1	1	3	5	1	1	3	1	2	2	2	1	1	4	1	1	8	1	4	2	2	2	1	1	5	11
33000	-447.616336750515131	-446.242709216603032	-1.373627533912095	0.000175519474236	0.000081882521537	0.466515307735194	0.471360144131605	-1	1	2	3	5	6	6	6	7	7	8	8	8	9	10	8	10	10	8	9	11	11	12	12	12	13	13	12	13	13	12	14	14	14	13	15	15	14	15	17	16	14	19	18	17	18	19	18	18	20	19	20	21	21	21	20	19	21	22	23	24	23	24	25	25	25	30	31	0	1	1	2	4	2	3	1	7	7	8	9	7	6	7	6	4	19	7	7	20	11	15	18	3	23	22	19	11	10	17	22	4	25	19	15	21	24	42	8	14	5	41	45	42	12	38	29	42	47	42	39	37	36	44	31	0	22	43	52	49	57	51	46	62	0	56	44	1	1	2	1	1	3	2	3	1	1	1	1	1	2	2	2	4	1	1	1	1	1	1	1	6	1	1	2	3	2	1	1	7	1	1	3	2	1	1	5	3	4	2	1	2	4	3	3	3	1	2	2	2	3	1	3	1	6	2	2	4	2	3	2	1	1	4	6
33500	-382.881049050055196	-381.516638961013427	-1.364410089041771	0.000175859537099	0.000090147218495	0.512609210636634	0.669343651890226	-1	1	2	3	5	7	4	7	6	7	9	8	8	10	10	10	10	10	10	11	10	10	11	12	9	12	12	11	13	14	13	12	14	13	13	15	15	16	15	17	14	16	17	17	17	19	15	18	18	21	20	19	20	22	21	21	20	22	21	23	23	22	24	25	21	25	30	32	0	1	2	2	3	3	2	2	7	7	10	6	10	3	12	12	12	6	8	11	13	13	13	15	10	14	21	12	27	16	21	13	12	16	15	29	20	30	27	29	19	33	17	47	29	45	30	45	34	22	40	41	46	52	30	29	0	40	45	48	59	65	58	60	36	0	50	55	1	1	1	1	1	3	2	2	1	1	1	1	1	5	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	1	2	1	2	2	2	1	4	1	1	1	1	1	2	5	1	2	1	2	4	4	1	2	3	2	1	1	1	1	2	1	4	6
34000	-437.322825540461452	-435.961890905145367	-1.360934635316082	0.000120732768258	0.000067570930329	0.559673494644449	0.389838798235081	-1	0	1	3	2	7	5	7	6	7	9	9	8	12	9	8	10	10	11	9	11	10	10	12	11	13	13	12	11	14	14	13	13	14	13	14	15	16	14	16	16	16	18	17	16	16	18	18	18	21	19	19	20	20	22	21	20	20	21	22	23	24	22	24	24	24	30	30	0	1	1	1	3	7	1	2	4	2	2	6	2	18	8	3	6	9	18	16	4	10	13	21	15	13	18	8	13	11	25	25	9	1	29	12	19	37	29	24	34	8	21	24	9	24	15	40	11	53	41	40	24	37	50	45	0	34	22	39	27	51	57	60	59	0	45	60	1	1	1	3	1	1	3	3	2	4	4	2	3	1	1	3	1	2	1	1	3	2	1	1	1	2	2	2	1	1	2	1	3	8	1	3	1	1	1	2	2	4	4	3	5	1	5	1	5	1	2	2	4	2	1	3	1	3	5	5	5	2	1	1	2	1	6	5
34500	-423.968746509163225	-422.603339106223757	-1.365407402939494	0.000132793382592	0.000085273872587	0.642154533026286	0.424950118605134	-1	1	1	3	5	8	5	5	7	7	8	7	7	10	11	9	11	10	9	12	11	11	11	12	10	12	11	12	12	14	14	14	12	13	12	13	15	16	16	16	16	16	17	17	18	18	19	19	18	20	19	20	19	22	20	19	19	22	21	22	23	23	24	25	24	25	31	31	0	1	1	1	4	12	3	2	3	8	8	3	8	5	4	7	16	10	10	17	11	3	19	18	11	6	1	4	21	24	22	21	4	27	22	33	34	30	31	29	28	36	37	42	24	16	38	43	5	33	33	57	38	40	56	14	0	41	31	31	22	38	59	58	61	0	65	55	1	1	1	2	1	1	2	2	3	1	2	3	1	3	4	2	1	2	1	1	1	5	1	1	1	2	7	4	1	1	1	1	5	1	1	1	1	1	1	2	2	1	2	1	4	4	3	2	6	5	5	1	1	2	1	4	1	3	3	5	5	3	1	2	1	1	3	7
35000	-413.399644027448005	-412.032199725282510	-1.367444302165523	0.000166939367444	0.000109823837875	0.657866622815960	0.503691098867784	-2	0	2	2	5	7	4	6	6	7	8	8	8	11	10	9	9	10	11	9	11	11	12	12	12	13	13	11	13	13	14	13	14	13	13	14	14	16	16	17	17	16	19	15	18	16	18	19	18	20	18	19	21	22	21	21	21	22	22	21	24	23	23	24	25	25	31	30	0	1	2	1	7	8	4	2	7	7	7	9	2	20	4	12	13	3	17	8	7	11	20	11	18	15	25	12	14	28	27	7	28	6	25	13	25	30	21	34	36	32	33	33	39	36	44	47	44	27	24	24	44	48	47	19	0	41	50	39	58	56	54	62	29	0	65	53	1	1	1	2	1	1	1	3	1	2	2	1	4	1	3	1	1	4	1	1	2	1	2	2	1	1	1	1	1	1	1	4	1	3	1	3	1	1	2	2	2	2	2	1	1	1	2	1	1	5	3	3	2	2	3	5	1	2	1	2	1	1	1	1	7	1	4	3
35500	-423.538169886740491	-422.156937883669116	-1.381232003071375	0.000111571706786	0.000049386661368	0.442645028846244	0.569000948514694	-1	1	2	2	4	7	5	6	5	8	9	8	7	11	10	7	11	9	10	12	10	9	11	11	12	12	12	12	12	14	14	13	13	12	13	13	15	15	14	17	17	15	18	18	15	17	17	17	18	20	20	20	19	21	22	21	20	23	21	22	24	23	23	24	25	24	29	32	0	1	1	2	4	2	5	3	2	8	7	5	5	4	16	1	10	9	18	13	11	8	21	10	22	18	19	16	24	34	17	17	15	8	23	14	33	15	23	42	23	5	48	14	24	38	42	34	29	49	53	44	35	50	40	9	0	41	34	15	59	60	52	50	50	0	62	67	1	1	1	1	1	4	1	2	2	1	2	1	1	4	1	4	2	2	1	2	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	2	1	2	2	6	1	3	1	1	1	2	3	1	1	1	5	1	4	6	1	3	5	6	2	1	2	2	2	1	3	1
36000	-411.867658251599892	-410.504760936326136	-1.362897315273762	0.000153894678534	0.000080917703300	0.525799228864953	0.644871582369570	-2	0	2	2	4	7	5	5	7	8	9	7	8	12	10	9	10	8	11	11	10	10	12	12	13	10	12	9	12	13	13	12	14	14	14	15	15	16	15	16	16	16	18	17	16	19	17	19	18	20	16	18	20	21	21	21	19	22	21	20	23	24	23	24	23	24	29	31	0	1	2	1	4	8	4	1	8	6	18	5	8	15	18	6	10	7	6	11	18	5	22	21	29	28	21	4	21	26	21	17	28	16	27	30	35	30	35	31	13	34	30	37	37	43	12	40	37	46	29	40	46	22	57	45	0	51	39	35	55	63	60	54	60	0	64	67	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	1	1	3	1	1	1	1	2	2	1	2	1	1	1	2	4	1	2	1	1	1	5	2	3	1	2	1	1	6	1	3	1	4	2	3	1	1	2	2	1	1	3	2
36500	-404.444155694371943	-403.054017050997800	-1.390138643374118	0.000117854569972	0.000090883478820	0.771149382167732	0.470111984376353	0	1	2	3	5	8	6	5	6	7	9	9	7	11	9	10	10	11	10	12	11	10	11	12	13	10	12	12	12	13	13	14	13	13	13	14	15	16	15	16	16	14	18	16	18	18	18	19	17	20	19	20	20	21	21	22	20	22	21	22	23	23	23	23	21	24	30	31	0	1	1	3	3	7	8	3	3	4	10	2	2	16	8	1	5	7	6	17	12	7	26	22	12	10	8	12	3	19	19	16	22	19	27	35	25	30	21	29	9	22	38	36	35	44	33	19	39	48	44	47	48	41	51	35	0	41	45	29	54	54	59	59	48	0	48	48	1	1	1	1	1	1	1	2	2	2	1	4	4	1	2	4	2	2	1	1	1	2	1	1	2	1	4	1	6	1	1	2	2	2	1	1	1	2	2	2	4	2	1	1	2	1	2	4	1	1	2	1	1	2	1	5	1	3	2	3	1	1	1	1	1	1	4	6
37000	-429.363242719428627	-427.997311753902068	-1.365930965526586	0.000146168846297	0.000073407967121	0.502213494738402	0.550910709178167	-1	0	1	3	5	7	4	5	6	8	8	9	7	11	10	9	9	10	10	11	11	10	12	11	11	13	10	12	13	13	14	14	13	11	13	15	15	17	15	15	15	15	17	18	17	18	17	17	17	20	20	20	21	22	19	21	19	22	21	22	24	23	23	25	24	23	28	30	0	1	1	3	4	8	2	2	7	3	3	8	7	12	17	11	5	9	10	9	1	4	21	12	12	21	4	12	22	12	23	3	24	16	18	12	28	33	23	19	29	4	37	12	23	30	33	40	36	57	5	41	50	53	42	47	0	48	38	55	48	58	44	66	50	0	22	67	1	1	1	1	1	1	1	2	1	3	4	2	2	1	1	1	2	3	1	2	4	4	1	1	1	1	3	1	1	3	1	6	1	1	1	3	2	1	1	2	1	8	1	5	3	2	3	1	1	1	8	2	1	1	2	2	1	2	2	2	4	1	2	1	2	1	5	2
37500	-425.554949223036488	-424.191646916062609	-1.363302306973899	0.000196583463263	0.000102588589941	0.521857679369113	0.533334219142258	-1	1	2	3	5	6	5	7	6	7	7	8	8	10	11	10	9	9	10	11	11	10	12	12	11	12	11	12	12	13	14	12	13	14	12	14	15	17	15	16	17	16	18	17	17	18	19	18	19	21	19	20	20	21	21	20	21	22	21	22	24	24	23	25	24	24	31	31	0	1	2	1	1	2	1	2	5	2	5	11	10	11	10	12	11	11	13	9	8	6	17	21	5	19	11	14	16	16	22	18	12	12	14	23	14	20	33	22	35	16	30	21	37	42	17	40	16	51	42	43	47	40	36	45	0	53	27	56	51	52	54	59	33	0	63	45	1	1	1	4	3	1	4	3	1	3	1	1	1	2	2	1	1	1	1	3	1	2	1	1	3	1	2	1	1	1	2	1	3	3	1	1	3	3	2	4	2	4	2	2	1	1	3	1	4	1	1	1	1	3	4	1	1	1	3	1	3	1	1	1	4	1	4	8
