step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41
41000	-220.803291339711421	-219.442458343633405	-1.360832996078004	0.000060562505053	0.000034449283083	0.568821964234304	0.711745882355212	-1	3	1	2	3	6	4	8	6	8	8	8	9	8	9	11	11	11	12	11	14	13	13	15	13	15	16	14	17	16	17	16	16	17	18	19	19	19	20	19	21	0	1	1	1	3	2	5	7	0	7	7	9	9	9	12	8	0	14	18	10	16	14	18	20	16	20	21	16	24	21	21	18	21	21	30	29	31	33	22	32	20	1	2	1	1	1	1	1	2	1	2	3	1	1	1	1	2	1	1	1	2	2	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	3	1	6
41500	-219.087016578542546	-217.694533754162308	-1.392482824380228	0.000073570524509	0.000030607563353	0.416030245235882	0.621273240055427	1	3	3	3	3	7	5	6	5	8	8	7	9	10	9	11	10	11	12	12	15	12	13	14	13	15	17	16	17	15	16	16	18	15	19	19	19	19	21	20	21	0	1	1	1	1	2	5	7	0	8	8	9	9	15	12	8	0	14	18	11	25	18	14	20	16	10	34	11	24	25	25	19	21	25	21	29	31	30	32	14	36	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	1	2	1	1	3	1	3	1	1	1	1	2	2	2	1	2	3	3	4	1
42000	-236.452055307574796	-235.069957261794912	-1.382098045779883	0.000055434445876	0.000040873912774	0.737337807340388	0.640891898751631	-1	2	2	2	4	4	5	8	6	8	6	8	9	9	9	11	9	12	10	13	13	13	13	14	13	15	15	15	16	15	17	17	18	17	18	17	18	19	21	20	20	0	1	1	1	3	3	5	11	0	11	7	9	9	9	12	8	0	12	9	16	10	14	14	20	8	20	21	16	24	25	21	19	25	27	21	29	31	33	32	32	36	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	2	2	1	1	2	2	1	2	1	1	1	3	2	2	3	1	1	1	1	2	2
42500	-232.477550767216485	-231.105325798929130	-1.372224968287362	0.000053301081627	0.000025147781526	0.471806214032044	0.482646152540239	-1	2	4	3	3	7	4	7	6	7	8	8	8	9	10	11	8	11	12	12	13	13	13	14	13	15	16	16	16	14	16	17	18	17	18	17	18	20	21	20	21	0	1	1	1	2	4	4	7	0	7	8	9	9	9	12	11	0	14	14	16	16	19	14	20	10	20	21	24	24	21	30	23	34	21	25	29	31	33	23	18	36	1	1	2	2	1	1	1	3	1	2	1	1	2	2	2	2	1	1	2	1	1	1	2	1	3	1	2	2	1	1	1	2	1	2	2	1	1	2	3	5	2
43000	-249.549540414695457	-248.185235511366386	-1.364304903329061	0.000082107100477	0.000042154813758	0.513412524773435	0.544541654570281	1	4	2	2	4	6	5	8	6	6	8	8	10	10	10	12	11	11	13	12	14	14	14	14	14	16	17	16	18	16	17	18	15	15	18	19	17	20	22	20	19	0	1	1	1	3	1	5	10	0	7	10	9	9	9	12	11	0	13	18	8	11	19	18	16	16	20	34	20	30	8	16	23	16	20	21	24	33	33	32	23	29	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	3	1	1	1	1	3	1	2	2	4	3	2	2	1	3	2	1	2	1	2	1
43500	-217.037126029870279	-215.646320072655811	-1.390805957214464	0.000056472844516	0.000023693648966	0.419558270336087	0.608750641935799	0	3	4	2	3	6	4	6	6	8	8	8	10	9	9	11	11	12	12	13	13	13	14	14	13	15	15	16	16	14	16	17	17	16	19	18	18	18	20	20	22	0	1	1	1	1	3	5	7	0	8	8	9	9	9	12	8	0	14	14	16	8	19	18	20	10	16	21	24	24	21	21	23	25	25	25	29	31	33	32	23	36	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	3	1	1	2	2	4	1	1	1	2	2	1	1	1	1	2	2	1	2	3	1	1	1	2	2	2
44000	-197.825234112870930	-196.464330014617076	-1.360904098253849	0.000052191425309	0.000030187249883	0.578394816862244	0.699779986836914	0	4	3	3	2	6	4	8	6	6	7	8	10	9	10	11	11	11	12	12	14	13	14	13	13	16	16	15	17	15	16	18	17	16	18	18	18	19	21	20	21	0	3	1	1	1	3	5	10	0	7	10	9	9	9	12	8	0	14	18	10	25	19	18	16	16	24	21	20	24	25	25	23	21	8	25	29	31	30	32	32	29	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	1	1	1	1	1	1	1	2	2	1	1	2	2	4	2	1	1	2	1	1	2
44500	-220.433400101211021	-219.053796486737724	-1.379603614473307	0.000078210037967	0.000034977241514	0.447221896618491	0.583729409304112	1	4	3	3	3	5	5	8	7	7	8	8	10	8	9	11	11	12	12	11	14	13	13	14	13	14	16	15	16	15	16	18	17	18	19	18	17	20	22	21	20	0	1	1	1	1	1	5	10	0	7	10	9	9	9	12	11	0	14	14	11	25	18	14	16	16	16	7	24	24	16	30	19	30	21	34	16	31	33	40	32	29	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	4	2	1	1	5	1	1	2	1	2	1	1	1	4	1	2	1	2	2
45000	-230.549492603893100	-229.125251300330120	-1.424241303562975	0.000062153823305	0.000022690983142	0.365077833282839	0.746802876643082	-1	2	4	3	1	6	5	8	6	6	7	8	8	10	10	11	10	11	13	12	13	13	13	14	13	16	15	13	17	16	16	18	17	18	18	18	18	18	21	20	22	0	1	2	1	1	1	5	7	0	7	10	9	9	12	12	8	0	14	18	8	20	18	18	16	16	20	21	11	16	25	25	23	30	21	30	20	31	33	32	32	36	1	1	1	2	1	3	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	4	3	1	1	3	1	2	1	4	1	1	1	1	2
45500	-203.016459724040203	-201.603692841912022	-1.412766882128171	0.000059167761419	0.000022533807675	0.380846040727022	0.748548145407257	0	2	2	3	3	5	4	8	6	6	8	8	8	8	10	12	10	11	12	11	14	13	13	15	11	16	16	15	17	16	15	18	17	16	18	18	19	19	22	20	22	0	1	1	3	3	2	5	10	0	7	10	9	9	9	12	8	0	14	14	11	16	18	18	20	11	24	21	20	24	25	25	19	21	21	30	29	31	33	40	32	36	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	2	1	1	2	1	2	2	3	1	1	1	1	1	2	1	1	2
46000	-205.077923740746002	-203.711886611324445	-1.366037129421566	0.000063255992723	0.000031726508452	0.501557355850238	0.714729708868241	0	3	4	1	2	7	4	7	6	6	8	8	10	9	9	11	10	11	12	12	14	13	13	14	13	15	17	15	16	15	16	16	17	17	19	18	18	19	22	20	22	0	1	1	1	1	3	5	10	0	7	10	9	9	9	12	8	0	14	14	16	25	14	18	20	11	20	21	20	20	21	25	23	30	21	27	29	31	33	40	32	36	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	2	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	2	2	2	2	2
46500	-219.237795660574079	-217.559334157683111	-1.678461502890961	0.000085759952082	0.000018043094905	0.210390683141582	0.730112516594531	1	3	4	2	3	6	5	8	6	8	7	8	9	9	10	11	11	12	13	12	12	13	14	13	13	15	16	16	17	15	17	18	17	16	18	19	18	17	22	20	20	0	1	1	1	1	3	5	7	0	7	5	9	9	9	12	8	0	14	18	16	16	14	18	20	10	20	21	26	24	21	25	14	21	21	27	29	34	30	40	23	36	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	2	1	1	2	2	2	1	2	1	2	4	3	2	1	1	1	1	1	4	1
47000	-204.866245048824823	-203.454869904844657	-1.411375143980172	0.000057645900284	0.000022073848655	0.382921396772484	0.703730319778616	0	2	3	2	2	4	4	5	6	7	7	8	9	9	10	12	10	12	13	12	14	14	13	14	13	15	16	15	17	15	17	17	17	17	20	19	19	19	20	19	21	0	1	1	1	1	2	5	3	0	8	8	9	9	9	12	11	0	14	14	11	25	18	18	16	16	20	21	20	24	25	30	23	30	21	33	29	31	33	40	19	36	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	3	1	2	2	3	1	1	1	1	1	2	1	2	2	1	1	2	1	2	2	2	1	1	1	3	1
47500	-204.624802487953474	-203.258550330175012	-1.366252157778462	0.000059278233566	0.000029654003808	0.500251138132357	0.798782702721295	0	2	2	1	2	5	4	6	5	7	8	8	9	10	9	11	10	11	11	11	14	13	13	14	12	15	15	16	17	15	16	18	15	17	20	19	18	19	21	21	22	0	1	1	1	1	2	5	7	0	8	8	9	9	12	12	11	0	14	14	8	25	18	12	20	16	20	21	24	24	25	33	23	25	27	38	29	31	34	32	32	36	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	2	2	1	2	3	1	1	1	1	1	1	1	2
48000	-196.030386007339899	-194.665062706869435	-1.365323300470461	0.000073291623873	0.000037094796911	0.506126006638322	0.752444133978649	0	3	4	2	2	5	4	8	5	6	8	8	8	10	9	12	9	12	11	13	14	13	14	14	14	16	16	15	16	15	16	17	17	17	20	19	17	18	21	19	21	0	1	4	1	1	2	5	10	0	7	10	9	9	12	9	8	0	14	14	8	16	19	18	16	16	24	21	20	20	25	25	23	25	27	25	29	31	27	32	32	29	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2
48500	-213.947855767004881	-212.583537287472438	-1.364318479532436	0.000055373464470	0.000028423647475	0.513308093457437	0.726784567500581	0	1	3	2	3	6	4	7	6	8	6	8	8	9	10	11	10	11	11	13	14	14	12	14	13	13	16	15	17	15	16	17	17	17	19	18	18	20	19	20	20	0	1	2	1	2	1	5	7	0	11	7	9	9	9	12	10	0	14	14	16	16	19	14	26	10	16	21	26	24	25	21	23	30	27	34	29	31	33	32	32	36	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	2	1	1	2	1	2	1	2	1	3	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1	2
49000	-238.106669161099035	-236.631192405691678	-1.475476755407355	0.000093864613766	0.000029394317742	0.313156540714638	0.688457162737822	0	4	2	1	2	4	4	7	5	6	8	8	10	9	9	11	10	11	11	12	13	14	13	14	13	14	16	15	17	15	17	18	17	18	19	18	18	18	22	20	19	0	1	1	1	1	5	5	10	0	7	10	9	15	9	9	11	0	14	14	8	8	18	18	16	16	16	25	21	20	25	30	23	21	21	30	26	31	27	40	32	29	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	3	3	2	2	1	1	1	3	1	2	1	1	3	2	3	2	3	1	2	1	1	1
49500	-218.368448513787257	-216.819338688333630	-1.549109825453620	0.000067321900679	0.000017813100035	0.264595916861455	0.707739481581311	0	3	2	2	3	6	5	7	5	6	8	8	10	9	10	10	10	10	12	10	14	14	14	14	12	14	16	16	18	15	17	17	18	16	18	19	18	20	20	21	20	0	1	1	1	3	2	5	10	0	7	10	9	12	9	9	10	0	14	18	11	25	19	14	20	16	20	21	24	24	25	25	18	30	21	30	29	31	33	23	32	29	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	3	1	1	2	1	1	1	2	2	1	2	1	1	2	2	3	2	2	2	2	1	1	1	3	2	1
50000	-223.483687460950023	-222.066107217558539	-1.417580243391478	0.000057746006178	0.000021594507673	0.373956730556590	0.567351693532675	0	3	3	2	3	6	4	6	6	7	8	8	10	9	9	11	11	11	13	12	13	14	14	14	13	14	17	15	17	15	16	18	17	16	19	17	18	19	20	20	21	0	1	1	1	1	2	5	7	0	8	10	9	9	9	12	8	0	14	14	8	20	14	18	20	16	20	21	20	24	25	25	19	25	21	31	20	31	33	23	32	24	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	3	1	2	1	4	1	2	1	1	1	1	2	3	1	2	2	3	1	2	2	2	1	1	3	1	4
50500	-213.262773510912666	-211.608158180127816	-1.654615330784856	0.000063246802448	0.000013823686000	0.218567349893124	0.644320441739190	0	4	3	2	4	6	5	6	6	8	8	7	9	9	9	12	10	11	12	11	14	13	13	14	12	13	16	15	16	16	15	17	17	17	20	17	18	19	20	20	22	0	1	1	1	4	3	5	7	0	8	8	9	9	9	12	8	0	14	14	10	25	14	14	20	8	20	21	24	24	21	25	23	25	27	37	29	31	34	32	32	36	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	3	1	1	2	1	1	2	2	2	3	2	1	1	1	1	1	2	2	1	1	1	2	1	2	2	2
51000	-210.013980112256121	-208.634764208305342	-1.379215903950785	0.000065523134451	0.000029377149928	0.448347750369200	0.675832689081973	1	3	4	2	3	6	4	6	6	8	7	7	9	8	10	11	11	10	13	13	13	13	14	14	14	15	17	16	18	16	17	17	18	17	19	18	18	19	22	20	22	0	1	1	1	1	3	2	7	0	11	8	9	9	9	12	11	0	14	18	10	16	14	19	20	16	24	21	20	20	25	25	23	27	21	34	20	31	33	32	32	29	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	2	1	1	1	1	2	2	2	1	2	2	1	2	1	2	1	1	2	1	2
51500	-215.337037070979846	-213.976047316167694	-1.360989754812152	0.000058352273738	0.000033994393529	0.582571875125933	0.595600219018204	0	3	3	2	3	7	4	8	5	6	7	9	8	9	7	11	10	10	11	11	13	12	13	14	13	16	15	15	17	15	17	18	17	17	19	18	18	19	22	20	22	0	1	1	1	1	3	5	10	0	7	10	15	9	9	9	10	0	9	18	11	10	19	19	21	16	16	16	21	26	16	30	23	30	27	27	29	31	33	40	23	36	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	2	1	2	4	1	1	1	1	3	2	1	1	2	1	2	1	2	2	1	1	1	1	3	2
52000	-220.425584670261600	-218.951925818828158	-1.473658851433432	0.000053382346872	0.000016796870093	0.314652147708854	0.654689698497782	0	2	2	2	1	5	4	8	5	6	5	7	10	9	9	11	9	11	12	12	14	13	12	14	13	15	16	15	16	15	17	18	17	16	18	18	18	19	20	21	21	0	1	1	1	1	3	5	10	0	11	7	9	15	12	12	8	0	14	12	7	25	18	18	20	20	20	21	20	20	25	25	23	30	21	27	16	31	33	32	32	36	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	2	2	3	1	1	1	1	1	2	2	1	2	1	2	3	1	1	1	4	1	1	1	1	2
52500	-229.842369879839424	-228.415807017954307	-1.426562861885113	0.000083413459914	0.000030207472974	0.362141469796443	0.689049513934320	1	4	4	2	2	5	5	7	6	7	8	8	9	9	9	11	10	11	13	13	14	13	13	14	11	13	16	16	16	15	17	17	18	16	19	19	19	19	21	18	21	0	1	4	1	1	3	5	7	0	7	7	9	12	9	9	10	0	14	14	16	16	18	18	20	11	11	21	20	24	21	21	19	27	21	30	29	21	33	32	19	24	1	2	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	2	2	2	2	1	1	2	2	2	1	2	2	2	1	2	2	3
53000	-242.671791667265524	-241.199687774545225	-1.472103892720287	0.000073830040900	0.000023326361072	0.315946744538405	0.553326656888429	-1	3	1	2	3	6	5	6	6	8	8	7	9	9	9	11	10	11	10	12	14	13	13	15	14	14	16	15	16	15	17	17	17	17	18	17	19	20	19	21	21	0	3	1	3	3	3	1	7	0	8	5	9	9	9	9	11	0	19	15	11	16	18	19	20	16	20	10	21	26	21	25	23	27	25	30	29	34	33	23	32	36	1	1	1	1	2	3	3	1	1	1	2	1	2	2	2	2	1	1	1	1	3	1	1	1	2	2	3	1	1	1	1	2	1	1	2	1	2	2	3	2	2
53500	-200.705157556961296	-199.238574928649143	-1.466582628312148	0.000071539074757	0.000022939910451	0.320662666233766	0.747630601312097	0	3	3	2	3	6	4	8	6	6	8	9	10	9	8	12	11	11	12	12	14	13	14	15	13	14	17	15	16	15	17	17	17	17	18	17	19	19	20	20	21	0	1	1	1	1	3	5	10	0	7	10	15	9	9	9	11	0	14	18	10	16	18	19	8	11	16	21	20	20	16	30	23	30	21	30	24	31	33	32	32	36	1	2	1	1	2	1	1	1	1	1	1	1	3	1	1	2	1	1	1	3	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2
54000	-242.209374221050865	-240.695863880903829	-1.513510340147044	0.000077901209893	0.000022246908958	0.285578478028487	0.658396785146999	0	4	3	2	3	7	4	7	6	7	5	9	10	9	10	11	10	11	12	12	14	13	13	14	13	15	17	13	18	15	15	17	16	17	20	18	18	17	21	19	22	0	1	1	1	1	2	5	11	0	11	7	9	9	9	9	11	0	15	18	10	25	14	18	20	8	20	21	6	24	25	21	23	25	21	25	24	31	30	23	32	36	1	3	1	1	1	2	1	1	1	1	1	1	2	1	3	3	1	1	1	2	1	2	1	1	2	1	2	2	2	2	1	2	2	2	2	1	2	1	3	1	2
54500	-222.511234021603570	-221.127576911913138	-1.383657109690435	0.000079251855890	0.000034572460494	0.436235342447026	0.755134259376071	1	3	4	3	3	6	5	8	7	6	7	8	9	8	8	10	10	10	13	12	14	13	12	15	13	14	15	15	16	16	16	17	17	17	19	18	18	20	22	21	22	0	1	1	1	1	3	5	10	0	7	10	9	9	9	9	8	0	9	14	10	8	18	14	20	16	16	25	20	20	25	21	19	27	27	21	29	31	33	32	32	36	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	3	2	1	2	1	3	2	1	1	2	1	1	2	1	1	2	3	2	2
55000	-227.054782257753743	-225.693946708181471	-1.360835549572272	0.000068904495318	0.000039131617932	0.567910957794404	0.583513310292631	0	3	2	3	3	6	4	8	6	7	8	8	9	9	9	11	11	11	13	13	13	14	13	14	12	16	15	15	17	15	16	18	17	17	18	18	18	18	21	21	21	0	3	1	1	1	1	5	10	0	7	10	9	9	9	12	8	0	14	18	8	16	19	18	20	11	21	16	20	24	21	25	23	30	21	21	29	25	30	32	32	36	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	2	1	1	2	3	2	1	2	1	2	1	2	1	1	1	2	3	1	2	3	1	2	1	2	1	3
55500	-215.855049126409682	-214.445079479815206	-1.409969646594470	0.000056357811925	0.000021701037481	0.385058197606186	0.711906095728900	0	2	2	2	3	6	4	6	6	8	6	9	8	9	8	11	11	10	13	13	15	13	12	14	13	15	17	15	17	16	15	18	18	17	17	18	18	20	21	21	22	0	1	1	1	3	2	5	7	0	8	7	9	9	9	9	10	0	14	18	16	16	12	18	16	10	24	21	20	24	21	25	23	30	21	21	24	31	33	32	32	29	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	3	1	2	1	2	1	1	3	1	1	1	2	1	1	2	2	2
56000	-208.040698505910029	-206.676469114355854	-1.364229391554182	0.000054484869985	0.000028005088809	0.513997533944496	0.802241696577338	1	3	2	3	3	7	5	6	7	7	7	8	9	10	9	10	9	11	12	12	15	14	14	14	13	15	16	14	16	15	17	17	17	18	18	19	18	19	21	20	22	0	3	1	3	3	2	5	7	0	8	8	9	9	9	12	8	0	14	18	16	25	19	14	20	8	20	21	20	20	25	30	19	30	21	27	29	31	25	32	32	36	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	2	1	1	1	2	2	1	2
56500	-214.378828382189482	-212.989490113838315	-1.389338268351160	0.000073203505697	0.000030947045292	0.422753596253451	0.841371798344382	0	3	2	3	2	6	5	8	5	7	8	9	8	9	8	11	11	11	12	12	13	13	14	14	13	16	17	13	17	15	17	17	16	16	20	16	19	19	20	19	21	0	3	1	1	1	2	5	10	0	7	7	15	9	9	9	8	0	14	14	8	8	18	18	20	16	24	30	20	24	25	30	23	30	16	34	20	31	33	40	23	29	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1
57000	-226.016651624194566	-224.618973283499656	-1.397678340694898	0.000058325696121	0.000046659302290	0.799978489647346	0.622577106427070	-1	4	3	3	2	6	4	7	6	8	6	8	10	8	9	10	10	12	11	12	14	13	13	14	13	14	16	16	17	15	15	16	17	17	19	18	18	19	22	20	20	0	1	5	1	1	4	5	11	0	7	5	9	9	9	9	10	0	14	14	16	16	18	14	16	20	20	30	24	26	25	25	23	21	25	34	29	31	33	32	32	29	1	2	1	2	1	2	1	1	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	2
57500	-202.126069857771739	-200.487388161073227	-1.638681696698498	0.000078418239973	0.000017597222907	0.224402166040867	0.766795889867744	1	3	3	2	3	5	4	8	6	7	8	9	9	9	10	10	10	12	12	12	15	14	14	14	13	14	16	15	17	14	15	17	16	17	17	18	17	18	20	20	21	0	1	1	1	1	3	5	10	0	7	10	9	9	9	9	11	0	14	14	11	30	19	18	20	16	20	21	20	24	25	30	19	30	21	21	29	31	33	32	23	36	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	2	3	2
58000	-226.389297173125982	-225.023521719300277	-1.365775453825717	0.000053431323417	0.000026886036277	0.503188664586384	0.546995442653149	0	4	2	2	4	6	5	8	5	8	7	9	10	10	10	11	9	11	12	11	14	13	13	14	12	13	16	15	16	16	16	17	16	18	18	18	19	19	21	19	22	0	3	1	1	3	2	5	11	0	11	7	9	12	9	9	8	0	14	18	10	16	14	18	20	8	20	21	16	24	10	21	23	16	21	21	29	31	27	23	32	36	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	2	1	1	1	2	2	1	1	2	2	1	1	1	1	3	1	2	3	2	3	1	2	2	4	1	2
58500	-215.584515957980244	-214.201004905565526	-1.383511052414705	0.000056191187688	0.000024533570626	0.436608864050578	0.601009804169694	0	2	2	1	3	6	5	8	5	7	7	8	9	9	9	11	11	12	12	12	14	14	13	14	13	14	16	15	16	15	16	18	15	18	18	19	18	18	22	20	21	0	1	1	1	2	2	5	10	0	7	7	9	9	9	12	11	0	14	14	16	25	14	19	20	16	16	21	26	26	25	25	23	25	21	30	29	31	33	32	32	36	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	2	2	1	1	3	1	1	1	2	2	1	1	2	1	2	1	2	2	2	1	2	2	1	1
59000	-239.607724334485027	-238.194091763510812	-1.413632570974201	0.000072562614299	0.000027542934541	0.379574727382859	0.711644582027122	0	2	4	1	2	5	4	8	5	6	8	9	10	10	10	10	9	12	12	12	14	14	13	14	13	15	17	16	16	15	16	17	17	18	19	17	18	17	21	20	21	0	1	1	1	1	2	5	7	0	7	10	9	9	9	12	8	0	12	14	16	11	14	19	20	16	24	25	26	24	25	25	23	25	27	33	26	30	31	32	32	36	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1	2	1	2	1	1	2	2	1	1	2	1	2	1	1	1	2	2	2	1	2	1	1	1	2	1	3
59500	-214.637561626846889	-212.990712344706253	-1.646849282140629	0.000078118225826	0.000017293166986	0.221371732432005	0.671781956363973	0	4	1	2	2	5	4	8	7	7	5	9	9	9	10	10	9	12	12	13	14	13	12	15	13	15	16	16	16	14	16	17	17	18	19	17	18	19	20	20	21	0	5	1	3	1	3	5	11	0	11	7	9	9	9	12	7	0	14	14	16	25	18	14	20	16	20	30	20	24	25	30	23	30	21	30	29	31	33	32	32	36	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	3	1	2	2	2	1	1	2	1	2	1	1	2	1	1	1	2	2	2	2	1	2	1	2	1	2
60000	-200.489664558826547	-199.093186898336114	-1.396477660490425	0.000061588665772	0.000025134032873	0.408095102538997	0.692338783929982	1	4	4	2	3	6	5	7	5	7	6	7	8	8	9	11	11	11	12	12	14	14	13	14	13	16	16	15	17	16	16	17	17	17	18	19	19	18	22	19	21	0	1	4	1	1	1	5	11	0	11	7	9	9	9	12	8	0	14	14	16	16	19	18	20	16	24	21	24	24	25	21	23	30	21	30	29	31	33	32	32	36	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	2	1	2	1	2
60500	-218.718182800096741	-217.171045494335829	-1.547137305760908	0.000077138482854	0.000020492920193	0.265664029605501	0.651566154146540	1	4	3	2	3	6	5	8	6	7	8	9	9	10	10	11	10	12	11	13	14	14	14	14	14	15	17	15	16	16	16	17	17	18	20	17	18	18	20	21	20	0	1	1	1	1	2	3	7	0	7	10	9	9	9	12	11	0	19	14	16	11	19	19	20	16	20	10	24	24	25	21	23	30	25	30	26	31	33	32	39	36	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	1	1	1	4	1	1	1	1	2	1	3	2	1	2	1	1	1	2
61000	-234.623304518205742	-233.052083563098307	-1.571220955107443	0.000074909815708	0.000018971590853	0.253259077916295	0.600081620374508	0	2	3	2	4	6	4	8	6	8	6	8	8	8	9	11	11	11	13	12	13	12	12	14	12	16	16	16	18	16	16	17	17	17	20	19	18	19	20	20	21	0	1	1	1	1	1	3	11	0	7	7	9	9	9	12	8	0	14	18	10	11	14	14	20	10	20	25	16	20	25	25	23	30	26	30	24	31	33	32	32	29	1	2	1	1	2	3	1	1	1	2	1	1	2	1	1	2	1	1	2	2	3	2	2	1	2	2	3	2	3	1	2	2	1	1	2	2	2	1	2	1	1
61500	-213.899269943852602	-212.538298362180257	-1.360971581672334	0.000045893443976	0.000026701004260	0.581804326430726	0.718228876911604	0	3	2	2	3	6	5	8	6	7	6	8	10	9	10	10	10	12	12	12	14	12	14	14	13	15	16	15	18	16	16	17	17	17	19	18	18	18	21	18	20	0	3	1	1	1	3	5	11	0	7	7	9	9	9	9	10	0	14	14	11	25	14	18	20	10	20	21	20	24	25	25	23	21	30	34	24	30	33	32	32	29	1	1	1	1	2	2	1	1	1	1	1	2	2	1	3	2	1	2	1	3	1	2	2	1	3	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1
