step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43
78500	-231.896522797346961	-240.947366177798301	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971611560929464	2	-9	5	16	9	19	17	23	28	26	27	13	25	33	32	38	27	32	43	41	57	55	58	48	53	49	62	64	70	61	46	63	64	62	74	61	74	61	66	83	73	71	77	2	0	2	5	3	4	1	7	8	4	7	5	7	17	12	15	4	17	18	18	24	18	25	16	31	16	31	21	28	25	14	22	21	21	34	21	39	25	22	35	28	34	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
79000	-223.044552379809090	-232.095395760260431	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975972208562612	2	-4	4	17	8	19	21	14	30	28	23	26	23	35	35	37	31	40	45	45	48	57	57	49	51	51	58	58	70	56	57	63	67	62	75	65	76	64	73	93	72	67	83	2	0	2	1	3	1	4	5	12	4	6	7	8	12	17	10	11	17	16	14	20	16	21	16	17	19	25	25	23	20	20	31	38	23	36	25	41	26	42	43	33	31	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
79500	-216.488753722747049	-225.539597103198389	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987599741521471	3	-2	2	11	14	20	18	24	31	25	29	27	23	35	40	31	35	42	37	44	61	51	55	56	49	58	46	59	74	60	54	60	67	59	73	63	71	63	67	91	67	72	80	2	0	2	1	1	1	5	7	6	6	8	13	7	11	14	13	11	16	12	14	25	27	25	22	27	27	11	24	33	23	18	24	34	31	41	34	33	27	26	43	21	36	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
80000	-214.358875700248575	-223.409719080699915	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988031795009295	4	1	9	17	10	14	21	25	22	30	26	27	25	33	30	39	32	38	40	46	62	53	52	56	47	49	60	63	74	57	45	54	67	57	68	64	73	65	68	89	77	78	83	2	0	1	6	1	3	3	9	3	7	7	9	9	7	9	17	13	10	14	16	26	26	16	25	16	19	31	34	35	32	18	26	27	23	36	27	36	34	36	43	35	37	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
80500	-213.786249092087246	-222.837092472538586	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996596778476274	3	0	7	14	12	13	22	23	30	27	26	20	28	34	43	40	36	33	39	49	62	55	57	49	52	57	61	61	78	56	47	50	68	58	75	64	70	66	74	90	68	77	81	2	0	1	3	3	3	4	4	7	7	8	6	12	7	10	9	13	13	8	16	26	20	24	19	31	24	22	22	37	24	14	17	27	31	37	22	36	27	41	43	27	37	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
81000	-223.002324943326244	-232.053168323777584	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.873368935137637	5	0	6	14	16	18	20	26	32	23	26	20	29	28	38	34	35	40	39	41	61	49	50	52	45	51	56	65	71	62	55	57	68	59	69	63	75	67	76	87	76	74	81	2	0	2	1	3	1	5	12	7	5	4	5	5	10	9	12	7	11	13	17	27	20	9	25	14	19	26	24	38	23	26	26	21	24	36	24	33	21	35	43	35	29	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
81500	-226.245115882366093	-235.295959262817433	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992573348039718	3	-1	6	18	9	21	15	25	22	30	30	20	28	35	33	33	36	37	44	45	56	53	59	48	50	56	54	49	72	59	56	60	55	62	74	67	63	68	65	93	66	76	84	2	0	1	7	1	12	5	4	7	6	9	4	6	13	10	10	13	11	18	18	27	19	21	10	20	20	24	19	34	20	27	27	25	23	39	30	27	31	33	43	31	37	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
82000	-221.686270695624046	-230.737114076075386	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.925237281053033	4	-1	6	14	12	21	19	18	28	22	26	23	31	31	40	39	36	41	38	47	59	52	58	50	46	55	47	66	61	60	55	60	66	51	75	64	70	58	73	90	70	74	76	2	0	2	3	1	4	4	3	6	5	12	7	10	11	14	14	11	16	6	16	34	27	22	25	17	24	15	30	26	24	25	26	21	15	28	23	30	24	28	43	31	28	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
82500	-222.788857115963225	-231.839700496414565	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964245091521987	7	-2	1	20	13	11	23	24	31	25	25	23	19	31	34	27	35	38	45	48	56	54	60	49	49	56	59	65	73	65	53	62	66	59	73	65	76	66	70	91	77	76	85	2	0	2	1	1	1	1	4	4	13	6	13	6	10	14	7	10	14	16	14	19	25	20	19	19	25	20	21	28	27	19	21	34	31	27	32	30	21	38	43	39	30	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
83000	-240.140661984739694	-249.191505365191034	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991095030843419	3	-7	7	17	7	22	18	27	31	23	17	26	29	32	41	40	31	38	40	44	58	52	48	44	53	56	57	60	63	51	56	64	58	63	73	69	76	62	62	92	74	67	84	2	0	1	5	1	4	3	10	10	4	3	10	6	6	17	8	8	14	14	13	20	19	12	12	19	20	22	25	28	15	19	28	26	28	34	33	35	27	33	43	29	25	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
83500	-226.357613074471203	-235.408456454922543	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.955117554850704	6	3	7	11	12	19	19	18	26	18	24	28	25	34	38	31	32	40	44	43	57	54	59	53	48	53	59	65	75	63	52	59	65	65	73	65	61	59	73	83	71	76	76	2	0	2	1	2	5	3	1	5	5	7	13	8	11	16	12	12	12	17	15	26	19	22	25	15	19	19	37	33	37	25	31	37	31	33	26	24	31	36	33	28	38	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
84000	-235.808614864244191	-244.859458244695531	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972919898096062	3	2	7	14	15	21	15	27	19	28	27	22	19	24	44	35	26	39	40	44	57	56	49	48	53	48	61	62	75	44	54	64	62	62	75	56	65	69	73	90	74	78	87	2	0	2	3	3	7	3	14	3	12	7	13	3	7	18	8	9	14	9	18	31	26	15	15	15	19	21	21	32	10	15	22	23	31	38	26	25	27	22	41	37	39	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
84500	-231.030784689232263	-240.081628069683603	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.940513487221723	5	0	4	17	5	16	10	27	23	32	28	24	31	36	39	36	35	38	47	41	55	51	51	44	52	57	57	67	73	55	58	57	63	51	76	61	71	68	67	87	78	78	83	2	0	2	7	2	3	2	6	6	8	7	4	12	9	13	10	13	14	18	9	24	15	20	16	19	25	19	32	39	19	25	23	30	16	38	34	28	27	27	42	38	37	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
85000	-215.193332362790272	-224.244175743241613	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988158081152755	4	-4	5	17	14	11	24	25	27	24	26	23	27	31	35	30	32	38	44	39	62	54	49	52	52	57	57	66	70	63	58	63	66	61	71	67	72	64	60	93	69	75	85	2	0	2	5	6	3	6	5	12	5	12	3	12	12	12	8	12	9	20	14	27	19	15	19	19	22	24	39	21	27	23	26	31	22	32	32	30	25	24	43	27	29	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
85500	-227.603910591025340	-236.654753971476680	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974821095896078	3	-8	3	19	14	18	11	21	27	23	31	28	29	35	40	33	35	44	34	48	62	50	45	48	54	51	60	60	75	58	54	48	64	63	73	67	73	60	73	87	66	80	74	2	0	2	5	1	5	1	4	4	7	9	10	10	12	19	8	13	19	12	18	31	15	17	15	24	24	18	32	41	20	23	15	38	22	33	38	33	31	41	29	38	43	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
86000	-217.904065209364148	-226.954908589815489	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996296656213465	4	1	6	19	8	15	17	27	27	30	29	26	25	33	36	37	31	42	43	48	51	42	60	50	50	55	59	62	65	58	57	62	68	60	72	60	73	64	74	86	77	76	80	2	0	2	5	1	5	5	7	4	4	6	4	4	8	11	13	12	11	10	19	19	17	21	18	18	19	21	30	32	19	21	27	32	31	32	31	33	21	29	35	39	32	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
86500	-219.783333211728007	-228.834176592179347	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976313939101319	4	-5	1	9	12	17	22	28	24	27	24	28	29	33	32	33	33	34	47	42	60	53	52	54	49	55	60	66	80	46	57	60	69	61	71	66	74	66	65	85	71	73	74	3	0	2	1	1	5	5	9	6	6	7	6	11	9	10	11	8	9	20	17	26	30	19	25	19	19	22	27	41	20	22	25	28	26	39	32	34	34	34	43	26	38	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
87000	-231.006420373814564	-240.057263754265904	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988637953223481	6	-1	2	14	12	18	23	11	31	26	25	23	29	24	37	35	27	37	43	46	57	59	50	49	44	55	49	63	77	61	50	49	68	64	72	66	66	59	75	95	72	71	86	2	0	2	3	1	8	6	1	10	12	6	4	12	4	16	13	6	9	17	18	32	23	25	19	15	32	16	22	30	23	16	19	38	38	33	21	30	26	42	41	33	22	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
87500	-241.213675132760898	-250.264518513212238	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971014556042039	3	-2	5	20	9	11	21	24	33	23	25	15	15	30	31	32	33	41	26	49	57	57	55	37	47	55	57	66	69	61	50	63	67	64	70	66	59	61	73	85	60	75	87	2	0	2	13	2	3	13	6	6	5	7	5	1	8	19	10	12	17	4	24	23	31	31	14	18	31	31	30	38	20	18	27	37	27	33	37	20	22	34	42	31	35	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
88000	-230.609351581116726	-239.660194961568067	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996864588797521	6	-1	5	13	13	22	21	18	28	29	33	23	29	27	37	36	30	41	40	48	59	52	47	51	44	47	55	62	79	57	61	60	68	59	74	62	72	56	74	88	73	77	83	2	0	2	3	3	8	5	5	6	14	8	4	7	4	17	11	5	12	16	11	30	26	18	26	11	11	22	38	35	26	30	26	28	30	34	30	28	20	41	29	34	35	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
88500	-217.703062077302917	-226.753905457754257	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977248094098295	4	2	7	21	6	13	18	14	24	22	29	25	27	31	39	39	30	33	42	48	51	53	59	43	49	57	61	62	74	57	60	54	63	61	67	67	76	61	72	93	68	75	83	2	0	1	7	2	2	8	5	4	8	9	7	10	9	14	17	9	13	16	19	24	20	21	11	16	20	32	32	28	25	22	20	30	30	31	23	41	23	41	43	26	31	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
89000	-228.747474277185347	-237.798317657636687	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980003568700086	0	-2	5	16	14	24	22	25	29	25	33	22	24	27	39	36	27	33	41	34	62	52	43	51	53	51	57	62	66	61	58	61	67	64	66	64	69	69	68	82	71	69	80	2	0	2	3	3	5	4	12	6	7	13	4	4	7	18	11	13	12	20	9	22	19	15	16	11	19	26	27	27	24	22	22	30	30	32	32	29	21	32	38	34	36	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
89500	-208.649243792469065	-217.700087172920405	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997929880964599	2	-5	6	18	10	17	23	25	30	28	30	29	27	35	42	38	33	38	44	38	62	54	57	56	53	48	62	66	73	62	62	62	65	59	77	63	66	65	66	91	73	73	86	2	0	1	6	1	5	4	4	4	6	7	4	6	12	11	11	7	12	20	10	23	19	19	26	19	20	25	34	39	24	25	22	30	25	41	23	30	23	32	43	37	21	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
90000	-219.595865821185811	-228.646709201637151	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.955754670833802	4	-5	3	13	7	20	17	19	28	26	22	25	24	26	36	30	32	37	44	43	60	52	49	53	52	57	61	61	76	56	58	54	63	61	67	61	73	64	70	88	66	75	82	2	0	2	3	1	4	4	1	13	7	4	6	7	7	14	10	11	10	17	15	30	20	17	20	20	19	26	31	39	19	25	20	32	26	26	25	41	34	41	43	27	39	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
90500	-237.663538601972704	-246.714381982424044	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.955380993872541	4	0	6	16	10	15	17	26	29	31	24	24	28	34	37	34	26	37	39	42	57	50	56	51	50	58	60	61	69	52	62	60	66	64	73	61	65	57	65	85	67	72	80	2	0	2	1	1	5	6	12	17	4	4	6	11	13	10	4	7	16	12	19	22	15	30	20	19	24	38	25	26	10	23	21	23	23	24	24	27	30	23	31	21	37	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
91000	-221.694686918537258	-230.745530298988598	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988327146499895	2	-5	2	18	14	17	8	25	12	28	26	26	29	21	38	29	29	36	46	41	58	49	56	50	53	49	61	66	69	61	57	56	61	64	70	65	75	60	67	89	76	72	78	2	0	2	5	7	9	1	9	3	12	4	14	8	4	16	14	12	8	15	15	24	20	26	15	22	15	25	32	27	23	26	22	32	33	30	32	36	32	34	41	39	30	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
91500	-242.595162158316697	-251.646005538768037	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999429080646264	3	-3	2	14	11	19	16	13	24	29	22	30	26	26	40	31	32	37	40	43	54	53	57	53	35	44	56	66	76	62	55	61	68	61	76	68	76	65	77	84	74	80	88	2	0	2	1	1	4	5	5	6	14	5	6	7	11	10	6	12	6	25	9	20	26	21	13	10	19	10	24	36	24	26	27	24	21	27	31	28	32	41	37	28	29	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
92000	-217.617592070158594	-226.668435450609934	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.962642868797844	4	-3	5	16	13	21	20	25	25	23	31	23	31	36	44	28	32	35	45	48	57	53	55	54	52	54	59	61	78	62	51	63	67	62	71	59	73	63	70	89	67	77	80	2	0	2	3	3	5	3	10	6	4	16	6	9	4	14	12	9	10	14	15	19	20	19	15	15	20	25	26	37	24	20	22	21	27	34	22	33	24	21	43	38	35	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
92500	-209.431128383282413	-218.481971763733753	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996422693554871	3	-2	4	20	13	21	17	25	30	31	28	25	29	36	44	38	32	40	41	47	56	55	54	52	51	43	62	60	73	64	55	59	65	60	73	65	77	66	72	87	72	67	78	2	0	2	7	3	7	5	6	7	8	7	4	6	11	10	9	12	14	14	13	20	25	26	26	26	14	24	20	36	28	20	23	28	31	38	32	38	32	33	43	42	21	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
93000	-215.107103506682506	-224.157946887133846	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975388147406022	4	-2	8	20	12	21	18	13	25	29	29	28	30	36	39	37	35	41	39	47	52	56	54	48	51	58	59	65	77	61	59	58	68	58	68	57	73	54	71	87	73	74	85	2	0	1	5	3	8	8	3	6	7	9	6	7	13	11	10	12	10	11	18	18	25	20	19	18	23	21	27	42	25	38	25	31	25	22	24	35	24	33	41	36	35	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
93500	-234.445613676364729	-243.496457056816070	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993821724110528	0	-3	8	20	13	21	17	22	32	27	26	26	28	23	42	30	34	38	41	43	47	54	51	43	54	52	50	62	77	62	49	59	66	40	65	59	73	63	76	92	71	69	86	2	0	1	5	1	5	3	4	8	4	4	14	6	5	10	12	6	10	9	34	20	31	21	12	31	34	15	27	41	25	34	23	36	9	36	23	41	32	33	35	30	33	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
94000	-234.470795471699461	-243.521638852150801	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.948466696249053	3	1	4	21	12	12	18	12	18	31	29	28	22	31	41	32	33	39	43	43	63	47	56	50	49	52	51	62	73	56	59	56	51	52	70	64	67	65	58	80	70	73	83	2	0	2	8	3	2	8	2	6	12	4	4	5	9	17	12	5	16	10	14	24	18	33	20	20	19	22	23	41	33	23	25	19	15	28	33	31	21	24	35	38	37	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
94500	-218.720807060297631	-227.771650440748971	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985195006501789	3	-4	6	16	9	16	21	26	22	26	25	29	27	31	34	38	36	37	42	41	63	53	57	54	44	43	57	57	63	50	61	56	68	62	74	67	74	60	72	84	72	77	86	2	0	1	5	1	3	4	9	4	4	6	7	6	10	8	15	10	7	16	16	23	30	30	16	16	17	24	30	24	19	22	19	38	28	36	29	29	22	29	35	21	36	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
95000	-226.164367682054433	-235.215211062505773	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999598023538311	3	-2	5	20	9	17	19	26	31	28	25	27	22	31	40	29	32	38	36	46	57	58	50	55	48	45	60	66	78	60	58	55	63	65	73	68	73	59	74	92	75	76	86	2	0	2	1	3	3	5	7	6	13	4	4	6	12	18	4	10	19	12	17	26	25	15	25	19	19	21	38	24	23	32	23	32	30	34	24	34	23	24	43	27	22	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
95500	-216.295513998585790	-225.346357379037130	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976681633834805	1	-5	8	13	16	16	21	22	31	29	20	26	28	33	36	36	36	42	36	41	55	57	54	50	49	55	59	60	74	63	56	52	61	59	68	65	64	62	69	87	74	73	69	2	0	1	3	4	4	5	5	10	7	5	8	11	7	13	9	9	16	13	14	24	25	24	20	16	25	31	23	43	28	32	18	23	21	34	34	27	27	36	41	36	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
96000	-213.773066973733165	-222.823910354184505	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.944643428197040	4	1	7	19	13	22	12	23	20	26	27	27	28	35	41	33	36	43	44	48	60	56	58	52	47	54	62	59	77	61	61	63	62	62	70	67	73	68	67	94	76	74	84	2	0	2	7	3	5	2	4	5	8	6	4	10	11	14	13	13	13	17	18	24	25	24	18	15	19	23	25	35	22	26	28	23	22	32	27	34	36	30	43	21	34	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
96500	-223.180765582609240	-232.231608963060580	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985346725403024	3	-7	7	17	12	15	13	25	31	21	30	26	21	27	42	32	34	39	44	34	56	55	56	51	49	54	63	62	76	57	62	61	64	65	71	62	74	68	73	79	70	75	82	2	0	1	3	3	7	3	13	14	5	10	4	6	13	17	12	8	20	16	12	15	19	25	19	16	24	24	30	34	19	23	23	15	22	27	26	31	31	35	29	36	34	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
97000	-225.095160775885006	-234.146004156336346	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973206236477183	2	-4	5	10	15	18	15	10	31	28	28	23	21	24	38	27	31	39	40	31	58	54	56	53	52	49	59	52	66	64	54	55	62	62	71	57	74	69	73	93	75	65	85	2	0	2	3	4	4	4	1	12	7	14	5	4	7	10	12	12	9	20	14	22	26	25	26	26	18	25	19	22	21	26	26	22	32	24	22	38	42	29	43	30	34	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
97500	-231.690357905231053	-240.741201285682394	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975299200674720	5	-7	4	18	8	18	24	14	22	28	26	29	30	34	36	38	36	34	29	42	60	56	49	53	43	53	58	57	68	58	57	61	67	61	69	63	71	66	73	87	70	73	82	2	0	2	8	1	8	4	5	1	8	6	7	9	11	11	17	19	7	11	7	24	23	17	23	10	20	26	24	31	23	23	31	28	28	32	30	36	34	33	33	27	33	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
98000	-213.440608225836570	-222.491451606287910	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.951513717350704	4	-1	5	17	10	14	24	29	25	24	27	18	23	33	42	34	30	39	38	45	60	54	51	55	41	55	59	64	74	65	59	62	63	58	68	70	70	65	75	89	72	78	83	2	0	2	5	1	5	6	12	4	6	4	5	4	4	19	10	12	14	16	25	23	20	20	23	14	20	24	21	35	33	26	34	23	22	31	31	30	24	36	43	30	41	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
98500	-231.700617562769594	-240.751460943220934	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.958023462758401	0	-4	8	11	12	16	18	24	23	19	25	24	27	31	44	35	32	29	41	42	52	53	60	57	49	55	60	66	76	43	61	60	64	56	70	63	74	67	72	77	74	75	86	2	0	1	3	1	4	5	6	4	6	4	7	12	12	17	17	13	8	10	14	18	15	34	22	15	25	21	21	27	16	21	26	25	25	33	26	27	31	28	39	28	38	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
