step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61
28000	-498.142661794217759	-504.998149745177159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.790432240321950	-1	3	2	5	3	5	4	5	6	6	7	6	8	8	7	8	8	11	10	8	7	9	11	10	14	11	12	12	15	13	14	14	14	14	13	15	14	16	15	16	16	17	15	15	16	17	17	18	19	18	22	22	22	21	27	29	29	30	29	32	33	0	3	1	2	0	2	3	2	7	5	4	7	12	15	4	9	4	0	21	15	0	8	20	0	28	24	22	0	25	21	27	10	27	30	22	28	24	25	27	31	39	30	32	34	25	0	29	38	43	40	32	49	42	42	53	55	0	55	55	59	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	3	1	1	2	1	3	1	1	1	1	2	1	1	1	1	1	1	2	1	3	2	2	2	3	1	1	1	1	1	1
28500	-414.978796290231799	-421.834284241191199	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.729896706521400	0	2	4	6	4	6	6	6	7	6	6	7	5	9	6	9	7	10	10	8	10	10	11	11	12	12	12	13	14	13	11	14	14	13	13	15	16	14	15	13	16	17	14	16	16	18	16	18	21	19	22	18	21	24	26	28	28	30	29	32	32	0	1	2	13	0	13	13	3	7	5	3	7	5	12	5	12	3	0	20	15	0	17	20	0	21	21	22	0	25	22	22	34	31	26	31	40	35	26	38	31	32	11	13	38	38	0	32	44	41	42	25	24	50	48	52	55	0	57	42	57	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	6	4	1	1	1	1	1	2	1	7	2	1	2	4	1	1	1	4	2	1
29000	-410.940477636104845	-417.795965587064245	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.811726766905534	0	2	4	6	2	6	6	4	4	7	6	6	8	8	7	7	7	9	10	9	9	9	13	10	13	12	12	13	14	13	11	14	15	14	13	15	15	15	16	13	17	16	15	14	16	18	17	16	20	19	19	18	23	23	26	29	28	30	31	31	34	0	1	2	9	0	9	9	2	5	7	8	9	7	10	7	5	2	0	20	10	0	17	15	0	21	13	17	0	8	31	20	31	29	27	24	31	24	25	34	27	48	25	25	24	36	0	39	29	45	37	43	32	49	49	53	55	0	57	51	57	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	3	1	1	1	3	1	5	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	5	1	2
29500	-285.640963346179944	-292.496451297139345	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718141446545088	0	3	3	5	4	6	5	5	6	6	5	6	7	9	7	10	7	10	9	8	9	9	12	10	12	10	12	13	14	12	12	14	14	13	13	14	15	16	15	15	15	15	14	16	17	18	17	17	19	17	21	21	23	24	26	29	25	31	31	33	33	0	1	1	2	0	8	5	2	7	5	5	8	11	15	7	10	6	0	17	15	0	3	20	0	21	14	22	0	25	16	26	10	6	16	27	25	24	33	27	29	29	28	23	34	33	0	40	40	37	40	38	49	52	53	54	54	0	49	51	59	59	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1	1	4	3	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	1	5	4	1	1
30000	-370.688589268100998	-377.544077219060398	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708249241699587	0	2	3	6	4	6	7	5	6	5	4	6	8	9	7	10	8	9	9	8	10	10	11	11	13	12	13	14	14	11	12	15	14	14	13	15	16	12	15	14	15	16	14	16	16	18	16	16	20	19	21	21	23	24	27	29	28	30	32	32	34	0	1	1	11	0	8	5	2	5	2	1	3	9	4	9	15	12	0	15	15	0	17	20	0	19	19	30	0	21	17	16	34	30	2	23	25	24	18	27	22	27	32	35	40	34	0	29	41	37	39	21	37	51	53	53	53	0	54	54	57	56	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1	2	1	1	1	2	1	2	2	1	1	2	1	1	1	1	4	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	5	4	1	1	3	2	1	3	4	2	3
30500	-579.858064704409799	-586.713552655369199	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691055436166025	-1	3	4	5	4	6	6	5	6	7	6	5	7	8	6	9	8	11	10	9	8	9	13	8	13	11	12	14	13	11	13	14	15	14	13	12	15	13	15	16	15	17	15	16	16	18	17	19	18	19	21	20	21	23	26	28	29	29	28	32	33	0	1	2	5	0	3	5	2	5	12	5	5	12	15	12	21	3	0	20	15	0	11	20	0	21	16	22	0	4	7	16	23	27	29	20	19	24	36	38	33	31	25	32	35	25	0	43	40	3	43	28	49	43	46	51	54	0	39	51	58	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	4	2	2	1	2	1	1	1	6	1	1	1	1	2	1	1	1	1	1	3	3	2	2	1	3	2	1	2	1	6	3	2	2
31000	-251.545280541303185	-258.400768492262557	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.842754321737397	-2	2	3	5	4	4	5	6	6	7	5	7	8	8	7	9	8	11	9	8	10	9	11	10	14	12	12	14	13	13	12	15	14	15	14	15	15	16	16	13	16	16	15	15	16	16	18	19	18	20	21	22	22	23	24	29	28	31	31	32	33	0	1	2	5	0	2	5	6	7	7	5	4	4	8	5	20	8	0	15	15	0	17	20	0	29	13	22	0	21	13	19	31	27	27	17	40	24	33	32	27	40	25	40	28	30	0	42	49	37	48	42	49	51	51	54	57	0	56	55	57	59	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	3	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	1	1
31500	-348.930921785749149	-355.786409736708549	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583506868338561	-1	1	3	5	3	3	6	5	7	6	6	6	9	9	8	9	8	10	9	9	9	7	13	10	14	11	12	13	15	13	13	15	14	14	14	15	13	15	16	15	16	16	15	12	16	18	17	18	20	20	20	22	21	23	25	28	27	29	32	32	33	0	1	2	6	0	2	5	3	4	5	2	5	9	5	9	15	8	0	22	15	0	2	15	0	21	21	22	0	25	26	14	30	27	44	44	37	24	33	43	2	33	28	33	24	28	0	41	37	48	44	32	49	9	29	51	57	0	55	42	58	59	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	2	1	1	1	1	2	3	1	3	1	2	1	1	1	2	1	1	1	1	1	2	1	1	8	1	1	1	1	1	1	1	3	2	3	4	1	5	3	3	1	1	2	6	1	1
32000	-617.616382710157950	-624.471870661117350	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731677064098915	-1	1	4	5	3	6	5	4	6	6	6	7	8	9	6	10	7	9	9	9	8	9	12	11	14	12	12	14	11	12	13	14	14	14	13	14	16	15	14	15	14	16	15	15	16	18	18	17	20	19	20	18	21	22	27	29	27	30	28	29	34	0	1	5	1	0	4	5	2	7	4	5	10	12	12	5	19	2	0	17	15	0	17	14	0	29	6	19	0	3	16	24	7	17	27	24	35	35	35	35	27	35	35	28	27	32	0	44	38	37	30	33	37	52	48	45	55	0	59	25	53	59	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	2	2	1	4	4	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	3	1	1	3	4	1	1	1	4	4	2
32500	-262.281358089721607	-269.136846040681007	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676344843309496	0	2	4	4	2	6	6	6	4	5	6	5	9	9	7	7	7	10	9	7	10	10	12	11	13	11	12	12	13	12	13	14	15	14	12	14	15	13	15	15	16	15	15	15	16	17	17	17	20	18	21	21	23	23	25	29	28	30	32	32	33	0	1	2	5	0	4	4	12	5	2	9	2	7	16	4	12	2	0	9	9	0	17	20	0	21	13	22	0	28	22	17	19	27	35	14	35	24	26	31	27	28	3	25	38	44	0	41	33	46	35	42	49	51	49	53	53	0	57	55	56	60	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	2	1	2	2	1	2	1	1	1	1	2	2	3	2	1	1	1	2	1	1	2	2	4	1	1	1	1	1	1	2	3	3	1	1	2	1	3	1	1	4	1	1
33000	-472.083900425982620	-478.939388376942020	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577754315778941	0	2	3	5	3	5	5	6	5	7	7	7	9	8	7	10	7	11	10	9	10	9	12	11	12	12	12	14	13	12	13	13	14	13	12	12	14	16	14	15	16	16	16	16	17	15	15	18	20	19	21	21	22	23	27	29	27	29	32	31	33	0	1	1	5	0	3	5	6	5	9	4	7	7	11	5	14	6	0	7	12	0	10	15	0	21	22	22	0	21	22	14	27	3	24	20	19	24	35	27	27	39	28	39	25	46	0	13	44	26	42	41	49	49	51	38	57	0	57	29	58	56	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	3	1	8	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	3	1	1	1	5	2	1	1	7	1	2
33500	-803.891793121011915	-810.747281071971315	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542607703900974	0	2	4	5	3	4	6	6	7	7	6	4	7	8	7	10	7	11	8	9	9	9	13	11	14	10	11	13	13	12	13	14	15	15	13	14	14	15	15	15	17	16	16	15	16	18	18	18	20	17	22	20	21	23	23	28	28	30	30	32	34	0	1	2	5	0	2	6	3	7	7	1	1	4	10	12	21	11	0	7	15	0	8	20	0	28	19	14	0	10	16	20	30	27	30	16	13	24	4	29	32	23	36	14	29	44	0	29	27	34	44	30	24	28	53	46	47	0	38	45	57	58	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	2	1	3	2	1	3	2	3	1	1	3	1	5	2	1	1	2	2	2	1	5	5	4	1	2	4	1	7	8	2	2
34000	-588.104660034728226	-594.960147985687627	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634996708310446	-1	2	3	5	3	6	4	5	5	5	6	6	8	9	8	9	6	10	8	8	9	9	12	11	13	12	12	12	15	13	13	15	14	14	12	14	14	15	15	15	16	16	15	15	16	17	17	18	21	20	22	21	23	23	26	29	28	29	30	31	32	0	1	2	1	0	5	5	3	7	7	8	8	7	11	9	15	3	0	12	7	0	12	5	0	21	16	6	0	18	24	11	27	27	26	20	16	30	36	30	27	33	38	28	31	44	0	41	25	37	44	38	45	45	52	54	55	0	52	14	58	59	1	1	1	3	1	1	1	1	1	1	1	1	3	1	2	1	2	1	2	2	1	1	2	1	2	2	2	1	4	1	3	2	1	1	3	2	1	1	1	2	1	1	1	1	1	1	1	2	3	2	4	2	4	1	2	2	1	4	5	1	1
34500	-481.395474800511977	-488.250962751471377	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605920189046202	-1	2	4	3	4	5	7	5	7	6	5	5	8	8	7	10	6	10	9	8	9	10	11	11	13	11	12	13	15	12	14	14	14	14	12	14	16	16	14	15	16	16	15	16	15	15	17	18	20	16	21	22	23	22	26	28	28	30	32	33	34	0	1	4	1	0	4	5	2	5	8	4	2	9	6	5	14	11	0	7	12	0	17	6	0	3	2	22	0	39	9	28	30	27	35	21	25	24	34	28	27	36	26	30	45	25	0	37	43	46	32	38	49	52	45	52	53	0	55	56	58	59	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	4	1	5	4	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	3	1	1	1	1	1	2	2	1	3	1	1	3	2	2	1	2	2	2	1
35000	-382.415342179848096	-389.270830130807497	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660180849769064	-1	1	4	5	3	5	7	6	5	6	6	5	7	7	7	8	8	11	7	9	9	9	12	10	14	11	12	13	15	12	14	15	14	14	13	13	15	15	16	13	16	13	15	15	17	17	18	18	20	18	20	21	22	21	26	29	28	31	30	33	33	0	1	2	3	0	5	6	2	5	6	3	3	6	10	4	14	11	0	12	15	0	4	20	0	28	20	22	0	21	24	8	42	27	35	26	23	24	35	44	8	25	8	28	23	38	0	35	29	47	37	25	49	39	39	50	55	0	57	51	59	56	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	2	1	3	1	4	1	1	1	1	1	2	1	1	3	1	2	2	2	1	1	2	2	1	1	3	1	3	2	5	1	1	2	5	1	2
35500	-372.621499274719952	-379.476987225679352	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611266457315121	0	1	3	6	4	5	6	4	6	5	6	6	8	7	7	10	8	8	10	9	10	9	12	9	14	11	12	13	13	11	12	14	15	14	14	12	15	15	16	15	16	17	14	15	16	17	18	18	18	20	21	22	20	24	26	30	28	30	31	32	34	0	1	2	5	0	5	5	3	5	5	5	1	5	6	11	15	12	0	13	11	0	17	9	0	21	9	22	0	21	22	11	19	27	22	26	15	24	43	35	27	27	28	36	18	44	0	45	35	24	45	36	37	38	50	54	55	0	57	51	59	56	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	2	2	2	1	1	1	2	1	1	2	1	2	3	1	1	2	3	3	1	2	1	1	1	2	4	1	4	4	2	2	1	2	1	1	4	1	2
36000	-265.468201596266738	-272.323689547226138	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621104269567953	-1	2	3	5	3	5	6	4	5	5	6	7	8	9	6	9	7	11	9	8	9	9	12	11	13	10	13	13	14	11	13	14	13	15	13	15	15	15	15	16	16	16	13	15	15	17	18	18	19	19	22	22	22	24	27	29	28	29	31	33	33	0	1	1	5	0	3	5	2	5	5	6	9	5	1	9	6	6	0	11	4	0	17	15	0	21	17	17	0	25	14	18	24	17	24	16	35	24	28	35	44	14	25	18	17	30	0	44	32	24	40	25	49	32	52	52	55	0	55	51	59	57	1	1	3	2	1	1	1	1	1	1	1	1	3	5	1	2	1	1	2	2	1	1	2	1	2	1	3	1	1	1	1	2	3	3	2	1	2	1	1	1	3	1	1	4	2	1	2	2	4	2	3	2	4	1	2	1	1	2	4	1	1
36500	-289.056961629975604	-295.912449580935004	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654111126257914	0	2	3	6	3	4	5	5	6	6	7	6	7	7	7	9	7	11	9	9	10	9	13	11	12	11	12	12	15	12	11	14	14	14	13	13	16	15	15	15	16	15	15	15	15	18	18	19	21	18	21	21	21	23	27	29	27	30	30	32	32	0	1	1	6	0	1	5	3	5	6	8	8	7	8	5	17	8	0	17	15	0	17	20	0	21	20	19	0	25	21	19	30	17	22	31	20	24	9	27	33	44	16	28	20	18	0	36	19	37	34	8	37	46	52	53	55	0	56	32	58	58	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	3	2	1	2	2	3	1	1	1	2	1	3	2	1	2	5	2	3	4	2	1	1	2	1	1	1	9	1	1
37000	-356.121915463978553	-362.977403414937953	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566423880470293	-1	3	1	5	3	5	6	5	5	7	7	7	8	9	7	8	8	11	10	8	9	9	11	11	13	12	12	13	15	13	12	14	15	14	11	15	16	15	15	15	17	16	15	13	16	18	17	19	21	20	21	22	22	23	26	29	28	30	31	33	31	0	3	1	5	0	1	5	3	5	6	8	4	7	17	5	3	6	0	16	6	0	10	7	0	35	14	17	0	26	20	22	18	27	27	21	28	24	14	32	26	18	31	32	14	44	0	28	18	37	26	11	49	46	51	53	55	0	57	45	59	55	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	3	2	1	1	2	1	1	3	1	1	1	2	1	2	2	1	1	2	1	1	1	2	3	1	2	2	2	1	2	1	1	2	4	2	3	6	1	2	1	2	2	1	1	9	1	2
37500	-664.435462733912686	-671.290950684872087	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.435950318899269	0	2	4	6	3	5	5	4	5	7	7	6	9	8	8	8	8	11	8	8	9	10	13	10	14	12	13	13	14	11	13	15	14	14	13	14	15	16	15	15	15	16	15	15	16	18	18	18	19	19	21	21	22	24	27	29	28	31	31	32	33	0	1	2	9	0	3	5	1	5	7	9	8	11	4	7	7	3	0	9	11	0	19	5	0	4	24	22	0	14	8	14	24	27	23	30	26	24	7	36	23	26	21	26	23	41	0	32	37	37	43	29	37	52	48	42	55	0	57	33	56	59	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1	2	1	1	1	5	1	4	1	1	1	3	3	2	2	1	1	1	1	2	5	1	1	2	2	1	1	1	1	2	2	3	2	3	2	1	2	3	1	1	2	10	2	2
38000	-483.705391256045004	-490.560879207004405	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731509354733830	-1	2	3	5	4	5	6	4	6	6	6	6	8	9	7	10	8	10	10	8	10	9	13	10	13	11	12	13	15	13	13	14	15	12	13	14	15	16	15	15	17	16	15	16	16	17	17	19	21	18	20	19	22	24	27	29	28	31	30	32	33	0	1	2	8	0	8	5	2	5	6	5	8	9	15	9	20	10	0	13	3	0	11	20	0	21	21	22	0	25	26	27	23	27	20	34	26	31	36	32	27	40	26	28	36	35	0	37	47	37	44	38	37	50	53	53	54	0	56	51	59	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	2	1	2	2	1	1	2	1	1
38500	-486.566700203235825	-493.422188154195226	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.483851789675921	0	2	3	5	4	4	6	5	6	6	6	5	8	8	7	8	8	11	10	9	9	6	12	10	13	12	11	14	14	11	13	15	14	14	13	15	15	16	16	15	16	15	15	15	17	18	17	18	18	19	22	20	22	22	25	29	27	30	31	33	33	0	1	2	5	0	2	5	2	5	5	6	6	7	10	4	15	10	0	12	14	0	3	15	0	21	19	17	0	25	20	10	30	17	18	18	27	24	34	23	8	33	1	29	31	40	0	40	31	16	33	21	24	50	42	53	55	0	55	51	56	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	2	1	1	1	1	1	4	1	3	1	1	2	2	1	2	5	1	5	1	1	1	1	1	2	3	3	6	5	2	4	1	3	1	2	3	2	1
39000	-407.064391797192059	-413.919879748151459	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544089081327990	-1	2	3	5	3	5	7	5	6	6	7	5	8	9	7	8	8	11	10	8	10	9	12	9	12	11	13	14	15	12	12	13	15	15	13	14	15	15	14	13	16	14	16	15	17	17	16	19	20	18	21	21	23	23	25	29	28	30	30	33	32	0	1	2	3	0	5	12	2	12	12	4	5	9	7	12	10	10	0	6	15	0	11	15	0	21	15	22	0	21	21	21	19	40	40	7	35	24	14	30	22	32	18	42	16	29	0	39	47	41	32	42	37	26	39	53	55	0	56	51	29	30	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	1	2	2	1	3	1	1	2	1	1	3	1	4	4	1	2	2	1	1	3	1	1	1	1	2	3	2	2	6	3	1	2	1	1	4	8	8
39500	-486.146854443575592	-493.002342394534992	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643675525534615	0	2	3	3	3	6	6	4	6	6	6	6	6	8	6	9	7	11	10	8	10	9	12	10	12	11	10	12	14	13	13	14	13	13	13	15	16	15	15	16	16	16	15	15	15	17	18	18	21	20	20	22	23	24	27	30	29	29	31	31	33	0	1	1	1	0	5	5	2	5	4	4	3	5	6	4	20	8	0	15	15	0	10	7	0	21	14	2	0	25	18	19	26	22	16	27	23	24	31	18	29	30	11	33	25	21	0	28	44	37	48	25	23	49	50	42	55	0	55	51	49	60	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	2	2	1	2	1	1	2	3	2	1	1	3	1	2	2	1	3	1	1	3	1	3	1	2	1	3	4	1	2	4	1	1	1	8	5	1
40000	-265.689594314734734	-272.545082265694134	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574724750800261	0	2	3	5	4	5	6	5	7	6	6	7	8	9	7	9	8	11	7	9	9	10	12	10	11	11	12	12	14	12	14	14	15	13	13	14	15	16	15	16	15	16	16	15	15	17	17	18	19	19	21	21	23	22	26	29	29	31	32	31	33	0	1	1	3	0	2	5	3	5	6	5	4	7	12	5	19	19	0	3	15	0	14	20	0	21	22	17	0	25	16	26	27	32	26	19	35	24	34	36	34	36	21	31	23	30	0	35	47	37	40	39	46	41	49	38	55	0	57	51	56	59	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	2	2	1	2	1	4	1	1	1	1	1	1	2	1	4	1	5	1	6	1	1	1	5	1	1
40500	-330.999038777543603	-337.854526728503004	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669325606260244	0	2	3	6	3	5	6	5	5	7	6	4	9	8	6	9	7	11	8	8	10	9	12	11	12	12	12	10	13	12	13	13	15	15	13	15	14	15	15	15	16	16	15	15	17	17	17	17	20	19	22	22	22	24	26	29	27	30	30	32	33	0	1	2	6	0	12	6	3	5	4	12	5	7	15	5	3	2	0	11	15	0	4	20	0	28	24	22	0	21	21	22	23	27	21	16	23	24	30	29	22	32	8	35	29	34	0	33	36	24	44	42	49	47	53	52	55	0	56	51	56	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	2	2	5	1	2	1	1	1	1	4	2	3	1	2	1	1	1	1	1	3	1	1
41000	-390.010920412334372	-396.866408363293772	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697687050519748	0	2	3	5	1	4	7	6	6	5	7	6	9	8	7	9	6	7	10	9	9	10	12	10	14	11	12	13	13	11	13	13	15	14	13	15	14	16	15	16	15	15	16	15	15	16	17	19	20	17	22	22	23	24	26	29	28	30	31	31	34	0	1	5	3	0	2	3	6	3	3	17	4	15	12	9	11	6	0	16	15	0	17	19	0	28	20	22	0	16	21	30	19	27	27	22	32	24	27	31	22	35	30	28	28	32	0	46	36	37	33	43	49	52	49	47	57	0	49	55	56	58	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	2	2	1	4	1	2	1	1	1	1	1	3	2	1	3	1	1	2	5	1	1	4	3	1	2
41500	-407.939377749549749	-414.794865700509149	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680629544255508	-2	2	4	6	3	5	7	4	7	6	7	5	9	9	7	9	7	9	8	8	6	10	12	10	11	11	13	13	15	11	14	14	14	15	13	13	15	15	15	15	15	15	15	15	15	16	18	19	20	18	21	22	19	24	26	28	27	30	30	33	32	0	1	5	2	0	2	5	2	6	8	6	5	9	11	5	19	10	0	15	5	0	17	7	0	21	7	22	0	27	12	25	28	27	28	20	23	24	23	36	27	27	28	35	35	26	0	43	35	24	42	50	44	23	49	30	52	0	56	51	59	56	1	2	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	2	2	1	2	4	1	1	1	1	3	1	3	1	1	1	1	1	1	1	2	1	1	3	5	1	1	3	2	1	6	3	1	1	5	1	1
42000	-349.186478285960959	-356.041966236920359	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.461022945009903	-1	2	4	4	4	6	6	6	7	5	6	6	8	9	8	9	8	11	10	7	9	8	12	10	13	11	12	13	15	12	13	14	15	14	12	14	15	15	14	13	15	16	14	15	15	17	17	18	21	19	21	21	23	23	26	28	28	28	31	33	33	0	1	1	2	0	2	5	4	7	2	5	4	11	7	20	11	12	0	13	10	0	4	20	0	21	6	17	0	36	19	23	25	40	14	16	25	24	21	31	27	32	12	13	21	6	0	42	42	24	47	32	24	14	48	54	54	0	55	36	59	57	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	3	2	2	1	1	1	1	1	1	3	2	1	2	3	1	1	1	4	2	4	4	1	1	1	4	1	3	6	8	2	2	3	1	1	7	1	2
