step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35
93500	-250.302870891433145	-247.871066044939766	-2.431804846493388	0.000126158296744	0.000011537632313	0.091453615107416	0.562544191805058	5	12	14	13	14	16	17	15	17	16	18	18	17	17	19	20	18	20	22	21	22	24	22	21	23	23	25	24	25	24	24	26	29	29	28	0	1	0	1	2	2	5	2	8	3	2	6	2	8	17	6	4	11	16	4	2	23	15	11	2	24	19	15	4	12	20	17	30	28	26	1	3	1	3	1	2	1	1	1	1	3	1	2	1	1	2	3	1	1	4	5	1	1	1	5	2	2	2	4	3	2	4	3	2	2
94000	-239.062970526683984	-237.102703987940544	-1.960266538743449	0.000110588509368	0.000016033099215	0.144979793165900	0.407747612251421	5	12	12	13	14	16	17	15	17	16	18	18	17	18	15	21	20	20	22	21	22	22	22	21	22	22	23	26	25	25	25	27	27	28	29	0	1	0	2	2	2	5	2	15	3	5	2	2	8	2	6	8	13	17	17	2	8	17	18	13	18	13	22	20	16	27	22	16	22	18	1	4	1	1	1	2	1	2	1	2	2	3	3	1	1	4	3	2	1	1	3	4	1	1	3	1	2	2	2	3	1	2	2	2	5
94500	-233.500920389323483	-231.508361369722678	-1.992559019600811	0.000200958716440	0.000028094004683	0.139799881192259	0.554858140188776	5	11	14	13	15	17	17	16	16	16	17	17	17	19	18	21	19	19	22	22	23	24	21	22	24	23	24	25	25	26	24	27	26	28	29	0	1	0	2	2	5	4	4	4	3	8	4	5	5	9	6	15	11	17	8	7	19	14	18	21	18	21	22	25	6	20	20	16	28	26	1	3	1	1	2	1	2	2	2	1	1	2	2	2	1	2	1	1	2	3	2	1	1	2	1	2	1	1	1	2	2	1	2	2	3
95000	-234.221917763124395	-232.021339847645550	-2.200577915478852	0.000206946641085	0.000023336553501	0.112766041421913	0.465766956207879	5	12	12	11	15	18	15	17	16	15	19	18	18	18	18	21	20	19	22	21	22	25	22	21	24	23	25	26	25	25	23	27	29	28	30	0	4	0	1	2	4	2	2	4	3	5	7	4	9	8	12	15	8	15	7	7	14	14	18	21	18	31	15	31	16	19	22	16	23	26	1	1	1	3	2	3	2	2	2	2	2	1	3	2	1	2	1	1	3	3	3	3	2	1	1	2	1	4	2	2	1	1	4	4	3
95500	-225.596244159394473	-223.229943020902255	-2.366301138492207	0.000149752798831	0.000014496272665	0.096801347140399	0.461182151450954	6	12	13	13	15	16	17	16	17	16	17	18	17	19	18	21	20	21	22	20	21	25	22	22	23	23	24	24	24	25	26	26	25	28	29	0	1	0	1	2	4	2	4	5	3	5	2	4	8	8	6	15	12	17	4	2	28	17	20	7	18	7	23	21	16	20	28	16	32	18	1	2	1	3	2	1	3	2	1	2	1	4	2	1	1	2	1	2	1	3	4	1	1	1	3	1	4	1	1	2	3	1	2	2	5
96000	-251.736999361343919	-249.571556591899309	-2.165442769444621	0.000172702435187	0.000020153570498	0.116695346399276	0.409880575690453	4	13	13	12	14	17	17	16	17	16	18	18	17	19	18	19	19	20	22	22	22	24	21	21	22	23	25	24	25	26	24	26	27	27	28	0	4	0	1	2	4	4	4	4	3	5	4	4	8	8	4	15	5	14	12	4	17	17	16	18	24	21	15	7	21	11	28	18	19	26	1	1	1	4	1	2	2	2	3	2	2	3	4	2	1	4	1	5	2	2	5	2	1	1	2	1	2	3	5	2	3	2	4	2	3
96500	-224.546160619768443	-223.022603669024960	-1.523556950743470	0.000095424774460	0.000026648575927	0.279262655613160	0.406033225924402	6	12	13	12	14	16	15	15	17	15	18	18	17	19	17	21	20	20	22	20	21	24	23	22	24	23	23	25	26	25	25	26	26	29	30	0	1	0	1	2	2	2	2	8	3	4	6	2	8	8	12	15	5	14	9	13	14	15	18	20	18	20	23	31	12	25	22	16	32	26	1	3	1	3	1	1	1	1	1	2	3	1	2	2	1	2	2	3	2	2	2	3	3	1	2	2	1	1	1	4	1	1	2	2	3
97000	-249.205374264070315	-247.115760069736751	-2.089614194333569	0.000157463297083	0.000019837460453	0.125981487880737	0.477503475408368	6	10	14	12	15	17	16	17	16	16	18	15	18	18	18	20	20	19	22	21	22	24	23	20	23	22	23	25	24	24	25	27	26	29	28	0	1	0	2	4	2	4	9	5	3	4	2	2	9	7	2	15	11	15	11	20	9	19	11	16	11	13	19	11	12	20	22	11	32	18	1	2	1	1	2	3	2	1	1	2	3	3	5	1	1	5	1	1	1	2	1	3	1	1	2	2	3	2	5	4	1	1	5	1	4
97500	-273.741068807703300	-271.699359263143606	-2.041709544559687	0.000252743785609	0.000033488365509	0.132499263743864	0.426048088883318	6	11	12	13	14	17	16	15	16	15	19	17	16	17	18	20	19	21	21	18	21	25	23	22	23	23	24	26	23	23	26	27	28	29	30	0	1	0	2	4	4	4	5	8	3	5	2	2	9	9	11	9	7	17	7	20	21	4	7	8	18	20	15	20	14	21	17	27	8	26	1	2	1	1	1	2	2	1	1	2	2	2	2	1	1	1	1	3	1	1	2	2	4	2	3	1	5	4	2	2	3	5	3	7	2
98000	-207.974087838064662	-205.295726191300076	-2.678361646764576	0.000207984436980	0.000015577929008	0.074899493606189	0.664927536740181	6	12	13	13	14	16	17	15	17	15	18	19	16	19	18	20	20	21	21	22	22	24	22	22	22	23	25	25	25	25	25	26	28	28	29	0	1	0	2	4	2	4	4	8	3	8	6	2	9	9	2	15	7	16	16	16	23	17	16	11	18	16	22	20	12	20	22	12	22	26	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	4	1	2	1	1	1	1	1	1	1	1	3	1	1	3	1	2	3	2	4
98500	-224.356785579633993	-221.761741657300519	-2.595043922333470	0.000134423249557	0.000010746618691	0.079946130797307	0.507282094978158	6	11	14	13	12	17	18	16	18	16	17	15	18	18	18	19	20	20	22	21	22	24	22	21	23	23	25	25	24	25	24	27	28	28	29	0	1	0	2	2	12	11	2	2	3	5	2	11	8	8	12	15	9	15	11	11	9	17	18	4	24	20	22	20	16	20	28	16	28	26	1	2	1	1	1	1	1	2	3	1	2	1	1	1	1	2	2	1	2	1	2	2	1	1	4	1	2	1	1	3	2	1	6	2	5
99000	-259.724248399373664	-257.720152228401389	-2.004096170972260	0.000216793470149	0.000029923072368	0.138025708739963	0.515941328959885	6	11	14	11	14	18	16	17	17	16	17	19	17	18	19	20	19	20	22	19	22	24	22	22	23	22	23	25	25	26	26	27	29	28	30	0	1	0	1	2	5	5	7	4	3	7	5	5	7	9	7	8	2	17	7	5	8	17	2	20	6	20	18	13	29	20	22	30	22	24	1	2	1	3	2	2	1	1	3	1	1	2	2	2	2	2	1	4	1	1	2	3	1	6	2	2	1	2	3	1	4	2	1	2	4
99500	-251.680717564464231	-249.676948970242080	-2.003768594222142	0.000193576422131	0.000026728171355	0.138075552078358	0.424877930703166	5	13	13	12	14	18	17	16	18	15	19	18	17	19	19	21	20	19	23	21	22	24	22	21	22	24	24	26	25	24	25	27	26	27	30	0	4	0	1	2	7	2	4	5	3	7	5	8	7	7	12	14	7	14	11	14	14	17	18	2	20	21	14	20	12	20	28	6	22	26	1	1	1	3	1	1	2	3	2	1	1	2	1	1	2	2	1	1	1	2	2	3	1	1	5	1	1	3	2	2	2	1	6	2	3
100000	-254.272658024402403	-252.224097001139512	-2.048561023262884	0.000224506329448	0.000029529948335	0.131532809819824	0.536965008124158	6	13	13	12	14	18	18	17	15	15	19	19	17	19	17	21	19	21	22	20	22	24	22	21	23	24	24	26	24	26	25	27	28	28	30	0	4	0	1	1	2	8	9	5	3	7	7	4	9	9	12	15	11	20	4	6	14	17	5	5	24	24	25	23	16	11	7	30	15	24	1	1	1	2	3	2	1	1	1	2	1	1	2	2	1	1	1	1	1	4	2	3	2	3	4	2	1	1	1	2	3	3	2	4	4
