step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49
51000	-284.414050194065851	-282.449530555388606	-1.964519638677256	0.000126665761789	0.000018275183483	0.144278795035952	0.654841488372828	0	2	3	4	4	3	3	5	4	5	8	6	7	7	8	8	8	9	8	8	8	10	8	9	11	10	10	13	13	13	13	10	13	12	12	13	14	12	15	15	15	14	16	17	15	19	19	22	22	0	1	1	2	1	1	2	9	2	6	7	1	9	9	13	9	5	10	7	13	13	11	12	10	18	12	13	16	35	32	12	24	26	3	18	22	33	24	42	33	31	33	12	41	42	43	44	41	44	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	3	1	1	3	1	2	3	1	1	1	1	1	1	1	1	5	1	1	2	1	3	2
51500	-259.673744814799022	-257.510672757141378	-2.163072057657640	0.000093048455494	0.000010883735661	0.116968471999434	0.751264664744612	-1	2	3	2	4	4	3	4	5	5	7	6	5	8	7	7	7	8	8	7	9	9	9	9	10	10	11	12	12	13	13	12	12	12	13	12	14	14	15	16	14	14	17	17	17	19	20	22	23	0	1	4	1	2	2	2	2	3	6	7	2	7	5	9	12	3	10	7	8	6	15	16	18	18	13	21	16	24	25	36	24	26	27	24	21	26	29	42	33	31	33	41	41	39	36	44	44	47	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	2	1	1	1	2	2	1	2	2	2	1	2	2	1	2	1	2	1	1	2	1	1	2	1	1	3	2	2	2
52000	-284.362567056997250	-282.716565325597401	-1.646001731399865	0.000106421753640	0.000023591815863	0.221682269421955	0.668593880922462	0	2	3	3	4	4	4	4	5	5	7	6	6	7	9	8	8	8	8	7	9	9	9	10	10	9	12	13	11	12	12	13	12	12	13	13	14	13	14	14	14	16	16	17	16	20	20	20	25	0	1	1	2	2	2	2	4	8	3	7	8	8	5	17	12	9	11	7	13	4	8	16	21	18	1	3	23	18	18	21	24	3	21	24	18	31	29	33	27	36	39	41	41	39	41	44	44	44	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	3	3	1	1	1	4	4	1	2	3	1	2	3	1	2	2	1	1	1	1	1	2	2	1	1	2	2	2	4
52500	-274.061759068787183	-272.191391874816304	-1.870367193970885	0.000106292187297	0.000017147102135	0.161320437283864	0.699248129789491	0	3	2	3	4	5	3	4	4	4	7	4	6	6	9	8	8	8	8	7	9	9	9	8	10	9	10	12	13	13	12	12	12	11	13	14	13	14	14	14	14	15	16	17	18	19	19	22	24	0	1	1	3	2	2	1	1	3	2	7	3	3	8	11	8	9	10	7	13	2	13	16	10	24	20	8	23	32	25	15	24	21	27	21	31	33	32	33	33	31	39	41	36	42	43	43	47	47	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	2	2	2	1	3	3	1	3	1	1	4	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	2	1	2	1	2	2	2
53000	-261.851987482142192	-260.001122168415463	-1.850865313726726	0.000100818453377	0.000016665531151	0.165302388532657	0.840866394911572	0	2	2	3	5	4	4	3	4	5	6	5	6	7	9	8	7	6	8	5	8	8	10	8	10	9	8	12	11	11	13	12	12	12	12	13	13	14	14	16	14	15	17	17	17	18	20	22	24	0	1	1	3	3	2	3	3	8	6	7	8	20	5	11	13	9	10	11	3	7	12	16	2	21	11	13	23	24	25	22	24	11	27	29	21	26	32	37	37	36	39	41	41	39	41	46	47	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	3	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1
53500	-293.724107726011368	-291.974741236295756	-1.749366489715612	0.000113752897835	0.000021534034884	0.189305374135120	0.591996848282910	0	2	2	3	4	4	4	4	4	4	6	6	5	7	7	8	9	8	8	6	10	10	7	8	10	10	11	11	12	11	12	11	12	12	12	13	15	15	14	16	14	16	16	18	18	17	19	23	25	0	1	1	1	2	2	1	3	3	1	10	8	7	12	3	10	12	12	11	13	4	17	4	7	24	11	15	15	21	25	26	25	26	21	24	27	27	32	33	33	21	39	41	43	39	21	44	41	48	1	2	1	2	1	1	3	1	1	3	1	1	1	1	2	2	1	2	1	1	4	1	3	2	1	2	3	2	2	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	2	2	1	3	1
54000	-280.985214771767005	-279.537867230797474	-1.447347540969525	0.000129091311114	0.000043731019750	0.338760365606387	0.684377540679251	0	2	3	3	4	4	4	3	5	5	8	6	6	8	8	9	8	7	8	7	8	11	9	10	10	8	10	12	12	12	13	11	12	12	11	13	14	15	14	14	15	16	16	17	18	19	20	21	23	0	1	1	1	2	3	8	2	3	6	7	6	2	12	5	18	20	10	4	8	6	13	12	12	18	12	19	23	35	15	12	25	15	27	24	19	26	31	33	33	31	39	41	43	42	41	44	41	41	1	1	2	2	1	1	1	1	1	1	2	1	2	1	3	1	1	1	3	2	1	2	2	2	2	1	1	1	1	2	4	1	2	1	1	2	3	1	1	1	1	1	1	1	1	3	2	3	4
54500	-284.522346952079033	-282.684384595287042	-1.837962356791995	0.000082929997983	0.000013935208188	0.168035795575988	0.498146780713519	-1	3	3	3	5	5	4	4	4	5	6	4	6	7	7	7	8	7	9	7	9	10	9	9	9	10	9	12	13	13	13	11	12	13	11	13	14	14	13	16	14	15	15	17	17	19	19	21	23	0	1	1	1	4	3	2	1	4	2	7	1	5	12	9	12	9	10	11	4	9	21	1	18	18	19	12	23	35	25	21	24	26	27	24	17	26	24	33	42	5	33	36	43	33	41	43	46	48	1	2	2	2	1	1	1	2	1	1	1	2	1	2	2	1	2	1	1	2	1	1	4	1	1	1	3	1	1	2	2	2	1	2	1	2	2	2	1	1	3	2	1	2	3	3	3	1	1
55000	-288.791926957905957	-286.997743728069111	-1.794183229836842	0.000110780399515	0.000019714201660	0.177957488388183	0.542738862467358	0	2	2	2	5	4	3	5	3	5	7	5	6	6	8	7	7	7	8	7	9	11	8	9	9	9	12	11	12	11	12	12	12	13	13	13	14	14	14	15	14	14	16	17	18	19	19	22	23	0	1	1	1	1	4	1	1	2	6	7	3	6	5	8	5	6	12	7	13	15	21	16	6	18	11	20	23	24	25	11	10	19	15	29	15	26	29	33	33	21	33	31	43	42	41	44	43	47	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	3	2	1	1	1	3	1	3	1	3	2	1	2	2	3	1	2	1	3	3	2	3	2
55500	-310.816448930680508	-308.611326827788162	-2.205122102892327	0.000117091292928	0.000013146252409	0.112273526749229	0.490994676090150	-1	1	3	3	4	4	2	3	5	5	7	5	6	8	8	8	8	8	7	7	8	9	9	10	10	9	10	13	13	13	13	12	11	11	13	14	14	15	13	15	14	16	15	17	17	19	19	23	24	0	1	2	2	3	2	2	2	2	4	7	3	3	5	2	8	9	10	7	5	20	9	21	10	18	19	19	23	18	25	10	24	26	9	24	13	26	18	33	33	12	39	8	36	39	31	41	36	47	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	2	2	2	2	2	1	2	1	3	1	1	1	2	3	2	4	1	1	4	1	3	2	2	1	1	5	2	6	2	1	2	2	4	3
56000	-260.213984828080129	-257.940233682573819	-2.273751145506293	0.000116088289984	0.000012216729737	0.105236537974564	0.673409468292071	-1	3	3	4	5	3	4	4	5	5	7	5	7	7	7	6	8	8	7	8	8	10	9	8	11	9	11	12	12	12	13	12	13	12	11	13	13	14	14	15	15	16	15	17	18	18	19	22	24	0	1	1	3	3	1	3	1	8	2	7	2	12	5	9	2	12	10	7	13	8	21	16	6	24	19	20	23	35	18	22	22	11	27	24	22	26	32	33	33	36	39	36	43	42	41	44	47	43	1	2	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	3	1	1	2	1	1	2	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	4
56500	-291.245155817199532	-289.380489640596636	-1.864666176602911	0.000100688219354	0.000016358462423	0.162466498344707	0.588866152423859	0	2	2	4	4	5	4	5	3	4	7	3	6	7	8	8	8	8	8	7	10	9	10	8	10	10	11	12	12	13	13	11	12	11	12	14	13	14	14	15	12	15	15	17	17	20	19	22	24	0	1	1	2	1	12	3	3	1	3	7	1	9	12	5	13	9	9	7	3	15	17	16	6	18	11	13	23	32	25	17	24	26	20	18	20	19	24	33	36	19	39	41	36	39	41	44	47	44	1	1	1	2	1	2	1	2	2	1	1	2	1	2	3	1	2	3	2	2	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	4	2	3	1	1	3	1	2	2	2	4	2	2	4
57000	-306.596725302623270	-304.996696042302062	-1.600029260321230	0.000100044297833	0.000024011607204	0.240009752922679	0.729568715053372	0	1	4	3	5	5	4	4	2	4	6	6	6	8	9	8	8	7	7	6	8	10	8	9	10	8	11	12	12	12	13	12	12	13	12	12	14	14	14	16	15	16	17	17	17	19	18	22	23	0	1	1	1	2	2	1	1	1	9	8	2	3	5	2	6	5	10	11	3	12	21	20	18	18	12	13	23	24	23	6	24	26	27	24	15	19	24	33	33	31	39	41	41	33	43	37	47	44	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	3	1	2	3	5	1	3	1	1	1	2	2	1	3	1	2	2	1	2	1	2	3	3
57500	-296.197477612532168	-294.453532482387971	-1.743945130144196	0.000079341005611	0.000015135997136	0.190771430471136	0.598972118250872	0	2	1	3	4	4	4	5	3	5	8	5	6	8	9	7	8	8	7	7	8	10	10	10	10	9	11	13	12	13	12	12	13	13	13	10	14	14	14	14	14	15	17	16	16	19	18	21	22	0	1	1	1	1	2	2	2	3	9	7	3	5	5	12	12	8	10	7	13	12	19	16	10	18	19	19	31	24	21	15	18	27	27	24	8	19	24	33	11	36	39	3	41	39	43	44	47	48	1	1	1	1	2	1	1	2	2	1	2	1	1	2	2	1	1	2	1	1	2	1	1	3	1	1	2	1	1	2	1	2	1	1	1	2	3	2	1	3	2	1	8	1	1	1	2	1	1
58000	-284.854283022154675	-283.304985989674208	-1.549297032480447	0.000098387074469	0.000026022895059	0.264495058917833	0.611615784780701	-1	1	2	3	5	4	3	4	4	5	6	5	5	6	8	6	8	8	5	7	9	11	9	9	9	9	11	12	12	12	12	13	12	12	13	13	13	15	14	14	15	15	15	18	16	19	18	22	23	0	1	1	2	8	2	3	3	2	6	8	3	9	4	20	8	6	3	8	13	20	26	16	10	18	11	21	23	24	25	26	30	26	27	29	12	22	29	33	26	4	39	36	43	39	44	43	47	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	1	3	1	1	1	2	5	1	2	2	1	1	2	3	2
58500	-290.364955012611972	-288.473707739531449	-1.891247273080551	0.000117970217362	0.000018550086367	0.157243809344396	0.711344059748277	0	2	4	2	3	3	3	4	3	5	7	5	6	7	7	8	9	8	9	7	9	11	9	9	9	10	11	12	13	12	13	12	13	12	12	11	13	13	14	15	14	16	15	17	17	20	19	23	24	0	1	4	1	2	2	1	4	2	6	7	9	4	5	2	9	15	10	1	13	9	15	16	18	14	9	20	16	35	25	22	24	15	27	26	17	36	32	26	37	26	39	41	41	39	43	44	47	48	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	2	3	1	2	2	1	1	2	4	2	2	1	2	1	1	3	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1
59000	-306.403700584435228	-304.549386231485641	-1.854314352949559	0.000144662217223	0.000023809278982	0.164585331532631	0.645182508795490	0	3	3	2	3	5	4	4	4	5	7	6	5	6	8	8	7	8	8	8	9	9	9	9	10	9	10	12	11	12	13	11	11	11	11	13	13	15	14	15	14	16	16	15	16	20	19	23	24	0	1	4	1	1	9	3	2	3	3	7	8	9	5	17	12	12	10	7	13	5	8	17	17	24	11	17	23	24	25	33	18	19	8	24	15	26	21	34	39	21	39	44	36	33	43	44	43	47	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	3	2	1	2	1	2	1	1	2	1	2	2	2	4	2	2	2	2	2	1	3	2	1	1	2	2	2	3	3
59500	-301.346040423082798	-299.675249498054825	-1.670790925027970	0.000142586964186	0.000030364265719	0.212952606798152	0.641759237822789	0	2	3	3	4	5	3	2	3	5	7	4	6	6	6	9	7	8	7	5	10	9	6	9	11	10	10	13	12	12	14	12	12	13	12	12	13	13	13	15	14	15	17	17	18	19	19	21	24	0	1	1	1	1	3	8	1	8	3	7	8	20	9	12	23	9	11	4	3	5	1	3	17	10	19	13	23	25	24	27	6	26	27	24	17	11	32	33	33	36	39	41	41	31	43	41	43	47	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	5	2	2	3	2	2	4	1	1	3	3	1	2	2	2	2	1	1	2	1	1	1	2	2	1	2	2	2
60000	-287.340104980566480	-285.373686391410388	-1.966418589156088	0.000114496184062	0.000016483752097	0.143967698420433	0.589255902889024	0	2	4	2	5	5	3	4	3	4	7	5	5	7	8	9	6	7	9	7	10	10	8	9	10	9	10	11	12	12	13	12	12	13	11	14	13	14	15	14	15	16	16	18	17	17	20	23	24	0	1	9	1	2	8	1	9	1	9	7	3	9	5	6	23	5	10	18	13	15	20	9	18	18	11	23	16	24	18	12	24	26	27	24	21	26	24	33	33	23	37	31	43	39	41	37	44	47	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	2	3	4	2	2	2	1	2	2	2	2	2	5	1	2	1	1	2	3	2	2
60500	-239.831032638320664	-238.296185857210304	-1.534846781110362	0.000079256663718	0.000021601576392	0.272552178942948	0.654447056066243	0	2	2	3	5	4	3	4	4	5	7	6	6	7	6	7	8	7	8	8	10	10	9	9	10	10	11	13	12	12	12	12	12	13	13	12	13	15	13	14	14	16	17	18	17	19	19	21	23	0	1	1	1	3	3	3	3	2	6	7	3	8	5	9	15	15	10	7	13	15	2	16	18	18	11	13	23	24	25	21	24	19	27	29	21	11	32	33	33	31	39	41	41	33	43	43	47	47	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	2	1	2	3	1	1	1	2	2	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	3	1	1	1	2
61000	-282.322477537134148	-279.919087131273216	-2.403390405860944	0.000107762159382	0.000010098985256	0.093715505643483	0.721379197350167	-1	3	2	1	5	3	4	5	4	5	7	6	5	6	8	7	6	8	7	7	9	11	9	9	9	9	10	12	11	12	13	12	12	12	13	12	12	14	14	15	14	15	17	16	17	19	19	21	21	0	3	1	1	4	4	4	2	2	6	17	9	2	5	19	5	2	10	6	12	12	15	16	13	18	11	20	23	24	25	21	24	7	7	29	21	26	32	37	39	36	39	41	41	42	43	36	44	47	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	1	1	1	2	2	2	4	5	1	1	2	1	1	1	1	1	2	1	1	1	3	2	1
61500	-306.642011587754610	-304.653632830860715	-1.988378756893896	0.000111181185692	0.000015615660929	0.140452369095279	0.690822032570627	0	2	4	3	5	3	4	2	4	4	7	6	6	6	9	7	8	8	8	6	8	10	10	9	11	8	11	12	12	12	14	10	12	10	12	13	15	13	14	15	15	15	16	18	16	19	19	23	25	0	1	4	1	3	8	2	1	8	6	7	9	8	6	3	10	9	10	20	10	4	26	16	21	18	11	13	23	32	18	27	24	21	17	24	22	26	24	21	33	27	33	36	31	39	43	43	43	47	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	4	1	2	1	2	1	3	1	1	2	2	1	4	1	2	2	4	2	2	2	2	2	1	3	1	1	2	4	3
62000	-311.509258615135195	-309.307118674850017	-2.202139940285187	0.000187495123444	0.000021111266640	0.112596350519013	0.693337224009436	0	2	3	3	5	4	3	3	5	4	7	5	7	7	8	7	9	7	7	8	9	9	6	9	11	9	11	12	12	12	12	11	12	11	11	12	13	13	14	15	14	15	17	18	18	18	17	22	23	0	1	1	2	3	2	2	1	2	8	7	8	9	5	12	23	12	10	7	19	18	12	6	18	9	19	13	16	35	18	21	24	19	11	18	20	26	24	6	11	31	37	41	31	42	41	41	37	48	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	4	1	2	2	1	2	2	1	2	2	2	1	2	2	5	4	1	1	1	3	1	2	2	4	1
62500	-335.361262715440887	-333.546108501185245	-1.815154214255653	0.000176781017652	0.000030596216543	0.173074105745598	0.526200556802504	-1	1	3	2	5	4	4	4	2	5	6	5	6	7	8	8	9	9	8	7	9	9	9	10	10	8	12	13	11	13	14	12	11	12	13	13	12	13	13	16	14	15	16	17	17	19	19	22	24	0	1	2	1	3	9	1	9	1	6	7	4	8	9	6	2	14	10	11	4	10	20	20	26	18	9	19	27	14	25	21	6	26	20	29	19	17	25	15	37	37	20	41	37	37	42	31	47	47	1	1	1	1	1	1	2	1	1	1	1	3	1	3	3	3	1	2	1	3	1	1	1	1	1	3	2	1	2	2	3	3	2	2	1	3	1	2	3	2	1	4	1	3	2	3	2	3	2
63000	-280.933950059206097	-278.719307546339053	-2.214642512867046	0.000129469533739	0.000014403856669	0.111252865850826	0.708707030800760	0	2	3	3	4	4	4	3	2	5	7	6	5	7	9	8	8	8	7	8	10	11	10	9	11	9	11	12	12	13	13	13	12	12	12	13	14	14	14	15	14	16	16	17	18	17	19	22	24	0	1	2	9	9	8	8	9	1	6	7	9	9	2	14	14	12	10	7	13	15	21	16	10	18	11	21	23	25	21	22	29	12	27	24	15	26	29	33	18	36	39	41	41	39	41	41	44	48	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	1	1	1	2	3	2	1	1	1	1	2	1	1	3	1	1	3	3	1	1	2	1	2	1	2	2	2	2	3	1
63500	-263.453717720093096	-261.784417779570049	-1.669299940523019	0.000076163465309	0.000016257692793	0.213457892529807	0.646378943317760	0	2	4	4	4	4	4	4	5	5	7	6	7	8	7	8	8	8	8	5	9	8	10	9	10	10	11	12	11	12	14	12	12	13	12	12	14	14	14	15	15	16	16	17	18	19	19	22	24	0	1	2	2	2	2	2	2	7	6	7	8	20	5	3	9	9	10	7	8	12	9	9	10	18	19	8	23	24	25	36	24	26	27	29	13	26	32	33	33	8	39	36	41	42	41	44	44	48	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1	1	1	2	2	1	1	2	2	1	2	1	2	1	1	1	3	2	2	1	2	3	1	1	1	1	2	2	3	1
64000	-278.648815478592326	-276.890554916564781	-1.758260562027563	0.000129736923552	0.000024253825388	0.186946204087152	0.681566526739097	-1	2	3	4	4	5	4	4	4	5	7	6	7	7	8	8	6	8	8	8	9	7	10	8	10	9	11	12	11	12	14	12	12	13	13	13	15	14	14	15	14	16	17	17	16	17	20	22	24	0	1	2	3	3	3	3	2	2	9	7	4	4	5	13	13	9	14	7	13	13	12	16	12	18	20	13	23	24	25	19	24	13	27	24	21	19	32	33	33	21	39	37	41	39	41	43	47	47	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	2	1	3	1	3	1	1	1	2	2	1	2	1	2	2	2	2
64500	-307.956258871433135	-306.077666277957121	-1.878592593475996	0.000095246550120	0.000015210133444	0.159692224281127	0.632707531989608	-1	1	3	3	4	5	3	4	4	4	7	5	6	7	7	8	7	8	8	8	9	11	7	10	10	10	10	12	11	13	13	12	12	11	12	12	14	14	14	16	15	15	15	18	16	19	18	21	22	0	1	1	1	7	8	2	2	1	3	7	3	8	5	4	23	3	3	3	13	23	21	4	15	21	7	15	16	18	25	33	24	11	21	29	21	26	24	26	33	11	39	36	43	37	41	41	41	48	1	1	2	1	1	1	1	1	2	1	2	1	1	1	3	1	1	2	2	1	2	1	2	1	1	3	2	2	1	1	1	1	4	1	1	1	1	3	2	2	3	1	2	2	1	2	3	2	1
65000	-301.576656506151323	-299.277314404415051	-2.299342101736279	0.000125813776473	0.000012932559062	0.102791279496557	0.556196898961682	0	3	2	3	3	4	4	4	4	5	6	4	6	7	9	8	8	8	8	8	8	11	10	9	10	9	11	13	11	12	13	12	13	12	13	12	12	13	13	15	15	12	16	18	16	19	20	22	24	0	1	1	1	1	2	2	3	3	9	7	3	12	12	1	6	8	8	7	13	12	13	16	10	10	11	20	23	24	25	1	24	42	22	32	21	11	29	42	22	15	19	31	43	39	15	44	44	47	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	4	2	1	2	3	1	2	2	2	1	3	1	1	5	2	1	1	1	2	3	1	1	2	4	2	2	1	2	5	2	2	2
65500	-270.563031768658846	-268.724881453449825	-1.838150315209013	0.000086185624362	0.000014478787546	0.167995389643924	0.744898311906630	0	1	2	3	3	3	3	4	5	4	7	5	7	7	9	9	9	7	8	6	7	10	10	9	10	10	11	12	12	11	12	12	12	12	12	12	14	13	14	15	14	13	16	17	17	19	19	21	23	0	1	1	3	2	2	1	2	2	6	7	8	20	9	12	9	13	10	12	8	8	15	16	18	18	19	13	23	24	18	15	24	19	27	24	3	26	32	42	37	31	33	31	43	40	44	44	44	48	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	2	2	1	2	3	2	1	1	1	1	1	3	1	1	1	2	2	1
66000	-287.015731343935897	-285.247210280311549	-1.768521063624370	0.000095592487474	0.000017617024215	0.184292978246911	0.566588814331844	0	1	2	2	4	5	2	5	3	5	7	5	6	7	9	9	8	8	8	4	10	10	8	9	10	9	11	13	11	13	13	11	11	12	12	13	14	14	15	15	14	14	16	16	17	19	18	21	23	0	1	2	2	3	9	1	3	3	2	7	4	8	12	3	23	9	10	7	2	13	13	8	8	18	11	13	6	24	25	15	24	19	15	18	8	26	29	33	33	36	33	41	41	39	41	41	44	47	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	1	2	1	4	2	2	2	1	2	1	1	3	3	1	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	1	3	2	3	2
66500	-254.075168132742419	-252.323047999524590	-1.752120133217822	0.000092553050716	0.000017452630127	0.188568934158289	0.813268760135149	0	2	2	4	5	3	4	5	4	5	7	6	7	6	8	9	9	8	9	8	9	10	10	10	10	9	11	12	12	13	13	12	12	12	12	12	15	13	13	15	14	14	17	16	18	18	20	23	24	0	1	1	2	9	3	3	2	3	6	7	9	12	8	12	13	9	8	7	12	5	21	16	18	21	11	21	23	24	25	21	24	21	21	24	21	31	24	33	33	36	39	41	36	42	43	44	41	47	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	2	4	2
67000	-323.348865629422789	-321.030772819179674	-2.318092810243127	0.000132134497558	0.000013353017758	0.101056257111148	0.634972493406128	0	2	4	4	5	3	3	5	3	4	4	5	6	7	9	7	7	9	7	8	8	9	9	9	10	9	11	11	13	13	11	12	11	10	12	12	13	15	13	15	14	15	17	16	15	19	18	22	25	0	1	9	2	9	2	2	2	1	2	7	6	2	8	21	8	12	6	11	13	13	5	16	12	9	8	22	23	24	24	22	9	19	14	24	31	11	22	33	33	19	39	37	36	39	43	44	43	48	1	2	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	4	1	1	1	2	1	2	4	2	1	1	2	1	1	2	1	2	1	1	4	2	1	2	3	1	2	2	1	1	2	3	1
67500	-322.665578256219931	-320.797652508746182	-1.867925747473722	0.000124392470353	0.000020127877631	0.161809453370097	0.466393264320688	-1	3	2	4	4	3	4	5	3	5	7	5	7	8	9	9	9	7	8	6	9	11	10	9	10	10	10	12	11	12	12	12	12	13	13	11	13	14	13	15	13	16	16	17	18	19	18	22	22	0	1	1	2	3	1	6	6	1	3	10	1	20	6	20	20	8	12	3	10	12	14	16	6	18	19	13	16	24	18	23	15	19	2	29	8	7	32	33	39	27	39	41	36	42	43	21	37	43	1	2	2	1	1	2	1	1	2	1	1	3	1	2	1	1	2	1	3	1	1	2	1	2	3	1	2	2	1	3	1	1	2	5	1	4	4	1	1	1	2	1	2	3	1	2	5	5	3
68000	-323.072064620554784	-321.343720688260419	-1.728343932294377	0.000148487022701	0.000028971961819	0.195114436883932	0.595161701654296	0	1	2	3	3	5	4	3	5	4	7	6	6	8	8	8	8	8	5	6	9	10	10	10	10	10	12	12	13	11	12	12	12	12	12	12	13	14	13	15	13	14	16	18	18	19	19	22	23	0	1	1	3	2	1	1	1	3	3	6	1	2	12	6	13	20	12	2	2	10	12	16	20	18	7	5	23	24	25	21	18	21	19	24	21	26	27	34	39	2	41	31	43	39	43	28	46	43	1	1	1	1	1	2	2	2	1	1	1	3	3	1	1	1	1	1	2	2	3	2	1	2	1	2	5	1	1	1	1	1	2	3	1	2	1	1	1	2	6	1	2	1	2	1	4	2	2
68500	-308.918199471167441	-307.184721830680076	-1.733477640487353	0.000093892831871	0.000018183707282	0.193664488754537	0.594226180067972	-1	2	2	3	4	3	3	4	4	5	6	4	6	8	7	7	7	9	7	7	9	10	10	8	10	10	11	13	13	13	13	13	12	12	11	12	14	13	14	15	14	15	16	15	17	17	19	22	24	0	1	1	1	3	3	2	2	2	6	4	2	1	13	8	13	9	10	12	13	1	20	16	6	18	11	15	16	24	25	27	24	21	27	24	1	26	21	33	19	26	39	15	41	39	43	13	44	44	1	1	2	2	1	1	1	1	1	1	1	1	3	2	1	1	2	2	1	1	4	2	2	2	1	2	2	3	2	2	1	2	2	1	1	7	2	2	1	4	2	1	4	1	1	1	5	3	3
